ionIdx,ionMz,average intensity,mz difference,id,score,formula,ion,name
877,685.5207327,10832.38581,-0.000507324,HMDB07460,85,C43H70O5,+F(-),"DG(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07461,85,C43H70O5,+F(-),"DG(20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07489,85,C43H70O5,+F(-),"DG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07490,85,C43H70O5,+F(-),"DG(20:3(8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07516,85,C43H70O5,+F(-),"DG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07517,85,C43H70O5,+F(-),"DG(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07545,85,C43H70O5,+F(-),"DG(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07546,85,C43H70O5,+F(-),"DG(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07573,85,C43H70O5,+F(-),"DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07684,85,C43H70O5,+F(-),"DG(22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07685,85,C43H70O5,+F(-),"DG(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07712,85,C43H70O5,+F(-),"DG(22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07741,85,C43H70O5,+F(-),"DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07768,85,C43H70O5,+F(-),"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/0:0)"
877,685.5207327,10832.38581,-0.000507324,HMDB07769,85,C43H70O5,+F(-),"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/0:0)"
878,686.1485715,1177.343707,-0.006973062,HMDB01373,35,C21H35N7O13P2S,-H(+),Dephospho-CoA
879,686.4759903,22696.46121,0.000634491,HMDB08829,100,C37H70NO8P,-H(+),"PE(14:0/18:2(9Z,12Z))"
879,686.4759903,22696.46121,0.000634491,HMDB08860,100,C37H70NO8P,-H(+),PE(14:1(9Z)/18:1(11Z))
879,686.4759903,22696.46121,0.000634491,HMDB08861,100,C37H70NO8P,-H(+),PE(14:1(9Z)/18:1(9Z))
879,686.4759903,22696.46121,0.000634491,HMDB08957,100,C37H70NO8P,-H(+),PE(16:1(9Z)/16:1(9Z))
879,686.4759903,22696.46121,0.000634491,HMDB09020,100,C37H70NO8P,-H(+),PE(18:1(11Z)/14:1(9Z))
879,686.4759903,22696.46121,0.000634491,HMDB09053,100,C37H70NO8P,-H(+),PE(18:1(9Z)/14:1(9Z))
879,686.4759903,22696.46121,0.000634491,HMDB09085,100,C37H70NO8P,-H(+),"PE(18:2(9Z,12Z)/14:0)"
880,686.5126396,10465.60713,0.000370783,HMDB07928,100,C38H74NO7P,-H(+),PC(14:1(9Z)/P-16:0)
880,686.5126396,10465.60713,0.000370783,HMDB08918,100,C38H74NO7P,-H(+),PE(15:0/P-18:1(11Z))
880,686.5126396,10465.60713,0.000370783,HMDB08919,100,C38H74NO7P,-H(+),PE(15:0/P-18:1(9Z))
880,686.5126396,10465.60713,0.000370783,HMDB11204,100,C38H74NO7P,-H(+),PC(P-16:0/14:1(9Z))
880,686.5126396,10465.60713,0.000370783,HMDB11403,100,C38H74NO7P,-H(+),PE(P-18:1(11Z)/15:0)
880,686.5126396,10465.60713,0.000370783,HMDB11436,100,C38H74NO7P,-H(+),PE(P-18:1(9Z)/15:0)
880,686.5126396,10465.60713,0.000370783,HMDB13410,100,C38H74NO7P,-H(+),PC(o-16:1(9Z)/14:1(9Z))
881,688.491675,86422.35921,0.000599895,HMDB07901,100,C37H72NO8P,-H(+),PC(14:1(9Z)/15:0)
881,688.491675,86422.35921,0.000599895,HMDB07933,100,C37H72NO8P,-H(+),PC(15:0/14:1(9Z))
881,688.491675,86422.35921,0.000599895,HMDB08827,100,C37H72NO8P,-H(+),PE(14:0/18:1(11Z))
881,688.491675,86422.35921,0.000599895,HMDB08828,100,C37H72NO8P,-H(+),PE(14:0/18:1(9Z))
881,688.491675,86422.35921,0.000599895,HMDB08859,100,C37H72NO8P,-H(+),PE(14:1(9Z)/18:0)
881,688.491675,86422.35921,0.000599895,HMDB08924,100,C37H72NO8P,-H(+),PE(16:0/16:1(9Z))
881,688.491675,86422.35921,0.000599895,HMDB08956,100,C37H72NO8P,-H(+),PE(16:1(9Z)/16:0)
881,688.491675,86422.35921,0.000599895,HMDB08987,100,C37H72NO8P,-H(+),PE(18:0/14:1(9Z))
881,688.491675,86422.35921,0.000599895,HMDB09019,100,C37H72NO8P,-H(+),PE(18:1(11Z)/14:0)
881,688.491675,86422.35921,0.000599895,HMDB09052,100,C37H72NO8P,-H(+),PE(18:1(9Z)/14:0)
882,690.4723259,2767.835977,0.014564279,HMDB08885,15,C37H70NO7P,+F(-),PE(14:1(9Z)/P-18:1(11Z))
882,690.4723259,2767.835977,0.014564279,HMDB08886,15,C37H70NO7P,+F(-),PE(14:1(9Z)/P-18:1(9Z))
882,690.4723259,2767.835977,0.014564279,HMDB11402,15,C37H70NO7P,+F(-),PE(P-18:1(11Z)/14:1(9Z))
882,690.4723259,2767.835977,0.014564279,HMDB11435,15,C37H70NO7P,+F(-),PE(P-18:1(9Z)/14:1(9Z))
883,690.5065501,58258.90417,0.001374913,HMDB07868,86,C37H74NO8P,-H(+),PC(14:0/15:0)
883,690.5065501,58258.90417,0.001374913,HMDB07932,86,C37H74NO8P,-H(+),PC(15:0/14:0)
883,690.5065501,58258.90417,0.001374913,HMDB08826,86,C37H74NO8P,-H(+),PE(14:0/18:0)
883,690.5065501,58258.90417,0.001374913,HMDB08923,86,C37H74NO8P,-H(+),PE(16:0/16:0)
883,690.5065501,58258.90417,0.001374913,HMDB08986,86,C37H74NO8P,-H(+),PE(18:0/14:0)
884,691.5653817,2218.83359,0.001793884,HMDB07176,27,C43H76O5,+F(-),"DG(18:0/22:4(7Z,10Z,13Z,16Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07197,27,C43H76O5,+F(-),"DG(18:1(11Z)/20:3(5Z,8Z,11Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07262,27,C43H76O5,+F(-),"DG(18:2(9Z,12Z)/22:2(13Z,16Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07290,27,C43H76O5,+F(-),"DG(18:3(6Z,9Z,12Z)/22:1(13Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07319,27,C43H76O5,+F(-),"DG(18:3(9Z,12Z,15Z)/22:1(13Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07347,27,C43H76O5,+F(-),"DG(18:4(6Z,9Z,12Z,15Z)/22:0/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07373,27,C43H76O5,+F(-),"DG(20:0/20:4(5Z,8Z,11Z,14Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07374,27,C43H76O5,+F(-),"DG(20:0/20:4(8Z,11Z,14Z,17Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07400,27,C43H76O5,+F(-),"DG(20:1(11Z)/20:3(5Z,8Z,11Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07401,27,C43H76O5,+F(-),"DG(20:1(11Z)/20:3(8Z,11Z,14Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07428,27,C43H76O5,+F(-),"DG(20:2(11Z,14Z)/20:2(11Z,14Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07456,27,C43H76O5,+F(-),"DG(20:3(5Z,8Z,11Z)/20:1(11Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07485,27,C43H76O5,+F(-),"DG(20:3(8Z,11Z,14Z)/20:1(11Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07513,27,C43H76O5,+F(-),"DG(20:4(5Z,8Z,11Z,14Z)/20:0/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07542,27,C43H76O5,+F(-),"DG(20:4(8Z,11Z,14Z,17Z)/20:0/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07599,27,C43H76O5,+F(-),"DG(22:0/18:4(6Z,9Z,12Z,15Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07626,27,C43H76O5,+F(-),"DG(22:1(13Z)/18:3(6Z,9Z,12Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07627,27,C43H76O5,+F(-),"DG(22:1(13Z)/18:3(9Z,12Z,15Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07654,27,C43H76O5,+F(-),"DG(22:2(13Z,16Z)/18:2(9Z,12Z)/0:0)"
884,691.5653817,2218.83359,0.001793884,HMDB07680,27,C43H76O5,+F(-),"DG(22:4(7Z,10Z,13Z,16Z)/18:0/0:0)"
885,693.5341797,9708.577874,-4.95615E-06,HMDB12097,40,C37H75N2O6P,+F(-),SM(d18:1/14:0)
886,694.4758465,10545.48605,0.005863748,HMDB09213,41,C39H70NO7P,-H(+),"PE(18:4(6Z,9Z,12Z,15Z)/P-16:0)"
886,694.4758465,10545.48605,0.005863748,HMDB11346,41,C39H70NO7P,-H(+),"PE(P-16:0/18:4(6Z,9Z,12Z,15Z))"
887,696.4971839,22750.40106,0.000176426,HMDB09147,100,C39H72NO7P,-H(+),"PE(18:3(6Z,9Z,12Z)/P-16:0)"
887,696.4971839,22750.40106,0.000176426,HMDB09180,100,C39H72NO7P,-H(+),"PE(18:3(9Z,12Z,15Z)/P-16:0)"
887,696.4971839,22750.40106,0.000176426,HMDB11344,100,C39H72NO7P,-H(+),"PE(P-16:0/18:3(6Z,9Z,12Z))"
887,696.4971839,22750.40106,0.000176426,HMDB11345,100,C39H72NO7P,-H(+),"PE(P-16:0/18:3(9Z,12Z,15Z))"
888,697.2503975,1146.312018,0.001115956,HMDB00789,91,C37H38N4O10,-H(+),Pentacarboxylporphyrin I
889,698.4413718,3838.395855,-0.001037846,HMDB12330,100,C34H66NO10P,+F(-),PS(14:0/14:0)
890,698.5120517,72042.19918,0.00095864,HMDB08984,100,C39H74NO7P,-H(+),PE(16:1(9Z)/P-18:1(11Z))
890,698.5120517,72042.19918,0.00095864,HMDB08985,100,C39H74NO7P,-H(+),PE(16:1(9Z)/P-18:1(9Z))
890,698.5120517,72042.19918,0.00095864,HMDB09114,100,C39H74NO7P,-H(+),"PE(18:2(9Z,12Z)/P-16:0)"
890,698.5120517,72042.19918,0.00095864,HMDB11343,100,C39H74NO7P,-H(+),"PE(P-16:0/18:2(9Z,12Z))"
890,698.5120517,72042.19918,0.00095864,HMDB11405,100,C39H74NO7P,-H(+),PE(P-18:1(11Z)/16:1(9Z))
890,698.5120517,72042.19918,0.00095864,HMDB11438,100,C39H74NO7P,-H(+),PE(P-18:1(9Z)/16:1(9Z))
891,698.5568323,32347.20141,0.000806108,HMDB04971,100,C40H77NO8,-H(+),Glucosylceramide (d18:1/16:0)
891,698.5568323,32347.20141,0.000806108,HMDB10708,100,C40H77NO8,-H(+),Galactosylceramide (d18:1/16:0)
892,699.4960506,128894.9163,0.000975377,HMDB07861,100,C39H73O8P,-H(+),"PA(18:0/18:2(9Z,12Z))"
892,699.4960506,128894.9163,0.000975377,HMDB07862,100,C39H73O8P,-H(+),PA(18:1(11Z)/18:1(11Z))
892,699.4960506,128894.9163,0.000975377,HMDB07863,100,C39H73O8P,-H(+),PA(18:1(11Z)/18:1(9Z))
892,699.4960506,128894.9163,0.000975377,HMDB07864,100,C39H73O8P,-H(+),PA(18:1(9Z)/18:1(11Z))
892,699.4960506,128894.9163,0.000975377,HMDB07865,100,C39H73O8P,-H(+),PA(18:1(9Z)/18:1(9Z))
893,700.5276751,150974.3231,0.000985351,HMDB08951,100,C39H76NO7P,-H(+),PE(16:0/P-18:1(11Z))
893,700.5276751,150974.3231,0.000985351,HMDB08952,100,C39H76NO7P,-H(+),PE(16:0/P-18:1(9Z))
893,700.5276751,150974.3231,0.000985351,HMDB08983,100,C39H76NO7P,-H(+),PE(16:1(9Z)/P-18:0)
893,700.5276751,150974.3231,0.000985351,HMDB09048,100,C39H76NO7P,-H(+),PE(18:1(11Z)/P-16:0)
893,700.5276751,150974.3231,0.000985351,HMDB09081,100,C39H76NO7P,-H(+),PE(18:1(9Z)/P-16:0)
893,700.5276751,150974.3231,0.000985351,HMDB11341,100,C39H76NO7P,-H(+),PEP-16:0/18:1(11Z))
893,700.5276751,150974.3231,0.000985351,HMDB11342,100,C39H76NO7P,-H(+),PE(P-16:0/18:1(9Z))
893,700.5276751,150974.3231,0.000985351,HMDB11372,100,C39H76NO7P,-H(+),PE(P-18:0/16:1(9Z))
893,700.5276751,150974.3231,0.000985351,HMDB11404,100,C39H76NO7P,-H(+),PE(P-18:1(11Z)/16:0)
893,700.5276751,150974.3231,0.000985351,HMDB11437,100,C39H76NO7P,-H(+),PE(P-18:1(9Z)/16:0)
894,702.4435704,2573.017662,-0.008416457,HMDB12344,36,C36H66NO10P,-H(+),PS(14:1(9Z)/16:1(9Z))
894,702.4435704,2573.017662,-0.008416457,HMDB12364,36,C36H66NO10P,-H(+),PS(16:1(9Z)/14:1(9Z))
895,702.5075601,34087.90996,0.000364843,HMDB07870,100,C38H74NO8P,-H(+),PC(14:0/16:1(9Z))
895,702.5075601,34087.90996,0.000364843,HMDB07902,100,C38H74NO8P,-H(+),PC(14:1(9Z)/16:0)
895,702.5075601,34087.90996,0.000364843,HMDB07966,100,C38H74NO8P,-H(+),PC(16:0/14:1(9Z))
895,702.5075601,34087.90996,0.000364843,HMDB07998,100,C38H74NO8P,-H(+),PC(16:1(9Z)/14:0)
895,702.5075601,34087.90996,0.000364843,HMDB08893,100,C38H74NO8P,-H(+),PE(15:0/18:1(11Z))
895,702.5075601,34087.90996,0.000364843,HMDB08894,100,C38H74NO8P,-H(+),PE(15:0/18:1(9Z))
895,702.5075601,34087.90996,0.000364843,HMDB09021,100,C38H74NO8P,-H(+),PE(18:1(11Z)/15:0)
895,702.5075601,34087.90996,0.000364843,HMDB09054,100,C38H74NO8P,-H(+),PE(18:1(9Z)/15:0)
896,702.5422639,30956.35965,0.002046595,HMDB07961,54,C39H78NO7P,-H(+),PC(15:0/P-16:0)
896,702.5422639,30956.35965,0.002046595,HMDB08950,54,C39H78NO7P,-H(+),PE(16:0/P-18:0)
896,702.5422639,30956.35965,0.002046595,HMDB09015,54,C39H78NO7P,-H(+),PE(18:0/P-16:0)
896,702.5422639,30956.35965,0.002046595,HMDB11157,54,C39H78NO7P,-H(+),PE(P-16:0e/18:1(9Z))
896,702.5422639,30956.35965,0.002046595,HMDB11205,54,C39H78NO7P,-H(+),PC(P-16:0/15:0)
896,702.5422639,30956.35965,0.002046595,HMDB11340,54,C39H78NO7P,-H(+),PE(P-16:0/18:0)
896,702.5422639,30956.35965,0.002046595,HMDB11371,54,C39H78NO7P,-H(+),PE(P-18:0/16:0)
897,704.5220386,13947.16113,0.001536425,HMDB07869,65,C38H76NO8P,-H(+),PC(14:0/16:0)
897,704.5220386,13947.16113,0.001536425,HMDB07934,65,C38H76NO8P,-H(+),PC(15:0/15:0)
897,704.5220386,13947.16113,0.001536425,HMDB07965,65,C38H76NO8P,-H(+),PC(16:0/14:0)
897,704.5220386,13947.16113,0.001536425,HMDB08892,65,C38H76NO8P,-H(+),PE(15:0/18:0)
897,704.5220386,13947.16113,0.001536425,HMDB08988,65,C38H76NO8P,-H(+),PE(18:0/15:0)
897,704.5220386,13947.16113,0.001536425,HMDB10567,65,C38H76NO8P,-H(+),PE-NMe(16:0/16:0)
898,706.2426264,1043.98686,-0.001498938,HMDB06537,85,C26H45NO21,-H(+),(a-D-mannosyl)2-b-D-mannosyl-N-acetylglucosamine
898,706.2426264,1043.98686,-0.001498938,HMDB06566,85,C26H45NO21,-H(+),Lacto-N-tetraose
898,706.2426264,1043.98686,-0.001498938,HMDB06567,85,C26H45NO21,-H(+),Neolactotetraose
898,706.2426264,1043.98686,-0.001498938,HMDB06699,85,C26H45NO21,-H(+),Alpha-D-Manp-(1 -> 2)-a-D-Manp-(1 -> 2)-a-D-Manp-(1 -> 3)-b-D-Manp-(1 -> 4)-D-GlcNAcp
899,707.5034537,4268.830707,0.001121606,HMDB07527,36,C45H68O5,+F(-),"DG(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
899,707.5034537,4268.830707,0.001121606,HMDB07556,36,C45H68O5,+F(-),"DG(20:4(8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
899,707.5034537,4268.830707,0.001121606,HMDB07583,36,C45H68O5,+F(-),"DG(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"
899,707.5034537,4268.830707,0.001121606,HMDB07584,36,C45H68O5,+F(-),"DG(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)"
899,707.5034537,4268.830707,0.001121606,HMDB07723,36,C45H68O5,+F(-),"DG(22:5(4Z,7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
899,707.5034537,4268.830707,0.001121606,HMDB07752,36,C45H68O5,+F(-),"DG(22:5(7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
899,707.5034537,4268.830707,0.001121606,HMDB07779,36,C45H68O5,+F(-),"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/0:0)"
899,707.5034537,4268.830707,0.001121606,HMDB07780,36,C45H68O5,+F(-),"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z)/0:0)"
900,708.5341593,4039.762025,-0.000318908,HMDB07895,40,C38H76NO7P,+F(-),PC(14:0/P-16:0)
900,708.5341593,4039.762025,-0.000318908,HMDB08917,40,C38H76NO7P,+F(-),PE(15:0/P-18:0)
900,708.5341593,4039.762025,-0.000318908,HMDB11203,40,C38H76NO7P,+F(-),PC(P-16:0/14:0)
900,708.5341593,4039.762025,-0.000318908,HMDB11370,40,C38H76NO7P,+F(-),PE(P-18:0/15:0)
900,708.5341593,4039.762025,-0.000318908,HMDB13402,40,C38H76NO7P,+F(-),PC(o-14:0/16:1(9Z))
900,708.5341593,4039.762025,-0.000318908,HMDB13403,40,C38H76NO7P,+F(-),PC(o-16:0/14:1(9Z))
901,710.4748618,7913.009067,0.001763049,HMDB08838,57,C39H70NO8P,-H(+),"PE(14:0/20:4(5Z,8Z,11Z,14Z))"
901,710.4748618,7913.009067,0.001763049,HMDB08839,57,C39H70NO8P,-H(+),"PE(14:0/20:4(8Z,11Z,14Z,17Z))"
901,710.4748618,7913.009067,0.001763049,HMDB08869,57,C39H70NO8P,-H(+),"PE(14:1(9Z)/20:3(5Z,8Z,11Z))"
901,710.4748618,7913.009067,0.001763049,HMDB08870,57,C39H70NO8P,-H(+),"PE(14:1(9Z)/20:3(8Z,11Z,14Z))"
901,710.4748618,7913.009067,0.001763049,HMDB08931,57,C39H70NO8P,-H(+),"PE(16:0/18:4(6Z,9Z,12Z,15Z))"
901,710.4748618,7913.009067,0.001763049,HMDB08962,57,C39H70NO8P,-H(+),"PE(16:1(9Z)/18:3(6Z,9Z,12Z))"
901,710.4748618,7913.009067,0.001763049,HMDB08963,57,C39H70NO8P,-H(+),"PE(16:1(9Z)/18:3(9Z,12Z,15Z))"
901,710.4748618,7913.009067,0.001763049,HMDB09122,57,C39H70NO8P,-H(+),"PE(18:3(6Z,9Z,12Z)/16:1(9Z))"
901,710.4748618,7913.009067,0.001763049,HMDB09155,57,C39H70NO8P,-H(+),"PE(18:3(9Z,12Z,15Z)/16:1(9Z))"
901,710.4748618,7913.009067,0.001763049,HMDB09187,57,C39H70NO8P,-H(+),"PE(18:4(6Z,9Z,12Z,15Z)/16:0)"
901,710.4748618,7913.009067,0.001763049,HMDB09317,57,C39H70NO8P,-H(+),"PE(20:3(5Z,8Z,11Z)/14:1(9Z))"
901,710.4748618,7913.009067,0.001763049,HMDB09350,57,C39H70NO8P,-H(+),"PE(20:3(8Z,11Z,14Z)/14:1(9Z))"
901,710.4748618,7913.009067,0.001763049,HMDB09382,57,C39H70NO8P,-H(+),"PE(20:4(5Z,8Z,11Z,14Z)/14:0)"
901,710.4748618,7913.009067,0.001763049,HMDB09415,57,C39H70NO8P,-H(+),"PE(20:4(8Z,11Z,14Z,17Z)/14:0)"
902,710.549465,4863.214113,2.55129E-05,HMDB13341,40,C38H78NO7P,+F(-),PC(o-14:0/16:0)
903,712.4920408,30890.91892,0.0002341,HMDB08836,100,C39H72NO8P,-H(+),"PE(14:0/20:3(5Z,8Z,11Z))"
903,712.4920408,30890.91892,0.0002341,HMDB08837,100,C39H72NO8P,-H(+),"PE(14:0/20:3(8Z,11Z,14Z))"
903,712.4920408,30890.91892,0.0002341,HMDB08868,100,C39H72NO8P,-H(+),"PE(14:1(9Z)/20:2(11Z,14Z))"
903,712.4920408,30890.91892,0.0002341,HMDB08929,100,C39H72NO8P,-H(+),"PE(16:0/18:3(6Z,9Z,12Z))"
903,712.4920408,30890.91892,0.0002341,HMDB08930,100,C39H72NO8P,-H(+),"PE(16:0/18:3(9Z,12Z,15Z))"
903,712.4920408,30890.91892,0.0002341,HMDB08961,100,C39H72NO8P,-H(+),"PE(16:1(9Z)/18:2(9Z,12Z))"
903,712.4920408,30890.91892,0.0002341,HMDB09089,100,C39H72NO8P,-H(+),"PE(18:2(9Z,12Z)/16:1(9Z))"
903,712.4920408,30890.91892,0.0002341,HMDB09121,100,C39H72NO8P,-H(+),"PE(18:3(6Z,9Z,12Z)/16:0)"
903,712.4920408,30890.91892,0.0002341,HMDB09154,100,C39H72NO8P,-H(+),"PE(18:3(9Z,12Z,15Z)/16:0)"
903,712.4920408,30890.91892,0.0002341,HMDB09284,100,C39H72NO8P,-H(+),"PE(20:2(11Z,14Z)/14:1(9Z))"
903,712.4920408,30890.91892,0.0002341,HMDB09316,100,C39H72NO8P,-H(+),"PE(20:3(5Z,8Z,11Z)/14:0)"
903,712.4920408,30890.91892,0.0002341,HMDB09349,100,C39H72NO8P,-H(+),"PE(20:3(8Z,11Z,14Z)/14:0)"
904,712.5278912,11429.12698,0.000769159,HMDB07930,100,C40H76NO7P,-H(+),PC(14:1(9Z)/P-18:1(11Z))
904,712.5278912,11429.12698,0.000769159,HMDB07931,100,C40H76NO7P,-H(+),PC(14:1(9Z)/P-18:1(9Z))
904,712.5278912,11429.12698,0.000769159,HMDB11270,100,C40H76NO7P,-H(+),PC(P-18:1(11Z)/14:1(9Z))
904,712.5278912,11429.12698,0.000769159,HMDB11303,100,C40H76NO7P,-H(+),PC(P-18:1(9Z)/14:1(9Z))
905,714.507268,267201.4289,0.000656971,HMDB08835,100,C39H74NO8P,-H(+),"PE(14:0/20:2(11Z,14Z))"
905,714.507268,267201.4289,0.000656971,HMDB08867,100,C39H74NO8P,-H(+),PE(14:1(9Z)/20:1(11Z))
905,714.507268,267201.4289,0.000656971,HMDB08928,100,C39H74NO8P,-H(+),"PE(16:0/18:2(9Z,12Z))"
905,714.507268,267201.4289,0.000656971,HMDB08959,100,C39H74NO8P,-H(+),PE(16:1(9Z)/18:1(11Z))
905,714.507268,267201.4289,0.000656971,HMDB08960,100,C39H74NO8P,-H(+),PE(16:1(9Z)/18:1(9Z))
905,714.507268,267201.4289,0.000656971,HMDB09023,100,C39H74NO8P,-H(+),PE(18:1(11Z)/16:1(9Z))
905,714.507268,267201.4289,0.000656971,HMDB09056,100,C39H74NO8P,-H(+),PE(18:1(9Z)/16:1(9Z))
905,714.507268,267201.4289,0.000656971,HMDB09088,100,C39H74NO8P,-H(+),"PE(18:2(9Z,12Z)/16:0)"
905,714.507268,267201.4289,0.000656971,HMDB09251,100,C39H74NO8P,-H(+),PE(20:1(11Z)/14:1(9Z))
905,714.507268,267201.4289,0.000656971,HMDB09283,100,C39H74NO8P,-H(+),"PE(20:2(11Z,14Z)/14:0)"
906,716.5229895,515716.5632,0.000585528,HMDB07936,100,C39H76NO8P,-H(+),PC(15:0/16:1(9Z))
906,716.5229895,515716.5632,0.000585528,HMDB08000,100,C39H76NO8P,-H(+),PC(16:1(9Z)/15:0)
906,716.5229895,515716.5632,0.000585528,HMDB08834,100,C39H76NO8P,-H(+),PE(14:0/20:1(11Z))
906,716.5229895,515716.5632,0.000585528,HMDB08866,100,C39H76NO8P,-H(+),PE(14:1(9Z)/20:0)
906,716.5229895,515716.5632,0.000585528,HMDB08926,100,C39H76NO8P,-H(+),PE(16:0/18:1(11Z))
906,716.5229895,515716.5632,0.000585528,HMDB08927,100,C39H76NO8P,-H(+),PE(16:0/18:1(9Z))
906,716.5229895,515716.5632,0.000585528,HMDB08958,100,C39H76NO8P,-H(+),PE(16:1(9Z)/18:0)
906,716.5229895,515716.5632,0.000585528,HMDB08990,100,C39H76NO8P,-H(+),PE(18:0/16:1(9Z))
906,716.5229895,515716.5632,0.000585528,HMDB09022,100,C39H76NO8P,-H(+),PE(18:1(11Z)/16:0)
906,716.5229895,515716.5632,0.000585528,HMDB09055,100,C39H76NO8P,-H(+),PE(18:1(9Z)/16:0)
906,716.5229895,515716.5632,0.000585528,HMDB09218,100,C39H76NO8P,-H(+),PE(20:0/14:1(9Z))
906,716.5229895,515716.5632,0.000585528,HMDB09250,100,C39H76NO8P,-H(+),PE(20:1(11Z)/14:0)
907,717.4706694,10885.55664,0.000535734,HMDB10586,100,C38H71O10P,-H(+),PG(16:1(9Z)/16:1(9Z))
908,718.5338971,71262.27193,0.005327965,HMDB07935,38,C39H78NO8P,-H(+),PC(15:0/16:0)
908,718.5338971,71262.27193,0.005327965,HMDB07967,38,C39H78NO8P,-H(+),PC(16:0/15:0)
908,718.5338971,71262.27193,0.005327965,HMDB08833,38,C39H78NO8P,-H(+),PE(14:0/20:0)
908,718.5338971,71262.27193,0.005327965,HMDB08925,38,C39H78NO8P,-H(+),PE(16:0/18:0)
908,718.5338971,71262.27193,0.005327965,HMDB08989,38,C39H78NO8P,-H(+),PE(18:0/16:0)
908,718.5338971,71262.27193,0.005327965,HMDB09217,38,C39H78NO8P,-H(+),PE(20:0/14:0)
908,718.5338971,71262.27193,0.005327965,HMDB10566,38,C39H78NO8P,-H(+),PE-NMe2(16:0/16:0)
909,719.4861917,41539.42012,0.000663431,HMDB10571,100,C38H73O10P,-H(+),PG(16:0/16:1(9Z))
909,719.4861917,41539.42012,0.000663431,HMDB10585,100,C38H73O10P,-H(+),PG(16:1(9Z)/16:0)
