ionIdx,ionMz,average intensity,mz difference,id,score,formula,ion,name
321,225.0410551,4468.053612,-0.000597057,HMDB12283,100,C10H10O6,-H(+),Prephenate
322,225.0992821,12711.2341,2.825E-05,HMDB00033,100,C9H14N4O3,-H(+),Carnosine
322,225.0992821,12711.2341,2.825E-05,HMDB12482,100,C9H14N4O3,-H(+),"(6R)-6-(L-Erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroxypterin"
323,225.1863747,9847.656448,-0.000374666,HMDB00499,100,C14H26O2,-H(+),5-Tetradecenoic acid
323,225.1863747,9847.656448,-0.000374666,HMDB00521,100,C14H26O2,-H(+),5Z-Tetradecenoic acid
323,225.1863747,9847.656448,-0.000374666,HMDB02000,100,C14H26O2,-H(+),Myristoleic acid
323,225.1863747,9847.656448,-0.000374666,HMDB05051,100,C14H26O2,-H(+),Tsuzuic acid
323,225.1863747,9847.656448,-0.000374666,HMDB10732,100,C14H26O2,-H(+),trans-Tetra-dec-2-enoic acid
324,226.0356751,3515.729657,3.18761E-05,HMDB06794,100,C9H9NO6,-H(+),"5-(2'-Carboxyethyl)-4,6-Dihydroxypicolinate"
325,226.083255,4629.168414,7.08632E-05,HMDB00014,100,C9H13N3O4,-H(+),Deoxycytidine
326,227.0366809,4062.087042,-0.004071508,HMDB01343,52,C6H13O7P,-H(+),Mevalonic acid-5P
327,227.0553959,6472.001397,0.001675845,HMDB12210,24,C8H16O2S2,+F(-),Dihydrolipoate
328,227.0681321,6266.693734,-0.000790589,HMDB00012,100,C9H12N2O5,-H(+),Deoxyuridine
329,227.103804,17571.36827,-7.69513E-05,HMDB06695,100,C10H16N2O4,-H(+),Prolylhydroxyproline
330,227.1287078,12727.01515,0.000171289,HMDB00933,100,C12H20O4,-H(+),Traumatic acid
331,227.1385643,4840.817786,0.00154818,HMDB11174,65,C11H20N2O3,-H(+),L-isoleucyl-L-proline
331,227.1385643,4840.817786,0.00154818,HMDB11175,65,C11H20N2O3,-H(+),L-leucyl-L-proline
332,228.1607333,12647.82359,-0.000219717,HMDB13267,100,C12H23NO3,-H(+),N-Decanoylglycine
333,229.0119074,16864.93654,-3.35068E-05,HMDB00618,100,C5H11O8P,-H(+),D-Ribulose 5-phosphate
333,229.0119074,16864.93654,-3.35068E-05,HMDB00868,100,C5H11O8P,-H(+),Xylulose 5-phosphate
333,229.0119074,16864.93654,-3.35068E-05,HMDB01489,100,C5H11O8P,-H(+),Ribose 1-phosphate
333,229.0119074,16864.93654,-3.35068E-05,HMDB01548,100,C5H11O8P,-H(+),D-Ribose 5-phosphate
333,229.0119074,16864.93654,-3.35068E-05,HMDB06534,100,C5H11O8P,-H(+),D-Xylulose 1-phosphate
333,229.0119074,16864.93654,-3.35068E-05,HMDB11734,100,C5H11O8P,-H(+),D-Arabinose 5-phosphate
333,229.0119074,16864.93654,-3.35068E-05,HMDB12195,100,C5H11O8P,-H(+),Beta-L-arabinose 1-phosphate
334,229.083103,7520.936176,-0.000111423,HMDB02335,100,C9H14N2O5,-H(+),Aspartyl-L-proline
335,229.1444922,12821.17403,3.70015E-05,HMDB00623,100,C12H22O4,-H(+),Dodecanedioic acid
336,230.0670246,3173.72124,-1.7417E-05,HMDB01180,100,C9H13NO6,-H(+),N2-Succinyl-L-glutamic acid 5-semialdehyde
337,230.1036137,11254.47761,-0.000221009,HMDB00726,100,C10H17NO5,-H(+),Isovalerylglutamic acid
337,230.1036137,11254.47761,-0.000221009,HMDB00953,100,C10H17NO5,-H(+),Suberylglycine
338,231.0988455,8367.65643,-0.000203861,HMDB01199,100,C9H16N2O5,-H(+),N2-Succinyl-L-ornithine
338,231.0988455,8367.65643,-0.000203861,HMDB12161,100,C9H16N2O5,-H(+),4-(Glutamylamino) butanoate
339,231.1142963,2702.863539,-0.000398491,HMDB01389,100,C13H16N2O2,-H(+),Melatonin
340,231.1350578,4014.078772,-3.07048E-05,HMDB13075,100,C10H20N2O4,-H(+),Spermic acid 2
341,232.1198752,2644.667139,-0.000832477,HMDB13125,100,C10H19NO5,-H(+),Hydroxypropionylcarnitine
342,233.0782257,8281.933764,-0.000319517,HMDB11169,100,C8H14N2O6,-H(+),L-beta-aspartyl-L-threonine
343,234.0326329,1741.257763,0.000188338,HMDB01885,10,C9H10ClNO3,+F(-),3-Chlorotyrosine
344,234.1144451,4637.877762,-0.000787048,HMDB13124,53,C10H17NO4,+F(-),Propenoylcarnitine
345,235.0751012,10917.59641,-0.00267437,HMDB01200,46,C11H12N2O4,-H(+),N'-Formylkynurenine
346,235.1697433,19870.73636,0.000606758,HMDB02352,100,C15H24O2,-H(+),Capsidiol
347,236.0778876,5347.860528,0.000553244,HMDB13639,100,C9H19NO2S2,-H(+),8-[(aminomethyl)sulfanyl]-6-sulfanyloctanoic acid
348,237.0749146,7508.394719,0.001928984,HMDB02511,55,C12H14O5,-H(+),"3,4,5-Trimethoxycinnamic acid"
348,237.0749146,7508.394719,0.001928984,HMDB11721,55,C12H14O5,-H(+),"Trans-2, 3, 4-Trimethoxycinnamate"
349,237.114302,9166.243266,-0.000978338,HMDB00350,40,C10H18O5,+F(-),3-Hydroxysebacic acid
349,237.114302,9166.243266,-0.000978338,HMDB00424,40,C10H18O5,+F(-),2-Hydroxydecanedioic acid
350,238.0935873,5123.622307,0.000972016,HMDB00038,100,C9H13N5O3,-H(+),Dihydrobiopterin
350,238.0935873,5123.622307,0.000972016,HMDB02065,100,C9H13N5O3,-H(+),6-Lactoyltetrahydropterin
350,238.0935873,5123.622307,0.000972016,HMDB02215,100,C9H13N5O3,-H(+),4a-Carbinolamine tetrahydrobiopterin
350,238.0935873,5123.622307,0.000972016,HMDB13642,100,C9H13N5O3,-H(+),1-hydroxy-2-Oxopropyl tetrahydropterin
351,239.0166808,5962.351126,-0.000111971,HMDB00192,100,C6H12N2O4S2,-H(+),L-Cystine
352,239.2380687,3451.193607,-3.30538E-05,HMDB01551,100,C16H32O,-H(+),Palmitaldehyde
353,240.0974245,3765.77574,0.001551441,HMDB02224,70,C10H15N3O4,-H(+),5-Methyldeoxycytidine
354,240.1094187,2273.045857,0.000790679,HMDB00027,100,C9H15N5O3,-H(+),Tetrahydrobiopterin
354,240.1094187,2273.045857,0.000790679,HMDB00787,100,C9H15N5O3,-H(+),Sapropterin
355,240.118638,1558.597994,-0.002575598,HMDB12227,13,C13H20ClNO,-H(+),Erythrohydrobupropion
356,241.0120767,11862.2613,-0.000202772,HMDB01125,100,C6H11O8P,-H(+),Inositol cyclic phosphate
357,241.0716921,7563.945639,0.000160702,HMDB10325,40,C8H14O7,+F(-),Ethyl glucuronide
358,241.1809496,8212.256382,-3.48849E-05,HMDB10730,100,C14H26O3,-H(+),3-Oxotetradecanoic acid
359,241.2173257,63342.68612,-2.55393E-05,HMDB00826,100,C15H30O2,-H(+),Pentadecanoic acid
360,242.1760882,110083.2233,7.54171E-05,HMDB13286,100,C13H25NO3,-H(+),N-Undecanoylglycine
361,243.1600586,12371.29533,0.000120627,HMDB02327,100,C13H24O4,-H(+),"1,11-Undecanedicarboxylic acid"
362,244.1557813,2073.603289,-0.000353086,HMDB00378,100,C12H23NO4,-H(+),2-Methylbutyroylcarnitine
362,244.1557813,2073.603289,-0.000353086,HMDB00688,100,C12H23NO4,-H(+),Isovalerylcarnitine
362,244.1557813,2073.603289,-0.000353086,HMDB13128,100,C12H23NO4,-H(+),Valerylcarnitine
363,245.0811089,6338.021584,-0.003202758,HMDB00497,44,C9H14N2O6,-H(+),"5,6-Dihydrouridine"
363,245.0811089,6338.021584,-0.003202758,HMDB11160,44,C9H14N2O6,-H(+),L-alpha-Aspartyl-L-hydroxyproline
364,245.0929599,3057.049814,0.000297057,HMDB00245,40,C10H14N2O4,+F(-),Porphobilinogen
365,245.1143777,12514.76574,-8.5997E-05,HMDB11166,100,C10H18N2O5,-H(+),L-beta-aspartyl-L-leucine
365,245.1143777,12514.76574,-8.5997E-05,HMDB11172,100,C10H18N2O5,-H(+),L-gamma-glutamyl-L-valine
366,245.1391356,8465.290801,0.000308215,HMDB00413,100,C12H22O5,-H(+),3-Hydroxydodecanedioic acid
367,246.0986207,2826.026353,-0.000313386,HMDB02095,100,C10H17NO6,-H(+),Malonylcarnitine
368,247.0706304,2973.122136,0.001796427,HMDB04185,100,C12H12N2O4,-H(+),5-Hydroxyindoleacetylglycine
369,247.1183914,5507.724595,0.001654391,HMDB02053,60,C12H16N4O2,-H(+),Histidylproline diketopiperazine
370,247.1333187,2922.147568,0.000645837,HMDB01931,100,C15H20O3,-H(+),Gamma-CEHC
371,248.0228928,2601.123416,0.000535325,HMDB02062,100,C8H11NO6S,-H(+),Norepinephrine sulfate
372,249.0552642,6715.445746,-0.000201608,HMDB01049,100,C8H14N2O5S,-H(+),Gamma-Glutamylcysteine
373,250.0931022,5861.542693,0.00011968,HMDB03254,100,C9H17NO7,-H(+),Muramic acid
374,250.1449257,8931.061691,3.24268E-05,HMDB00736,40,C11H21NO4,+F(-),Isobutyryl-L-carnitine
374,250.1449257,8931.061691,3.24268E-05,HMDB02013,40,C11H21NO4,+F(-),Butyrylcarnitine
375,250.1553083,5424.920523,0.000883245,HMDB01959,49,C10H21N3O3,+F(-),Gamma-Aminobutyryl-lysine
376,251.2017513,5648.55902,-0.000101176,HMDB00477,100,C16H28O2,-H(+),"7Z,10Z-Hexadecadienoic acid"
376,251.2017513,5648.55902,-0.000101176,HMDB00480,100,C16H28O2,-H(+),"7,10-Hexadecadienoic acid"
377,252.0731262,2906.820632,0.000697678,HMDB00727,100,C9H11N5O4,-H(+),L-Threoneopterin
377,252.0731262,2906.820632,0.000697678,HMDB00845,100,C9H11N5O4,-H(+),Neopterin
377,252.0731262,2906.820632,0.000697678,HMDB00877,100,C9H11N5O4,-H(+),Umanopterin
377,252.0731262,2906.820632,0.000697678,HMDB02109,100,C9H11N5O4,-H(+),Hydroxysepiapterin
378,252.0864569,5176.068415,0.001285683,HMDB11716,83,C12H15NO5,-H(+),N-Acetylvanilalanine
379,253.0502815,9659.152986,-0.000304286,HMDB04195,100,C7H14N2O6S,-H(+),5-L-Glutamyl-taurine
379,253.0502815,9659.152986,0.000347337,HMDB03312,100,C15H10O4,-H(+),Daidzein
380,253.2174195,68900.79682,-0.000119316,HMDB02186,100,C16H30O2,-H(+),Hypogeic acid
380,253.2174195,68900.79682,-0.000119316,HMDB03229,100,C16H30O2,-H(+),Palmitoleic acid
380,253.2174195,68900.79682,-0.000119316,HMDB10735,100,C16H30O2,-H(+),Trans-Hexa-dec-2-enoic acid
380,253.2174195,68900.79682,-0.000119316,HMDB12328,100,C16H30O2,-H(+),Palmitelaidic acid
381,254.0675375,3506.158852,0.000901674,HMDB13204,40,C9H9N5O3,+F(-),6-Succinoaminopurine
382,255.0678728,5032.156542,-0.001593888,HMDB05760,80,C15H12O4,-H(+),Dihydrodaidzein
383,255.233149,3721668.514,-0.000198708,HMDB00220,100,C16H32O2,-H(+),Palmitic acid
383,255.233149,3721668.514,-0.000198708,HMDB02396,100,C16H32O2,-H(+),Trimethyltridecanoic acid
384,256.0956179,46865.91397,-7.39221E-05,HMDB00086,100,C8H20NO6P,-H(+),Glycerophosphocholine
385,256.1557849,2683.041733,-0.000356713,HMDB13161,100,C13H23NO4,-H(+),2-Hexenoylcarnitine
386,257.0080602,3501.123685,-0.001271593,HMDB01127,100,C6H11O9P,-H(+),6-Phosphonoglucono-D-lactone
386,257.0080602,3501.123685,-0.001271593,HMDB01376,100,C6H11O9P,-H(+),2-Keto-3-deoxy-6-phosphogluconic acid
387,257.0782087,7918.280681,-0.000302572,HMDB00884,100,C10H14N2O6,-H(+),Ribothymidine
387,257.0782087,7918.280681,-0.000302572,HMDB02331,100,C10H14N2O6,-H(+),Imidazoleacetic acid riboside
387,257.0782087,7918.280681,-0.000302572,HMDB04813,100,C10H14N2O6,-H(+),3-Methyluridine
388,258.0386805,4384.280055,-0.000257438,HMDB01109,100,C6H14NO8P,-H(+),Glucosamine-1P
388,258.0386805,4384.280055,-0.000257438,HMDB01254,100,C6H14NO8P,-H(+),Glucosamine 6-phosphate
389,258.151868,2176.762572,-0.001919114,HMDB01849,65,C16H21NO2,-H(+),Propranolol
390,258.1713817,3166.003662,-0.000303438,HMDB00705,100,C13H25NO4,-H(+),Hexanoylcarnitine
390,258.1713817,3166.003662,-0.000303438,HMDB00756,100,C13H25NO4,-H(+),L-Hexanoylcarnitine
391,259.0220795,39722.85088,0.000359082,HMDB00124,100,C6H13O9P,-H(+),Fructose 6-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB00213,100,C6H13O9P,-H(+),Myo-inositol 1-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB00645,100,C6H13O9P,-H(+),Galactose 1-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB00994,100,C6H13O9P,-H(+),Dolichyl phosphate D-mannose
391,259.0220795,39722.85088,0.000359082,HMDB01076,100,C6H13O9P,-H(+),Fructose 1-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB01078,100,C6H13O9P,-H(+),Mannose 6-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB01313,100,C6H13O9P,-H(+),D-Myo-inositol 4-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB01401,100,C6H13O9P,-H(+),Glucose 6-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB01586,100,C6H13O9P,-H(+),Glucose 1-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB02985,100,C6H13O9P,-H(+),Inositol phosphate
391,259.0220795,39722.85088,0.000359082,HMDB03498,100,C6H13O9P,-H(+),Beta-D-Glucose 6-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB03971,100,C6H13O9P,-H(+),Beta-D-Fructose 6-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB06328,100,C6H13O9P,-H(+),D-Tagatose 1-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB06330,100,C6H13O9P,-H(+),D-Mannose 1-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB06797,100,C6H13O9P,-H(+),Sorbose 1-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB06800,100,C6H13O9P,-H(+),Beta-D-Fructose 2-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB06814,100,C6H13O9P,-H(+),1D-myo-Inositol 3-phosphate
391,259.0220795,39722.85088,0.000359082,HMDB06873,100,C6H13O9P,-H(+),D-Tagatose 6-phosphate
392,259.1300173,10970.90374,-7.55766E-05,HMDB11170,100,C11H20N2O5,-H(+),L-gamma-glutamyl-L-isoleucine
392,259.1300173,10970.90374,-7.55766E-05,HMDB11171,100,C11H20N2O5,-H(+),L-gamma-glutamyl-L-leucine
393,260.1137203,2863.034905,0.000236989,HMDB13133,100,C11H19NO6,-H(+),Methylmalonylcarnitine
394,260.1257944,4178.300366,-0.00060368,HMDB02248,100,C10H19N3O5,-H(+),Gamma glutamyl ornithine
394,260.1257944,4178.300366,-0.00060368,HMDB04985,100,C10H19N3O5,-H(+),Aspartylysine
394,260.1257944,4178.300366,-0.00060368,HMDB04987,100,C10H19N3O5,-H(+),Alpha-Aspartyl-lysine
395,261.0381155,5157.142229,-2.68574E-05,HMDB01530,100,C6H15O9P,-H(+),Mannitol 1-phosphate
395,261.0381155,5157.142229,-2.68574E-05,HMDB05831,100,C6H15O9P,-H(+),Sorbitol-6-phosphate
396,261.0732784,12687.42802,-0.000457581,HMDB11164,100,C9H14N2O7,-H(+),L-beta-aspartyl-L-glutamic acid
397,264.9522525,6181.114908,-0.000262771,HMDB01270,100,C3H8O10P2,-H(+),"Glyceric acid 1,3-biphosphate"
397,264.9522525,6181.114908,-0.000262771,HMDB01294,100,C3H8O10P2,-H(+),"2,3-Diphosphoglyceric acid"
398,266.0894582,7753.867038,-0.001321686,HMDB00830,100,C9H17NO8,-H(+),Neuraminic acid
398,266.0894582,7753.867038,1.57266E-05,HMDB00050,100,C10H13N5O4,-H(+),Adenosine
398,266.0894582,7753.867038,1.57266E-05,HMDB00085,100,C10H13N5O4,-H(+),Deoxyguanosine
399,266.1403034,3186.710601,-0.000430632,HMDB13127,40,C11H21NO5,+F(-),Hydroxybutyrylcarnitine
400,267.0335312,2377.150232,-0.003637851,HMDB02326,35,C15H8O5,-H(+),Coumesterol
401,267.0738423,13202.25896,-0.000352762,HMDB00195,100,C10H12N4O5,-H(+),Inosine
401,267.0738423,13202.25896,-0.000352762,HMDB00481,100,C10H12N4O5,-H(+),Allopurinol riboside
401,267.0738423,13202.25896,-0.000352762,HMDB03040,100,C10H12N4O5,-H(+),Arabinosylhypoxanthine
402,267.1135873,5178.600992,0.000405045,HMDB04081,40,C13H16N2O3,+F(-),6-Hydroxymelatonin
403,267.2691223,38222.29296,0.000213521,HMDB02384,100,C18H36O,-H(+),Stearaldehyde
404,269.2122898,97896.17609,-7.49715E-05,HMDB10733,100,C16H30O3,-H(+),3-Oxohexadecanoic acid
405,269.2484559,107213.8195,0.000144473,HMDB02259,100,C17H34O2,-H(+),Heptadecanoic acid
406,269.2843468,19403.75451,0.000639018,HMDB02350,100,C18H38O,-H(+),Octadecanol
407,271.0622586,5238.6415,-0.001065145,HMDB02670,94,C15H12O5,-H(+),Naringenin
407,271.0622586,5238.6415,-0.001065145,HMDB05897,94,C15H12O5,-H(+),Dihydrogenistein
408,271.171876,4153.90539,-0.00152598,HMDB00151,82,C18H24O2,-H(+),Estradiol
408,271.171876,4153.90539,-0.00152598,HMDB00429,82,C18H24O2,-H(+),17a-Estradiol
409,271.2077289,2458.926751,-0.000993432,HMDB06046,100,C19H28O,-H(+),5a-Androst-3-en-17-one
410,271.227926,104569.4878,-6.1134E-05,HMDB10734,100,C16H32O3,-H(+),(R)-3-Hydroxy-hexadecanoic acid
411,272.1874083,2752.469948,-0.000679933,HMDB13238,100,C14H27NO4,-H(+),Heptanoylcarnitine
412,273.0017188,3923.458834,-1.5573E-05,HMDB03976,100,C6H11O10P,-H(+),D-Glucuronic acid 1-phosphate
413,273.1708488,6110.616725,-0.000104844,HMDB00394,100,C14H26O5,-H(+),3-Hydroxytetradecanedioic acid
414,274.0935584,13446.67969,0.001000883,HMDB01786,100,C12H13N5O3,-H(+),Ethenodeoxyadenosine
415,274.1044348,9910.000131,2.04921E-05,HMDB05766,100,C10H17N3O6,-H(+),Norophthalmic acid
415,274.1044348,9910.000131,2.04921E-05,HMDB11738,100,C10H17N3O6,-H(+),Gamma-Glutamylglutamine
416,274.1271129,2882.768538,0.002494457,HMDB13130,49,C12H21NO6,-H(+),Glutarylcarnitine
417,274.1406688,5311.002209,0.000172034,HMDB03869,100,C11H21N3O5,-H(+),Epsilon-(gamma-Glutamyl)-lysine
417,274.1406688,5311.002209,0.000172034,HMDB04207,100,C11H21N3O5,-H(+),L-a-glutamyl-L-Lysine
418,275.0176068,47818.70966,-0.000253545,HMDB01316,100,C6H13O10P,-H(+),6-Phosphogluconic acid
419,275.0896111,8761.647465,-0.001140217,HMDB11737,100,C10H16N2O7,-H(+),Gamma Glutamylglutamic acid
420,275.1040304,8056.721351,-0.000208732,HMDB11648,40,C11H16N2O5,+F(-),"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide"
421,275.1251025,5290.154239,-0.000246172,HMDB00279,100,C11H20N2O6,-H(+),Saccharopine
422,277.1444916,14926.349,3.76205E-05,HMDB01518,100,C16H22O4,-H(+),Alpha-CEHC
422,277.1444916,14926.349,3.76205E-05,HMDB13248,100,C16H22O4,-H(+),Monoethylhexyl phthalic acid
423,277.1570643,5295.369374,-0.001301722,HMDB13243,100,C15H22N2O3,-H(+),Leucyl-phenylalanine
424,278.1058487,2777.30176,-0.002361468,HMDB13134,21,C11H17NO6,+F(-),Fumarycarnitine
425,279.0985507,5035.392393,9.09029E-05,HMDB00706,100,C13H16N2O5,-H(+),L-Aspartyl-L-phenylalanine
425,279.0985507,5035.392393,9.09029E-05,HMDB11167,100,C13H16N2O5,-H(+),L-beta-aspartyl-L-phenylalanine
426,280.0358083,17230.20985,0.002315407,HMDB06049,20,C9H12NO6P,+F(-),O-Phosphotyrosine
427,280.0825949,2441.897643,6.23346E-05,HMDB06061,100,C13H15NO6,-H(+),4-Hydroxyphenylacetylglutamine
428,281.0137712,10238.56318,-0.001147546,HMDB11719,35,C9H10O7S,+F(-),Homovanillic acid sulfate
429,283.0249006,3843.902724,0.003373073,HMDB00559,18,C9H12O7S,+F(-),3-Methoxy-4-hydroxyphenylethyleneglycol sulfate
429,283.0249006,3843.902724,0.003373073,HMDB03332,18,C9H12O7S,+F(-),3-Methoxy-4-Hydroxyphenylglycol sulfate
430,283.0682366,3069.677655,0.00016749,HMDB00299,100,C10H12N4O6,-H(+),Xanthosine
431,283.1723062,3551.102236,-0.001956216,HMDB03422,72,C19H24O2,-H(+),Boldione
432,283.2646967,5325652.339,-0.000446353,HMDB00827,100,C18H36O2,-H(+),Stearic acid
433,284.125043,5863.429637,0.000147738,HMDB02171,100,C12H19N3O5,-H(+),Glycylprolylhydroxyproline
434,284.2236244,2071.938779,-0.000510548,HMDB13250,100,C16H31NO3,-H(+),Myristoylglycine
435,285.0493649,2641.956587,-4.28421E-05,HMDB02022,100,C7H15N2O8P,-H(+),Glycineamideribotide
436,285.0961956,8840.394902,0.001777301,HMDB03546,86,C13H18O7,-H(+),Salicin
437,285.2071826,30712.82407,-5.31202E-05,HMDB00672,100,C16H30O4,-H(+),Hexadecanedioic acid
438,285.2223241,8265.564868,6.14575E-05,HMDB00305,100,C20H30O,-H(+),Vitamin A
438,285.2223241,8265.564868,6.14575E-05,HMDB06216,100,C20H30O,-H(+),11-cis-Retinol
438,285.2223241,8265.564868,6.14575E-05,HMDB06217,100,C20H30O,-H(+),9-cis-Retinol
438,285.2223241,8265.564868,6.14575E-05,HMDB06221,100,C20H30O,-H(+),13-cis Retinol
439,286.0600539,2995.049713,-0.001785498,HMDB01410,22,C9H9N5O5,+F(-),"2-Amino-4-oxo-6-(1',2'-dioxoprolyl)-7,8-dihydroxypteridine"
440,286.104166,4672.650783,0.000289262,HMDB02089,100,C11H17N3O6,-H(+),N-Ribosylhistidine
441,287.0521901,6751.321992,-0.00010473,HMDB00788,100,C10H12N2O8,-H(+),Orotidine
442,287.0770556,5301.842755,0.000276467,HMDB00425,40,C9H16O9,+F(-),3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid
443,288.1206018,14434.06773,-0.000496491,HMDB05765,100,C11H19N3O6,-H(+),Ophthalmic acid
444,289.0332221,7480.29091,-0.000218796,HMDB01068,100,C7H15O10P,-H(+),D-Sedoheptulose 7-phosphate
445,289.0527135,4088.550428,-0.001990047,HMDB02124,36,C15H10O5,+F(-),Apigenin
445,289.0527135,4088.550428,-0.001990047,HMDB03217,36,C15H10O5,+F(-),Genistein
446,289.1155829,9804.738698,-0.000228622,HMDB00052,100,C10H18N4O6,-H(+),Argininosuccinic acid
447,289.2174398,3582.539219,-0.000139565,HMDB00031,100,C19H30O2,-H(+),Androsterone
447,289.2174398,3582.539219,-0.000139565,HMDB00365,100,C19H30O2,-H(+),Epiandrosterone
447,289.2174398,3582.539219,-0.000139565,HMDB00490,100,C19H30O2,-H(+),Etiocholanolone
447,289.2174398,3582.539219,-0.000139565,HMDB00546,100,C19H30O2,-H(+),Epietiocholanolone
447,289.2174398,3582.539219,-0.000139565,HMDB02961,100,C19H30O2,-H(+),Dihydrotestosterone
447,289.2174398,3582.539219,-0.000139565,HMDB03818,100,C19H30O2,-H(+),"Androst-5-ene-3b,17b-diol"
447,289.2174398,3582.539219,-0.000139565,HMDB05849,100,C19H30O2,-H(+),4-Androstenediol
447,289.2174398,3582.539219,-0.000139565,HMDB06770,100,C19H30O2,-H(+),5b-Dihydrotestosterone
448,290.1396223,2714.170383,-0.001092218,HMDB11654,37,C11H19N4O4,+F(-),2-(3-Carboxy-3-(methylammonio)propyl)-L-histidine
449,292.1219864,2400.258643,-0.002849088,HMDB13129,19,C12H19NO6,+F(-),Glutaconylcarnitine
450,293.1142867,5825.552277,4.98713E-06,HMDB00594,100,C14H18N2O5,-H(+),Glutamylphenylalanine
450,293.1142867,5825.552277,4.98713E-06,HMDB01894,100,C14H18N2O5,-H(+),Aspartame
451,293.2108538,7817.410687,0.001360971,HMDB04668,100,C18H30O3,-H(+),13-OxoODE
451,293.2108538,7817.410687,0.001360971,HMDB04669,100,C18H30O3,-H(+),9-OxoODE
451,293.2108538,7817.410687,0.001360971,HMDB10200,100,C18H30O3,-H(+),A-12(13)-EpODE
451,293.2108538,7817.410687,0.001360971,HMDB10203,100,C18H30O3,-H(+),13-HOTE
451,293.2108538,7817.410687,0.001360971,HMDB10206,100,C18H30O3,-H(+),15(16)-EpODE
451,293.2108538,7817.410687,0.001360971,HMDB10220,100,C18H30O3,-H(+),9(10)-EpODE
451,293.2108538,7817.410687,0.001360971,HMDB10224,100,C18H30O3,-H(+),9-HOTE
451,293.2108538,7817.410687,0.001360971,HMDB11108,100,C18H30O3,-H(+),17-Hydroxylinolenic acid
452,294.0495724,3868.075282,8.40252E-05,HMDB01235,100,C8H14N3O7P,-H(+),5-Aminoimidazole ribonucleotide
453,295.0952255,4524.502413,-1.58753E-05,HMDB11685,100,C11H21O7P,-H(+),DHAP(8:0)
454,295.2280313,13121.34342,-0.000166439,HMDB04667,100,C18H32O3,-H(+),13S-hydroxyoctadecadienoic acid
454,295.2280313,13121.34342,-0.000166439,HMDB04670,100,C18H32O3,-H(+),Alpha-dimorphecolic
454,295.2280313,13121.34342,-0.000166439,HMDB04701,100,C18H32O3,-H(+),"9,10-Epoxyoctadecenoic acid"
454,295.2280313,13121.34342,-0.000166439,HMDB04702,100,C18H32O3,-H(+),"12,13-EpOME"
454,295.2280313,13121.34342,-0.000166439,HMDB10223,100,C18H32O3,-H(+),9-HODE
455,296.0396917,2995.602165,-0.001659123,HMDB00709,60,C8H15N3O5S2,-H(+),L-Cysteinylglycine disulfide
456,296.260461,2117.581397,-0.000961594,HMDB13648,100,C18H35NO2,-H(+),Palmitoleoyl Ethanolamide
457,297.058693,6357.455574,0.002894393,HMDB10324,52,C13H14O8,-H(+),Benzoyl glucuronide (Benzoic acid)
458,297.0976348,4914.536117,0.000338142,HMDB10350,100,C14H18O7,-H(+),2-Phenylethanol glucuronide
459,297.1123385,10525.3527,0.000890527,HMDB04808,100,C18H18O4,-H(+),7C-aglycone
459,297.1123385,10525.3527,0.000890527,HMDB06101,100,C18H18O4,-H(+),Enterolactone
460,297.2433836,126286.9167,0.000131332,HMDB10736,100,C18H34O3,-H(+),3-Oxooctadecanoic acid
461,298.0704931,20478.49198,-0.000769913,HMDB01016,100,C9H18NO8P,-H(+),D-4'-Phosphopantothenate
462,299.1630547,8706.004163,0.002209941,HMDB00010,72,C19H24O3,-H(+),2-Methoxyestrone
462,299.1630547,8706.004163,0.002209941,HMDB06768,72,C19H24O3,-H(+),"19-Oxoandrost-4-ene-3,17-dione"
462,299.1630547,8706.004163,0.002209941,HMDB06772,72,C19H24O3,-H(+),Adrenosterone
462,299.1630547,8706.004163,0.002209941,HMDB11195,72,C19H24O3,-H(+),2-Hydroxy-3-methoxyestrone
463,299.2591376,103197.4133,2.74097E-05,HMDB10737,100,C18H36O3,-H(+),(R)-3-Hydroxy-Octadecanoic acid
464,300.0489332,17775.87184,5.45077E-05,HMDB01062,100,C8H16NO9P,-H(+),N-Acetyl-D-Glucosamine 6-Phosphate
464,300.0489332,17775.87184,5.45077E-05,HMDB01121,100,C8H16NO9P,-H(+),N-Acetyl-D-mannosamine 6-phosphate
464,300.0489332,17775.87184,5.45077E-05,HMDB01367,100,C8H16NO9P,-H(+),N-Acetyl-glucosamine 1-phosphate
