,ionIdx,ionMz,average intensity,mz difference,score,formula,ion,name,Query,KEGG
753,318,221.0602075,20453.85335,-5.95221e-05,100,C7H14N2O4S,-H(+),Allocystathionine,HMDB00455,C00542
754,318,221.0602075,20453.85335,0.000592101,100,C15H10O2,-H(+),Flavone,HMDB03075,C15608
755,319,221.082773,11286.46043,-0.000844118,100,C12H14O4,-H(+),Monoisobutyl phthalic acid,HMDB02056,
756,319,221.082773,11286.46043,-0.000844118,100,C12H14O4,-H(+),Monobutylphthalate,HMDB13247,
757,320,223.1701913,3940.143569,0.000158717,100,C14H24O2,-H(+),"5,8-Tetradecadienoic acid",HMDB00560,
758,321,225.0410551,4468.053612,-0.000597057,100,C10H10O6,-H(+),Chorismate,HMDB12199,C00251
759,321,225.0410551,4468.053612,-0.000597057,100,C10H10O6,-H(+),Prephenate,HMDB12283,C00254
760,322,225.0992821,12711.2341,2.825e-05,100,C9H14N4O3,-H(+),Carnosine,HMDB00033,C00386
761,322,225.0992821,12711.2341,2.825e-05,100,C9H14N4O3,-H(+),"(6R)-6-(L-Erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroxypterin",HMDB12482,C15522
762,323,225.1863747,9847.656448,-0.000374666,100,C14H26O2,-H(+),5-Tetradecenoic acid,HMDB00499,
763,323,225.1863747,9847.656448,-0.000374666,100,C14H26O2,-H(+),5Z-Tetradecenoic acid,HMDB00521,
764,323,225.1863747,9847.656448,-0.000374666,100,C14H26O2,-H(+),Myristoleic acid,HMDB02000,C08322
765,323,225.1863747,9847.656448,-0.000374666,100,C14H26O2,-H(+),Tsuzuic acid,HMDB05051,
766,323,225.1863747,9847.656448,-0.000374666,100,C14H26O2,-H(+),trans-Tetra-dec-2-enoic acid,HMDB10732,
767,324,226.0356751,3515.729657,3.18761e-05,100,C9H9NO6,-H(+),"5-(2'-Carboxyethyl)-4,6-Dihydroxypicolinate",HMDB06794,C05655
768,325,226.083255,4629.168414,7.08632e-05,100,C9H13N3O4,-H(+),Deoxycytidine,HMDB00014,C00881
769,326,227.0366809,4062.087042,-0.004071508,52,C6H13O7P,-H(+),Mevalonic acid-5P,HMDB01343,C01107
770,327,227.0553959,6472.001397,0.001675845,24,C8H16O2S2,+F(-),Dihydrolipoate,HMDB12210,C02147
771,328,227.0681321,6266.693734,-0.000790589,100,C9H12N2O5,-H(+),Deoxyuridine,HMDB00012,C00526
772,329,227.103804,17571.36827,-7.69513e-05,100,C10H16N2O4,-H(+),Prolylhydroxyproline,HMDB06695,
773,330,227.1287078,12727.01515,0.000171289,100,C12H20O4,-H(+),Traumatic acid,HMDB00933,C16308
774,331,227.1385643,4840.817786,0.00154818,65,C11H20N2O3,-H(+),L-isoleucyl-L-proline,HMDB11174,
775,331,227.1385643,4840.817786,0.00154818,65,C11H20N2O3,-H(+),L-leucyl-L-proline,HMDB11175,
776,332,228.1607333,12647.82359,-0.000219717,100,C12H23NO3,-H(+),N-Decanoylglycine,HMDB13267,
777,333,229.0119074,16864.93654,-3.35068e-05,100,C5H11O8P,-H(+),D-Ribulose 5-phosphate,HMDB00618,C00199
778,333,229.0119074,16864.93654,-3.35068e-05,100,C5H11O8P,-H(+),Xylulose 5-phosphate,HMDB00868,C00231
779,333,229.0119074,16864.93654,-3.35068e-05,100,C5H11O8P,-H(+),Ribose 1-phosphate,HMDB01489,C00620
780,333,229.0119074,16864.93654,-3.35068e-05,100,C5H11O8P,-H(+),D-Ribose 5-phosphate,HMDB01548,C00117
781,333,229.0119074,16864.93654,-3.35068e-05,100,C5H11O8P,-H(+),D-Xylulose 1-phosphate,HMDB06534,
782,333,229.0119074,16864.93654,-3.35068e-05,100,C5H11O8P,-H(+),D-Arabinose 5-phosphate,HMDB11734,C01112
783,333,229.0119074,16864.93654,-3.35068e-05,100,C5H11O8P,-H(+),Beta-L-arabinose 1-phosphate,HMDB12195,C03906
784,334,229.083103,7520.936176,-0.000111423,100,C9H14N2O5,-H(+),Aspartyl-L-proline,HMDB02335,
785,335,229.1444922,12821.17403,3.70015e-05,100,C12H22O4,-H(+),Dodecanedioic acid,HMDB00623,C02678
786,336,230.0670246,3173.72124,-1.7417e-05,100,C9H13NO6,-H(+),N2-Succinyl-L-glutamic acid 5-semialdehyde,HMDB01180,C05932
787,337,230.1036137,11254.47761,-0.000221009,100,C10H17NO5,-H(+),Isovalerylglutamic acid,HMDB00726,
788,337,230.1036137,11254.47761,-0.000221009,100,C10H17NO5,-H(+),Suberylglycine,HMDB00953,
789,338,231.0988455,8367.65643,-0.000203861,100,C9H16N2O5,-H(+),N2-Succinyl-L-ornithine,HMDB01199,C03415
790,338,231.0988455,8367.65643,-0.000203861,100,C9H16N2O5,-H(+),4-(Glutamylamino) butanoate,HMDB12161,C15767
791,339,231.1142963,2702.863539,-0.000398491,100,C13H16N2O2,-H(+),Melatonin,HMDB01389,C01598
792,340,231.1350578,4014.078772,-3.07048e-05,100,C10H20N2O4,-H(+),Spermic acid 2,HMDB13075,
793,341,232.1198752,2644.667139,-0.000832477,100,C10H19NO5,-H(+),Hydroxypropionylcarnitine,HMDB13125,
794,342,233.0782257,8281.933764,-0.000319517,100,C8H14N2O6,-H(+),L-beta-aspartyl-L-threonine,HMDB11169,
795,343,234.0326329,1741.257763,0.000188338,10,C9H10ClNO3,+F(-),3-Chlorotyrosine,HMDB01885,
796,344,234.1144451,4637.877762,-0.000787048,53,C10H17NO4,+F(-),Propenoylcarnitine,HMDB13124,
797,345,235.0751012,10917.59641,-0.00267437,46,C11H12N2O4,-H(+),N'-Formylkynurenine,HMDB01200,C02406
798,346,235.1697433,19870.73636,0.000606758,100,C15H24O2,-H(+),Capsidiol,HMDB02352,C09627
799,347,236.0778876,5347.860528,0.000553244,100,C9H19NO2S2,-H(+),8-[(aminomethyl)sulfanyl]-6-sulfanyloctanoic acid,HMDB13639,
800,348,237.0749146,7508.394719,0.001928984,55,C12H14O5,-H(+),"3,4,5-Trimethoxycinnamic acid",HMDB02511,
801,348,237.0749146,7508.394719,0.001928984,55,C12H14O5,-H(+),"Trans-2, 3, 4-Trimethoxycinnamate",HMDB11721,
802,349,237.114302,9166.243266,-0.000978338,40,C10H18O5,+F(-),3-Hydroxysebacic acid,HMDB00350,
803,349,237.114302,9166.243266,-0.000978338,40,C10H18O5,+F(-),2-Hydroxydecanedioic acid,HMDB00424,
804,350,238.0935873,5123.622307,0.000972016,100,C9H13N5O3,-H(+),Dihydrobiopterin,HMDB00038,C02953
805,350,238.0935873,5123.622307,0.000972016,100,C9H13N5O3,-H(+),6-Lactoyltetrahydropterin,HMDB02065,C04244
806,350,238.0935873,5123.622307,0.000972016,100,C9H13N5O3,-H(+),4a-Carbinolamine tetrahydrobiopterin,HMDB02215,C00268
807,350,238.0935873,5123.622307,0.000972016,100,C9H13N5O3,-H(+),1-hydroxy-2-Oxopropyl tetrahydropterin,HMDB13642,
808,351,239.0166808,5962.351126,-0.000111971,100,C6H12N2O4S2,-H(+),L-Cystine,HMDB00192,C00491
809,352,239.2380687,3451.193607,-3.30538e-05,100,C16H32O,-H(+),Palmitaldehyde,HMDB01551,C00517
810,353,240.0974245,3765.77574,0.001551441,70,C10H15N3O4,-H(+),5-Methyldeoxycytidine,HMDB02224,C03592
811,354,240.1094187,2273.045857,0.000790679,100,C9H15N5O3,-H(+),Tetrahydrobiopterin,HMDB00027,C00272
812,354,240.1094187,2273.045857,0.000790679,100,C9H15N5O3,-H(+),Sapropterin,HMDB00787,C00272
813,355,240.118638,1558.597994,-0.002575598,13,C13H20ClNO,-H(+),Erythrohydrobupropion,HMDB12227,
814,356,241.0120767,11862.2613,-0.000202772,100,C6H11O8P,-H(+),Inositol cyclic phosphate,HMDB01125,C04299
815,357,241.0716921,7563.945639,0.000160702,40,C8H14O7,+F(-),Ethyl glucuronide,HMDB10325,
816,358,241.1809496,8212.256382,-3.48849e-05,100,C14H26O3,-H(+),3-Oxotetradecanoic acid,HMDB10730,
817,359,241.2173257,63342.68612,-2.55393e-05,100,C15H30O2,-H(+),Pentadecanoic acid,HMDB00826,C16537
818,360,242.1760882,110083.2233,7.54171e-05,100,C13H25NO3,-H(+),N-Undecanoylglycine,HMDB13286,
819,361,243.1600586,12371.29533,0.000120627,100,C13H24O4,-H(+),"1,11-Undecanedicarboxylic acid",HMDB02327,
820,362,244.1557813,2073.603289,-0.000353086,100,C12H23NO4,-H(+),2-Methylbutyroylcarnitine,HMDB00378,
821,362,244.1557813,2073.603289,-0.000353086,100,C12H23NO4,-H(+),Isovalerylcarnitine,HMDB00688,
822,362,244.1557813,2073.603289,-0.000353086,100,C12H23NO4,-H(+),Valerylcarnitine,HMDB13128,
823,363,245.0811089,6338.021584,-0.003202758,44,C9H14N2O6,-H(+),"5,6-Dihydrouridine",HMDB00497,
824,363,245.0811089,6338.021584,-0.003202758,44,C9H14N2O6,-H(+),L-alpha-Aspartyl-L-hydroxyproline,HMDB11160,
825,364,245.0929599,3057.049814,0.000297057,40,C10H14N2O4,+F(-),Porphobilinogen,HMDB00245,C00931
826,365,245.1143777,12514.76574,-8.5997e-05,100,C10H18N2O5,-H(+),L-beta-aspartyl-L-leucine,HMDB11166,
827,365,245.1143777,12514.76574,-8.5997e-05,100,C10H18N2O5,-H(+),L-gamma-glutamyl-L-valine,HMDB11172,
828,366,245.1391356,8465.290801,0.000308215,100,C12H22O5,-H(+),3-Hydroxydodecanedioic acid,HMDB00413,
829,367,246.0986207,2826.026353,-0.000313386,100,C10H17NO6,-H(+),Malonylcarnitine,HMDB02095,
830,368,247.0706304,2973.122136,0.001796427,100,C12H12N2O4,-H(+),5-Hydroxyindoleacetylglycine,HMDB04185,C05832
831,369,247.1183914,5507.724595,0.001654391,60,C12H16N4O2,-H(+),Histidylproline diketopiperazine,HMDB02053,
832,370,247.1333187,2922.147568,0.000645837,100,C15H20O3,-H(+),Gamma-CEHC,HMDB01931,
833,371,248.0228928,2601.123416,0.000535325,100,C8H11NO6S,-H(+),Norepinephrine sulfate,HMDB02062,
834,372,249.0552642,6715.445746,-0.000201608,100,C8H14N2O5S,-H(+),Gamma-Glutamylcysteine,HMDB01049,C00669
835,373,250.0931022,5861.542693,0.00011968,100,C9H17NO7,-H(+),Muramic acid,HMDB03254,C06470
836,374,250.1449257,8931.061691,3.24268e-05,40,C11H21NO4,+F(-),Isobutyryl-L-carnitine,HMDB00736,
837,374,250.1449257,8931.061691,3.24268e-05,40,C11H21NO4,+F(-),Butyrylcarnitine,HMDB02013,C02862
838,375,250.1553083,5424.920523,0.000883245,49,C10H21N3O3,+F(-),Gamma-Aminobutyryl-lysine,HMDB01959,
839,376,251.2017513,5648.55902,-0.000101176,100,C16H28O2,-H(+),"7Z,10Z-Hexadecadienoic acid",HMDB00477,
840,376,251.2017513,5648.55902,-0.000101176,100,C16H28O2,-H(+),"7,10-Hexadecadienoic acid",HMDB00480,
841,377,252.0731262,2906.820632,0.000697678,100,C9H11N5O4,-H(+),L-Threoneopterin,HMDB00727,
842,377,252.0731262,2906.820632,0.000697678,100,C9H11N5O4,-H(+),Neopterin,HMDB00845,C05926
843,377,252.0731262,2906.820632,0.000697678,100,C9H11N5O4,-H(+),Umanopterin,HMDB00877,
844,377,252.0731262,2906.820632,0.000697678,100,C9H11N5O4,-H(+),Hydroxysepiapterin,HMDB02109,
845,378,252.0864569,5176.068415,0.001285683,83,C12H15NO5,-H(+),N-Acetylvanilalanine,HMDB11716,
846,379,253.0502815,9659.152986,-0.000304286,100,C7H14N2O6S,-H(+),5-L-Glutamyl-taurine,HMDB04195,C05844
847,379,253.0502815,9659.152986,0.000347337,100,C15H10O4,-H(+),Daidzein,HMDB03312,C10208
848,380,253.2174195,68900.79682,-0.000119316,100,C16H30O2,-H(+),Hypogeic acid,HMDB02186,
849,380,253.2174195,68900.79682,-0.000119316,100,C16H30O2,-H(+),Palmitoleic acid,HMDB03229,C08362
850,380,253.2174195,68900.79682,-0.000119316,100,C16H30O2,-H(+),Trans-Hexa-dec-2-enoic acid,HMDB10735,
851,380,253.2174195,68900.79682,-0.000119316,100,C16H30O2,-H(+),Palmitelaidic acid,HMDB12328,
852,381,254.0675375,3506.158852,0.000901674,40,C9H9N5O3,+F(-),6-Succinoaminopurine,HMDB13204,
853,382,255.0678728,5032.156542,-0.001593888,80,C15H12O4,-H(+),Dihydrodaidzein,HMDB05760,
854,383,255.233149,3721668.514,-0.000198708,100,C16H32O2,-H(+),Palmitic acid,HMDB00220,C00249
855,383,255.233149,3721668.514,-0.000198708,100,C16H32O2,-H(+),Trimethyltridecanoic acid,HMDB02396,
856,384,256.0956179,46865.91397,-7.39221e-05,100,C8H20NO6P,-H(+),Glycerophosphocholine,HMDB00086,C00670
857,385,256.1557849,2683.041733,-0.000356713,100,C13H23NO4,-H(+),2-Hexenoylcarnitine,HMDB13161,
858,386,257.0080602,3501.123685,-0.001271593,100,C6H11O9P,-H(+),6-Phosphonoglucono-D-lactone,HMDB01127,C01236
859,386,257.0080602,3501.123685,-0.001271593,100,C6H11O9P,-H(+),2-Keto-3-deoxy-6-phosphogluconic acid,HMDB01376,C04442
860,387,257.0782087,7918.280681,-0.000302572,100,C10H14N2O6,-H(+),Ribothymidine,HMDB00884,
861,387,257.0782087,7918.280681,-0.000302572,100,C10H14N2O6,-H(+),Imidazoleacetic acid riboside,HMDB02331,C05131
862,387,257.0782087,7918.280681,-0.000302572,100,C10H14N2O6,-H(+),3-Methyluridine,HMDB04813,
863,388,258.0386805,4384.280055,-0.000257438,100,C6H14NO8P,-H(+),Glucosamine-1P,HMDB01109,C06156
864,388,258.0386805,4384.280055,-0.000257438,100,C6H14NO8P,-H(+),Glucosamine 6-phosphate,HMDB01254,C00352
865,389,258.151868,2176.762572,-0.001919114,65,C16H21NO2,-H(+),Propranolol,HMDB01849,C07407
866,390,258.1713817,3166.003662,-0.000303438,100,C13H25NO4,-H(+),Hexanoylcarnitine,HMDB00705,
867,390,258.1713817,3166.003662,-0.000303438,100,C13H25NO4,-H(+),L-Hexanoylcarnitine,HMDB00756,
868,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),Fructose 6-phosphate,HMDB00124,C00085
869,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),Myo-inositol 1-phosphate,HMDB00213,C01177
870,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),Galactose 1-phosphate,HMDB00645,C00446
871,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),Dolichyl phosphate D-mannose,HMDB00994,C03862
872,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),Fructose 1-phosphate,HMDB01076,C01094
873,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),Mannose 6-phosphate,HMDB01078,C00275
874,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),D-Myo-inositol 4-phosphate,HMDB01313,C03546
875,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),Glucose 6-phosphate,HMDB01401,C00092
876,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),Glucose 1-phosphate,HMDB01586,C00103
877,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),Inositol phosphate,HMDB02985,C01177
878,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),Beta-D-Glucose 6-phosphate,HMDB03498,C01172
879,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),Beta-D-Fructose 6-phosphate,HMDB03971,C05345
880,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),D-Tagatose 1-phosphate,HMDB06328,
881,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),D-Mannose 1-phosphate,HMDB06330,C00636
882,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),Sorbose 1-phosphate,HMDB06797,C02888
883,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),Beta-D-Fructose 2-phosphate,HMDB06800,C03267
884,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),1D-myo-Inositol 3-phosphate,HMDB06814,C04006
885,391,259.0220795,39722.85088,0.000359082,100,C6H13O9P,-H(+),D-Tagatose 6-phosphate,HMDB06873,C01097
886,392,259.1300173,10970.90374,-7.55766e-05,100,C11H20N2O5,-H(+),L-gamma-glutamyl-L-isoleucine,HMDB11170,
887,392,259.1300173,10970.90374,-7.55766e-05,100,C11H20N2O5,-H(+),L-gamma-glutamyl-L-leucine,HMDB11171,
888,393,260.1137203,2863.034905,0.000236989,100,C11H19NO6,-H(+),Methylmalonylcarnitine,HMDB13133,
889,394,260.1257944,4178.300366,-0.00060368,100,C10H19N3O5,-H(+),Gamma glutamyl ornithine,HMDB02248,
890,394,260.1257944,4178.300366,-0.00060368,100,C10H19N3O5,-H(+),Aspartylysine,HMDB04985,
891,394,260.1257944,4178.300366,-0.00060368,100,C10H19N3O5,-H(+),Alpha-Aspartyl-lysine,HMDB04987,
892,395,261.0381155,5157.142229,-2.68574e-05,100,C6H15O9P,-H(+),Mannitol 1-phosphate,HMDB01530,C00644
893,395,261.0381155,5157.142229,-2.68574e-05,100,C6H15O9P,-H(+),Sorbitol-6-phosphate,HMDB05831,C02810
894,396,261.0732784,12687.42802,-0.000457581,100,C9H14N2O7,-H(+),L-beta-aspartyl-L-glutamic acid,HMDB11164,
895,397,264.9522525,6181.114908,-0.000262771,100,C3H8O10P2,-H(+),"Glyceric acid 1,3-biphosphate",HMDB01270,C00236
896,397,264.9522525,6181.114908,-0.000262771,100,C3H8O10P2,-H(+),"2,3-Diphosphoglyceric acid",HMDB01294,C01159
897,398,266.0894582,7753.867038,-0.001321686,100,C9H17NO8,-H(+),Neuraminic acid,HMDB00830,C06469
898,398,266.0894582,7753.867038,1.57266e-05,100,C10H13N5O4,-H(+),Adenosine,HMDB00050,C00212
899,398,266.0894582,7753.867038,1.57266e-05,100,C10H13N5O4,-H(+),Deoxyguanosine,HMDB00085,C00330
900,399,266.1403034,3186.710601,-0.000430632,40,C11H21NO5,+F(-),Hydroxybutyrylcarnitine,HMDB13127,
901,400,267.0335312,2377.150232,-0.003637851,35,C15H8O5,-H(+),Coumesterol,HMDB02326,C10205
902,401,267.0738423,13202.25896,-0.000352762,100,C10H12N4O5,-H(+),Inosine,HMDB00195,C00294
903,401,267.0738423,13202.25896,-0.000352762,100,C10H12N4O5,-H(+),Allopurinol riboside,HMDB00481,
904,401,267.0738423,13202.25896,-0.000352762,100,C10H12N4O5,-H(+),Arabinosylhypoxanthine,HMDB03040,
905,402,267.1135873,5178.600992,0.000405045,40,C13H16N2O3,+F(-),6-Hydroxymelatonin,HMDB04081,C05643
906,403,267.2691223,38222.29296,0.000213521,100,C18H36O,-H(+),Stearaldehyde,HMDB02384,C01838
907,404,269.2122898,97896.17609,-7.49715e-05,100,C16H30O3,-H(+),3-Oxohexadecanoic acid,HMDB10733,
908,405,269.2484559,107213.8195,0.000144473,100,C17H34O2,-H(+),Heptadecanoic acid,HMDB02259,
909,406,269.2843468,19403.75451,0.000639018,100,C18H38O,-H(+),Octadecanol,HMDB02350,D01924
910,407,271.0622586,5238.6415,-0.001065145,94,C15H12O5,-H(+),Naringenin,HMDB02670,C00509
911,407,271.0622586,5238.6415,-0.001065145,94,C15H12O5,-H(+),Dihydrogenistein,HMDB05897,C14458
912,408,271.171876,4153.90539,-0.00152598,82,C18H24O2,-H(+),Estradiol,HMDB00151,C00951
913,408,271.171876,4153.90539,-0.00152598,82,C18H24O2,-H(+),17a-Estradiol,HMDB00429,C02537
914,409,271.2077289,2458.926751,-0.000993432,100,C19H28O,-H(+),5a-Androst-3-en-17-one,HMDB06046,
915,410,271.227926,104569.4878,-6.1134e-05,100,C16H32O3,-H(+),(R)-3-Hydroxy-hexadecanoic acid,HMDB10734,
916,411,272.1874083,2752.469948,-0.000679933,100,C14H27NO4,-H(+),Heptanoylcarnitine,HMDB13238,
917,412,273.0017188,3923.458834,-1.5573e-05,100,C6H11O10P,-H(+),D-Glucuronic acid 1-phosphate,HMDB03976,C05385
918,413,273.1708488,6110.616725,-0.000104844,100,C14H26O5,-H(+),3-Hydroxytetradecanedioic acid,HMDB00394,
919,414,274.0935584,13446.67969,0.001000883,100,C12H13N5O3,-H(+),Ethenodeoxyadenosine,HMDB01786,
920,415,274.1044348,9910.000131,2.04921e-05,100,C10H17N3O6,-H(+),Norophthalmic acid,HMDB05766,
921,415,274.1044348,9910.000131,2.04921e-05,100,C10H17N3O6,-H(+),Gamma-Glutamylglutamine,HMDB11738,C05283
922,416,274.1271129,2882.768538,0.002494457,49,C12H21NO6,-H(+),Glutarylcarnitine,HMDB13130,
923,417,274.1406688,5311.002209,0.000172034,100,C11H21N3O5,-H(+),Epsilon-(gamma-Glutamyl)-lysine,HMDB03869,
924,417,274.1406688,5311.002209,0.000172034,100,C11H21N3O5,-H(+),L-a-glutamyl-L-Lysine,HMDB04207,C04700
925,418,275.0176068,47818.70966,-0.000253545,100,C6H13O10P,-H(+),6-Phosphogluconic acid,HMDB01316,C00345
926,419,275.0896111,8761.647465,-0.001140217,100,C10H16N2O7,-H(+),Gamma Glutamylglutamic acid,HMDB11737,C05282
927,420,275.1040304,8056.721351,-0.000208732,40,C11H16N2O5,+F(-),"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",HMDB11648,C15497
928,421,275.1251025,5290.154239,-0.000246172,100,C11H20N2O6,-H(+),Saccharopine,HMDB00279,C00449
929,422,277.1444916,14926.349,3.76205e-05,100,C16H22O4,-H(+),Alpha-CEHC,HMDB01518,
930,422,277.1444916,14926.349,3.76205e-05,100,C16H22O4,-H(+),Monoethylhexyl phthalic acid,HMDB13248,C03343
931,423,277.1570643,5295.369374,-0.001301722,100,C15H22N2O3,-H(+),Leucyl-phenylalanine,HMDB13243,C11221
932,424,278.1058487,2777.30176,-0.002361468,21,C11H17NO6,+F(-),Fumarycarnitine,HMDB13134,
933,425,279.0985507,5035.392393,9.09029e-05,100,C13H16N2O5,-H(+),L-Aspartyl-L-phenylalanine,HMDB00706,
934,425,279.0985507,5035.392393,9.09029e-05,100,C13H16N2O5,-H(+),L-beta-aspartyl-L-phenylalanine,HMDB11167,
935,426,280.0358083,17230.20985,0.002315407,20,C9H12NO6P,+F(-),O-Phosphotyrosine,HMDB06049,C06501
936,427,280.0825949,2441.897643,6.23346e-05,100,C13H15NO6,-H(+),4-Hydroxyphenylacetylglutamine,HMDB06061,C05595
937,428,281.0137712,10238.56318,-0.001147546,35,C9H10O7S,+F(-),Homovanillic acid sulfate,HMDB11719,
938,429,283.0249006,3843.902724,0.003373073,18,C9H12O7S,+F(-),3-Methoxy-4-hydroxyphenylethyleneglycol sulfate,HMDB00559,
939,429,283.0249006,3843.902724,0.003373073,18,C9H12O7S,+F(-),3-Methoxy-4-Hydroxyphenylglycol sulfate,HMDB03332,
940,430,283.0682366,3069.677655,0.00016749,100,C10H12N4O6,-H(+),Xanthosine,HMDB00299,C01762
941,431,283.1723062,3551.102236,-0.001956216,72,C19H24O2,-H(+),Boldione,HMDB03422,C20144
942,432,283.2646967,5325652.339,-0.000446353,100,C18H36O2,-H(+),Stearic acid,HMDB00827,C01530
943,433,284.125043,5863.429637,0.000147738,100,C12H19N3O5,-H(+),Glycylprolylhydroxyproline,HMDB02171,
944,434,284.2236244,2071.938779,-0.000510548,100,C16H31NO3,-H(+),Myristoylglycine,HMDB13250,
945,435,285.0493649,2641.956587,-4.28421e-05,100,C7H15N2O8P,-H(+),Glycineamideribotide,HMDB02022,C03838
946,436,285.0961956,8840.394902,0.001777301,86,C13H18O7,-H(+),Salicin,HMDB03546,C01451
947,437,285.2071826,30712.82407,-5.31202e-05,100,C16H30O4,-H(+),Hexadecanedioic acid,HMDB00672,C19615
948,438,285.2223241,8265.564868,6.14575e-05,100,C20H30O,-H(+),Vitamin A,HMDB00305,C17276
949,438,285.2223241,8265.564868,6.14575e-05,100,C20H30O,-H(+),11-cis-Retinol,HMDB06216,C00899
950,438,285.2223241,8265.564868,6.14575e-05,100,C20H30O,-H(+),9-cis-Retinol,HMDB06217,C16682
951,438,285.2223241,8265.564868,6.14575e-05,100,C20H30O,-H(+),13-cis Retinol,HMDB06221,C19962
952,439,286.0600539,2995.049713,-0.001785498,22,C9H9N5O5,+F(-),"2-Amino-4-oxo-6-(1',2'-dioxoprolyl)-7,8-dihydroxypteridine",HMDB01410,C05255
953,440,286.104166,4672.650783,0.000289262,100,C11H17N3O6,-H(+),N-Ribosylhistidine,HMDB02089,
954,441,287.0521901,6751.321992,-0.00010473,100,C10H12N2O8,-H(+),Orotidine,HMDB00788,C01103
955,442,287.0770556,5301.842755,0.000276467,40,C9H16O9,+F(-),3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid,HMDB00425,
956,443,288.1206018,14434.06773,-0.000496491,100,C11H19N3O6,-H(+),Ophthalmic acid,HMDB05765,C21016
957,444,289.0332221,7480.29091,-0.000218796,100,C7H15O10P,-H(+),D-Sedoheptulose 7-phosphate,HMDB01068,C05382
958,445,289.0527135,4088.550428,-0.001990047,36,C15H10O5,+F(-),Apigenin,HMDB02124,C01477
959,445,289.0527135,4088.550428,-0.001990047,36,C15H10O5,+F(-),Genistein,HMDB03217,C06563
960,446,289.1155829,9804.738698,-0.000228622,100,C10H18N4O6,-H(+),Argininosuccinic acid,HMDB00052,C03406
961,447,289.2174398,3582.539219,-0.000139565,100,C19H30O2,-H(+),Androsterone,HMDB00031,C00523
962,447,289.2174398,3582.539219,-0.000139565,100,C19H30O2,-H(+),Epiandrosterone,HMDB00365,
963,447,289.2174398,3582.539219,-0.000139565,100,C19H30O2,-H(+),Etiocholanolone,HMDB00490,C04373
964,447,289.2174398,3582.539219,-0.000139565,100,C19H30O2,-H(+),Epietiocholanolone,HMDB00546,
965,447,289.2174398,3582.539219,-0.000139565,100,C19H30O2,-H(+),Dihydrotestosterone,HMDB02961,C03917
966,447,289.2174398,3582.539219,-0.000139565,100,C19H30O2,-H(+),"Androst-5-ene-3b,17b-diol",HMDB03818,C04295
967,447,289.2174398,3582.539219,-0.000139565,100,C19H30O2,-H(+),4-Androstenediol,HMDB05849,C14210
968,447,289.2174398,3582.539219,-0.000139565,100,C19H30O2,-H(+),5b-Dihydrotestosterone,HMDB06770,C05293
969,448,290.1396223,2714.170383,-0.001092218,37,C11H19N4O4,+F(-),2-(3-Carboxy-3-(methylammonio)propyl)-L-histidine,HMDB11654,C04692
970,449,292.1219864,2400.258643,-0.002849088,19,C12H19NO6,+F(-),Glutaconylcarnitine,HMDB13129,
971,450,293.1142867,5825.552277,4.98713e-06,100,C14H18N2O5,-H(+),Glutamylphenylalanine,HMDB00594,
972,450,293.1142867,5825.552277,4.98713e-06,100,C14H18N2O5,-H(+),Aspartame,HMDB01894,C11045
973,451,293.2108538,7817.410687,0.001360971,100,C18H30O3,-H(+),13-OxoODE,HMDB04668,C14765
974,451,293.2108538,7817.410687,0.001360971,100,C18H30O3,-H(+),9-OxoODE,HMDB04669,C14766
975,451,293.2108538,7817.410687,0.001360971,100,C18H30O3,-H(+),A-12(13)-EpODE,HMDB10200,
976,451,293.2108538,7817.410687,0.001360971,100,C18H30O3,-H(+),13-HOTE,HMDB10203,C16316
977,451,293.2108538,7817.410687,0.001360971,100,C18H30O3,-H(+),15(16)-EpODE,HMDB10206,
978,451,293.2108538,7817.410687,0.001360971,100,C18H30O3,-H(+),9(10)-EpODE,HMDB10220,
979,451,293.2108538,7817.410687,0.001360971,100,C18H30O3,-H(+),9-HOTE,HMDB10224,
980,451,293.2108538,7817.410687,0.001360971,100,C18H30O3,-H(+),17-Hydroxylinolenic acid,HMDB11108,
