,ionIdx,ionMz,average intensity,mz difference,score,formula,ion,name,Query,KEGG
237,91,131.0461492,76534.20975,6.29576e-05,100,C4H8N2O3,-H(+),L-Asparagine,HMDB00168,C00152
238,91,131.0461492,76534.20975,6.29576e-05,100,C4H8N2O3,-H(+),Glycyl-glycine,HMDB11733,C02037
239,91,131.0461492,76534.20975,6.29576e-05,100,C4H8N2O3,-H(+),N-Carbamoylsarcosine,HMDB12265,C01043
240,92,131.0822585,61419.86716,0.000339115,100,C5H12N2O2,-H(+),Ornithine,HMDB00214,C00077
241,92,131.0822585,61419.86716,0.000339115,100,C5H12N2O2,-H(+),D-Ornithine,HMDB03374,C00515
242,93,132.0300076,167198.564,0.000220138,100,C4H7NO4,-H(+),L-Aspartic acid,HMDB00191,C00049
243,93,132.0300076,167198.564,0.000220138,100,C4H7NO4,-H(+),D-Aspartic acid,HMDB06483,C00402
244,93,132.0300076,167198.564,0.000220138,100,C4H7NO4,-H(+),Iminodiacetate,HMDB11753,C19911
245,94,133.0140212,331444.3503,0.000222087,100,C4H6O5,-H(+),L-Malic acid,HMDB00156,C00149
246,94,133.0140212,331444.3503,0.000222087,100,C4H6O5,-H(+),Malic acid,HMDB00744,C03668
247,95,134.0469673,378455.4325,0.000247886,100,C5H5N5,-H(+),Adenine,HMDB00034,C00147
248,96,135.0297974,36197.51006,9.59246e-05,100,C4H8O5,-H(+),Erythronic acid,HMDB00613,
249,96,135.0297974,36197.51006,9.59246e-05,100,C4H8O5,-H(+),Threonic acid,HMDB00943,C01620
250,97,135.0449673,68775.6908,0.000182208,100,C8H8O2,-H(+),Phenylacetic acid,HMDB00209,C07086
251,97,135.0449673,68775.6908,0.000182208,100,C8H8O2,-H(+),4-Hydroxyphenylacetaldehyde,HMDB03767,C03765
252,98,136.0403298,6448.254219,6.86849e-05,100,C7H7NO2,-H(+),Trigonelline,HMDB00875,C01004
253,98,136.0403298,6448.254219,6.86849e-05,100,C7H7NO2,-H(+),2-Aminobenzoic acid,HMDB01123,C00108
254,98,136.0403298,6448.254219,6.86849e-05,100,C7H7NO2,-H(+),p-Aminobenzoic acid,HMDB01392,C00568
255,98,136.0403298,6448.254219,6.86849e-05,100,C7H7NO2,-H(+),3-Pyridylacetic acid,HMDB01538,
256,98,136.0403298,6448.254219,6.86849e-05,100,C7H7NO2,-H(+),m-Aminobenzoic acid,HMDB01891,
257,99,137.0353586,26750.13611,0.000288801,100,C6H6N2O2,-H(+),Urocanic acid,HMDB00301,C00785
258,99,137.0353586,26750.13611,0.000288801,100,C6H6N2O2,-H(+),Nicotinamide N-oxide,HMDB02730,
259,100,137.0602867,6020.891153,0.000512823,100,C8H10O2,-H(+),Tyrosol,HMDB04284,C06044
260,101,138.0196439,16820.2067,1.91551e-05,100,C6H5NO3,-H(+),4-Nitrophenol,HMDB01232,C00870
261,101,138.0196439,16820.2067,1.91551e-05,100,C6H5NO3,-H(+),6-Hydroxynicotinic acid,HMDB02658,C01020
262,101,138.0196439,16820.2067,1.91551e-05,100,C6H5NO3,-H(+),3-Hydroxypicolinic acid,HMDB13188,C18620
263,102,138.0558161,6923.437108,0.000232479,100,C7H9NO2,-H(+),"3,4-Dihydroxybenzylamine",HMDB12153,
264,103,138.9795703,3007.804778,0.000609602,100,C2H5O5P,-H(+),Acetylphosphate,HMDB01494,C00227
265,103,138.9795703,3007.804778,0.000609602,100,C2H5O5P,-H(+),Phosphonoacetate,HMDB04110,C05682
266,104,139.0498608,5221.744426,0.001436734,70,C6H8N2O2,-H(+),"1,3-Dimethyluracil",HMDB02144,
267,104,139.0498608,5221.744426,0.001436734,70,C6H8N2O2,-H(+),Imidazolepropionic acid,HMDB02271,C20522
268,104,139.0498608,5221.744426,0.001436734,70,C6H8N2O2,-H(+),Methylimidazoleacetic acid,HMDB02820,C05828
269,104,139.0498608,5221.744426,0.001436734,70,C6H8N2O2,-H(+),Pi-Methylimidazoleacetic acid,HMDB04988,
270,105,140.011413,59946.22672,0.000401389,100,C2H8NO4P,-H(+),O-Phosphoethanolamine,HMDB00224,C00346
271,106,142.0508393,5341.065494,0.000123864,100,C6H9NO3,-H(+),Vinylacetylglycine,HMDB00894,
272,107,143.0348905,7248.102344,8.82005e-05,100,C6H8O4,-H(+),3-Hexenedioic acid,HMDB00393,
273,107,143.0348905,7248.102344,8.82005e-05,100,C6H8O4,-H(+),3-Methylglutaconic acid,HMDB00522,
274,107,143.0348905,7248.102344,8.82005e-05,100,C6H8O4,-H(+),(E)-2-Methylglutaconic acid,HMDB02266,
275,107,143.0348905,7248.102344,8.82005e-05,100,C6H8O4,-H(+),trans-2-Hexenedioic acid,HMDB13311,
276,108,143.0710786,9782.71617,0.000285608,100,C7H12O3,-H(+),4-Hydroxycyclohexylcarboxylic acid,HMDB01988,C04404
277,109,144.0301721,2942.992924,5.55581e-05,100,C5H7NO4,-H(+),2-Keto-glutaramic acid,HMDB01552,C00940
278,110,144.0665579,7673.539055,5.52953e-05,100,C6H11NO3,-H(+),Isobutyrylglycine,HMDB00730,
279,110,144.0665579,7673.539055,5.52953e-05,100,C6H11NO3,-H(+),N-Butyrylglycine,HMDB00808,
280,110,144.0665579,7673.539055,5.52953e-05,100,C6H11NO3,-H(+),Allysine,HMDB01263,C04076
281,110,144.0665579,7673.539055,5.52953e-05,100,C6H11NO3,-H(+),4-Acetamidobutanoic acid,HMDB03681,C02946
282,110,144.0665579,7673.539055,5.52953e-05,100,C6H11NO3,-H(+),(S)-5-Amino-3-oxohexanoate,HMDB12131,C03656
283,110,144.0665579,7673.539055,5.52953e-05,100,C6H11NO3,-H(+),2-Keto-6-aminocaproate,HMDB12151,C03239
284,111,144.0774505,2420.848859,0.000396112,100,C5H11N3O2,-H(+),4-Guanidinobutanoic acid,HMDB03464,C01035
285,112,145.0142377,8230.493262,5.62958e-06,100,C5H6O5,-H(+),Oxoglutaric acid,HMDB00208,C00026
286,113,145.0286429,4265.400437,0.000856513,100,C9H6O2,-H(+),Coumarin,HMDB01218,C05851
287,113,145.0286429,4265.400437,0.000856513,100,C9H6O2,-H(+),Phenylpropiolic acid,HMDB02359,
288,114,145.0504694,22832.57689,0.000159441,100,C6H10O4,-H(+),2-Methylglutaric acid,HMDB00422,
289,114,145.0504694,22832.57689,0.000159441,100,C6H10O4,-H(+),Adipic acid,HMDB00448,C06104
290,114,145.0504694,22832.57689,0.000159441,100,C6H10O4,-H(+),Methylglutaric acid,HMDB00752,
291,114,145.0504694,22832.57689,0.000159441,100,C6H10O4,-H(+),Monomethyl glutaric acid,HMDB00858,C02930
292,114,145.0504694,22832.57689,0.000159441,100,C6H10O4,-H(+),"2,2-Dimethylsuccinic acid",HMDB02074,
293,114,145.0504694,22832.57689,0.000159441,100,C6H10O4,-H(+),Solerol,HMDB02173,
294,114,145.0504694,22832.57689,0.000159441,100,C6H10O4,-H(+),(S)-2-Aceto-2-hydroxybutanoic acid,HMDB06900,C06006
295,115,145.0616909,437165.7438,0.000171284,100,C5H10N2O3,-H(+),L-Glutamine,HMDB00641,C00064
296,115,145.0616909,437165.7438,0.000171284,100,C5H10N2O3,-H(+),Ureidoisobutyric acid,HMDB02031,C05100
297,115,145.0616909,437165.7438,0.000171284,100,C5H10N2O3,-H(+),D-Glutamine,HMDB03423,C00819
298,115,145.0616909,437165.7438,0.000171284,100,C5H10N2O3,-H(+),Alanylglycine,HMDB06899,
299,116,146.0245029,62316.5893,0.000245513,100,C8H5NO2,-H(+),"Indole-5,6-quinone",HMDB06779,C05579
300,117,146.0458045,1317016.289,7.32465e-05,100,C5H9NO4,-H(+),L-Glutamic acid,HMDB00148,C00025
301,117,146.0458045,1317016.289,7.32465e-05,100,C5H9NO4,-H(+),N-Methyl-D-aspartic acid,HMDB02393,C12269
302,117,146.0458045,1317016.289,7.32465e-05,100,C5H9NO4,-H(+),N-Acetylserine,HMDB02931,
303,117,146.0458045,1317016.289,7.32465e-05,100,C5H9NO4,-H(+),O-Acetylserine,HMDB03011,C00979
304,117,146.0458045,1317016.289,7.32465e-05,100,C5H9NO4,-H(+),D-Glutamic acid,HMDB03339,C00217
305,117,146.0458045,1317016.289,7.32465e-05,100,C5H9NO4,-H(+),L-4-Hydroxyglutamate semialdehyde,HMDB06556,C05938
306,118,147.0297357,29230.90024,0.000157628,100,C5H8O5,-H(+),Citramalic acid,HMDB00426,C00815
307,118,147.0297357,29230.90024,0.000157628,100,C5H8O5,-H(+),3-Hydroxyglutaric acid,HMDB00428,
308,118,147.0297357,29230.90024,0.000157628,100,C5H8O5,-H(+),D-2-Hydroxyglutaric acid,HMDB00606,C01087
309,118,147.0297357,29230.90024,0.000157628,100,C5H8O5,-H(+),L-2-Hydroxyglutaric acid,HMDB00694,C03196
310,118,147.0297357,29230.90024,0.000157628,100,C5H8O5,-H(+),Ribonolactone,HMDB01900,C02674
311,118,147.0297357,29230.90024,0.000157628,100,C5H8O5,-H(+),"D-Xylono-1,5-lactone",HMDB11676,C02266
312,119,147.0808802,4940.179179,0.000654818,100,C10H12O,-H(+),Cuminaldehyde,HMDB02214,C06577
313,120,148.0438677,16362.99988,-9.80935e-05,100,C5H11NO2S,-H(+),L-Methionine,HMDB00696,C00073
314,121,148.0620686,7704.431204,0.000796627,100,C6H7N5,-H(+),6-Methyladenine,HMDB02099,C08434
315,121,148.0620686,7704.431204,0.000796627,100,C6H7N5,-H(+),1-Methyladenine,HMDB11599,C02216
316,121,148.0620686,7704.431204,0.000796627,100,C6H7N5,-H(+),3-Methyladenine,HMDB11600,C00913
317,121,148.0620686,7704.431204,0.000796627,100,C6H7N5,-H(+),7-Methyladenine,HMDB11614,C02241
318,122,149.008736,7953.806418,0.000421921,100,C4H6O6,-H(+),Tartaric acid,HMDB00956,C00898
319,123,149.0241492,6507.850868,0.000264826,100,C8H6O3,-H(+),Phenylglyoxylic acid,HMDB01587,C02137
320,124,149.0453456,6566.81249,0.00019779,100,C5H10O5,-H(+),D-Xylose,HMDB00098,C00181
321,124,149.0453456,6566.81249,0.00019779,100,C5H10O5,-H(+),D-Ribose,HMDB00283,C00121
322,124,149.0453456,6566.81249,0.00019779,100,C5H10O5,-H(+),2-Deoxyribonic acid,HMDB00366,
323,124,149.0453456,6566.81249,0.00019779,100,C5H10O5,-H(+),D-Ribulose,HMDB00621,C00309
324,124,149.0453456,6566.81249,0.00019779,100,C5H10O5,-H(+),L-Arabinose,HMDB00646,C02479
325,124,149.0453456,6566.81249,0.00019779,100,C5H10O5,-H(+),L-Threo-2-pentulose,HMDB00751,C00312
326,124,149.0453456,6566.81249,0.00019779,100,C5H10O5,-H(+),D-Xylulose,HMDB01644,C00310
327,124,149.0453456,6566.81249,0.00019779,100,C5H10O5,-H(+),L-Ribulose,HMDB03371,C00508
328,124,149.0453456,6566.81249,0.00019779,100,C5H10O5,-H(+),Beta-D-ribopyranose,HMDB12194,C08353
329,124,149.0453456,6566.81249,0.00019779,100,C5H10O5,-H(+),Arabinofuranose,HMDB12325,C06115
330,125,149.0605925,18890.21972,0.000207056,100,C9H10O2,-H(+),Hydrocinnamic acid,HMDB00764,C05629
331,125,149.0605925,18890.21972,0.000207056,100,C9H10O2,-H(+),4-Ethylbenzoic acid,HMDB02097,
332,125,149.0605925,18890.21972,0.000207056,100,C9H10O2,-H(+),3-Methylphenylacetic acid,HMDB02222,
333,125,149.0605925,18890.21972,0.000207056,100,C9H10O2,-H(+),"3,4-Dimethylbenzoic acid",HMDB02237,
334,125,149.0605925,18890.21972,0.000207056,100,C9H10O2,-H(+),4-Coumaryl alcohol,HMDB03654,C02646
335,125,149.0605925,18890.21972,0.000207056,100,C9H10O2,-H(+),2-Phenylpropionate,HMDB11743,
336,126,149.0970181,3907.670332,0.000166934,100,C10H14O,-H(+),Thymol,HMDB01878,C09908
337,126,149.0970181,3907.670332,0.000166934,100,C10H14O,-H(+),Perillyl aldehyde,HMDB03647,C02576
338,126,149.0970181,3907.670332,0.000166934,100,C10H14O,-H(+),(+)-(S)-Carvone,HMDB04487,C11383
339,127,150.0418704,4819.237463,0.000259378,100,C5H5N5O,-H(+),Guanine,HMDB00132,C00242
340,127,150.0418704,4819.237463,0.000259378,100,C5H5N5O,-H(+),2-Hydroxyadenine,HMDB00403,
341,127,150.0418704,4819.237463,0.000259378,100,C5H5N5O,-H(+),8-Hydroxyadenine,HMDB00542,
342,128,150.0557798,7212.841423,0.000268763,100,C8H9NO2,-H(+),Acetaminophen,HMDB01859,C06804
343,128,150.0557798,7212.841423,0.000268763,100,C8H9NO2,-H(+),2-Phenylglycine,HMDB02210,
344,128,150.0557798,7212.841423,0.000268763,100,C8H9NO2,-H(+),Dopamine quinone,HMDB12219,C17755
345,128,150.0557798,7212.841423,0.000268763,100,C8H9NO2,-H(+),Leukoaminochrome,HMDB12992,C17756
346,129,150.0910785,2035.81649,0.001355581,74,C9H13NO,-H(+),N-Methylphenylethanolamine,HMDB01387,C03711
347,129,150.0910785,2035.81649,0.001355581,74,C9H13NO,-H(+),Phenylpropanolamine,HMDB01942,C02343
348,129,150.0910785,2035.81649,0.001355581,74,C9H13NO,-H(+),N-Methyltyramine,HMDB03633,C02442
349,130,151.0043116,2996.626862,-0.000538382,45,C4H4O5,+F(-),Oxalacetic acid,HMDB00223,C00036
350,131,151.0260843,9080.867627,6.10411e-05,100,C5H4N4O2,-H(+),Xanthine,HMDB00292,C00385
351,131,151.0260843,9080.867627,6.10411e-05,100,C5H4N4O2,-H(+),Oxypurinol,HMDB00786,C07599
352,131,151.0260843,9080.867627,6.10411e-05,100,C5H4N4O2,-H(+),"6,8-Dihydroxypurine",HMDB01182,
353,132,151.0398499,11217.22121,0.0002142,100,C8H8O3,-H(+),p-Hydroxyphenylacetic acid,HMDB00020,C00642
354,132,151.0398499,11217.22121,0.0002142,100,C8H8O3,-H(+),3-Hydroxyphenylacetic acid,HMDB00440,C05593
355,132,151.0398499,11217.22121,0.0002142,100,C8H8O3,-H(+),Ortho-Hydroxyphenylacetic acid,HMDB00669,C05852
356,132,151.0398499,11217.22121,0.0002142,100,C8H8O3,-H(+),Mandelic acid,HMDB00703,C01984
357,132,151.0398499,11217.22121,0.0002142,100,C8H8O3,-H(+),p-Anisic acid,HMDB01101,C02519
358,132,151.0398499,11217.22121,0.0002142,100,C8H8O3,-H(+),3-Cresotinic acid,HMDB02390,C14088
359,132,151.0398499,11217.22121,0.0002142,100,C8H8O3,-H(+),"3,4-Dihydroxyphenylacetaldehyde",HMDB03791,C04043
360,132,151.0398499,11217.22121,0.0002142,100,C8H8O3,-H(+),4-Hydroxy-3-methylbenzoic acid,HMDB04815,C21167
361,132,151.0398499,11217.22121,0.0002142,100,C8H8O3,-H(+),Vanillin,HMDB12308,C00755
362,133,151.0497981,3934.489757,0.001499413,67,C7H8N2O2,-H(+),N1-Methyl-2-pyridone-5-carboxamide,HMDB04193,C05842
363,133,151.0497981,3934.489757,0.001499413,67,C7H8N2O2,-H(+),N1-Methyl-4-pyridone-3-carboxamide,HMDB04194,C05843
364,134,151.0609962,6462.249055,0.000197238,100,C5H12O5,-H(+),Ribitol,HMDB00508,C00474
365,134,151.0609962,6462.249055,0.000197238,100,C5H12O5,-H(+),D-Arabitol,HMDB00568,C01904
366,134,151.0609962,6462.249055,0.000197238,100,C5H12O5,-H(+),L-Arabitol,HMDB01851,C00532
367,134,151.0609962,6462.249055,0.000197238,100,C5H12O5,-H(+),D-Xylitol,HMDB02917,C00379
368,135,151.0762396,11955.47743,0.000304692,40,C6H12O3,+F(-),2-Hydroxy-3-methylpentanoic acid,HMDB00317,
369,135,151.0762396,11955.47743,0.000304692,40,C6H12O3,+F(-),(5R)-5-Hydroxyhexanoic acid,HMDB00409,
370,135,151.0762396,11955.47743,0.000304692,40,C6H12O3,+F(-),5-Hydroxyhexanoic acid,HMDB00525,
371,135,151.0762396,11955.47743,0.000304692,40,C6H12O3,+F(-),D-Leucic acid,HMDB00624,C03264
372,135,151.0762396,11955.47743,0.000304692,40,C6H12O3,+F(-),Leucinic acid,HMDB00665,
373,135,151.0762396,11955.47743,0.000304692,40,C6H12O3,+F(-),Hydroxyisocaproic acid,HMDB00746,
374,135,151.0762396,11955.47743,0.000304692,40,C6H12O3,+F(-),2-Hydroxycaproic acid,HMDB01624,
375,135,151.0762396,11955.47743,0.000304692,40,C6H12O3,+F(-),2-Ethyl-2-Hydroxybutyric acid,HMDB01975,
376,135,151.0762396,11955.47743,0.000304692,40,C6H12O3,+F(-),(R)-3-Hydroxyhexanoic acid,HMDB10718,
377,135,151.0762396,11955.47743,0.000304692,40,C6H12O3,+F(-),6-Hydroxyhexanoic acid,HMDB12843,C06103
378,136,151.1125746,8839.029644,0.000260551,100,C10H16O,-H(+),(-)-trans-Carveol,HMDB03450,C00964
379,136,151.1125746,8839.029644,0.000260551,100,C10H16O,-H(+),Perillyl alcohol,HMDB03634,C02452
380,136,151.1125746,8839.029644,0.000260551,100,C10H16O,-H(+),Alpha-Pinene-oxide,HMDB03667,C02759
381,137,151.9845697,2534.985516,-2.92351e-05,100,C3H7NO2S2,-H(+),Thiocysteine,HMDB03585,C01962
382,138,152.0353272,11538.04943,-1.41181e-05,100,C7H7NO3,-H(+),3-Hydroxyanthranilic acid,HMDB01476,C00632
383,138,152.0353272,11538.04943,-1.41181e-05,100,C7H7NO3,-H(+),3-Aminosalicylic acid,HMDB01972,
384,139,152.0571201,2805.037969,0.000659761,100,C5H7N5O,-H(+),FAPy-adenine,HMDB04816,C06502
385,140,152.0714796,15221.79371,0.000218988,100,C8H11NO2,-H(+),Dopamine,HMDB00073,C03758
386,140,152.0714796,15221.79371,0.000218988,100,C8H11NO2,-H(+),p-Octopamine,HMDB04825,C04227
387,140,152.0714796,15221.79371,0.000218988,100,C8H11NO2,-H(+),Vanillylamine,HMDB12309,C16666
388,141,153.0181392,7379.764174,0.001189479,100,C7H6O4,-H(+),Gentisic acid,HMDB00152,C00628
389,141,153.0181392,7379.764174,0.001189479,100,C7H6O4,-H(+),2-Pyrocatechuic acid,HMDB00397,C00196
390,141,153.0181392,7379.764174,0.001189479,100,C7H6O4,-H(+),Protocatechuic acid,HMDB01856,C00230
391,141,153.0181392,7379.764174,0.001189479,100,C7H6O4,-H(+),"3,5-Dihydroxyphenylbenzoic acid",HMDB13173,
392,142,153.0553397,5808.332676,0.000374449,100,C8H10O3,-H(+),Hydroxytyrosol,HMDB05784,
393,143,153.0667481,16234.80585,0.000294054,40,C4H10N2O3,+F(-),L-Canaline,HMDB12251,C08270
394,144,153.1281802,4048.367123,0.000304994,100,C10H18O,-H(+),Alpha-Terpineol,HMDB04043,C09902
395,144,153.1281802,4048.367123,0.000304994,100,C10H18O,-H(+),Eucalyptol,HMDB04472,C09844
396,144,153.1281802,4048.367123,0.000304994,100,C10H18O,-H(+),Geraniol,HMDB05812,C09871
397,145,154.0619398,115868.5246,0.000256696,100,C6H9N3O2,-H(+),L-Histidine,HMDB00177,C00135
398,146,154.9750355,2470.190864,5.89891e-05,100,C2H5O6P,-H(+),Phosphoglycolic acid,HMDB00816,C00988
399,147,154.9972177,5362.366221,0.001375538,73,C6H4O5,-H(+),"2,5-Furandicarboxylic acid",HMDB04812,C20450
400,148,155.0097244,2117.423206,0.000102231,100,C5H4N2O4,-H(+),Orotic acid,HMDB00226,C00295
401,149,155.046055,2698.32626,0.000157131,100,C6H8N2O3,-H(+),5-Hydroxymethyl-4-methyluracil,HMDB00544,
402,149,155.046055,2698.32626,0.000157131,100,C6H8N2O3,-H(+),4-Imidazolone-5-propionic acid,HMDB01014,C03680
403,149,155.046055,2698.32626,0.000157131,100,C6H8N2O3,-H(+),Imidazolelactic acid,HMDB02320,C05132
404,150,155.1075958,6583.773753,0.000153931,100,C9H16O2,-H(+),4-Hydroxynonenal,HMDB04362,
405,151,155.1439892,5125.664718,0.000146061,100,C10H20O,-H(+),Menthol,HMDB03352,C00400
406,151,155.1439892,5125.664718,0.000146061,100,C10H20O,-H(+),Decanal,HMDB11623,C12307
407,152,156.030192,5412.528486,3.56628e-05,100,C6H7NO4,-H(+),2-Aminomuconic acid,HMDB01241,C02220
408,153,156.0662247,3768.557306,0.000388533,100,C7H11NO3,-H(+),3-Methylcrotonylglycine,HMDB00459,
409,153,156.0662247,3768.557306,0.000388533,100,C7H11NO3,-H(+),Tiglylglycine,HMDB00959,
410,154,157.0365981,2384.947431,0.00011199,100,C4H6N4O3,-H(+),Allantoin,HMDB00462,C01551
411,155,157.0503887,6955.872478,0.000240103,100,C7H10O4,-H(+),Succinylacetone,HMDB00635,
412,155,157.0503887,6955.872478,0.000240103,100,C7H10O4,-H(+),Isopropylmaleate,HMDB12241,C02631
413,156,157.0867824,11729.07101,0.000231872,100,C8H14O3,-H(+),cis-4-Hydroxycyclohexylacetic acid,HMDB00451,
414,156,157.0867824,11729.07101,0.000231872,100,C8H14O3,-H(+),trans-4-Hydroxycyclohexylacetic acid,HMDB00909,
415,156,157.0867824,11729.07101,0.000231872,100,C8H14O3,-H(+),3-Oxooctanoic acid,HMDB10721,
416,156,157.0867824,11729.07101,0.000231872,100,C8H14O3,-H(+),Alpha-Ketooctanoic acid,HMDB13211,
417,157,157.1231963,79321.75118,0.000203523,100,C9H18O2,-H(+),Oenanthic ether,HMDB00798,
418,157,157.1231963,79321.75118,0.000203523,100,C9H18O2,-H(+),Pelargonic acid,HMDB00847,C01601
419,158,158.0604565,2562.753967,0.00067741,100,C10H9NO,-H(+),Indoleacetaldehyde,HMDB01190,C00637
420,159,158.0821575,6181.263548,0.000105753,100,C7H13NO3,-H(+),2-Methylbutyrylglycine,HMDB00339,
421,159,158.0821575,6181.263548,0.000105753,100,C7H13NO3,-H(+),Isovalerylglycine,HMDB00678,
422,159,158.0821575,6181.263548,0.000105753,100,C7H13NO3,-H(+),Valerylglycine,HMDB00927,
423,159,158.0821575,6181.263548,0.000105753,100,C7H13NO3,-H(+),N-Acetylvaline,HMDB11757,
424,159,158.0821575,6181.263548,0.000105753,100,C7H13NO3,-H(+),3-Dehydrocarnitine,HMDB12154,C02636
425,159,158.0821575,6181.263548,0.000105753,100,C7H13NO3,-H(+),5-Acetamidovalerate,HMDB12175,C03087
426,160,159.0297153,5860.72507,0.000178005,100,C6H8O5,-H(+),Oxoadipic acid,HMDB00225,C00322
427,160,159.0297153,5860.72507,0.000178005,100,C6H8O5,-H(+),3-Oxoadipic acid,HMDB00398,C00846
428,161,159.0662007,10957.06857,7.81643e-05,100,C7H12O4,-H(+),3-Methyladipic acid,HMDB00555,
429,161,159.0662007,10957.06857,7.81643e-05,100,C7H12O4,-H(+),Pimelic acid,HMDB00857,C02656
430,161,159.0662007,10957.06857,7.81643e-05,100,C7H12O4,-H(+),"3,3-Dimethylglutaric acid",HMDB02441,
431,162,159.1022705,5074.311402,0.000393887,100,C8H16O3,-H(+),7-Hydroxyoctanoic acid,HMDB00486,
432,162,159.1022705,5074.311402,0.000393887,100,C8H16O3,-H(+),Hydroxyoctanoic acid,HMDB00711,
433,162,159.1022705,5074.311402,0.000393887,100,C8H16O3,-H(+),3-Hydroxyoctanoic acid,HMDB01954,
434,162,159.1022705,5074.311402,0.000393887,100,C8H16O3,-H(+),(R)-2-Hydroxycaprylic acid,HMDB02264,
435,162,159.1022705,5074.311402,0.000393887,100,C8H16O3,-H(+),(R)-3-Hydroxyoctanoic acid,HMDB10722,
436,163,159.1135644,2371.028341,0.00033341,100,C7H16N2O2,-H(+),N(6)-Methyllysine,HMDB02038,C02728
437,163,159.1135644,2371.028341,0.00033341,100,C7H16N2O2,-H(+),Isoputreanine,HMDB06009,
438,164,160.0399097,5184.089391,0.000488756,100,C9H7NO2,-H(+),2-Indolecarboxylic acid,HMDB02285,
439,164,160.0399097,5184.089391,0.000488756,100,C9H7NO2,-H(+),Indole-3-carboxylic acid,HMDB03320,C19837
440,164,160.0399097,5184.089391,0.000488756,100,C9H7NO2,-H(+),"4,6-Dihydroxyquinoline",HMDB04077,C05639
441,165,160.0614948,9180.419842,3.30202e-05,100,C6H11NO4,-H(+),Aminoadipic acid,HMDB00510,C00956
442,166,160.9743938,8767.169227,-0.000657784,40,C2H6O3S2,+F(-),Mesna,HMDB03745,C03576
443,167,161.0241518,6049.072646,0.000262274,100,C9H6O3,-H(+),3 Hydroxycoumarin,HMDB02149,
444,168,161.0356146,6332.997132,0.000127416,40,C5H6N2O3,+F(-),5-Hydroxymethyluracil,HMDB00469,C03088
445,169,161.0455138,66958.78244,2.96151e-05,100,C6H10O5,-H(+),2-Hydroxyadipic acid,HMDB00321,C02360
446,169,161.0455138,66958.78244,2.96151e-05,100,C6H10O5,-H(+),3-Hydroxyadipic acid,HMDB00345,
447,169,161.0455138,66958.78244,2.96151e-05,100,C6H10O5,-H(+),3-Hydroxymethylglutaric acid,HMDB00355,
448,169,161.0455138,66958.78244,2.96151e-05,100,C6H10O5,-H(+),2(R)-Hydroxyadipic acid,HMDB00368,
449,169,161.0455138,66958.78244,2.96151e-05,100,C6H10O5,-H(+),Glucosan,HMDB00640,
450,170,162.0411546,3424.523328,0.000975242,100,C6H5N5O,-H(+),Pterin,HMDB00802,C00715
451,171,162.055242,3551.160618,0.000806528,100,C9H9NO2,-H(+),4-(3-Pyridyl)-3-butenoic acid,HMDB01424,
452,171,162.055242,3551.160618,0.000806528,100,C9H9NO2,-H(+),3-Methyldioxyindole,HMDB04186,C05834
453,172,162.0771897,3223.191316,-1.18295e-05,100,C6H13NO4,-H(+),Bicine,HMDB11727,
454,173,163.0398997,9489.961541,0.000164445,100,C9H8O3,-H(+),Phenylpyruvic acid,HMDB00205,C00166
455,173,163.0398997,9489.961541,0.000164445,100,C9H8O3,-H(+),m-Coumaric acid,HMDB01713,C12621
456,173,163.0398997,9489.961541,0.000164445,100,C9H8O3,-H(+),4-Hydroxycinnamic acid,HMDB02035,C00811
457,173,163.0398997,9489.961541,0.000164445,100,C9H8O3,-H(+),2-Hydroxycinnamic acid,HMDB02641,C01772
458,173,163.0398997,9489.961541,0.000164445,100,C9H8O3,-H(+),Enol-phenylpyruvate,HMDB12225,C02763
459,174,163.0610553,6890.328201,0.000138157,100,C6H12O5,-H(+),L-Fucose,HMDB00174,C01019
460,174,163.0610553,6890.328201,0.000138157,100,C6H12O5,-H(+),Rhamnose,HMDB00849,C00507
461,174,163.0610553,6890.328201,0.000138157,100,C6H12O5,-H(+),"1,5-Anhydrosorbitol",HMDB02712,C07326
462,174,163.0610553,6890.328201,0.000138157,100,C6H12O5,-H(+),Beta-D-Fucose,HMDB03081,C02095
463,174,163.0610553,6890.328201,0.000138157,100,C6H12O5,-H(+),L-Rhamnulose,HMDB10207,C00861
464,174,163.0610553,6890.328201,0.000138157,100,C6H12O5,-H(+),2-Deoxygalactopyranose,HMDB12327,C02781
465,175,163.0765481,10331.20034,-9.84363e-05,100,C10H12O2,-H(+),2-Phenylbutyric acid,HMDB00329,
466,175,163.0765481,10331.20034,-9.84363e-05,100,C10H12O2,-H(+),Benzenebutanoic acid,HMDB00543,
467,175,163.0765481,10331.20034,-9.84363e-05,100,C10H12O2,-H(+),3-Phenylbutyric acid,HMDB01955,
468,175,163.0765481,10331.20034,-9.84363e-05,100,C10H12O2,-H(+),Isoeugenol,HMDB05802,C10469
469,175,163.0765481,10331.20034,-9.84363e-05,100,C10H12O2,-H(+),Eugenol,HMDB05809,C10453
470,176,164.0371716,17078.4272,0.001512597,85,C5H11NO3S,-H(+),Methionine sulfoxide,HMDB02005,C02989
471,177,164.0571657,2758.753018,0.000614183,100,C6H7N5O,-H(+),7-Methylguanine,HMDB00897,C02242
472,177,164.0571657,2758.753018,0.000614183,100,C6H7N5O,-H(+),3-Methylguanine,HMDB01566,C02230
473,177,164.0571657,2758.753018,0.000614183,100,C6H7N5O,-H(+),1-Methylguanine,HMDB03282,C04152
