"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB00168","L-Asparagine","HMDB0000168","6267","17196","C00152","14","N[C@@H](CC(N)=O)C(O)=O","1"
"HMDB11733","Glycyl-glycine","HMDB0011733","11163","17201","C02037",NA,"NCC(=O)NCC(O)=O","1"
"HMDB12265","N-Carbamoylsarcosine","HMDB0012265","439375","15737","C01043",NA,"CN(CC(O)=O)C(O)=N","1"
"HMDB00214","Ornithine","HMDB0000214","6262","15729","C00077","27","NCCC[C@H](N)C(O)=O","1"
"HMDB03374","D-Ornithine","HMDB0003374","71082","16176","C00515","6910","NCCC[C@@H](N)C(O)=O","1"
"HMDB00191","L-Aspartic acid","HMDB0000191","5960","17053","C00049","5206","N[C@@H](CC(O)=O)C(O)=O","1"
"HMDB06483","D-Aspartic acid","HMDB0006483","83887","17364","C00402","15","N[C@H](CC(O)=O)C(O)=O","1"
"HMDB11753","Iminodiacetic acid","HMDB0011753","8897","24786","C19911",NA,"OC(=O)CNCC(O)=O","1"
"HMDB00156","L-Malic acid","HMDB0000156","222656","30797","C00149",NA,"O[C@@H](CC(O)=O)C(O)=O","1"
"HMDB00744","Malic acid","HMDB0000744","525","6650","C03668","118","OC(CC(O)=O)C(O)=O","1"
"HMDB00034","Adenine","HMDB0000034","190","16708","C00147","85","NC1=C2NC=NC2=NC=N1","1"
"HMDB00613","Erythronic acid","HMDB0000613","2781043","37655",NA,"5586","OC[C@@H](O)[C@@H](O)C(O)=O","1"
"HMDB00943","Threonic acid","HMDB0000943","151152","49059","C01620","5891","C([C@H]([C@@H](C(=O)O)O)O)O","1"
"HMDB00209","Phenylacetic acid","HMDB0000209","999","30745","C07086","129","OC(=O)CC1=CC=CC=C1","1"
"HMDB03767","4-Hydroxyphenylacetaldehyde","HMDB0003767","440113","15621","C03765",NA,"OC1=CC=C(CC=O)C=C1","1"
"HMDB00875","Trigonelline","HMDB0000875","5570","18123","C01004","273","C[N+]1=CC=CC(=C1)C([O-])=O","1"
"HMDB01123","2-Aminobenzoic acid","HMDB0001123","227","30754","C00108","6018","NC1=CC=CC=C1C(O)=O","1"
"HMDB01392","p-Aminobenzoic acid","HMDB0001392","978","30753","C00568","3261","NC1=CC=C(C=C1)C(O)=O","1"
"HMDB01538","3-Pyridylacetic acid","HMDB0001538","108","86390",NA,"6308","OC(=O)CC1=CN=CC=C1","1"
"HMDB01891","m-Aminobenzoic acid","HMDB0001891","7419","42682",NA,"6374","NC1=CC=CC(=C1)C(O)=O","1"
"HMDB00301","Urocanic acid","HMDB0000301","736715","30817","C00785","298","OC(=O)\C=C\C1=CNC=N1","1"
"HMDB02730","Nicotinamide N-oxide","HMDB0002730","72661",NA,NA,"1503","NC(=O)C1=C[N+]([O-])=CC=C1","1"
"HMDB04284","Tyrosol","HMDB0004284","10393","1879","C06044","7044","OCCC1=CC=C(O)C=C1","1"
"HMDB01232","4-Nitrophenol","HMDB0001232","980","16836","C00870","4100","OC1=CC=C(C=C1)[N+]([O-])=O","1"
"HMDB02658","6-Hydroxynicotinic acid","HMDB0002658","72924","16168","C01020",NA,"OC(=O)C1=CN=C(O)C=C1","1"
"HMDB13188","3-Hydroxypicolinic acid","HMDB0013188","13401","64342","C18620",NA,"OC(=O)C1=C(O)C=CC=N1","1"
"HMDB12153","3,4-Dihydroxybenzylamine","HMDB0012153","91623",NA,NA,NA,"NCC1=CC=C(O)C(O)=C1","1"
"HMDB01494","Acetylphosphate","HMDB0001494","186","15350","C00227","6278","CC(=O)OP(O)(O)=O","1"
"HMDB04110","Phosphonoacetate","HMDB0004110","546","15732","C05682","7018","OC(=O)CP(O)(O)=O","1"
"HMDB02144","1,3-Dimethyluracil","HMDB0002144","70122","74763",NA,NA,"CN1C=CC(=O)N(C)C1=O","1"
"HMDB02271","Imidazolepropionic acid","HMDB0002271","70630","73087","C20522","6585","OC(=O)CCC1=CNC=N1","1"
"HMDB02820","Methylimidazoleacetic acid","HMDB0002820","75810","1606","C05828","3774","CN1C=C(N=C1)CC(=O)O","1"
"HMDB04988","Pi-Methylimidazoleacetic acid","HMDB0004988","6451814","70966",NA,"7239","CN1C=NC=C1CC(O)=O","1"
"HMDB00224","O-Phosphoethanolamine","HMDB0000224","1015","17553","C00346","5233","NCCOP(O)(O)=O","1"
"HMDB00894","Vinylacetylglycine","HMDB0000894","53477718","74435",NA,"5851","OC(=O)CNC(=O)CC=C","1"
"HMDB00393","3-Hexenedioic acid","HMDB0000393","5351896","86952",NA,"5382","C(/C=C/CC(=O)O)C(=O)O","1"
"HMDB00522","3-Methylglutaconic acid","HMDB0000522","1551553","37245",NA,"5507","C/C(=C\C(=O)O)/CC(=O)O","1"
"HMDB02266","(E)-2-Methylglutaconic acid","HMDB0002266","6368126",NA,NA,"6584","C/C(=C\CC(=O)O)/C(=O)O","1"
"HMDB13311","trans-2-Hexenedioic acid","HMDB0013311","10877230","49296",NA,NA,"C(CC(=O)O)/C=C/C(=O)O","1"
"HMDB01988","4-Hydroxycyclohexylcarboxylic acid","HMDB0001988","151138","16817","C04404",NA,"OC1CCC(CC1)C(O)=O","1"
"HMDB01552","2-Keto-glutaramic acid","HMDB0001552","48","30882","C00940","6318","NC(=O)CCC(=O)C(O)=O","1"
"HMDB00730","Isobutyrylglycine","HMDB0000730","10855600","70979",NA,"5698","CC(C)C(=O)NCC(O)=O","1"
"HMDB00808","N-Butyrylglycine","HMDB0000808","88412","89963",NA,"5772","CCCC(=O)NCC(O)=O","1"
"HMDB01263","Allysine","HMDB0001263","207","17027","C04076","6118","NC(CCCC=O)C(O)=O","1"
"HMDB03681","4-Acetamidobutanoic acid","HMDB0003681","18189","17645","C02946",NA,"CC(=O)NCCCC(O)=O","1"
"HMDB12131","3-oxo-5S-amino-hexanoic acid","HMDB0012131","440077","27713","C03656",NA,"C[C@@H](CC(=O)CC(=O)O)N","1"
"HMDB12151","2-Keto-6-aminocaproate","HMDB0012151","439954","17534","C03239",NA,"NCCCCC(=O)C(O)=O","1"
"HMDB03464","4-Guanidinobutanoic acid","HMDB0003464","500","15728","C01035","6938","NC(=N)NCCCC(O)=O","1"
"HMDB00208","Oxoglutaric acid","HMDB0000208","51","30915","C00026","5218","OC(=O)CCC(=O)C(O)=O","1"
"HMDB01218","Coumarin","HMDB0001218","323","28794","C05851","3525","O=C1OC2=CC=CC=C2C=C1","1"
"HMDB02359","Phenylpropiolic acid","HMDB0002359","69475","90355",NA,"6644","C1=CC=C(C=C1)C#CC(=O)O","1"
"HMDB00422","2-Methylglutaric acid","HMDB0000422","12046","68567",NA,"5411","CC(CCC(=O)O)C(=O)O","1"
"HMDB00448","Adipic acid","HMDB0000448","196","30832","C06104","115","C(CCC(=O)O)CC(=O)O","1"
"HMDB00752","Methylglutaric acid","HMDB0000752","12284","68566",NA,"5720","CC(CC(=O)O)CC(=O)O","1"
"HMDB00858","Monomethyl glutaric acid","HMDB0000858","73917","1007322","C02930","5821","COC(=O)CCCC(=O)O","1"
"HMDB02074","2,2-Dimethylsuccinic acid","HMDB0002074","11701","86537",NA,"6473","CC(C)(CC(=O)O)C(=O)O","1"
"HMDB02173","Solerol","HMDB0002173","21252275","89760",NA,"6526","OC1CCC(=O)OCC1O","1"
"HMDB06900","2S-acetyl-2-hydroxy-butanoic acid","HMDB0006900","440875","27681","C06006",NA,"CC[C@](C(=O)C)(C(=O)O)O","1"
"HMDB00641","L-Glutamine","HMDB0000641","5961","18050","C00064","5614","N[C@@H](CCC(N)=O)C(O)=O","1"
"HMDB02031","Ureidoisobutyric acid","HMDB0002031","88558720","1670","C05100",NA,"C[C@@H](CNC(N)=O)C(O)=O","1"
"HMDB03423","D-Glutamine","HMDB0003423","145815","17061","C00819","6926","N[C@H](CCC(N)=O)C(O)=O","1"
"HMDB06899","Alanylglycine","HMDB0006899","6998028","73757",NA,NA,"C[C@H](N)C(=O)NCC(O)=O","1"
"HMDB06779","Indole-5,6-quinone","HMDB0006779","440728","27406","C05579",NA,"O=C1C=C2NC=CC2=CC1=O","1"
"HMDB00148","L-Glutamic acid","HMDB0000148","33032","16015","C00025","5174","N[C@@H](CCC(O)=O)C(O)=O","1"
"HMDB02393","N-Methyl-D-aspartic acid","HMDB0002393","22880","31882","C12269","6662","CN[C@H](CC(O)=O)C(O)=O","1"
"HMDB02931","N-Acetylserine","HMDB0002931","65249","45441",NA,"308","CC(=O)N[C@@H](CO)C(O)=O","1"
"HMDB03011","O-Acetylserine","HMDB0003011","99478","17981","C00979","3270","CC(=O)OC[C@H](N)C(O)=O","1"
"HMDB03339","D-Glutamic acid","HMDB0003339","23327","15966","C00217","6895","N[C@H](CCC(O)=O)C(O)=O","1"
"HMDB06556","L-4-Hydroxyglutamate semialdehyde","HMDB0006556","440851","27809","C05938",NA,"N[C@@H](C[C@@H](O)C=O)C(O)=O","1"
"HMDB00426","Citramalic acid","HMDB0000426","441696","15584","C00815","5415","CC(CC(=O)O)(C(=O)O)O","1"
"HMDB00428","3-Hydroxyglutaric acid","HMDB0000428","181976",NA,NA,"5417","OC(CC(O)=O)CC(O)=O","1"
"HMDB00606","D-2-Hydroxyglutaric acid","HMDB0000606","439391","32796","C01087","5581","O[C@H](CCC(O)=O)C(O)=O","1"
"HMDB00694","L-2-Hydroxyglutaric acid","HMDB0000694","439939","32797","C03196","5662","O[C@@H](CCC(O)=O)C(O)=O","1"
"HMDB01900","Ribonolactone","HMDB0001900","111064","74168","C02674","6380","OC[C@H]1OC(=O)[C@H](O)[C@@H]1O","1"
"HMDB11676","D-Xylono-1,5-lactone","HMDB0011676","439692","15867","C02266",NA,"O[C@@H]1COC(=O)[C@H](O)[C@H]1O","1"
"HMDB02214","Cuminaldehyde","HMDB0002214","326","366706","C06577",NA,"CC(C)C1=CC=C(C=C1)C=O","1"
"HMDB00696","L-Methionine","HMDB0000696","6137","16643","C00073","5664","CSCC[C@H](N)C(O)=O","1"
"HMDB02099","6-Methyladenine","HMDB0002099","67955","28871","C08434",NA,"CNC1=NC=NC2=C1NC=N2","1"
"HMDB11599","1-Methyladenine","HMDB0011599","78821","18083","C02216",NA,"CN1C=NC2=NC=NC2=C1N","1"
"HMDB11600","3-Methyladenine","HMDB0011600","1673","38635","C00913",NA,"CN1C=NC(N)=C2N=CN=C12","1"
"HMDB11614","7-Methyladenine","HMDB0011614","71593","28921","C02241",NA,"CN1C=NC2=NC=NC(N)=C12","1"
"HMDB00956","Tartaric acid","HMDB0000956","444305","15671","C00898",NA,"O[C@H]([C@@H](O)C(O)=O)C(O)=O","1"
"HMDB01587","Phenylglyoxylic acid","HMDB0001587","11915","18280","C02137",NA,"OC(=O)C(=O)C1=CC=CC=C1","1"
"HMDB00098","D-Xylose","HMDB0000098","135191","53455","C00181","314","O[C@@H]1COC(O)[C@H](O)[C@H]1O","1"
"HMDB00283","D-Ribose","HMDB0000283","5779","47013","C00121","313","OC[C@H]1OC(O)[C@H](O)[C@@H]1O","1"
"HMDB00366","2-deoxy-ribonic acid","HMDB00366","22987624",NA,NA,NA,"O=C(O)C(O)C(O)CCO","1"
"HMDB00621","D-Ribulose","HMDB0000621","12358756","17173","C00309","5594","OC[C@@]1(O)OC[C@@H](O)[C@H]1O","1"
"HMDB00646","L-Arabinose","HMDB0000646","439195","17535","C02479","5474","O[C@H]1COC(O)[C@H](O)[C@H]1O","1"
"HMDB00751","L-Threo-2-pentulose","HMDB0000751","89810215","17399","C00312","5719","OC[C@]1(O)OC[C@H](O)[C@H]1O","1"
"HMDB01644","D-Xylulose","HMDB0001644","12358757","17140","C00310","6333","OC[C@@]1(O)OC[C@@H](O)[C@@H]1O","1"
"HMDB03371","L-Ribulose","HMDB0003371","9920423","16880","C00508","6908","OC[C@]1(O)OC[C@H](O)[C@@H]1O","1"
"HMDB12194","Beta-D-ribopyranose","HMDB0012194","441481","27476","C08353",NA,"C1[C@H]([C@H]([C@H]([C@@H](O1)O)O)O)O","1"
"HMDB12325","Arabinofuranose","HMDB0012325","440921","6178","C06115",NA,"OC[C@@H]1OC(O)[C@H](O)[C@H]1O","1"
"HMDB00764","Hydrocinnamic acid","HMDB0000764","107","28631","C05629","4153","OC(=O)CCC1=CC=CC=C1","1"
"HMDB02097","4-Ethylbenzoic acid","HMDB0002097","12086","262555",NA,"6486","CCC1=CC=C(C=C1)C(O)=O","1"
"HMDB02222","3-Methylphenylacetic acid","HMDB0002222","12121","88356",NA,"6557","CC1=CC(CC(O)=O)=CC=C1","1"
"HMDB02237","3,4-Dimethylbenzoic acid","HMDB0002237","12073","64818",NA,"6565","CC1=C(C)C=C(C=C1)C(O)=O","1"
"HMDB03654","4-Hydroxycoumarin","HMDB0003654","54682930","64555","C02646","6971","OC\C=C\C1=CC=C(O)C=C1","1"
"HMDB11743","2-Phenylpropionate","HMDB0011743","10296","48526",NA,NA,"CC(C(O)=O)C1=CC=CC=C1","1"
"HMDB01878","Thymol","HMDB0001878","6989","27607","C09908","4245","CC1=CC(=C(C=C1)C(C)C)O","1"
"HMDB03647","Perillyl aldehyde","HMDB0003647","16441","15421","C02576",NA,"CC(=C)C1CCC(=CC1)C=O","1"
"HMDB04487","(+)-(S)-Carvone","HMDB0004487","16724","15399","C11383",NA,"CC1=CC[C@@H](CC1=O)C(=C)C","1"
"HMDB00132","Guanine","HMDB0000132","764","16235","C00242","315","NC1=NC(=O)C2=C(N1)N=CN2","1"
"HMDB00403","Crotonoside","HMDB0000403","76900","62462",NA,"5392","NC1=NC(O)=NC2=C1NC=N2","1"
"HMDB00542","8-Hydroxyadenine","HMDB0000542","95215","134104",NA,"5527","NC1=NC=NC2=C1NC(O)=N2","1"
"HMDB01859","Acetaminophen","HMDB0001859","1983","46195","C06804","6353","CC(=O)NC1=CC=C(O)C=C1","1"
"HMDB02210","2-Phenylglycine","HMDB0002210","3866","55484",NA,"6549","NC(C(O)=O)C1=CC=CC=C1","1"
"HMDB12219","Dopamine quinone","HMDB0012219","162602","74684","C17755",NA,"NCCC1=CC(=O)C(=O)C=C1","1"
"HMDB12992","Leukoaminochrome","HMDB0012992","147311","74683","C17756",NA,"OC1=C(O)C=C2NCCC2=C1","1"
"HMDB01387","N-Methylphenylethanolamine","HMDB0001387","913","16913","C03711","6207","CNCC(O)C1=CC=CC=C1","1"
"HMDB01942","Phenylpropanolamine","HMDB0001942","26934","36","C02343","1846","C[C@H]([C@H](C1=CC=CC=C1)O)N","1"
"HMDB03633","N-Methyltyramine","HMDB0003633","9727","17458","C02442",NA,"CNCCC1=CC=C(O)C=C1","1"
"HMDB00223","Oxalacetic acid","HMDB0000223","970","30744","C00036","123","O=C(O)CC(=O)C(=O)O","1"
"HMDB00292","Xanthine","HMDB0000292","1188","17712","C00385","82","O=C1NC2=C(NC=N2)C(=O)N1","1"
"HMDB00786","Oxypurinol","HMDB0000786","4644","28315","C07599","5752","O=C1NC(=O)C2=CNNC2=N1","1"
"HMDB01182","6,8-Dihydroxypurine","HMDB0001182","83252",NA,NA,NA,"O=C1NC2=C(N1)C(=O)N=CN2","1"
"HMDB00020","p-Hydroxyphenylacetic acid","HMDB0000020","127","18101","C00642","130","OC(=O)CC1=CC=C(O)C=C1","1"
"HMDB00440","3-Hydroxyphenylacetic acid","HMDB0000440","12122","17445","C05593","5429","OC(=O)CC1=CC(O)=CC=C1","1"
"HMDB00669","Ortho-Hydroxyphenylacetic acid","HMDB0000669","11970","28478","C05852","5639","OC(=O)CC1=C(O)C=CC=C1","1"
"HMDB00703","Mandelic acid","HMDB0000703","439616","32800","C01984","5671","O[C@H](C(O)=O)C1=CC=CC=C1","1"
"HMDB01101","p-Anisic acid","HMDB0001101","7478","40813","C02519",NA,"COC1=CC=C(C=C1)C(O)=O","1"
"HMDB02390","3-Cresotinic acid","HMDB0002390","6738","20141","C14088","6661","CC1=C(O)C(=CC=C1)C(O)=O","1"
"HMDB03791","3,4-Dihydroxyphenylacetaldehyde","HMDB0003791","119219","27978","C04043",NA,"OC1=C(O)C=C(CC=O)C=C1","1"
"HMDB04815","4-Hydroxy-3-methylbenzoic acid","HMDB0004815","68138","85239","C21167",NA,"CC1=CC(=CC=C1O)C(O)=O","1"
"HMDB12308","Vanillin","HMDB0012308","1183","18346","C00755",NA,"COC1=C(O)C=CC(C=O)=C1","1"
"HMDB04193","N1-Methyl-2-pyridone-5-carboxamide","HMDB0004193","69698","27410","C05842","7025","CN1C=C(C=CC1=O)C(N)=O","1"
"HMDB04194","N1-Methyl-4-pyridone-3-carboxamide","HMDB0004194","440810","27838","C05843",NA,"CN1C=CC(=O)C(=C1)C(N)=O","1"
"HMDB00508","Ribitol","HMDB0000508",NA,"15963","C00474","316","OC[C@H](O)[C@H](O)[C@H](O)CO","1"
"HMDB00568","D-Arabitol","HMDB0000568","94154","18333","C01904","5551","OC[C@@H](O)C(O)[C@H](O)CO","1"
"HMDB01851","L-Arabitol","HMDB0001851","439255","18403","C00532","141","OC[C@H](O)C(O)[C@@H](O)CO","1"
"HMDB02917","Xylitol","HMDB0002917","6912","17151","C00379",NA,"OC[C@H](O)[C@@H](O)[C@H](O)CO","1"
"HMDB00317","2-Hydroxy-3-methylpentanoic acid","HMDB0000317","10796774","89228",NA,"5306","CC[C@@H](C)[C@H](C(=O)O)O","1"
"HMDB00409","(5R)-5-Hydroxyhexanoic acid","HMDB0000409","7131043","78842",NA,"5398","C[C@H](CCCC(=O)O)O","1"
"HMDB00525","5-Hydroxyhexanoic acid","HMDB0000525","170748","131434",NA,"5510","CC(CCCC(=O)O)O","1"
"HMDB00624","D-Leucic acid","HMDB0000624","439960","55534","C03264","5597","CC(C)C[C@H](C(=O)O)O","1"
"HMDB00665","Leucinic acid","HMDB0000665","92779","59783",NA,"5635","CC(C)CC(C(=O)O)O","1"
"HMDB00746","Hydroxyisocaproic acid","HMDB0000746","83697","44510",NA,"5714","CC(C)C[C@@H](C(=O)O)O","1"
"HMDB01624","2-Hydroxycaproic acid","HMDB0001624","99824","86542",NA,"6332","CCCCC(C(=O)O)O","1"
"HMDB01975","2-Ethyl-2-Hydroxybutyric acid","HMDB0001975","77199",NA,NA,"6411","CCC(CC)(C(=O)O)O","1"
"HMDB10718","3R-hydroxy-hexanoic acid","HMDB0010718","10197713",NA,NA,NA,"CCC[C@H](CC(=O)O)O","1"
"HMDB12843","6-Hydroxyhexanoic acid","HMDB0012843","14490","17869","C06103",NA,"O=C(O)CCCCCO","1"
"HMDB03450","(-)-trans-Carveol","HMDB0003450","94221","15389","C00964","6934","CC1=CC[C@H](C[C@@H]1O)C(=C)C","1"
"HMDB03634","(-)-Perillyl alcohol","HMDB03634","369312","10782","C02452",NA,"C=C(C)1CC=C(CO)CC1","1"
"HMDB03667","Alpha-Pinene-oxide","HMDB0003667","91508","29060","C02759","6974","CC1(C2CC1C3(C(C2)O3)C)C","1"
"HMDB03585","Thiocysteine","HMDB0003585","439614","28839","C01962",NA,"N[C@H](CSS)C(O)=O","1"
"HMDB01476","3-Hydroxyanthranilic acid","HMDB0001476","86","15793","C00632","3275","NC1=C(O)C=CC=C1C(O)=O","1"
"HMDB01972","3-Aminosalicylic acid","HMDB0001972","68443","1162549",NA,"6409","NC1=CC=CC(C(O)=O)=C1O","1"
"HMDB04816","FAPy-adenine","HMDB0004816","114926","27983","C06502","7080","C1=NC(=C(C(=N1)N)NC=O)N","1"
"HMDB00073","Dopamine","HMDB0000073","681","18243","C03758","64","NCCC1=CC(O)=C(O)C=C1","1"
"HMDB04825","p-Octopamine","HMDB0004825","440266","44715","C04227","7087","NC[C@H](O)C1=CC=C(O)C=C1","1"
"HMDB12309","Vanillylamine","HMDB0012309","70966","46958","C16666",NA,"COC1=CC(CN)=CC=C1O","1"
"HMDB00152","Gentisic acid","HMDB0000152","3469","17189","C00628","618","OC(=O)C1=C(O)C=CC(O)=C1","1"
"HMDB00397","2-Pyrocatechuic acid","HMDB0000397","19","18026","C00196","5386","OC(=O)C1=C(O)C(O)=CC=C1","1"
"HMDB01856","Protocatechuic acid","HMDB0001856","72","36062","C00230","6350","OC(=O)C1=CC(O)=C(O)C=C1","1"
"HMDB13173","PE-NMe(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","HMDB0113173","131820287",NA,NA,NA,"[H]C(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCNC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB05784","Hydroxytyrosol","HMDB0005784","82755","68889",NA,NA,"OCCC1=CC=C(O)C(O)=C1","1"
"HMDB12251","L-Canaline","HMDB0012251","441443","41401","C08270",NA,"C(CON)[C@@H](C(=O)O)N","1"
"HMDB04043","Alpha-Terpineol","HMDB0004043","442501","300","C09902",NA,"CC1=CC[C@@H](CC1)C(C)(C)O","1"
"HMDB04472","Eucalyptol","HMDB0004472","2758","584235","C09844","7060","CC12CCC(CC1)C(C)(C)O2","1"
"HMDB05812","Geraniol","HMDB0005812","643820","29452","C09871",NA,"CC(=CCC/C(=C\CO)/C)C","1"
"HMDB00177","L-Histidine","HMDB0000177","6274","15971","C00135","21","N[C@@H](CC1=CN=CN1)C(O)=O","1"
"HMDB00816","Phosphoglycolic acid","HMDB0000816","529","17150","C00988","5780","OC(=O)COP(O)(O)=O","1"
"HMDB04812","2,5-Furandicarboxylic acid","HMDB0004812","76720","84212","C20450","7076","OC(=O)C1=CC=C(O1)C(O)=O","1"
"HMDB00226","Orotic acid","HMDB0000226","967","16742","C00295","318","OC(=O)C1=CC(=O)NC(=O)N1","1"
"HMDB00544","5-Hydroxymethyl-4-methyluracil","HMDB0000544","8983",NA,NA,"5529","CC1=C(CO)C(=O)NC(=O)N1","1"
"HMDB01014","4-Imidazolone-5-propionic acid","HMDB0001014","128","27384","C03680","319","OC(=O)CCC1N=CNC1=O","1"
"HMDB02320","Imidazolelactic acid","HMDB0002320","459122","70808","C05132","6617","OC(CN1C=CN=C1)C(O)=O","1"
"HMDB04362","4-Hydroxynonenal","HMDB0004362","5283344","58968",NA,NA,"CCCCCC(/C=C/C=O)O","1"
"HMDB03352","Menthol","HMDB0003352","16666","15409","C00400",NA,"C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C","1"
"HMDB11623","Decanal","HMDB0011623","8175","31457","C12307",NA,"CCCCCCCCCC=O","1"
"HMDB01241","2-Aminomuconic acid","HMDB0001241","5280499",NA,"C02220","321","N/C(=C/C=C\C(=O)O)C(=O)O","1"
"HMDB00459","3-Methylcrotonylglycine","HMDB0000459","169485","68499",NA,"5447","CC(C)=CC(=O)NCC(O)=O","1"
"HMDB00959","Tiglylglycine","HMDB0000959","6441567","73018",NA,"4246","C\C=C(/C)C(=O)NCC(O)=O","1"
"HMDB00462","Allantoin","HMDB0000462","204","15676","C01551","89","NC(=O)NC1NC(=O)NC1=O","1"
"HMDB00635","Succinylacetone","HMDB0000635","5312","87897",NA,"5608","CC(=O)CC(=O)CCC(O)=O","1"
"HMDB12241","Isopropylmaleate","HMDB0012241","5280533","17275","C02631",NA,"CC(C)/C(=C/C(=O)O)/C(=O)O","1"
"HMDB00451","cis-4-Hydroxycyclohexylacetic acid","HMDB0000451","12702257","89344",NA,NA,"OC1CCC(CC(O)=O)CC1","1"
"HMDB00909","trans-4-Hydroxycyclohexylacetic acid","HMDB0000909",NA,"88508",NA,"5865","O[C@H]1CC[C@H](CC(O)=O)CC1","1"
"HMDB10721","3-Oxooctanoic acid","HMDB0010721","128859","44680",NA,NA,"CCCCCC(=O)CC(=O)O","1"
"HMDB13211","Alpha-Ketooctanoic acid","HMDB0013211","67600",NA,NA,NA,"CCCCCCC(=O)C(=O)O","1"
"HMDB00798","Oenanthic ether","HMDB0000798","7797","86618",NA,"5763","CCCCCCC(=O)OCC","1"
"HMDB00847","Pelargonic acid","HMDB0000847","8158","29019","C01601","5810","CCCCCCCCC(=O)O","1"
"HMDB01190","Indoleacetaldehyde","HMDB0001190","800","18086","C00637","6068","O=CCC1=CNC2=C1C=CC=C2","1"
"HMDB00339","2-Methylbutyrylglycine","HMDB0000339","193872","86366",NA,"5328","CCC(C)C(=O)NCC(O)=O","1"
"HMDB00678","Isovalerylglycine","HMDB0000678","546304","70984",NA,"5647","CC(C)CC(=O)NCC(O)=O","1"
"HMDB00927","Valerylglycine","HMDB0000927","4737557",NA,NA,"5878","CCCCC(=O)NCC(O)=O","1"
"HMDB11757","N-Acetylvaline","HMDB0011757","227752","21565",NA,NA,"CC(C)C(C(=O)O)NC(=O)C","1"
"HMDB12154","3-Dehydrocarnitine","HMDB0012154","6991982","57885","C02636",NA,"C[N+](C)(C)CC(=O)CC([O-])=O","1"
"HMDB12175","5-Acetamidovalerate","HMDB0012175","439903","2024","C03087",NA,"CC(=O)NCCCCC(=O)O","1"
"HMDB00225","Oxoadipic acid","HMDB0000225","71","15753","C00322","5234","O=C(O)CCCC(=O)C(=O)O","1"
"HMDB00398","3-Oxoadipic acid","HMDB0000398","93","37440","C00846","5387","O=C(O)CCC(=O)CC(=O)O","1"
"HMDB00555","3-methyl-adipic acid","HMDB00555","12292","68503",NA,NA,"CC(CCC(=O)O)CC(=O)O","1"
"HMDB00857","Pimelic acid","HMDB0000857","385","30531","C02656","3280","C(CCC(=O)O)CCC(=O)O","1"
"HMDB02441","3,3-Dimethylglutaric acid","HMDB0002441","20984","1129201",NA,"6683","CC(C)(CC(=O)O)CC(=O)O","1"
"HMDB00486","7S-hydroxy-octanoic acid","HMDB00486","5312864",NA,NA,NA,"C(O)CCCCCC(=O)O","1"
"HMDB00711","Hydroxyoctanoic acid","HMDB0000711","94180","86543",NA,"5679","CCCCCCC(C(=O)O)O","1"
"HMDB01954","3-Hydroxyoctanoic acid","HMDB0001954","26613","37098",NA,NA,"CCCCCC(O)CC(=O)O","1"
"HMDB02264","(R)-2-Hydroxycaprylic acid","HMDB0002264","5312860",NA,NA,"6582","CCCCCC[C@H](C(=O)O)O","1"
"HMDB10722","3R-hydroxy-octanoic acid","HMDB0010722","5312861","37099",NA,NA,"CCCCC[C@H](CC(=O)O)O","1"
"HMDB02038","N(6)-Methyllysine","HMDB0002038","164795","17604","C02728",NA,"CNCCCC[C@H](N)C(O)=O","1"
"HMDB06009","Isoputreanine","HMDB0006009","171763",NA,NA,NA,"NCCCNCCCC(O)=O","1"
"HMDB02285","2-Indolecarboxylic acid","HMDB0002285","72899","130363",NA,"6593","OC(=O)C1=CC2=C(N1)C=CC=C2","1"
"HMDB03320","Indole-3-carboxylic acid","HMDB0003320","69867","24809","C19837","3795","OC(=O)C1=CNC2=CC=CC=C12","1"
"HMDB04077","4,6-Dihydroxyquinoline","HMDB0004077","440738","28799","C05639",NA,"OC1=CC2=C(O)C=CN=C2C=C1","1"
"HMDB00510","Aminoadipic acid","HMDB0000510","469","37024","C00956","5496","NC(CCCC(=O)O)C(=O)O","1"
"HMDB03745","Mesna","HMDB0003745","598","17905","C03576","6978","OS(=O)(=O)CCS","1"
"HMDB02149","3 Hydroxycoumarin","HMDB0002149","13650","349245",NA,"6512","OC1=CC2=CC=CC=C2OC1=O","1"
"HMDB00469","5-Hydroxymethyluracil","HMDB0000469","78168","16964","C03088","5456","OCC1=CNC(=O)NC1=O","1"
"HMDB00321","2-Hydroxyadipic acid","HMDB0000321","193530","17023","C02360","5310","C(CC(C(=O)O)O)CC(=O)O","1"
"HMDB00345","3-Hydroxyadipic acid","HMDB0000345","151913","89205",NA,"5334","O=C(O)CCC(O)CC(=O)O","1"
"HMDB00355","3-hydroxymethyl-glutaric acid","HMDB00355","10329583","138367",NA,NA,"O=C(O)CC(CO)CC(=O)O","1"
"HMDB00368","2S-hydroxyadipic acid","HMDB00368","9543672","17023",NA,NA,"O=C(O)CCC(O)C(=O)O","1"
