,T_ABL1,T_ABL2,T_ACVR1,T_AKAP9,T_ALK,T_ANK1,T_APC,T_APOBEC3B,T_AR,T_ARHGAP5,T_ARHGEF10,T_ARID1A,T_ARID1B,T_ASXL2,T_ATM,T_ATRX,T_BAP1,T_BCL10,T_BCORL1,T_BIRC6,T_BLM,T_BMPR1A,T_BRAF,T_BRCA1,T_BRCA2,T_BRD4,T_BTK,T_BUB1B,T_CACNA1D,T_CARD11,T_CARS,T_CASP3,T_CASP9,T_CBL,T_CBLB,T_CCND1,T_CCNE1,T_CD79A,T_CDH1,T_CDH10,T_CDKN2C,T_CHD2,T_CLTC,T_CLTCL1,T_CNTNAP2,T_COL1A1,T_COL3A1,T_CREB1,T_CREB3L2,T_CREBBP,T_CRTC3,T_CSMD3,T_CTNND1,T_CTNND2,T_CYLD,T_DCC,T_DDR2,T_DDX3X,T_DNAJB1,T_EBF1,T_ELN,T_EPAS1,T_EPHA3,T_ERBB2,T_ERC1,T_ERCC3,T_ESR1,T_ETNK1,T_EXT1,T_EZH2,T_FAM47C,T_FANCA,T_FANCE,T_FANCF,T_FAT1,T_FAT3,T_FAT4,T_FBXW7,T_FGFR1,T_FGFR2,T_FLNA,T_FOXO3,T_GLI1,T_GMPS,T_GOPC,T_GRIN2A,T_GRM3,T_HLA-A,T_HNF1A,T_HOOK3,T_HRAS,T_IKBKB,T_IRS4,T_ITGAV,T_JAK1,T_KAT6B,T_KDM6A,T_KIAA1549,T_KMT2A,T_KMT2C,T_KMT2D,T_KRAS,T_KTN1,T_LARP4B,T_LEF1,T_LIFR,T_LPP,T_LRP1B,T_MACC1,T_MALT1,T_MAML2,T_MAP2K4,T_MAP3K1,T_MAP3K13,T_MAX,T_MECOM,T_MED12,T_MGMT,T_MLH1,T_MLLT10,T_MLLT3,T_MN1,T_MSH6,T_MTCP1,T_MUC16,T_MUC4,T_MUTYH,T_MYH9,T_MYOD1,T_NACA,T_NCOA1,T_NCOA2,T_NCOA4,T_NCOR1,T_NCOR2,T_NF1,T_NF2,T_NFATC2,T_NRG1,T_NSD1,T_NTRK3,T_NUMA1,T_NUP98,T_PBRM1,T_PCM1,T_PDE4DIP,T_PDGFRA,T_PDGFRB,T_PER1,T_PIK3CA,T_PIK3R1,T_PLAG1,T_PLCG1,T_PML,T_POLD1,T_POLQ,T_PRDM16,T_PRDM2,T_PREX2,T_PTCH1,T_PTEN,T_PTPN13,T_PTPN6,T_PTPRC,T_PTPRD,T_PTPRK,T_PTPRT,T_RAC1,T_RAF1,T_RANBP2,T_RAP1GDS1,T_RB1,T_RECQL4,T_RET,T_RFWD3,T_RGS7,T_RNF213,T_ROBO2,T_ROS1,T_RPL22,T_RPN1,T_SALL4,T_SDHAF2,T_SEPT6,T_SETBP1,T_SETD2,T_SETDB1,T_SLC45A3,T_SMARCA4,T_SPEN,T_SRGAP3,T_SSX1,T_STAG2,T_STAT6,T_STIL,T_SUFU,T_TBL1XR1,T_TCF12,T_TERT,T_TET1,T_TET2,T_TGFBR2,T_TOP1,T_TP53,T_TPM4,T_TPR,T_TRIM24,T_TRIP11,T_USP44,T_USP6,T_USP8,T_VAV1,T_WNK2,T_ZEB1,T_ZFHX3,T_ZNRF3
1,-0.636,-0.882,-0.63,1.166,1.821,1.198,-0.738,-0.40399999999999997,-0.738,0.091,2.427,0.8059999999999999,0.6940000000000001,0.16,0.737,0.42700000000000005,2.2359999999999998,1.68,1.821,0.7959999999999999,0.544,-1.1640000000000001,-0.899,-0.882,1.656,1.198,1.857,-0.261,0.544,1.821,0.544,-0.9390000000000001,-2.181,0.16,1.68,1.821,1.821,-0.544,-1.1640000000000001,-0.63,1.68,1.68,-0.261,-0.544,2.2359999999999998,1.68,-0.261,-0.40399999999999997,1.926,0.752,-0.544,1.68,1.68,0.091,-0.261,-0.376,0.544,0.7040000000000001,2.427,0.56,0.221,-0.9390000000000001,-0.29,0.544,0.16,-2.181,-1.1640000000000001,-0.40399999999999997,1.821,0.16,-0.738,0.544,0.544,1.68,2.427,-0.899,0.091,1.821,-0.882,-0.376,0.285,1.198,-0.63,-0.9390000000000001,0.544,0.381,-0.544,0.544,-0.9390000000000001,-0.376,-0.9390000000000001,1.198,-0.544,-1.122,1.821,1.68,-0.6940000000000001,-0.981,1.821,-0.738,1.821,-0.544,0.544,-0.63,-0.18100000000000002,1.68,-0.376,0.6659999999999999,0.091,1.68,-0.701,1.821,1.294,1.68,1.821,1.821,0.091,1.68,1.68,-0.738,-0.701,1.7619999999999998,-0.523,-0.63,-0.5720000000000001,-1.1640000000000001,-0.261,2.911,1.821,1.68,-1.1640000000000001,-0.39799999999999996,-0.701,1.821,-2.181,-0.61,-0.544,1.821,-0.738,2.492,1.821,1.821,1.758,-0.544,-0.444,-1.349,-0.544,0.537,-0.9790000000000001,2.154,-0.636,0.185,-0.882,-0.376,1.68,-0.981,0.7809999999999999,-0.544,2.427,1.821,0.613,0.391,-0.376,1.011,-0.261,1.821,-0.261,1.821,1.821,-0.9390000000000001,1.68,0.863,1.053,-1.1640000000000001,-0.63,-0.261,-0.261,-1.1640000000000001,1.68,1.821,-0.738,0.16,0.091,-0.9390000000000001,1.821,-0.40399999999999997,-1.1640000000000001,-0.544,1.092,-0.049,0.16,1.857,-0.738,0.16,1.821,-0.777,1.821,2.427,-1.1640000000000001,-0.376,1.198,1.821,1.198,-0.9279999999999999,-0.882,1.349,1.821,1.198,-1.1640000000000001,1.821,-0.261,1.68,-0.544,0.091,0.9279999999999999,1.6219999999999999
2,0.516,-0.217,-0.6609999999999999,0.327,2.35,1.3419999999999999,-4.021,-2.463,-4.021,-1.501,10.66,1.143,1.584,0.5329999999999999,0.774,1.117,1.222,0.696,2.35,-1.474,-0.409,3.116,-2.313,-0.217,1.18,1.3419999999999999,1.2930000000000001,-0.6679999999999999,-0.409,2.35,-0.409,0.099,-0.225,0.5329999999999999,0.696,2.35,2.35,0.409,3.116,-0.6609999999999999,0.696,0.696,-0.6679999999999999,0.409,1.222,0.696,-0.6679999999999999,-2.463,-0.539,1.5859999999999999,0.409,0.696,0.696,-1.501,-0.6679999999999999,-0.409,-0.409,0.691,10.66,4.913,-0.755,0.099,0.6629999999999999,-0.409,0.5329999999999999,-0.225,3.116,-2.463,2.35,0.5329999999999999,-4.021,-0.409,-0.409,0.696,10.66,-2.313,-1.501,2.35,-0.217,-0.409,1.081,1.3419999999999999,-0.6609999999999999,0.099,-0.409,-2.097,0.409,-0.409,0.099,-0.409,0.099,1.3419999999999999,0.409,-0.17800000000000002,2.35,0.696,2.539,-0.46399999999999997,2.35,-4.021,2.35,0.409,-0.409,-0.6609999999999999,-1.393,0.696,-0.409,-0.17600000000000002,-1.501,0.696,-3.253,2.35,0.053,0.696,2.35,2.35,-1.501,0.696,0.696,-4.021,-3.253,-0.019,-1.258,-0.6609999999999999,1.449,3.116,-0.6679999999999999,2.401,2.35,0.696,3.116,-2.3409999999999997,-3.253,2.35,-0.225,-0.9690000000000001,0.409,2.35,-4.021,2.136,2.35,2.35,0.84,0.409,-0.773,-2.267,0.409,0.11,0.18100000000000002,1.999,0.516,-0.5760000000000001,-0.217,-0.409,0.696,-0.46399999999999997,3.134,0.409,10.66,2.35,-0.552,2.662,-0.409,0.254,-0.6679999999999999,2.35,-0.6679999999999999,2.35,2.35,0.099,0.696,-1.2790000000000001,-1.605,3.116,-0.6609999999999999,-0.6679999999999999,-0.6679999999999999,3.116,0.696,2.35,-4.021,0.5329999999999999,-1.501,0.099,2.35,-2.463,3.116,0.409,1.454,1.226,0.5329999999999999,1.2930000000000001,-4.021,0.5329999999999999,2.35,-0.645,2.35,10.66,3.116,-0.409,1.3419999999999999,2.35,1.3419999999999999,1.35,-0.217,1.2,2.35,1.3419999999999999,3.116,2.35,-0.6679999999999999,0.696,0.409,-1.501,-1.35,1.25
3,1.9369999999999998,-1.4069999999999998,-2.5989999999999998,3.2319999999999998,0.711,-2.262,-3.596,-1.329,-3.596,-0.07400000000000001,-5.07,-1.349,1.314,2.735,0.696,-0.34,8.257,-0.017,0.711,0.6459999999999999,-0.9670000000000001,2.909,-1.624,-1.4069999999999998,-0.8109999999999999,-2.262,8.479,0.223,-0.9670000000000001,0.711,-0.9670000000000001,-0.335,-2.617,2.735,-0.017,0.711,0.711,0.9670000000000001,2.909,-2.5989999999999998,-0.017,-0.017,0.223,0.9670000000000001,8.257,-0.017,0.223,-1.329,0.287,-0.41100000000000003,0.9670000000000001,-0.017,-0.017,-0.07400000000000001,0.223,0.02,-0.9670000000000001,0.963,-5.07,3.159,-0.556,-0.335,2.575,-0.9670000000000001,2.735,-2.617,2.909,-1.329,0.711,2.735,-3.596,-0.9670000000000001,-0.9670000000000001,-0.017,-5.07,-1.624,-0.07400000000000001,0.711,-1.4069999999999998,0.02,-0.22699999999999998,-2.262,-2.5989999999999998,-0.335,-0.9670000000000001,-2.076,0.9670000000000001,-0.9670000000000001,-0.335,0.02,-0.335,-2.262,0.9670000000000001,1.3869999999999998,0.711,-0.017,4.069,-0.091,0.711,-3.596,0.711,0.9670000000000001,-0.9670000000000001,-2.5989999999999998,0.9009999999999999,-0.017,0.02,0.54,-0.07400000000000001,-0.017,-2.294,0.711,-2.645,-0.017,0.711,0.711,-0.07400000000000001,-0.017,-0.017,-3.596,-2.294,-0.858,-0.995,-2.5989999999999998,0.934,2.909,0.223,6.792999999999999,0.711,-0.017,2.909,-0.496,-2.294,0.711,-2.617,-0.292,0.9670000000000001,0.711,-3.596,0.48200000000000004,0.711,0.711,7.156000000000001,0.9670000000000001,0.18100000000000002,-1.3459999999999999,0.9670000000000001,-2.487,-0.133,-2.416,1.9369999999999998,-0.738,-1.4069999999999998,0.02,-0.017,-0.091,1.561,0.9670000000000001,-5.07,0.711,-0.272,1.99,0.02,3.15e-05,0.223,0.711,0.223,0.711,0.711,-0.335,-0.017,-0.971,2.439,2.909,-2.5989999999999998,0.223,0.223,2.909,-0.017,0.711,-3.596,2.735,-0.07400000000000001,-0.335,0.711,-1.329,2.909,0.9670000000000001,0.541,2.56,2.735,8.479,-3.596,2.735,0.711,-0.755,0.711,-5.07,2.909,0.02,-2.262,0.711,-2.262,2.439,-1.4069999999999998,6.74,0.711,-2.262,2.909,0.711,0.223,-0.017,0.9670000000000001,-0.07400000000000001,-2.439,-0.243
4,0.28800000000000003,0.284,-0.7879999999999999,1.6059999999999999,0.18,-0.091,0.457,-0.231,0.457,-1.006,8.516,-0.441,0.204,-0.086,-0.408,0.311,1.474,-0.528,0.18,-0.9740000000000001,0.067,0.36700000000000005,0.256,0.284,-0.017,-0.091,1.107,0.9640000000000001,0.067,0.18,0.067,0.439,-1.3330000000000002,-0.086,-0.528,0.18,0.18,-0.067,0.36700000000000005,-0.7879999999999999,-0.528,-0.528,0.9640000000000001,-0.067,1.474,-0.528,0.9640000000000001,-0.231,1.238,0.324,-0.067,-0.528,-0.528,-1.006,0.9640000000000001,0.061,0.067,-0.243,8.516,0.474,0.7040000000000001,0.439,-0.10800000000000001,0.067,-0.086,-1.3330000000000002,0.36700000000000005,-0.231,0.18,-0.086,0.457,0.067,0.067,-0.528,8.516,0.256,-1.006,0.18,0.284,0.061,-0.252,-0.091,-0.7879999999999999,0.439,0.067,-0.019,-0.067,0.067,0.439,0.061,0.439,-0.091,-0.067,0.475,0.18,-0.528,0.193,1.147,0.18,0.457,0.18,-0.067,0.067,-0.7879999999999999,-0.226,-0.528,0.061,-0.894,-1.006,-0.528,1.011,0.18,-0.745,-0.528,0.18,0.18,-1.006,-0.528,-0.528,0.457,1.011,-0.255,-0.555,-0.7879999999999999,0.23,0.36700000000000005,0.9640000000000001,1.284,0.18,-0.528,0.36700000000000005,0.256,1.011,0.18,-1.3330000000000002,-0.38299999999999995,-0.067,0.18,0.457,-0.254,0.18,0.18,1.3530000000000002,-0.067,0.765,-0.27,-0.067,-0.478,0.127,-0.61,0.28800000000000003,0.09,0.284,0.061,-0.528,1.147,0.387,-0.067,8.516,0.18,0.514,-0.124,0.061,-0.35700000000000004,0.9640000000000001,0.18,0.9640000000000001,0.18,0.18,0.439,-0.528,-0.531,1.057,0.36700000000000005,-0.7879999999999999,0.9640000000000001,0.9640000000000001,0.36700000000000005,-0.528,0.18,0.457,-0.086,-1.006,0.439,0.18,-0.231,0.36700000000000005,-0.067,0.174,-0.8170000000000001,-0.086,1.107,0.457,-0.086,0.18,0.912,0.18,8.516,0.36700000000000005,0.061,-0.091,0.18,-0.091,-0.552,0.284,1.083,0.18,-0.091,0.36700000000000005,0.18,0.9640000000000001,-0.528,-0.067,-1.006,0.552,0.17
5,-0.344,-0.9009999999999999,-0.585,0.965,1.489,1.215,-1.725,-1.175,-1.725,1.069,-8.244,0.611,0.951,0.915,1.033,0.109,1.8780000000000001,0.765,1.489,0.7909999999999999,-0.6970000000000001,-0.836,-0.627,-0.9009999999999999,0.336,1.215,2.051,0.242,-0.6970000000000001,1.489,-0.6970000000000001,-1.34,-1.14,0.915,0.765,1.489,1.489,0.6970000000000001,-0.836,-0.585,0.765,0.765,0.242,0.6970000000000001,1.8780000000000001,0.765,0.242,-1.175,0.5660000000000001,0.49700000000000005,0.6970000000000001,0.765,0.765,1.069,0.242,-0.551,-0.6970000000000001,0.5920000000000001,-8.244,0.56,-0.34600000000000003,-1.34,1.135,-0.6970000000000001,0.915,-1.14,-0.836,-1.175,1.489,0.915,-1.725,-0.6970000000000001,-0.6970000000000001,0.765,-8.244,-0.627,1.069,1.489,-0.9009999999999999,-0.551,0.546,1.215,-0.585,-1.34,-0.6970000000000001,-0.838,0.6970000000000001,-0.6970000000000001,-1.34,-0.551,-1.34,1.215,0.6970000000000001,-1.038,1.489,0.765,0.076,-0.894,1.489,-1.725,1.489,0.6970000000000001,-0.6970000000000001,-0.585,-0.21600000000000003,0.765,-0.551,1.454,1.069,0.765,-1.02,1.489,0.461,0.765,1.489,1.489,1.069,0.765,0.765,-1.725,-1.02,0.10800000000000001,0.18899999999999997,-0.585,-0.315,-0.836,0.242,2.412,1.489,0.765,-0.836,-0.536,-1.02,1.489,-1.14,-0.217,0.6970000000000001,1.489,-1.725,1.588,1.489,1.489,1.334,0.6970000000000001,-0.18,-0.6990000000000001,0.6970000000000001,1.074,-0.026000000000000002,1.584,-0.344,-0.89,-0.9009999999999999,-0.551,0.765,-0.894,-0.08,0.6970000000000001,-8.244,1.489,0.259,-0.032,-0.551,0.213,0.242,1.489,0.242,1.489,1.489,-1.34,0.765,-0.319,0.45299999999999996,-0.836,-0.585,0.242,0.242,-0.836,0.765,1.489,-1.725,0.915,1.069,-1.34,1.489,-1.175,-0.836,0.6970000000000001,0.731,0.542,0.915,2.051,-1.725,0.915,1.489,-0.41,1.489,-8.244,-0.836,-0.551,1.215,1.489,1.215,0.201,-0.9009999999999999,1.89,1.489,1.215,-0.836,1.489,0.242,0.765,0.6970000000000001,1.069,-0.201,0.47200000000000003
6,0.574,0.223,-1.275,1.831,-0.377,0.384,-0.184,-0.8590000000000001,-0.184,1.0270000000000001,-4.713,-1.179,0.35600000000000004,0.7559999999999999,0.428,-0.264,1.744,-0.187,-0.377,0.353,-0.758,-0.46399999999999997,0.44,0.223,-0.597,0.384,1.845,0.755,-0.758,-0.377,-0.758,-0.052000000000000005,-1.331,0.7559999999999999,-0.187,-0.377,-0.377,0.758,-0.46399999999999997,-1.275,-0.187,-0.187,0.755,0.758,1.744,-0.187,0.755,-0.8590000000000001,0.9390000000000001,-0.13,0.758,-0.187,-0.187,1.0270000000000001,0.755,-0.267,-0.758,0.508,-4.713,-0.7290000000000001,-0.040999999999999995,-0.052000000000000005,1.072,-0.758,0.7559999999999999,-1.331,-0.46399999999999997,-0.8590000000000001,-0.377,0.7559999999999999,-0.184,-0.758,-0.758,-0.187,-4.713,0.44,1.0270000000000001,-0.377,0.223,-0.267,-0.38299999999999995,0.384,-1.275,-0.052000000000000005,-0.758,-0.364,0.758,-0.758,-0.052000000000000005,-0.267,-0.052000000000000005,0.384,0.758,0.086,-0.377,-0.187,0.22,0.574,-0.377,-0.184,-0.377,0.758,-0.758,-1.275,-0.098,-0.187,-0.267,0.922,1.0270000000000001,-0.187,0.414,-0.377,-0.461,-0.187,-0.377,-0.377,1.0270000000000001,-0.187,-0.187,-0.184,0.414,-1.109,0.9109999999999999,-1.275,-0.348,-0.46399999999999997,0.755,1.16,-0.377,-0.187,-0.46399999999999997,0.415,0.414,-0.377,-1.331,0.675,0.758,-0.377,-0.184,-0.396,-0.377,-0.377,1.391,0.758,0.39299999999999996,0.047,0.758,0.965,0.7290000000000001,-0.625,0.574,-0.757,0.223,-0.267,-0.187,0.574,-1.052,0.758,-4.713,-0.377,-0.29100000000000004,-0.457,-0.267,-0.316,0.755,-0.377,0.755,-0.377,-0.377,-0.052000000000000005,-0.187,-0.75,0.34700000000000003,-0.46399999999999997,-1.275,0.755,0.755,-0.46399999999999997,-0.187,-0.377,-0.184,0.7559999999999999,1.0270000000000001,-0.052000000000000005,-0.377,-0.8590000000000001,-0.46399999999999997,0.758,-0.45899999999999996,-0.221,0.7559999999999999,1.845,-0.184,0.7559999999999999,-0.377,0.716,-0.377,-4.713,-0.46399999999999997,-0.267,0.384,-0.377,0.384,0.486,0.223,1.828,-0.377,0.384,-0.46399999999999997,-0.377,0.755,-0.187,0.758,1.0270000000000001,-0.486,-0.816
7,1.137,0.26899999999999996,0.37799999999999995,1.225,1.315,0.8009999999999999,-0.812,0.381,-0.812,-0.48700000000000004,10.546,1.186,0.922,0.01,-3.9610000000000003,-0.272,0.031,-0.968,1.315,-0.5479999999999999,4.522,-0.012,-3.884,0.26899999999999996,2.682,0.8009999999999999,0.031,-0.802,4.522,1.315,4.522,1.385,0.109,0.01,-0.968,1.315,1.315,-4.522,-0.012,0.37799999999999995,-0.968,-0.968,-0.802,-4.522,0.031,-0.968,-0.802,0.381,0.634,1.155,-4.522,-0.968,-0.968,-0.48700000000000004,-0.802,-2.219,4.522,-0.48,10.546,1.127,2.659,1.385,-3.2319999999999998,4.522,0.01,0.109,-0.012,0.381,1.315,0.01,-0.812,4.522,4.522,-0.968,10.546,-3.884,-0.48700000000000004,1.315,0.26899999999999996,-2.219,1.0590000000000002,0.8009999999999999,0.37799999999999995,1.385,4.522,-2.259,-4.522,4.522,1.385,-2.219,1.385,0.8009999999999999,-4.522,-0.525,1.315,-0.968,-0.001,0.47200000000000003,1.315,-0.812,1.315,-4.522,4.522,0.37799999999999995,0.282,-0.968,-2.219,-3.5610000000000004,-0.48700000000000004,-0.968,-1.143,1.315,3.373,-0.968,1.315,1.315,-0.48700000000000004,-0.968,-0.968,-0.812,-1.143,2.654,-0.18100000000000002,0.37799999999999995,-1.3730000000000002,-0.012,-0.802,0.8140000000000001,1.315,-0.968,-0.012,-0.557,-1.143,1.315,0.109,0.653,-4.522,1.315,-0.812,0.217,1.315,1.315,-1.311,-4.522,-2.0669999999999997,-2.517,-4.522,0.483,-3.26,0.856,1.137,1.985,0.26899999999999996,-2.219,-0.968,0.47200000000000003,3.9419999999999997,-4.522,10.546,1.315,0.49700000000000005,-0.703,-2.219,-2.1959999999999997,-0.802,1.315,-0.802,1.315,1.315,1.385,-0.968,-0.39299999999999996,-0.62,-0.012,0.37799999999999995,-0.802,-0.802,-0.012,-0.968,1.315,-0.812,0.01,-0.48700000000000004,1.385,1.315,0.381,-0.012,-4.522,-0.498,-0.385,0.01,0.031,-0.812,0.01,1.315,-0.42700000000000005,1.315,10.546,-0.012,-2.219,0.8009999999999999,1.315,0.8009999999999999,-0.43200000000000005,0.26899999999999996,-2.799,1.315,0.8009999999999999,-0.012,1.315,-0.802,-0.968,-4.522,-0.48700000000000004,0.43200000000000005,4.2589999999999995
8,1.032,0.22,-0.303,1.6540000000000001,1.493,0.7070000000000001,-1.196,-0.7879999999999999,-1.196,-0.945,-2.165,0.8170000000000001,0.9590000000000001,-0.057999999999999996,-1.8559999999999999,-0.183,1.54,-0.564,1.493,-1.2590000000000001,2.008,0.6509999999999999,-2.305,0.22,1.643,0.7070000000000001,1.177,-0.395,2.008,1.493,2.008,1.324,-0.28800000000000003,-0.057999999999999996,-0.564,1.493,1.493,-2.008,0.6509999999999999,-0.303,-0.564,-0.564,-0.395,-2.008,1.54,-0.564,-0.395,-0.7879999999999999,0.512,1.254,-2.008,-0.564,-0.564,-0.945,-0.395,-2.209,2.008,-0.285,-2.165,1.865,1.193,1.324,-1.505,2.008,-0.057999999999999996,-0.28800000000000003,0.6509999999999999,-0.7879999999999999,1.493,-0.057999999999999996,-1.196,2.008,2.008,-0.564,-2.165,-2.305,-0.945,1.493,0.22,-2.209,0.71,0.7070000000000001,-0.303,1.324,2.008,-2.233,-2.008,2.008,1.324,-2.209,1.324,0.7070000000000001,-2.008,-0.38799999999999996,1.493,-0.564,0.41100000000000003,0.755,1.493,-1.196,1.493,-2.008,2.008,-0.303,-0.609,-0.564,-2.209,-2.0780000000000003,-0.945,-0.564,-1.1159999999999999,1.493,1.406,-0.564,1.493,1.493,-0.945,-0.564,-0.564,-1.196,-1.1159999999999999,1.074,-0.5529999999999999,-0.303,-0.35,0.6509999999999999,-0.395,2.14,1.493,-0.564,0.6509999999999999,-0.872,-1.1159999999999999,1.493,-0.28800000000000003,0.29100000000000004,-2.008,1.493,-1.196,0.629,1.493,1.493,0.040999999999999995,-2.008,-1.7469999999999999,-2.283,-2.008,0.138,-1.413,0.742,1.032,0.16899999999999998,0.22,-2.209,-0.564,0.755,2.761,-2.008,-2.165,1.493,0.127,0.047,-2.209,-1.8769999999999998,-0.395,1.493,-0.395,1.493,1.493,1.324,-0.564,-0.96,-0.5429999999999999,0.6509999999999999,-0.303,-0.395,-0.395,0.6509999999999999,-0.564,1.493,-1.196,-0.057999999999999996,-0.945,1.324,1.493,-0.7879999999999999,0.6509999999999999,-2.008,-0.361,0.184,-0.057999999999999996,1.177,-1.196,-0.057999999999999996,1.493,-0.153,1.493,-2.165,0.6509999999999999,-2.209,0.7070000000000001,1.493,0.7070000000000001,-0.254,0.22,-0.105,1.493,0.7070000000000001,0.6509999999999999,1.493,-0.395,-0.564,-2.008,-0.945,0.254,2.509
9,-0.038,-1.6219999999999999,-1.265,1.922,2.986,1.401,-2.588,-2.198,-2.588,-2.145,-7.059,1.131,2.001,1.8519999999999999,-0.032,-0.364,3.659,0.364,2.986,-1.1340000000000001,0.382,1.7590000000000001,-2.006,-1.6219999999999999,1.121,1.401,4.082,0.945,0.382,2.986,0.382,-1.9,-0.588,1.8519999999999999,0.364,2.986,2.986,-0.382,1.7590000000000001,-1.265,0.364,0.364,0.945,-0.382,3.659,0.364,0.945,-2.198,0.9570000000000001,1.092,-0.382,0.364,0.364,-2.145,0.945,-2.29,0.382,0.527,-7.059,4.215,0.9229999999999999,-1.9,0.972,0.382,1.8519999999999999,-0.588,1.7590000000000001,-2.198,2.986,1.8519999999999999,-2.588,0.382,0.382,0.364,-7.059,-2.006,-2.145,2.986,-1.6219999999999999,-2.29,1.12,1.401,-1.265,-1.9,0.382,-2.519,-0.382,0.382,-1.9,-2.29,-1.9,1.401,-0.382,0.708,2.986,0.364,2.575,-0.77,2.986,-2.588,2.986,-0.382,0.382,-1.265,-0.301,0.364,-2.29,-1.198,-2.145,0.364,-1.0979999999999999,2.986,-0.629,0.364,2.986,2.986,-2.145,0.364,0.364,-2.588,-1.0979999999999999,0.652,-2.702,-1.265,0.212,1.7590000000000001,0.945,4.8469999999999995,2.986,0.364,1.7590000000000001,-0.452,-1.0979999999999999,2.986,-0.588,-2.886,-0.382,2.986,-2.588,2.325,2.986,2.986,1.806,-0.382,-0.779,-4.045,-0.382,-0.8759999999999999,-1.318,1.8659999999999999,-0.038,-1.131,-1.6219999999999999,-2.29,0.364,-0.77,3.258,-0.382,-7.059,2.986,0.863,1.484,-2.29,-1.218,0.945,2.986,0.945,2.986,2.986,-1.9,0.364,-1.324,0.963,1.7590000000000001,-1.265,0.945,0.945,1.7590000000000001,0.364,2.986,-2.588,1.8519999999999999,-2.145,-1.9,2.986,-2.198,1.7590000000000001,-0.382,0.655,1.091,1.8519999999999999,4.082,-2.588,1.8519999999999999,2.986,-0.35100000000000003,2.986,-7.059,1.7590000000000001,-2.29,1.401,2.986,1.401,-0.325,-1.6219999999999999,2.5069999999999997,2.986,1.401,1.7590000000000001,2.986,0.945,0.364,-0.382,-2.145,0.325,2.266
10,-1.042,-1.281,1.929,0.635,0.833,5.686,-1.058,-2.637,-1.058,-0.465,-3.238,1.9709999999999999,-1.018,-1.3659999999999999,-0.6,-1.955,-0.523,-0.402,0.833,-2.665,0.445,0.6890000000000001,-1.0390000000000001,-1.281,-0.11800000000000001,5.686,-1.252,-0.23800000000000002,0.445,0.833,0.445,0.087,-0.065,-1.3659999999999999,-0.402,0.833,0.833,-0.445,0.6890000000000001,1.929,-0.402,-0.402,-0.23800000000000002,-0.445,-0.523,-0.402,-0.23800000000000002,-2.637,0.665,-0.23800000000000002,-0.445,-0.402,-0.402,-0.465,-0.23800000000000002,-3.097,0.445,-1.929,-3.238,1.3219999999999998,0.16399999999999998,0.087,-1.256,0.445,-1.3659999999999999,-0.065,0.6890000000000001,-2.637,0.833,-1.3659999999999999,-1.058,0.445,0.445,-0.402,-3.238,-1.0390000000000001,-0.465,0.833,-1.281,-3.097,0.135,5.686,1.929,0.087,0.445,-2.513,-0.445,0.445,0.087,-3.097,0.087,5.686,-0.445,-1.147,0.833,-0.402,-0.499,-0.12300000000000001,0.833,-1.058,0.833,-0.445,0.445,1.929,-2.87,-0.402,-3.097,-0.757,-0.465,-0.402,-0.9059999999999999,0.833,1.86,-0.402,0.833,0.833,-0.465,-0.402,-0.402,-1.058,-0.9059999999999999,-0.895,-1.204,1.929,-1.413,0.6890000000000001,-0.23800000000000002,0.084,0.833,-0.402,0.6890000000000001,-1.723,-0.9059999999999999,0.833,-0.065,-0.261,-0.445,0.833,-1.058,0.29,0.833,0.833,-2.338,-0.445,-2.1959999999999997,-1.994,-0.445,3.2710000000000004,-1.153,4.857,-1.042,-1.571,-1.281,-3.097,-0.402,-0.12300000000000001,1.262,-0.445,-3.238,0.833,-1.236,0.19,-3.097,-2.324,-0.23800000000000002,0.833,-0.23800000000000002,0.833,0.833,0.087,-0.402,-2.176,-2.65,0.6890000000000001,1.929,-0.23800000000000002,-0.23800000000000002,0.6890000000000001,-0.402,0.833,-1.058,-1.3659999999999999,-0.465,0.087,0.833,-2.637,0.6890000000000001,-0.445,-1.4169999999999998,0.423,-1.3659999999999999,-1.252,-1.058,-1.3659999999999999,0.833,-1.021,0.833,-3.238,0.6890000000000001,-3.097,5.686,0.833,5.686,0.193,-1.281,-0.687,0.833,5.686,0.6890000000000001,0.833,-0.23800000000000002,-0.402,-0.445,-0.465,-0.193,0.889
