,T_AKAP9,T_AKT3,T_ALDH2,T_APC,T_ARID1A,T_ATM,T_ATP2B3,T_AXIN2,T_BCL9L,T_BCR,T_BIRC3,T_BIRC6,T_BLM,T_BRAF,T_CDH1,T_CDH10,T_CDKN2A,T_CLTCL1,T_CNOT3,T_CREB3L2,T_CREBBP,T_CRNKL1,T_CSMD3,T_CTNNA2,T_CTNND1,T_CTNND2,T_CYP2C8,T_DAXX,T_DNM2,T_EIF3E,T_EP300,T_EZH2,T_EZR,T_FAM131B,T_FAT3,T_FBXW7,T_FES,T_FKBP9,T_HEY1,T_HLA-A,T_HOOK3,T_HOXA13,T_HOXA9,T_IL21R,T_KAT6B,T_KIF5B,T_KLF6,T_KMT2A,T_KMT2C,T_KRAS,T_LARP4B,T_LEF1,T_LMNA,T_LRIG3,T_LRP1B,T_MACC1,T_MAML2,T_MAP3K1,T_MLH1,T_MSH6,T_NAB2,T_NBEA,T_NCOA2,T_NCOR2,T_NF1,T_NKX2-1,T_NOTCH2,T_NTRK1,T_NTRK3,T_PALB2,T_PAX3,T_PBX1,T_PDE4DIP,T_PHOX2B,T_PIK3CA,T_PREX2,T_PRPF40B,T_PTK6,T_PTPRB,T_PTPRC,T_PWWP2A,T_RALGDS,T_RANBP2,T_RECQL4,T_RNF213,T_RNF43,T_RPL5,T_RSPO2,T_RUNX1T1,T_SETDB1,T_SLC45A3,T_SMAD4,T_STIL,T_TBX3,T_TEC,T_TNC,T_TP53,T_TPR,T_TRIP11,T_USP6,T_ZBTB16,T_ZFHX3,T_ZMYM2,T_ZNF384
116,-1.975,-0.895,1.975,-1.455,0.925,-0.294,-1.038,1.632,-3.235,1.632,1.632,-3.235,-1.038,0.6759999999999999,-3.235,-1.072,-1.7,1.632,-1.038,-0.581,-2.136,-1.455,0.604,1.632,-1.038,-0.895,-0.895,1.975,1.975,1.632,0.6759999999999999,-3.235,-0.895,1.73,1.632,1.73,1.975,-0.895,1.73,-0.895,-0.895,-3.235,1.632,-3.235,1.632,1.73,-0.895,1.73,0.604,0.41100000000000003,-3.235,-1.455,1.632,-1.038,-2.136,-1.038,-2.136,0.762,1.632,-1.455,1.632,-1.455,-1.455,-1.455,1.632,-2.136,-1.038,1.975,-1.455,1.632,-1.038,1.632,2.326,-3.235,-0.895,-2.22,-3.235,-0.895,-1.455,-3.235,1.975,-0.895,-0.285,1.9680000000000002,1.975,1.854,-0.895,-2.136,-2.136,1.975,0.6759999999999999,-0.7340000000000001,1.975,1.632,-3.235,1.632,1.026,-0.895,-3.235,0.6759999999999999,-2.136,1.8130000000000002,1.632,1.975
117,6.212000000000001,8.297,-6.212000000000001,-0.9259999999999999,1.905,-1.266,-0.875,-1.319,3.4619999999999997,-1.319,-1.319,3.4619999999999997,-0.875,-0.6859999999999999,3.4619999999999997,1.525,3.384,-1.319,-0.875,-1.239,2.8,-0.9259999999999999,-1.92,-1.319,-0.875,8.297,8.297,-6.212000000000001,-6.212000000000001,-1.319,-0.6859999999999999,3.4619999999999997,8.297,-1.089,-1.319,-1.089,-6.212000000000001,8.297,-1.089,8.297,8.297,3.4619999999999997,-1.319,3.4619999999999997,-1.319,-1.089,8.297,-1.089,-1.92,-0.9670000000000001,3.4619999999999997,-0.9259999999999999,-1.319,-0.875,2.8,-0.875,2.8,-3.592,-1.319,-0.9259999999999999,-1.319,-0.9259999999999999,-0.9259999999999999,-0.9259999999999999,-1.319,2.8,-0.875,-6.212000000000001,-0.9259999999999999,-1.319,-0.875,-1.319,-2.742,3.4619999999999997,8.297,8.316,3.4619999999999997,8.297,-0.9259999999999999,3.4619999999999997,-6.212000000000001,8.297,1.2109999999999999,-5.557,-6.212000000000001,-1.365,8.297,2.8,2.8,-6.212000000000001,-0.6859999999999999,4.933,-6.212000000000001,-1.319,3.4619999999999997,-1.319,-0.179,8.297,3.4619999999999997,-0.6859999999999999,2.8,-4.242,-1.319,-6.212000000000001
118,-0.97,0.831,0.97,1.351,-2.475,2.472,-1.835,-3.5460000000000003,4.353,-3.5460000000000003,-3.5460000000000003,4.353,-1.835,-2.484,4.353,-0.059000000000000004,1.5759999999999998,-3.5460000000000003,-1.835,-0.8,2.396,1.351,-2.359,-3.5460000000000003,-1.835,0.831,0.831,0.97,0.97,-3.5460000000000003,-2.484,4.353,0.831,0.149,-3.5460000000000003,0.149,0.97,0.831,0.149,0.831,0.831,4.353,-3.5460000000000003,4.353,-3.5460000000000003,0.149,0.831,0.149,-2.359,-0.7490000000000001,4.353,1.351,-3.5460000000000003,-1.835,2.396,-1.835,2.396,-1.729,-3.5460000000000003,1.351,-3.5460000000000003,1.351,1.351,1.351,-3.5460000000000003,2.396,-1.835,0.97,1.351,-3.5460000000000003,-1.835,-3.5460000000000003,-6.372000000000001,4.353,0.831,2.37,4.353,0.831,1.351,4.353,0.97,0.831,1.921,-3.116,0.97,-1.7380000000000002,0.831,2.396,2.396,0.97,-2.484,2.079,0.97,-3.5460000000000003,4.353,-3.5460000000000003,-4.788,0.831,4.353,-2.484,2.396,-1.168,-3.5460000000000003,0.97
119,2.324,2.937,-2.324,-1.419,3.1510000000000002,-2.807,-0.529,1.817,6.789,1.817,1.817,6.789,-0.529,1.475,6.789,-0.092,0.767,1.817,-0.529,0.040999999999999995,-1.601,-1.419,0.7959999999999999,1.817,-0.529,2.937,2.937,-2.324,-2.324,1.817,1.475,6.789,2.937,-0.309,1.817,-0.309,-2.324,2.937,-0.309,2.937,2.937,6.789,1.817,6.789,1.817,-0.309,2.937,-0.309,0.7959999999999999,-0.522,6.789,-1.419,1.817,-0.529,-1.601,-0.529,-1.601,-0.556,1.817,-1.419,1.817,-1.419,-1.419,-1.419,1.817,-1.601,-0.529,-2.324,-1.419,1.817,-0.529,1.817,1.979,6.789,2.937,0.635,6.789,2.937,-1.419,6.789,-2.324,2.937,-1.459,0.41100000000000003,-2.324,0.877,2.937,-1.601,-1.601,-2.324,1.475,0.33799999999999997,-2.324,1.817,6.789,1.817,2.8939999999999997,2.937,6.789,1.475,-1.601,-0.377,1.817,-2.324
120,3.529,2.5839999999999996,-3.529,-2.522,1.64,-1.942,0.778,0.40399999999999997,-4.708,0.40399999999999997,0.40399999999999997,-4.708,0.778,8.972999999999999,-4.708,6.031000000000001,-0.195,0.40399999999999997,0.778,2.935,0.318,-2.522,-1.215,0.40399999999999997,0.778,2.5839999999999996,2.5839999999999996,-3.529,-3.529,0.40399999999999997,8.972999999999999,-4.708,2.5839999999999996,-2.463,0.40399999999999997,-2.463,-3.529,2.5839999999999996,-2.463,2.5839999999999996,2.5839999999999996,-4.708,0.40399999999999997,-4.708,0.40399999999999997,-2.463,2.5839999999999996,-2.463,-1.215,-3.16,-4.708,-2.522,0.40399999999999997,0.778,0.318,0.778,0.318,1.089,0.40399999999999997,-2.522,0.40399999999999997,-2.522,-2.522,-2.522,0.40399999999999997,0.318,0.778,-3.529,-2.522,0.40399999999999997,0.778,0.40399999999999997,3.097,-4.708,2.5839999999999996,1.91,-4.708,2.5839999999999996,-2.522,-4.708,-3.529,2.5839999999999996,-1.587,0.8140000000000001,-3.529,2.9819999999999998,2.5839999999999996,0.318,0.318,-3.529,8.972999999999999,0.07,-3.529,0.40399999999999997,-4.708,0.40399999999999997,3.1910000000000003,2.5839999999999996,-4.708,8.972999999999999,0.318,2.522,0.40399999999999997,-3.529
121,2.997,5.034,-2.997,0.975,-0.308,-0.42100000000000004,-1.492,-3.116,-4.053999999999999,-3.116,-3.116,-4.053999999999999,-1.492,1.507,-4.053999999999999,2.721,3.937,-3.116,-1.492,1.923,1.9509999999999998,0.975,-2.26,-3.116,-1.492,5.034,5.034,-2.997,-2.997,-3.116,1.507,-4.053999999999999,5.034,-1.8780000000000001,-3.116,-1.8780000000000001,-2.997,5.034,-1.8780000000000001,5.034,5.034,-4.053999999999999,-3.116,-4.053999999999999,-3.116,-1.8780000000000001,5.034,-1.8780000000000001,-2.26,-2.5839999999999996,-4.053999999999999,0.975,-3.116,-1.492,1.9509999999999998,-1.492,1.9509999999999998,-1.531,-3.116,0.975,-3.116,0.975,0.975,0.975,-3.116,1.9509999999999998,-1.492,-2.997,0.975,-3.116,-1.492,-3.116,-3.8169999999999997,-4.053999999999999,5.034,4.975,-4.053999999999999,5.034,0.975,-4.053999999999999,-2.997,5.034,0.051,-2.63,-2.997,-0.266,5.034,1.9509999999999998,1.9509999999999998,-2.997,1.507,2.531,-2.997,-3.116,-4.053999999999999,-3.116,-0.7559999999999999,5.034,-4.053999999999999,1.507,1.9509999999999998,-0.736,-3.116,-2.997
122,0.9059999999999999,0.6509999999999999,-0.9059999999999999,-1.193,1.401,-2.3209999999999997,0.252,1.235,6.551,1.235,1.235,6.551,0.252,0.389,6.551,-1.385,-0.46399999999999997,1.235,0.252,-0.607,-2.259,-1.193,0.401,1.235,0.252,0.6509999999999999,0.6509999999999999,-0.9059999999999999,-0.9059999999999999,1.235,0.389,6.551,0.6509999999999999,0.095,1.235,0.095,-0.9059999999999999,0.6509999999999999,0.095,0.6509999999999999,0.6509999999999999,6.551,1.235,6.551,1.235,0.095,0.6509999999999999,0.095,0.401,-1.138,6.551,-1.193,1.235,0.252,-2.259,0.252,-2.259,-1.265,1.235,-1.193,1.235,-1.193,-1.193,-1.193,1.235,-2.259,0.252,-0.9059999999999999,-1.193,1.235,0.252,1.235,1.485,6.551,0.6509999999999999,-1.227,6.551,0.6509999999999999,-1.193,6.551,-0.9059999999999999,0.6509999999999999,-1.621,0.12300000000000001,-0.9059999999999999,0.37,0.6509999999999999,-2.259,-2.259,-0.9059999999999999,0.389,-0.97,-0.9059999999999999,1.235,6.551,1.235,1.205,0.6509999999999999,6.551,0.389,-2.259,-0.299,1.235,-0.9059999999999999
123,-0.135,-2.568,0.135,-0.374,0.52,-2.793,2.414,2.135,7.416,2.135,2.135,7.416,2.414,-0.28800000000000003,7.416,-3.2119999999999997,-1.945,2.135,2.414,-0.506,-4.0489999999999995,-0.374,1.795,2.135,2.414,-2.568,-2.568,0.135,0.135,2.135,-0.28800000000000003,7.416,-2.568,0.17800000000000002,2.135,0.17800000000000002,0.135,-2.568,0.17800000000000002,-2.568,-2.568,7.416,2.135,7.416,2.135,0.17800000000000002,-2.568,0.17800000000000002,1.795,-0.61,7.416,-0.374,2.135,2.414,-4.0489999999999995,2.414,-4.0489999999999995,-0.73,2.135,-0.374,2.135,-0.374,-0.374,-0.374,2.135,-4.0489999999999995,2.414,0.135,-0.374,2.135,2.414,2.135,3.097,7.416,-2.568,-5.1339999999999995,7.416,-2.568,-0.374,7.416,0.135,-2.568,-2.782,1.479,0.135,-0.084,-2.568,-4.0489999999999995,-4.0489999999999995,0.135,-0.28800000000000003,-3.944,0.135,2.135,7.416,2.135,1.567,-2.568,7.416,-0.28800000000000003,-4.0489999999999995,-0.128,2.135,0.135
124,-0.021,0.44,0.021,-1.8019999999999998,6.801,-1.4269999999999998,-0.461,8.311,5.6770000000000005,8.311,8.311,5.6770000000000005,-0.461,-1.599,5.6770000000000005,-2.7880000000000003,-1.045,8.311,-0.461,-2.677,-1.936,-1.8019999999999998,5.337999999999999,8.311,-0.461,0.44,0.44,0.021,0.021,8.311,-1.599,5.6770000000000005,0.44,-1.7069999999999999,8.311,-1.7069999999999999,0.021,0.44,-1.7069999999999999,0.44,0.44,5.6770000000000005,8.311,5.6770000000000005,8.311,-1.7069999999999999,0.44,-1.7069999999999999,5.337999999999999,2.555,5.6770000000000005,-1.8019999999999998,8.311,-0.461,-1.936,-0.461,-1.936,2.178,8.311,-1.8019999999999998,8.311,-1.8019999999999998,-1.8019999999999998,-1.8019999999999998,8.311,-1.936,-0.461,0.021,-1.8019999999999998,8.311,-0.461,8.311,3.048,5.6770000000000005,0.44,-1.141,5.6770000000000005,0.44,-1.8019999999999998,5.6770000000000005,0.021,0.44,-2.88,3.287,0.021,-2.5980000000000003,0.44,-1.936,-1.936,0.021,-1.599,-2.079,0.021,8.311,5.6770000000000005,8.311,2.3040000000000003,0.44,5.6770000000000005,-1.599,-1.936,-1.181,8.311,0.021
125,-1.619,0.765,1.619,-2.654,3.733,-1.4509999999999998,-2.454,3.872,-6.004,3.872,3.872,-6.004,-2.454,-0.261,-6.004,-2.87,-1.421,3.872,-2.454,-2.2030000000000003,-3.588,-2.654,1.755,3.872,-2.454,0.765,0.765,1.619,1.619,3.872,-0.261,-6.004,0.765,0.995,3.872,0.995,1.619,0.765,0.995,0.765,0.765,-6.004,3.872,-6.004,3.872,0.995,0.765,0.995,1.755,0.22899999999999998,-6.004,-2.654,3.872,-2.454,-3.588,-2.454,-3.588,0.278,3.872,-2.654,3.872,-2.654,-2.654,-2.654,3.872,-3.588,-2.454,1.619,-2.654,3.872,-2.454,3.872,2.314,-6.004,0.765,-2.032,-6.004,0.765,-2.654,-6.004,1.619,0.765,-1.794,2.265,1.619,0.556,0.765,-3.588,-3.588,1.619,-0.261,-1.044,1.619,3.872,-6.004,3.872,1.244,0.765,-6.004,-0.261,-3.588,0.852,3.872,1.619
126,-1.5630000000000002,-3.3680000000000003,1.5630000000000002,0.7340000000000001,-0.713,-0.314,1.607,1.037,-1.1320000000000001,1.037,1.037,-1.1320000000000001,1.607,-0.252,-1.1320000000000001,-1.5619999999999998,-1.521,1.037,1.607,0.36700000000000005,-1.7990000000000002,0.7340000000000001,1.505,1.037,1.607,-3.3680000000000003,-3.3680000000000003,1.5630000000000002,1.5630000000000002,1.037,-0.252,-1.1320000000000001,-3.3680000000000003,-0.583,1.037,-0.583,1.5630000000000002,-3.3680000000000003,-0.583,-3.3680000000000003,-3.3680000000000003,-1.1320000000000001,1.037,-1.1320000000000001,1.037,-0.583,-3.3680000000000003,-0.583,1.505,-0.077,-1.1320000000000001,0.7340000000000001,1.037,1.607,-1.7990000000000002,1.607,-1.7990000000000002,1.005,1.037,0.7340000000000001,1.037,0.7340000000000001,0.7340000000000001,0.7340000000000001,1.037,-1.7990000000000002,1.607,1.5630000000000002,0.7340000000000001,1.037,1.607,1.037,1.215,-1.1320000000000001,-3.3680000000000003,-3.7030000000000003,-1.1320000000000001,-3.3680000000000003,0.7340000000000001,-1.1320000000000001,1.5630000000000002,-3.3680000000000003,-1.83,2.01,1.5630000000000002,-0.638,-3.3680000000000003,-1.7990000000000002,-1.7990000000000002,1.5630000000000002,-0.252,-3.4960000000000004,1.5630000000000002,1.037,-1.1320000000000001,1.037,0.040999999999999995,-3.3680000000000003,-1.1320000000000001,-0.252,-1.7990000000000002,0.8240000000000001,1.037,1.5630000000000002
127,0.073,-0.7809999999999999,-0.073,-0.9540000000000001,0.49700000000000005,-1.676,0.855,1.05,5.501,1.05,1.05,5.501,0.855,-0.435,5.501,-2.006,-1.239,1.05,0.855,-1.065,-2.191,-0.9540000000000001,0.382,1.05,0.855,-0.7809999999999999,-0.7809999999999999,-0.073,-0.073,1.05,-0.435,5.501,-0.7809999999999999,1.643,1.05,1.643,-0.073,-0.7809999999999999,1.643,-0.7809999999999999,-0.7809999999999999,5.501,1.05,5.501,1.05,1.643,-0.7809999999999999,1.643,0.382,0.055,5.501,-0.9540000000000001,1.05,0.855,-2.191,0.855,-2.191,-1.3119999999999998,1.05,-0.9540000000000001,1.05,-0.9540000000000001,-0.9540000000000001,-0.9540000000000001,1.05,-2.191,0.855,-0.073,-0.9540000000000001,1.05,0.855,1.05,2.085,5.501,-0.7809999999999999,-2.1790000000000003,5.501,-0.7809999999999999,-0.9540000000000001,5.501,-0.073,-0.7809999999999999,-0.386,0.046,-0.073,0.904,-0.7809999999999999,-2.191,-2.191,-0.073,-0.435,-0.755,-0.073,1.05,5.501,1.05,1.166,-0.7809999999999999,5.501,-0.435,-2.191,-0.376,1.05,-0.073
128,-0.256,-1.882,0.256,-4.439,1.804,0.054000000000000006,1.609,3.409,6.507000000000001,3.409,3.409,6.507000000000001,1.609,-0.852,6.507000000000001,-0.7659999999999999,-4.813,3.409,1.609,-4.047,-0.151,-4.439,0.46799999999999997,3.409,1.609,-1.882,-1.882,0.256,0.256,3.409,-0.852,6.507000000000001,-1.882,1.165,3.409,1.165,0.256,-1.882,1.165,-1.882,-1.882,6.507000000000001,3.409,6.507000000000001,3.409,1.165,-1.882,1.165,0.46799999999999997,1.321,6.507000000000001,-4.439,3.409,1.609,-0.151,1.609,-0.151,-0.045,3.409,-4.439,3.409,-4.439,-4.439,-4.439,3.409,-0.151,1.609,0.256,-4.439,3.409,1.609,3.409,4.138,6.507000000000001,-1.882,-1.338,6.507000000000001,-1.882,-4.439,6.507000000000001,0.256,-1.882,0.768,0.048,0.256,0.233,-1.882,-0.151,-0.151,0.256,-0.852,-0.381,0.256,3.409,6.507000000000001,3.409,0.502,-1.882,6.507000000000001,-0.852,-0.151,-0.47100000000000003,3.409,0.256
129,-0.45,-2.303,0.45,-1.042,-0.451,-1.261,1.8090000000000002,0.8009999999999999,-5.724,0.8009999999999999,0.8009999999999999,-5.724,1.8090000000000002,-1.4669999999999999,-5.724,-2.822,-2.325,0.8009999999999999,1.8090000000000002,-1.946,-2.115,-1.042,0.08800000000000001,0.8009999999999999,1.8090000000000002,-2.303,-2.303,0.45,0.45,0.8009999999999999,-1.4669999999999999,-5.724,-2.303,3.34,0.8009999999999999,3.34,0.45,-2.303,3.34,-2.303,-2.303,-5.724,0.8009999999999999,-5.724,0.8009999999999999,3.34,-2.303,3.34,0.08800000000000001,0.903,-5.724,-1.042,0.8009999999999999,1.8090000000000002,-2.115,1.8090000000000002,-2.115,-1.9369999999999998,0.8009999999999999,-1.042,0.8009999999999999,-1.042,-1.042,-1.042,0.8009999999999999,-2.115,1.8090000000000002,0.45,-1.042,0.8009999999999999,1.8090000000000002,0.8009999999999999,2.69,-5.724,-2.303,-3.2260000000000004,-5.724,-2.303,-1.042,-5.724,0.45,-2.303,0.8,-0.54,0.45,1.272,-2.303,-2.115,-2.115,0.45,-1.4669999999999999,-0.568,0.45,0.8009999999999999,-5.724,0.8009999999999999,0.885,-2.303,-5.724,-1.4669999999999999,-2.115,-0.7959999999999999,0.8009999999999999,0.45
130,-0.54,-0.914,0.54,1.004,1.196,-0.995,0.37,1.975,5.023,1.975,1.975,5.023,0.37,-1.1520000000000001,5.023,-2.32,0.153,1.975,0.37,-0.11,-1.825,1.004,2.647,1.975,0.37,-0.914,-0.914,0.54,0.54,1.975,-1.1520000000000001,5.023,-0.914,0.6609999999999999,1.975,0.6609999999999999,0.54,-0.914,0.6609999999999999,-0.914,-0.914,5.023,1.975,5.023,1.975,0.6609999999999999,-0.914,0.6609999999999999,2.647,2.1180000000000003,5.023,1.004,1.975,0.37,-1.825,0.37,-1.825,0.865,1.975,1.004,1.975,1.004,1.004,1.004,1.975,-1.825,0.37,0.54,1.004,1.975,0.37,1.975,1.584,5.023,-0.914,-1.996,5.023,-0.914,1.004,5.023,0.54,-0.914,-0.862,1.8880000000000001,0.54,-0.368,-0.914,-1.825,-1.825,0.54,-1.1520000000000001,-1.23,0.54,1.975,5.023,1.975,1.86,-0.914,5.023,-1.1520000000000001,-1.825,-0.506,1.975,0.54
131,2.1519999999999997,9.663,-2.1519999999999997,-1.5959999999999999,4.726,-0.447,-4.809,1.057,4.132,1.057,1.057,4.132,-4.809,-1.272,4.132,-0.025,3.116,1.057,-4.809,-2.2359999999999998,1.238,-1.5959999999999999,-0.021,1.057,-4.809,9.663,9.663,-2.1519999999999997,-2.1519999999999997,1.057,-1.272,4.132,9.663,0.8370000000000001,1.057,0.8370000000000001,-2.1519999999999997,9.663,0.8370000000000001,9.663,9.663,4.132,1.057,4.132,1.057,0.8370000000000001,9.663,0.8370000000000001,-0.021,1.574,4.132,-1.5959999999999999,1.057,-4.809,1.238,-4.809,1.238,-1.208,1.057,-1.5959999999999999,1.057,-1.5959999999999999,-1.5959999999999999,-1.5959999999999999,1.057,1.238,-4.809,-2.1519999999999997,-1.5959999999999999,1.057,-4.809,1.057,-1.493,4.132,9.663,6.3660000000000005,4.132,9.663,-1.5959999999999999,4.132,-2.1519999999999997,9.663,1.6,-1.869,-2.1519999999999997,-0.324,9.663,1.238,1.238,-2.1519999999999997,-1.272,5.8660000000000005,-2.1519999999999997,1.057,4.132,1.057,0.8690000000000001,9.663,4.132,-1.272,1.238,-2.414,1.057,-2.1519999999999997
132,0.493,1.23,-0.493,-1.109,2.977,-1.579,-0.728,2.661,6.517,2.661,2.661,6.517,-0.728,-0.946,6.517,-2.021,-0.027999999999999997,2.661,-0.728,-1.5859999999999999,-1.662,-1.109,1.7619999999999998,2.661,-0.728,1.23,1.23,-0.493,-0.493,2.661,-0.946,6.517,1.23,1.6230000000000002,2.661,1.6230000000000002,-0.493,1.23,1.6230000000000002,1.23,1.23,6.517,2.661,6.517,2.661,1.6230000000000002,1.23,1.6230000000000002,1.7619999999999998,2.019,6.517,-1.109,2.661,-0.728,-1.662,-0.728,-1.662,-0.251,2.661,-1.109,2.661,-1.109,-1.109,-1.109,2.661,-1.662,-0.728,-0.493,-1.109,2.661,-0.728,2.661,2.266,6.517,1.23,-0.42700000000000005,6.517,1.23,-1.109,6.517,-0.493,1.23,-0.027999999999999997,0.727,-0.493,0.499,1.23,-1.662,-1.662,-0.493,-0.946,0.653,-0.493,2.661,6.517,2.661,2.445,1.23,6.517,-0.946,-1.662,-1.04,2.661,-0.493
133,1.195,1.681,-1.195,0.853,1.8659999999999999,-1.393,-0.465,1.147,-6.965,1.147,1.147,-6.965,-0.465,-1.364,-6.965,-1.665,1.761,1.147,-0.465,-0.38,-0.794,0.853,1.696,1.147,-0.465,1.681,1.681,-1.195,-1.195,1.147,-1.364,-6.965,1.681,2.347,1.147,2.347,-1.195,1.681,2.347,1.681,1.681,-6.965,1.147,-6.965,1.147,2.347,1.681,2.347,1.696,3.273,-6.965,0.853,1.147,-0.465,-0.794,-0.465,-0.794,-0.418,1.147,0.853,1.147,0.853,0.853,0.853,1.147,-0.794,-0.465,-1.195,0.853,1.147,-0.465,1.147,1.288,-6.965,1.681,0.488,-6.965,1.681,0.853,-6.965,-1.195,1.681,1.13,0.078,-1.195,0.698,1.681,-0.794,-0.794,-1.195,-1.364,1.893,-1.195,1.147,-6.965,1.147,3.0180000000000002,1.681,-6.965,-1.364,-0.794,-1.8359999999999999,1.147,-1.195
134,0.5489999999999999,2.559,-0.5489999999999999,-0.22399999999999998,0.983,2.681,-1.946,-0.32,0.674,-0.32,-0.32,0.674,-1.946,-2.859,0.674,0.892,1.459,-0.32,-1.946,-2.32,4.3839999999999995,-0.22399999999999998,-0.45799999999999996,-0.32,-1.946,2.559,2.559,-0.5489999999999999,-0.5489999999999999,-0.32,-2.859,0.674,2.559,2.226,-0.32,2.226,-0.5489999999999999,2.559,2.226,2.559,2.559,0.674,-0.32,0.674,-0.32,2.226,2.559,2.226,-0.45799999999999996,4.684,0.674,-0.22399999999999998,-0.32,-1.946,4.3839999999999995,-1.946,4.3839999999999995,-0.006,-0.32,-0.22399999999999998,-0.32,-0.22399999999999998,-0.22399999999999998,-0.22399999999999998,-0.32,4.3839999999999995,-1.946,-0.5489999999999999,-0.22399999999999998,-0.32,-1.946,-0.32,-1.5959999999999999,0.674,2.559,5.425,0.674,2.559,-0.22399999999999998,0.674,-0.5489999999999999,2.559,5.556,-2.363,-0.5489999999999999,-0.42,2.559,4.3839999999999995,4.3839999999999995,-0.5489999999999999,-2.859,6.702000000000001,-0.5489999999999999,-0.32,0.674,-0.32,-0.486,2.559,0.674,-2.859,4.3839999999999995,-2.503,-0.32,-0.5489999999999999
135,0.498,-1.49,-0.498,-0.094,-1.344,-1.198,2.022,-0.6729999999999999,7.024,-0.6729999999999999,-0.6729999999999999,7.024,2.022,-1.7790000000000001,7.024,-2.282,-1.043,-0.6729999999999999,2.022,-1.42,-1.151,-0.094,-0.7140000000000001,-0.6729999999999999,2.022,-1.49,-1.49,-0.498,-0.498,-0.6729999999999999,-1.7790000000000001,7.024,-1.49,0.847,-0.6729999999999999,0.847,-0.498,-1.49,0.847,-1.49,-1.49,7.024,-0.6729999999999999,7.024,-0.6729999999999999,0.847,-1.49,0.847,-0.7140000000000001,-1.056,7.024,-0.094,-0.6729999999999999,2.022,-1.151,2.022,-1.151,-2.967,-0.6729999999999999,-0.094,-0.6729999999999999,-0.094,-0.094,-0.094,-0.6729999999999999,-1.151,2.022,-0.498,-0.094,-0.6729999999999999,2.022,-0.6729999999999999,-0.096,7.024,-1.49,-1.87,7.024,-1.49,-0.094,7.024,-0.498,-1.49,-0.226,-1.959,-0.498,-0.6859999999999999,-1.49,-1.151,-1.151,-0.498,-1.7790000000000001,-1.0090000000000001,-0.498,-0.6729999999999999,7.024,-0.6729999999999999,-0.983,-1.49,7.024,-1.7790000000000001,-1.151,-1.67,-0.6729999999999999,-0.498
136,0.63,0.54,-0.63,1.1740000000000002,0.9109999999999999,-1.178,0.08900000000000001,0.736,7.69,0.736,0.736,7.69,0.08900000000000001,-1.037,7.69,-1.577,1.245,0.736,0.08900000000000001,0.102,-1.006,1.1740000000000002,1.5030000000000001,0.736,0.08900000000000001,0.54,0.54,-0.63,-0.63,0.736,-1.037,7.69,0.54,-0.008,0.736,-0.008,-0.63,0.54,-0.008,0.54,0.54,7.69,0.736,7.69,0.736,-0.008,0.54,-0.008,1.5030000000000001,0.945,7.69,1.1740000000000002,0.736,0.08900000000000001,-1.006,0.08900000000000001,-1.006,-0.21600000000000003,0.736,1.1740000000000002,0.736,1.1740000000000002,1.1740000000000002,1.1740000000000002,0.736,-1.006,0.08900000000000001,-0.63,1.1740000000000002,0.736,0.08900000000000001,0.736,0.067,7.69,0.54,-0.39799999999999996,7.69,0.54,1.1740000000000002,7.69,-0.63,0.54,-0.772,0.387,-0.63,-0.795,0.54,-1.006,-1.006,-0.63,-1.037,-0.341,-0.63,0.736,7.69,0.736,1.121,0.54,7.69,-1.037,-1.006,-1.2009999999999998,0.736,-0.63
137,1.2329999999999999,1.499,-1.2329999999999999,-0.965,0.552,-1.9780000000000002,-0.255,-0.23800000000000002,-7.122999999999999,-0.23800000000000002,-0.23800000000000002,-7.122999999999999,-0.255,2.24,-7.122999999999999,0.515,0.247,-0.23800000000000002,-0.255,0.9229999999999999,-1.5119999999999998,-0.965,-0.8690000000000001,-0.23800000000000002,-0.255,1.499,1.499,-1.2329999999999999,-1.2329999999999999,-0.23800000000000002,2.24,-7.122999999999999,1.499,0.7979999999999999,-0.23800000000000002,0.7979999999999999,-1.2329999999999999,1.499,0.7979999999999999,1.499,1.499,-7.122999999999999,-0.23800000000000002,-7.122999999999999,-0.23800000000000002,0.7979999999999999,1.499,0.7979999999999999,-0.8690000000000001,-1.555,-7.122999999999999,-0.965,-0.23800000000000002,-0.255,-1.5119999999999998,-0.255,-1.5119999999999998,-1.089,-0.23800000000000002,-0.965,-0.23800000000000002,-0.965,-0.965,-0.965,-0.23800000000000002,-1.5119999999999998,-0.255,-1.2329999999999999,-0.965,-0.23800000000000002,-0.255,-0.23800000000000002,1.42,-7.122999999999999,1.499,-0.151,-7.122999999999999,1.499,-0.965,-7.122999999999999,-1.2329999999999999,1.499,-0.53,-0.124,-1.2329999999999999,2.3480000000000003,1.499,-1.5119999999999998,-1.5119999999999998,-1.2329999999999999,2.24,0.37799999999999995,-1.2329999999999999,-0.23800000000000002,-7.122999999999999,-0.23800000000000002,1.7630000000000001,1.499,-7.122999999999999,2.24,-1.5119999999999998,0.8290000000000001,-0.23800000000000002,-1.2329999999999999
