,T_A1CF,T_ACVR1,T_AFF3,T_AFF4,T_AKT3,T_ALK,T_APC,T_ARHGAP5,T_ARHGEF12,T_ARID1A,T_ASXL1,T_ATM,T_AXIN1,T_BAP1,T_BCL10,T_BCL11A,T_BCL11B,T_BCL6,T_BCL7A,T_BCL9L,T_BCOR,T_BCORL1,T_BCR,T_BIRC6,T_BLM,T_BRCA1,T_BRIP1,T_BUB1B,T_CACNA1D,T_CALR,T_CAMTA1,T_CARD11,T_CARS,T_CASP3,T_CBFA2T3,T_CBL,T_CCND1,T_CCND2,T_CCR4,T_CD79A,T_CDH1,T_CDH10,T_CDK12,T_CDKN2A,T_CDX2,T_CHD4,T_CIC,T_CLIP1,T_CLTCL1,T_COL2A1,T_COL3A1,T_COX6C,T_CREB3L2,T_CREBBP,T_CRTC1,T_CSF3R,T_CSMD3,T_CTCF,T_CTNNA2,T_CUL3,T_CXCR4,T_CYLD,T_CYSLTR2,T_DCC,T_DDR2,T_DDX3X,T_DDX6,T_DICER1,T_DNAJB1,T_DNMT3A,T_DROSHA,T_EGFR,T_EIF3E,T_ELL,T_EP300,T_EPAS1,T_ERBB2,T_ERBB3,T_ERBB4,T_ERCC3,T_EWSR1,T_EZH2,T_FAM47C,T_FANCA,T_FANCG,T_FAT1,T_FAT4,T_FBXO11,T_FBXW7,T_FES,T_FGFR3,T_FLNA,T_FLT3,T_FOXP1,T_FOXR1,T_GATA1,T_GLI1,T_GNA11,T_GOPC,T_GRIN2A,T_HIST1H3B,T_HOXA9,T_HOXD11,T_HRAS,T_JAK1,T_JAK3,T_KDM5A,T_KDM6A,T_KEAP1,T_KMT2A,T_KMT2C,T_KMT2D,T_KRAS,T_LARP4B,T_LASP1,T_LCK,T_LIFR,T_LRIG3,T_LRP1B,T_LZTR1,T_MACC1,T_MAML2,T_MAP2K1,T_MAP2K2,T_MAP3K1,T_MAP3K13,T_MEN1,T_MLH1,T_MLLT3,T_MN1,T_MSH6,T_MTOR,T_MUC1,T_MUC16,T_MUC4,T_MUTYH,T_MYB,T_MYH11,T_MYO5A,T_N4BP2,T_NAB2,T_NCOA2,T_NCOR2,T_NF1,T_NF2,T_NFATC2,T_NFE2L2,T_NOTCH1,T_NOTCH2,T_NRAS,T_NRG1,T_NSD1,T_NUP214,T_PAFAH1B2,T_PALB2,T_PBRM1,T_PCBP1,T_PER1,T_PHOX2B,T_PIK3CB,T_PIK3R1,T_PMS1,T_PMS2,T_POLD1,T_POLE,T_POLQ,T_POT1,T_PPFIBP1,T_PPM1D,T_PREX2,T_PRKACA,T_PRKCB,T_PRPF40B,T_PTCH1,T_PTEN,T_PTPN13,T_PTPN6,T_PTPRC,T_PTPRK,T_RARA,T_RECQL4,T_RNF213,T_RNF43,T_ROS1,T_RPL22,T_SDHA,T_SDHAF2,T_SEPT9,T_SETD1B,T_SF3B1,T_SIRPA,T_SMARCA4,T_SPEN,T_SRSF3,T_STAT3,T_STAT6,T_STIL,T_TCF3,T_TCF7L2,T_TERT,T_THRAP3,T_TNFAIP3,T_TNFRSF17,T_TOP1,T_TP53,T_TPR,T_TRAF7,T_TRRAP,T_TSC1,T_TSC2,T_UBR5,T_USP6,T_ZFHX3,T_ZNF521
11,2.222,-0.194,-0.194,2.222,1.016,-0.194,2.222,2.222,2.222,2.222,-2.095,2.222,-1.366,2.222,-1.366,2.222,2.222,2.222,2.222,2.222,2.222,2.222,2.222,-1.366,2.222,2.222,-1.366,2.222,-1.366,2.222,-1.366,1.016,2.222,2.222,2.222,1.016,-0.194,2.094,-0.194,2.222,2.094,-0.194,2.222,-2.064,2.094,-1.366,0.298,-2.064,2.222,-0.194,-0.194,2.222,1.016,2.222,2.222,2.222,-2.095,2.222,1.016,-0.194,2.222,2.222,2.222,1.016,-0.194,-0.194,2.222,2.222,2.222,2.222,2.222,-0.947,-0.194,2.222,2.222,1.016,2.222,0.298,2.222,2.222,2.222,-0.194,-0.194,-1.366,2.222,0.298,2.222,2.222,-0.194,2.222,2.222,2.222,-1.366,-2.064,2.222,-0.194,-1.366,2.222,-1.366,-0.194,2.222,1.016,1.016,2.222,2.222,2.094,2.222,2.094,2.222,-1.366,-0.194,-1.366,0,2.222,2.222,2.222,2.222,-0.194,-1.366,2.222,-0.194,-0.194,2.222,2.222,-2.176,2.222,2.222,-0.194,2.222,1.016,2.222,2.222,3.604,1.414,-1.366,2.094,2.222,-1.366,2.222,2.222,2.222,2.222,-1.366,-0.194,2.222,-0.194,1.016,3.022,-1.366,-3.736,2.222,-0.194,2.222,2.094,-1.366,-0.194,2.222,-0.194,2.222,-0.194,2.222,2.222,-1.366,2.222,2.222,2.094,2.222,2.222,-0.194,2.222,2.222,2.918,-1.366,2.094,2.222,3.604,2.222,2.222,-3.736,2.222,-2.176,2.222,2.222,0.298,2.222,-0.194,2.222,2.222,2.222,2.222,-0.194,2.222,3.604,2.222,2.222,2.222,2.222,3.604,-0.194,2.222,2.222,2.222,2.222,2.222,1.581,2.222,2.222,0.298,2.222,2.222,2.222,2.222,1.016,2.094
12,-3.259,-2.744,-2.744,-3.259,-3.67,-2.744,-3.259,-3.259,-3.259,-3.259,-2.458,-3.259,-0.407,-3.259,-0.407,-3.259,-3.259,-3.259,-3.259,-3.259,-3.259,-3.259,-3.259,-0.407,-3.259,-3.259,-0.407,-3.259,-0.407,-3.259,-0.407,-3.67,-3.259,-3.259,-3.259,-3.67,-2.744,2.361,-2.744,-3.259,2.361,-2.744,-3.259,-0.583,2.361,-0.407,0.861,-0.583,-3.259,-2.744,-2.744,-3.259,-3.67,-3.259,-3.259,-3.259,-2.458,-3.259,-3.67,-2.744,-3.259,-3.259,-3.259,-3.67,-2.744,-2.744,-3.259,-3.259,-3.259,-3.259,-3.259,-3.18,-2.744,-3.259,-3.259,-3.67,-3.259,0.861,-3.259,-3.259,-3.259,-2.744,-2.744,-0.407,-3.259,0.861,-3.259,-3.259,-2.744,-3.259,-3.259,-3.259,-0.407,-0.583,-3.259,-2.744,-0.407,-3.259,-0.407,-2.744,-3.259,-3.67,-3.67,-3.259,-3.259,2.361,-3.259,2.361,-3.259,-0.407,-2.744,-0.407,1.808,-3.259,-3.259,-3.259,-3.259,-2.744,-0.407,-3.259,-2.744,-2.744,-3.259,-3.259,0,-3.259,-3.259,-2.744,-3.259,-3.67,-3.259,-3.259,-2.206,2.291,-0.407,2.361,-3.259,-0.407,-3.259,-3.259,-3.259,-3.259,-0.407,-2.744,-3.259,-2.744,-3.67,-1.157,-0.407,-4.619,-3.259,-2.744,-3.259,2.361,-0.407,-2.744,-3.259,-2.744,-3.259,-2.744,-3.259,-3.259,-0.407,-3.259,-3.259,2.361,-3.259,-3.259,-2.744,-3.259,-3.259,-2.919,-0.407,2.361,-3.259,-2.206,-3.259,-3.259,-4.619,-3.259,0,-3.259,-3.259,0.861,-3.259,-2.744,-3.259,-3.259,-3.259,-3.259,-2.744,-3.259,-2.206,-3.259,-3.259,-3.259,-3.259,-2.206,-2.744,-3.259,-3.259,-3.259,-3.259,-3.259,-0.363,-3.259,-3.259,0.861,-3.259,-3.259,-3.259,-3.259,-3.67,2.361
13,-3.045,0.253,0.253,-3.045,-3.841,0.253,-3.045,-3.045,-3.045,-3.045,1.926,-3.045,1.44,-3.045,1.44,-3.045,-3.045,-3.045,-3.045,-3.045,-3.045,-3.045,-3.045,1.44,-3.045,-3.045,1.44,-3.045,1.44,-3.045,1.44,-3.841,-3.045,-3.045,-3.045,-3.841,0.253,-4.57,0.253,-3.045,-4.57,0.253,-3.045,0.916,-4.57,1.44,1.533,0.916,-3.045,0.253,0.253,-3.045,-3.841,-3.045,-3.045,-3.045,1.926,-3.045,-3.841,0.253,-3.045,-3.045,-3.045,-3.841,0.253,0.253,-3.045,-3.045,-3.045,-3.045,-3.045,-2.498,0.253,-3.045,-3.045,-3.841,-3.045,1.533,-3.045,-3.045,-3.045,0.253,0.253,1.44,-3.045,1.533,-3.045,-3.045,0.253,-3.045,-3.045,-3.045,1.44,0.916,-3.045,0.253,1.44,-3.045,1.44,0.253,-3.045,-3.841,-3.841,-3.045,-3.045,-4.57,-3.045,-4.57,-3.045,1.44,0.253,1.44,-1.233,-3.045,-3.045,-3.045,-3.045,0.253,1.44,-3.045,0.253,0.253,-3.045,-3.045,-2.278,-3.045,-3.045,0.253,-3.045,-3.841,-3.045,-3.045,2.041,-1.493,1.44,-4.57,-3.045,1.44,-3.045,-3.045,-3.045,-3.045,1.44,0.253,-3.045,0.253,-3.841,-2.277,1.44,-0.905,-3.045,0.253,-3.045,-4.57,1.44,0.253,-3.045,0.253,-3.045,0.253,-3.045,-3.045,1.44,-3.045,-3.045,-4.57,-3.045,-3.045,0.253,-3.045,-3.045,-0.129,1.44,-4.57,-3.045,2.041,-3.045,-3.045,-0.905,-3.045,-2.278,-3.045,-3.045,1.533,-3.045,0.253,-3.045,-3.045,-3.045,-3.045,0.253,-3.045,2.041,-3.045,-3.045,-3.045,-3.045,2.041,0.253,-3.045,-3.045,-3.045,-3.045,-3.045,-0.494,-3.045,-3.045,1.533,-3.045,-3.045,-3.045,-3.045,-3.841,-4.57
14,3.608,3.13,3.13,3.608,-2.191,3.13,3.608,3.608,3.608,3.608,1.915,3.608,-4.233,3.608,-4.233,3.608,3.608,3.608,3.608,3.608,3.608,3.608,3.608,-4.233,3.608,3.608,-4.233,3.608,-4.233,3.608,-4.233,-2.191,3.608,3.608,3.608,-2.191,3.13,-2.922,3.13,3.608,-2.922,3.13,3.608,-4.172,-2.922,-4.233,4.037,-4.172,3.608,3.13,3.13,3.608,-2.191,3.608,3.608,3.608,1.915,3.608,-2.191,3.13,3.608,3.608,3.608,-2.191,3.13,3.13,3.608,3.608,3.608,3.608,3.608,2.631,3.13,3.608,3.608,-2.191,3.608,4.037,3.608,3.608,3.608,3.13,3.13,-4.233,3.608,4.037,3.608,3.608,3.13,3.608,3.608,3.608,-4.233,-4.172,3.608,3.13,-4.233,3.608,-4.233,3.13,3.608,-2.191,-2.191,3.608,3.608,-2.922,3.608,-2.922,3.608,-4.233,3.13,-4.233,-1.125,3.608,3.608,3.608,3.608,3.13,-4.233,3.608,3.13,3.13,3.608,3.608,-1.606,3.608,3.608,3.13,3.608,-2.191,3.608,3.608,4.094,0.777,-4.233,-2.922,3.608,-4.233,3.608,3.608,3.608,3.608,-4.233,3.13,3.608,3.13,-2.191,-0.412,-4.233,3.972,3.608,3.13,3.608,-2.922,-4.233,3.13,3.608,3.13,3.608,3.13,3.608,3.608,-4.233,3.608,3.608,-2.922,3.608,3.608,3.13,3.608,3.608,0.544,-4.233,-2.922,3.608,4.094,3.608,3.608,3.972,3.608,-1.606,3.608,3.608,4.037,3.608,3.13,3.608,3.608,3.608,3.608,3.13,3.608,4.094,3.608,3.608,3.608,3.608,4.094,3.13,3.608,3.608,3.608,3.608,3.608,3.181,3.608,3.608,4.037,3.608,3.608,3.608,3.608,-2.191,-2.922
15,3.477,1.093,1.093,3.477,-2.785,1.093,3.477,3.477,3.477,3.477,2.63,3.477,-2.415,3.477,-2.415,3.477,3.477,3.477,3.477,3.477,3.477,3.477,3.477,-2.415,3.477,3.477,-2.415,3.477,-2.415,3.477,-2.415,-2.785,3.477,3.477,3.477,-2.785,1.093,4.08,1.093,3.477,4.08,1.093,3.477,0.245,4.08,-2.415,-3.31,0.245,3.477,1.093,1.093,3.477,-2.785,3.477,3.477,3.477,2.63,3.477,-2.785,1.093,3.477,3.477,3.477,-2.785,1.093,1.093,3.477,3.477,3.477,3.477,3.477,-3.571,1.093,3.477,3.477,-2.785,3.477,-3.31,3.477,3.477,3.477,1.093,1.093,-2.415,3.477,-3.31,3.477,3.477,1.093,3.477,3.477,3.477,-2.415,0.245,3.477,1.093,-2.415,3.477,-2.415,1.093,3.477,-2.785,-2.785,3.477,3.477,4.08,3.477,4.08,3.477,-2.415,1.093,-2.415,0.32,3.477,3.477,3.477,3.477,1.093,-2.415,3.477,1.093,1.093,3.477,3.477,1.595,3.477,3.477,1.093,3.477,-2.785,3.477,3.477,3.554,-2.325,-2.415,4.08,3.477,-2.415,3.477,3.477,3.477,3.477,-2.415,1.093,3.477,1.093,-2.785,1.119,-2.415,0,3.477,1.093,3.477,4.08,-2.415,1.093,3.477,1.093,3.477,1.093,3.477,3.477,-2.415,3.477,3.477,4.08,3.477,3.477,1.093,3.477,3.477,1.663,-2.415,4.08,3.477,3.554,3.477,3.477,0,3.477,1.595,3.477,3.477,-3.31,3.477,1.093,3.477,3.477,3.477,3.477,1.093,3.477,3.554,3.477,3.477,3.477,3.477,3.554,1.093,3.477,3.477,3.477,3.477,3.477,-3.288,3.477,3.477,-3.31,3.477,3.477,3.477,3.477,-2.785,4.08
16,-2.053,2.773,2.773,-2.053,0.405,2.773,-2.053,-2.053,-2.053,-2.053,-1.676,-2.053,-0.971,-2.053,-0.971,-2.053,-2.053,-2.053,-2.053,-2.053,-2.053,-2.053,-2.053,-0.971,-2.053,-2.053,-0.971,-2.053,-0.971,-2.053,-0.971,0.405,-2.053,-2.053,-2.053,0.405,2.773,2.023,2.773,-2.053,2.023,2.773,-2.053,2.024,2.023,-0.971,-3.131,2.024,-2.053,2.773,2.773,-2.053,0.405,-2.053,-2.053,-2.053,-1.676,-2.053,0.405,2.773,-2.053,-2.053,-2.053,0.405,2.773,2.773,-2.053,-2.053,-2.053,-2.053,-2.053,-4.154,2.773,-2.053,-2.053,0.405,-2.053,-3.131,-2.053,-2.053,-2.053,2.773,2.773,-0.971,-2.053,-3.131,-2.053,-2.053,2.773,-2.053,-2.053,-2.053,-0.971,2.024,-2.053,2.773,-0.971,-2.053,-0.971,2.773,-2.053,0.405,0.405,-2.053,-2.053,2.023,-2.053,2.023,-2.053,-0.971,2.773,-0.971,-3.711,-2.053,-2.053,-2.053,-2.053,2.773,-0.971,-2.053,2.773,2.773,-2.053,-2.053,3.809,-2.053,-2.053,2.773,-2.053,0.405,-2.053,-2.053,3.899,3.325,-0.971,2.023,-2.053,-0.971,-2.053,-2.053,-2.053,-2.053,-0.971,2.773,-2.053,2.773,0.405,1.209,-0.971,-1.979,-2.053,2.773,-2.053,2.023,-0.971,2.773,-2.053,2.773,-2.053,2.773,-2.053,-2.053,-0.971,-2.053,-2.053,2.023,-2.053,-2.053,2.773,-2.053,-2.053,-0.014,-0.971,2.023,-2.053,3.899,-2.053,-2.053,-1.979,-2.053,3.809,-2.053,-2.053,-3.131,-2.053,2.773,-2.053,-2.053,-2.053,-2.053,2.773,-2.053,3.899,-2.053,-2.053,-2.053,-2.053,3.899,2.773,-2.053,-2.053,-2.053,-2.053,-2.053,3.16,-2.053,-2.053,-3.131,-2.053,-2.053,-2.053,-2.053,0.405,2.023
17,3.406,2.395,2.395,3.406,-4.505,2.395,3.406,3.406,3.406,3.406,3.074,3.406,0.101,3.406,0.101,3.406,3.406,3.406,3.406,3.406,3.406,3.406,3.406,0.101,3.406,3.406,0.101,3.406,0.101,3.406,0.101,-4.505,3.406,3.406,3.406,-4.505,2.395,4.247,2.395,3.406,4.247,2.395,3.406,0.914,4.247,0.101,-4.005,0.914,3.406,2.395,2.395,3.406,-4.505,3.406,3.406,3.406,3.074,3.406,-4.505,2.395,3.406,3.406,3.406,-4.505,2.395,2.395,3.406,3.406,3.406,3.406,3.406,0.242,2.395,3.406,3.406,-4.505,3.406,-4.005,3.406,3.406,3.406,2.395,2.395,0.101,3.406,-4.005,3.406,3.406,2.395,3.406,3.406,3.406,0.101,0.914,3.406,2.395,0.101,3.406,0.101,2.395,3.406,-4.505,-4.505,3.406,3.406,4.247,3.406,4.247,3.406,0.101,2.395,0.101,2.971,3.406,3.406,3.406,3.406,2.395,0.101,3.406,2.395,2.395,3.406,3.406,1.639,3.406,3.406,2.395,3.406,-4.505,3.406,3.406,-3.916,1.917,0.101,4.247,3.406,0.101,3.406,3.406,3.406,3.406,0.101,2.395,3.406,2.395,-4.505,-2.343,0.101,3.592,3.406,2.395,3.406,4.247,0.101,2.395,3.406,2.395,3.406,2.395,3.406,3.406,0.101,3.406,3.406,4.247,3.406,3.406,2.395,3.406,3.406,4.469,0.101,4.247,3.406,-3.916,3.406,3.406,3.592,3.406,1.639,3.406,3.406,-4.005,3.406,2.395,3.406,3.406,3.406,3.406,2.395,3.406,-3.916,3.406,3.406,3.406,3.406,-3.916,2.395,3.406,3.406,3.406,3.406,3.406,2.142,3.406,3.406,-4.005,3.406,3.406,3.406,3.406,-4.505,4.247
18,3.162,-0.584,-0.584,3.162,2.602,-0.584,3.162,3.162,3.162,3.162,-0.291,3.162,-3.206,3.162,-3.206,3.162,3.162,3.162,3.162,3.162,3.162,3.162,3.162,-3.206,3.162,3.162,-3.206,3.162,-3.206,3.162,-3.206,2.602,3.162,3.162,3.162,2.602,-0.584,1.953,-0.584,3.162,1.953,-0.584,3.162,0.316,1.953,-3.206,-3.957,0.316,3.162,-0.584,-0.584,3.162,2.602,3.162,3.162,3.162,-0.291,3.162,2.602,-0.584,3.162,3.162,3.162,2.602,-0.584,-0.584,3.162,3.162,3.162,3.162,3.162,-0.794,-0.584,3.162,3.162,2.602,3.162,-3.957,3.162,3.162,3.162,-0.584,-0.584,-3.206,3.162,-3.957,3.162,3.162,-0.584,3.162,3.162,3.162,-3.206,0.316,3.162,-0.584,-3.206,3.162,-3.206,-0.584,3.162,2.602,2.602,3.162,3.162,1.953,3.162,1.953,3.162,-3.206,-0.584,-3.206,0.597,3.162,3.162,3.162,3.162,-0.584,-3.206,3.162,-0.584,-0.584,3.162,3.162,-0.818,3.162,3.162,-0.584,3.162,2.602,3.162,3.162,-2.347,3.338,-3.206,1.953,3.162,-3.206,3.162,3.162,3.162,3.162,-3.206,-0.584,3.162,-0.584,2.602,-3.152,-3.206,-0.289,3.162,-0.584,3.162,1.953,-3.206,-0.584,3.162,-0.584,3.162,-0.584,3.162,3.162,-3.206,3.162,3.162,1.953,3.162,3.162,-0.584,3.162,3.162,3.788,-3.206,1.953,3.162,-2.347,3.162,3.162,-0.289,3.162,-0.818,3.162,3.162,-3.957,3.162,-0.584,3.162,3.162,3.162,3.162,-0.584,3.162,-2.347,3.162,3.162,3.162,3.162,-2.347,-0.584,3.162,3.162,3.162,3.162,3.162,1.93,3.162,3.162,-3.957,3.162,3.162,3.162,3.162,2.602,1.953
19,3.391,-0.238,-0.238,3.391,-0.207,-0.238,3.391,3.391,3.391,3.391,0,3.391,-3.977,3.391,-3.977,3.391,3.391,3.391,3.391,3.391,3.391,3.391,3.391,-3.977,3.391,3.391,-3.977,3.391,-3.977,3.391,-3.977,-0.207,3.391,3.391,3.391,-0.207,-0.238,-3.307,-0.238,3.391,-3.307,-0.238,3.391,-2.189,-3.307,-3.977,0.379,-2.189,3.391,-0.238,-0.238,3.391,-0.207,3.391,3.391,3.391,0,3.391,-0.207,-0.238,3.391,3.391,3.391,-0.207,-0.238,-0.238,3.391,3.391,3.391,3.391,3.391,-2.204,-0.238,3.391,3.391,-0.207,3.391,0.379,3.391,3.391,3.391,-0.238,-0.238,-3.977,3.391,0.379,3.391,3.391,-0.238,3.391,3.391,3.391,-3.977,-2.189,3.391,-0.238,-3.977,3.391,-3.977,-0.238,3.391,-0.207,-0.207,3.391,3.391,-3.307,3.391,-3.307,3.391,-3.977,-0.238,-3.977,-4.039,3.391,3.391,3.391,3.391,-0.238,-3.977,3.391,-0.238,-0.238,3.391,3.391,-1.975,3.391,3.391,-0.238,3.391,-0.207,3.391,3.391,-3.392,2.267,-3.977,-3.307,3.391,-3.977,3.391,3.391,3.391,3.391,-3.977,-0.238,3.391,-0.238,-0.207,-2.624,-3.977,0.214,3.391,-0.238,3.391,-3.307,-3.977,-0.238,3.391,-0.238,3.391,-0.238,3.391,3.391,-3.977,3.391,3.391,-3.307,3.391,3.391,-0.238,3.391,3.391,-1.673,-3.977,-3.307,3.391,-3.392,3.391,3.391,0.214,3.391,-1.975,3.391,3.391,0.379,3.391,-0.238,3.391,3.391,3.391,3.391,-0.238,3.391,-3.392,3.391,3.391,3.391,3.391,-3.392,-0.238,3.391,3.391,3.391,3.391,3.391,-2.469,3.391,3.391,0.379,3.391,3.391,3.391,3.391,-0.207,-3.307
20,-1.709,-3.09,-3.09,-1.709,0.609,-3.09,-1.709,-1.709,-1.709,-1.709,0.628,-1.709,2.881,-1.709,2.881,-1.709,-1.709,-1.709,-1.709,-1.709,-1.709,-1.709,-1.709,2.881,-1.709,-1.709,2.881,-1.709,2.881,-1.709,2.881,0.609,-1.709,-1.709,-1.709,0.609,-3.09,2.501,-3.09,-1.709,2.501,-3.09,-1.709,2.583,2.501,2.881,3.614,2.583,-1.709,-3.09,-3.09,-1.709,0.609,-1.709,-1.709,-1.709,0.628,-1.709,0.609,-3.09,-1.709,-1.709,-1.709,0.609,-3.09,-3.09,-1.709,-1.709,-1.709,-1.709,-1.709,-0.429,-3.09,-1.709,-1.709,0.609,-1.709,3.614,-1.709,-1.709,-1.709,-3.09,-3.09,2.881,-1.709,3.614,-1.709,-1.709,-3.09,-1.709,-1.709,-1.709,2.881,2.583,-1.709,-3.09,2.881,-1.709,2.881,-3.09,-1.709,0.609,0.609,-1.709,-1.709,2.501,-1.709,2.501,-1.709,2.881,-3.09,2.881,2.999,-1.709,-1.709,-1.709,-1.709,-3.09,2.881,-1.709,-3.09,-3.09,-1.709,-1.709,1.932,-1.709,-1.709,-3.09,-1.709,0.609,-1.709,-1.709,0.145,-1.278,2.881,2.501,-1.709,2.881,-1.709,-1.709,-1.709,-1.709,2.881,-3.09,-1.709,-3.09,0.609,3.142,2.881,0.771,-1.709,-3.09,-1.709,2.501,2.881,-3.09,-1.709,-3.09,-1.709,-3.09,-1.709,-1.709,2.881,-1.709,-1.709,2.501,-1.709,-1.709,-3.09,-1.709,-1.709,-3.332,2.881,2.501,-1.709,0.145,-1.709,-1.709,0.771,-1.709,1.932,-1.709,-1.709,3.614,-1.709,-3.09,-1.709,-1.709,-1.709,-1.709,-3.09,-1.709,0.145,-1.709,-1.709,-1.709,-1.709,0.145,-3.09,-1.709,-1.709,-1.709,-1.709,-1.709,1.407,-1.709,-1.709,3.614,-1.709,-1.709,-1.709,-1.709,0.609,2.501
21,-4.668,-1.556,-1.556,-4.668,3.939,-1.556,-4.668,-4.668,-4.668,-4.668,3.391,-4.668,0.752,-4.668,0.752,-4.668,-4.668,-4.668,-4.668,-4.668,-4.668,-4.668,-4.668,0.752,-4.668,-4.668,0.752,-4.668,0.752,-4.668,0.752,3.939,-4.668,-4.668,-4.668,3.939,-1.556,-0.445,-1.556,-4.668,-0.445,-1.556,-4.668,-4.132,-0.445,0.752,3.491,-4.132,-4.668,-1.556,-1.556,-4.668,3.939,-4.668,-4.668,-4.668,3.391,-4.668,3.939,-1.556,-4.668,-4.668,-4.668,3.939,-1.556,-1.556,-4.668,-4.668,-4.668,-4.668,-4.668,-1.326,-1.556,-4.668,-4.668,3.939,-4.668,3.491,-4.668,-4.668,-4.668,-1.556,-1.556,0.752,-4.668,3.491,-4.668,-4.668,-1.556,-4.668,-4.668,-4.668,0.752,-4.132,-4.668,-1.556,0.752,-4.668,0.752,-1.556,-4.668,3.939,3.939,-4.668,-4.668,-0.445,-4.668,-0.445,-4.668,0.752,-1.556,0.752,-4.237,-4.668,-4.668,-4.668,-4.668,-1.556,0.752,-4.668,-1.556,-1.556,-4.668,-4.668,4.432,-4.668,-4.668,-1.556,-4.668,3.939,-4.668,-4.668,4.159,-4.189,0.752,-0.445,-4.668,0.752,-4.668,-4.668,-4.668,-4.668,0.752,-1.556,-4.668,-1.556,3.939,-0.649,0.752,-4.344,-4.668,-1.556,-4.668,-0.445,0.752,-1.556,-4.668,-1.556,-4.668,-1.556,-4.668,-4.668,0.752,-4.668,-4.668,-0.445,-4.668,-4.668,-1.556,-4.668,-4.668,-4.743,0.752,-0.445,-4.668,4.159,-4.668,-4.668,-4.344,-4.668,4.432,-4.668,-4.668,3.491,-4.668,-1.556,-4.668,-4.668,-4.668,-4.668,-1.556,-4.668,4.159,-4.668,-4.668,-4.668,-4.668,4.159,-1.556,-4.668,-4.668,-4.668,-4.668,-4.668,-0.27,-4.668,-4.668,3.491,-4.668,-4.668,-4.668,-4.668,3.939,-0.445
22,2.708,3.223,3.223,2.708,4.332,3.223,2.708,2.708,2.708,2.708,3.516,2.708,0.7,2.708,0.7,2.708,2.708,2.708,2.708,2.708,2.708,2.708,2.708,0.7,2.708,2.708,0.7,2.708,0.7,2.708,0.7,4.332,2.708,2.708,2.708,4.332,3.223,-0.909,3.223,2.708,-0.909,3.223,2.708,0.322,-0.909,0.7,-1.316,0.322,2.708,3.223,3.223,2.708,4.332,2.708,2.708,2.708,3.516,2.708,4.332,3.223,2.708,2.708,2.708,4.332,3.223,3.223,2.708,2.708,2.708,2.708,2.708,3.452,3.223,2.708,2.708,4.332,2.708,-1.316,2.708,2.708,2.708,3.223,3.223,0.7,2.708,-1.316,2.708,2.708,3.223,2.708,2.708,2.708,0.7,0.322,2.708,3.223,0.7,2.708,0.7,3.223,2.708,4.332,4.332,2.708,2.708,-0.909,2.708,-0.909,2.708,0.7,3.223,0.7,0.682,2.708,2.708,2.708,2.708,3.223,0.7,2.708,3.223,3.223,2.708,2.708,1.666,2.708,2.708,3.223,2.708,4.332,2.708,2.708,2.332,-3.157,0.7,-0.909,2.708,0.7,2.708,2.708,2.708,2.708,0.7,3.223,2.708,3.223,4.332,0.668,0.7,2.822,2.708,3.223,2.708,-0.909,0.7,3.223,2.708,3.223,2.708,3.223,2.708,2.708,0.7,2.708,2.708,-0.909,2.708,2.708,3.223,2.708,2.708,-2.467,0.7,-0.909,2.708,2.332,2.708,2.708,2.822,2.708,1.666,2.708,2.708,-1.316,2.708,3.223,2.708,2.708,2.708,2.708,3.223,2.708,2.332,2.708,2.708,2.708,2.708,2.332,3.223,2.708,2.708,2.708,2.708,2.708,2.148,2.708,2.708,-1.316,2.708,2.708,2.708,2.708,4.332,-0.909
23,0.028,0.111,0.111,0.028,-4.689,0.111,0.028,0.028,0.028,0.028,0.092,0.028,0.825,0.028,0.825,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.825,0.028,0.028,0.825,0.028,0.825,0.028,0.825,-4.689,0.028,0.028,0.028,-4.689,0.111,4.798,0.111,0.028,4.798,0.111,0.028,0.171,4.798,0.825,0.076,0.171,0.028,0.111,0.111,0.028,-4.689,0.028,0.028,0.028,0.092,0.028,-4.689,0.111,0.028,0.028,0.028,-4.689,0.111,0.111,0.028,0.028,0.028,0.028,0.028,1.617,0.111,0.028,0.028,-4.689,0.028,0.076,0.028,0.028,0.028,0.111,0.111,0.825,0.028,0.076,0.028,0.028,0.111,0.028,0.028,0.028,0.825,0.171,0.028,0.111,0.825,0.028,0.825,0.111,0.028,-4.689,-4.689,0.028,0.028,4.798,0.028,4.798,0.028,0.825,0.111,0.825,-0.701,0.028,0.028,0.028,0.028,0.111,0.825,0.028,0.111,0.111,0.028,0.028,2.108,0.028,0.028,0.111,0.028,-4.689,0.028,0.028,-4.817,1.397,0.825,4.798,0.028,0.825,0.028,0.028,0.028,0.028,0.825,0.111,0.028,0.111,-4.689,4.904,0.825,-0.441,0.028,0.111,0.028,4.798,0.825,0.111,0.028,0.111,0.028,0.111,0.028,0.028,0.825,0.028,0.028,4.798,0.028,0.028,0.111,0.028,0.028,0.811,0.825,4.798,0.028,-4.817,0.028,0.028,-0.441,0.028,2.108,0.028,0.028,0.076,0.028,0.111,0.028,0.028,0.028,0.028,0.111,0.028,-4.817,0.028,0.028,0.028,0.028,-4.817,0.111,0.028,0.028,0.028,0.028,0.028,0.673,0.028,0.028,0.076,0.028,0.028,0.028,0.028,-4.689,4.798
