,T_ABL1,T_ACVR1,T_ACVR2A,T_AKAP9,T_AMER1,T_APC,T_AR,T_ARHGEF12,T_ARID1A,T_ARNT,T_ASXL1,T_ATM,T_BCL3,T_BCL6,T_BCL9,T_BCORL1,T_BIRC6,T_BRCA1,T_BRCA2,T_BRD3,T_CACNA1D,T_CAMTA1,T_CASP8,T_CBL,T_CCNB1IP1,T_CDH11,T_CDKN2A,T_CDKN2C,T_CDX2,T_CHEK2,T_CHIC2,T_CIC,T_CLIP1,T_CLTCL1,T_CREB3L2,T_CREBBP,T_CRNKL1,T_CTCF,T_CTNNB1,T_CUL3,T_CUX1,T_DCC,T_DCTN1,T_DICER1,T_DNM2,T_EIF3E,T_EIF4A2,T_EP300,T_EPAS1,T_ERBB2,T_ERBB3,T_FAM47C,T_FAT1,T_FAT3,T_FAT4,T_FGFR1OP,T_FH,T_FHIT,T_FKBP9,T_FLNA,T_FLT4,T_GATA3,T_GOPC,T_HERPUD1,T_HLF,T_HSP90AA1,T_ITK,T_JAK1,T_JAK3,T_KAT6B,T_KDR,T_KIAA1549,T_KLF4,T_KMT2A,T_KMT2C,T_KMT2D,T_KRAS,T_LATS2,T_LIFR,T_LRP1B,T_MAP3K1,T_MECOM,T_MED12,T_MLH1,T_MNX1,T_MSH6,T_MSN,T_MUC16,T_MYB,T_NBEA,T_NCOA2,T_NCOR1,T_NCOR2,T_NF2,T_NFATC2,T_NKX2-1,T_NOTCH1,T_NOTCH2,T_NUP214,T_NUP98,T_PALB2,T_PAX5,T_PBRM1,T_PCM1,T_PDE4DIP,T_PICALM,T_PIK3CA,T_PIK3CB,T_PML,T_PMS1,T_POLE,T_POLQ,T_PPP2R1A,T_PRDM1,T_PREX2,T_PTEN,T_PTPN11,T_PTPN13,T_PTPRB,T_PTPRD,T_QKI,T_RB1,T_RECQL4,T_RET,T_RGS7,T_RHOA,T_RNF213,T_RNF43,T_RPL22,T_RUNX1T1,T_SEPT6,T_SEPT9,T_SETDB1,T_SF3B1,T_SIRPA,T_SMAD2,T_SMAD4,T_SMARCA4,T_SOX21,T_SPEN,T_SPOP,T_STAG1,T_STAG2,T_TBX3,T_TCF3,T_TGFBR2,T_TP53,T_TSC2,T_UBR5,T_USP6,T_VAV1,T_WNK2,T_XPC,T_ZMYM3,T_ZNF429,T_ZNF521
267,5.606,5.606,5.606,5.606,3.333,3.333,5.606,5.606,5.606,1.031,1.031,4.137,5.606,5.606,5.606,5.606,5.606,5.606,1.031,5.606,-4.13,1.031,5.606,5.606,5.606,-0.109,1.031,5.606,5.606,1.031,5.606,5.606,5.606,5.606,0.109,2.904,1.031,5.606,3.333,5.606,5.606,-4.13,1.031,5.606,5.606,3.333,1.031,4.13,5.606,3.333,5.606,5.606,5.606,5.606,3.333,1.031,5.606,5.606,5.606,3.333,1.031,5.606,5.606,5.606,5.606,5.606,5.606,5.606,5.606,5.606,5.606,5.606,5.606,5.606,1.031,5.606,2.904,5.606,5.606,-0.109,0.109,1.031,5.606,5.606,3.333,3.333,5.606,3.333,5.606,5.606,3.333,5.606,5.606,5.606,5.606,5.606,3.333,5.606,3.333,5.606,5.606,5.606,-0.109,5.606,3.333,3.333,5.606,1.031,5.606,5.606,1.031,5.606,-4.13,5.606,5.606,5.606,5.606,-0.636,5.606,-0.109,5.606,5.606,-2.904,-0.109,-4.13,5.606,5.606,-0.109,5.606,-4.13,5.606,5.606,-0.109,5.606,-0.109,5.606,5.606,5.606,5.606,5.606,1.031,5.606,5.606,3.333,5.606,-0.109,-2.904,5.606,3.333,5.606,1.031,5.606,3.333,5.606,1.031,1.031
268,0.897,0.897,0.897,0.897,-0.703,-0.703,0.897,0.897,0.897,3.464,3.464,1.3769999999999998,0.897,0.897,0.897,0.897,0.897,0.897,3.464,0.897,-1.859,3.464,0.897,0.897,0.897,0.49700000000000005,3.464,0.897,0.897,3.464,0.897,0.897,0.897,0.897,-0.49700000000000005,-0.26,3.464,0.897,-0.703,0.897,0.897,-1.859,3.464,0.897,0.897,-0.703,3.464,1.859,0.897,-0.703,0.897,0.897,0.897,0.897,-0.703,3.464,0.897,0.897,0.897,-0.703,3.464,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,3.464,0.897,-0.26,0.897,0.897,0.49700000000000005,-0.49700000000000005,3.464,0.897,0.897,-0.703,-0.703,0.897,-0.703,0.897,0.897,-0.703,0.897,0.897,0.897,0.897,0.897,-0.703,0.897,-0.703,0.897,0.897,0.897,0.49700000000000005,0.897,-0.703,-0.703,0.897,3.464,0.897,0.897,3.464,0.897,-1.859,0.897,0.897,0.897,0.897,-2.826,0.897,0.49700000000000005,0.897,0.897,0.26,0.49700000000000005,-1.859,0.897,0.897,0.49700000000000005,0.897,-1.859,0.897,0.897,0.49700000000000005,0.897,0.49700000000000005,0.897,0.897,0.897,0.897,0.897,3.464,0.897,0.897,-0.703,0.897,0.49700000000000005,0.26,0.897,-0.703,0.897,3.464,0.897,-0.703,0.897,3.464,3.464
269,-1.984,-1.984,-1.984,-1.984,-0.905,-0.905,-1.984,-1.984,-1.984,3.2560000000000002,3.2560000000000002,1.083,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,3.2560000000000002,-1.984,-0.5770000000000001,3.2560000000000002,-1.984,-1.984,-1.984,-0.6459999999999999,3.2560000000000002,-1.984,-1.984,3.2560000000000002,-1.984,-1.984,-1.984,-1.984,0.6459999999999999,-1.3659999999999999,3.2560000000000002,-1.984,-0.905,-1.984,-1.984,-0.5770000000000001,3.2560000000000002,-1.984,-1.984,-0.905,3.2560000000000002,0.5770000000000001,-1.984,-0.905,-1.984,-1.984,-1.984,-1.984,-0.905,3.2560000000000002,-1.984,-1.984,-1.984,-0.905,3.2560000000000002,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,3.2560000000000002,-1.984,-1.3659999999999999,-1.984,-1.984,-0.6459999999999999,0.6459999999999999,3.2560000000000002,-1.984,-1.984,-0.905,-0.905,-1.984,-0.905,-1.984,-1.984,-0.905,-1.984,-1.984,-1.984,-1.984,-1.984,-0.905,-1.984,-0.905,-1.984,-1.984,-1.984,-0.6459999999999999,-1.984,-0.905,-0.905,-1.984,3.2560000000000002,-1.984,-1.984,3.2560000000000002,-1.984,-0.5770000000000001,-1.984,-1.984,-1.984,-1.984,-1.545,-1.984,-0.6459999999999999,-1.984,-1.984,1.3659999999999999,-0.6459999999999999,-0.5770000000000001,-1.984,-1.984,-0.6459999999999999,-1.984,-0.5770000000000001,-1.984,-1.984,-0.6459999999999999,-1.984,-0.6459999999999999,-1.984,-1.984,-1.984,-1.984,-1.984,3.2560000000000002,-1.984,-1.984,-0.905,-1.984,-0.6459999999999999,1.3659999999999999,-1.984,-0.905,-1.984,3.2560000000000002,-1.984,-0.905,-1.984,3.2560000000000002,3.2560000000000002
270,1.09,1.09,1.09,1.09,2.165,2.165,1.09,1.09,1.09,-0.111,-0.111,1.919,1.09,1.09,1.09,1.09,1.09,1.09,-0.111,1.09,-2.7510000000000003,-0.111,1.09,1.09,1.09,0.7809999999999999,-0.111,1.09,1.09,-0.111,1.09,1.09,1.09,1.09,-0.7809999999999999,2.7430000000000003,-0.111,1.09,2.165,1.09,1.09,-2.7510000000000003,-0.111,1.09,1.09,2.165,-0.111,2.7510000000000003,1.09,2.165,1.09,1.09,1.09,1.09,2.165,-0.111,1.09,1.09,1.09,2.165,-0.111,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,-0.111,1.09,2.7430000000000003,1.09,1.09,0.7809999999999999,-0.7809999999999999,-0.111,1.09,1.09,2.165,2.165,1.09,2.165,1.09,1.09,2.165,1.09,1.09,1.09,1.09,1.09,2.165,1.09,2.165,1.09,1.09,1.09,0.7809999999999999,1.09,2.165,2.165,1.09,-0.111,1.09,1.09,-0.111,1.09,-2.7510000000000003,1.09,1.09,1.09,1.09,-0.575,1.09,0.7809999999999999,1.09,1.09,-2.7430000000000003,0.7809999999999999,-2.7510000000000003,1.09,1.09,0.7809999999999999,1.09,-2.7510000000000003,1.09,1.09,0.7809999999999999,1.09,0.7809999999999999,1.09,1.09,1.09,1.09,1.09,-0.111,1.09,1.09,2.165,1.09,0.7809999999999999,-2.7430000000000003,1.09,2.165,1.09,-0.111,1.09,2.165,1.09,-0.111,-0.111
271,-0.503,-0.503,-0.503,-0.503,1.992,1.992,-0.503,-0.503,-0.503,0.385,0.385,2.149,-0.503,-0.503,-0.503,-0.503,-0.503,-0.503,0.385,-0.503,-0.98,0.385,-0.503,-0.503,-0.503,-1.4069999999999998,0.385,-0.503,-0.503,0.385,-0.503,-0.503,-0.503,-0.503,1.4069999999999998,0.6859999999999999,0.385,-0.503,1.992,-0.503,-0.503,-0.98,0.385,-0.503,-0.503,1.992,0.385,0.98,-0.503,1.992,-0.503,-0.503,-0.503,-0.503,1.992,0.385,-0.503,-0.503,-0.503,1.992,0.385,-0.503,-0.503,-0.503,-0.503,-0.503,-0.503,-0.503,-0.503,-0.503,-0.503,-0.503,-0.503,-0.503,0.385,-0.503,0.6859999999999999,-0.503,-0.503,-1.4069999999999998,1.4069999999999998,0.385,-0.503,-0.503,1.992,1.992,-0.503,1.992,-0.503,-0.503,1.992,-0.503,-0.503,-0.503,-0.503,-0.503,1.992,-0.503,1.992,-0.503,-0.503,-0.503,-1.4069999999999998,-0.503,1.992,1.992,-0.503,0.385,-0.503,-0.503,0.385,-0.503,-0.98,-0.503,-0.503,-0.503,-0.503,0.888,-0.503,-1.4069999999999998,-0.503,-0.503,-0.6859999999999999,-1.4069999999999998,-0.98,-0.503,-0.503,-1.4069999999999998,-0.503,-0.98,-0.503,-0.503,-1.4069999999999998,-0.503,-1.4069999999999998,-0.503,-0.503,-0.503,-0.503,-0.503,0.385,-0.503,-0.503,1.992,-0.503,-1.4069999999999998,-0.6859999999999999,-0.503,1.992,-0.503,0.385,-0.503,1.992,-0.503,0.385,0.385
272,5.914,5.914,5.914,5.914,1.883,1.883,5.914,5.914,5.914,2.733,2.733,4.03,5.914,5.914,5.914,5.914,5.914,5.914,2.733,5.914,-11.012,2.733,5.914,5.914,5.914,2.4090000000000003,2.733,5.914,5.914,2.733,5.914,5.914,5.914,5.914,-2.4090000000000003,4.164,2.733,5.914,1.883,5.914,5.914,-11.012,2.733,5.914,5.914,1.883,2.733,11.012,5.914,1.883,5.914,5.914,5.914,5.914,1.883,2.733,5.914,5.914,5.914,1.883,2.733,5.914,5.914,5.914,5.914,5.914,5.914,5.914,5.914,5.914,5.914,5.914,5.914,5.914,2.733,5.914,4.164,5.914,5.914,2.4090000000000003,-2.4090000000000003,2.733,5.914,5.914,1.883,1.883,5.914,1.883,5.914,5.914,1.883,5.914,5.914,5.914,5.914,5.914,1.883,5.914,1.883,5.914,5.914,5.914,2.4090000000000003,5.914,1.883,1.883,5.914,2.733,5.914,5.914,2.733,5.914,-11.012,5.914,5.914,5.914,5.914,-4.636,5.914,2.4090000000000003,5.914,5.914,-4.164,2.4090000000000003,-11.012,5.914,5.914,2.4090000000000003,5.914,-11.012,5.914,5.914,2.4090000000000003,5.914,2.4090000000000003,5.914,5.914,5.914,5.914,5.914,2.733,5.914,5.914,1.883,5.914,2.4090000000000003,-4.164,5.914,1.883,5.914,2.733,5.914,1.883,5.914,2.733,2.733
273,-3.341,-3.341,-3.341,-3.341,2.001,2.001,-3.341,-3.341,-3.341,5.888999999999999,5.888999999999999,7.1339999999999995,-3.341,-3.341,-3.341,-3.341,-3.341,-3.341,5.888999999999999,-3.341,-4.0,5.888999999999999,-3.341,-3.341,-3.341,-1.75,5.888999999999999,-3.341,-3.341,5.888999999999999,-3.341,-3.341,-3.341,-3.341,1.75,0.449,5.888999999999999,-3.341,2.001,-3.341,-3.341,-4.0,5.888999999999999,-3.341,-3.341,2.001,5.888999999999999,4.0,-3.341,2.001,-3.341,-3.341,-3.341,-3.341,2.001,5.888999999999999,-3.341,-3.341,-3.341,2.001,5.888999999999999,-3.341,-3.341,-3.341,-3.341,-3.341,-3.341,-3.341,-3.341,-3.341,-3.341,-3.341,-3.341,-3.341,5.888999999999999,-3.341,0.449,-3.341,-3.341,-1.75,1.75,5.888999999999999,-3.341,-3.341,2.001,2.001,-3.341,2.001,-3.341,-3.341,2.001,-3.341,-3.341,-3.341,-3.341,-3.341,2.001,-3.341,2.001,-3.341,-3.341,-3.341,-1.75,-3.341,2.001,2.001,-3.341,5.888999999999999,-3.341,-3.341,5.888999999999999,-3.341,-4.0,-3.341,-3.341,-3.341,-3.341,-1.6230000000000002,-3.341,-1.75,-3.341,-3.341,-0.449,-1.75,-4.0,-3.341,-3.341,-1.75,-3.341,-4.0,-3.341,-3.341,-1.75,-3.341,-1.75,-3.341,-3.341,-3.341,-3.341,-3.341,5.888999999999999,-3.341,-3.341,2.001,-3.341,-1.75,-0.449,-3.341,2.001,-3.341,5.888999999999999,-3.341,2.001,-3.341,5.888999999999999,5.888999999999999
274,-1.651,-1.651,-1.651,-1.651,-0.7509999999999999,-0.7509999999999999,-1.651,-1.651,-1.651,-2.2969999999999997,-2.2969999999999997,-2.275,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-2.2969999999999997,-1.651,3.8489999999999998,-2.2969999999999997,-1.651,-1.651,-1.651,-1.3359999999999999,-2.2969999999999997,-1.651,-1.651,-2.2969999999999997,-1.651,-1.651,-1.651,-1.651,1.3359999999999999,-1.784,-2.2969999999999997,-1.651,-0.7509999999999999,-1.651,-1.651,3.8489999999999998,-2.2969999999999997,-1.651,-1.651,-0.7509999999999999,-2.2969999999999997,-3.8489999999999998,-1.651,-0.7509999999999999,-1.651,-1.651,-1.651,-1.651,-0.7509999999999999,-2.2969999999999997,-1.651,-1.651,-1.651,-0.7509999999999999,-2.2969999999999997,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-2.2969999999999997,-1.651,-1.784,-1.651,-1.651,-1.3359999999999999,1.3359999999999999,-2.2969999999999997,-1.651,-1.651,-0.7509999999999999,-0.7509999999999999,-1.651,-0.7509999999999999,-1.651,-1.651,-0.7509999999999999,-1.651,-1.651,-1.651,-1.651,-1.651,-0.7509999999999999,-1.651,-0.7509999999999999,-1.651,-1.651,-1.651,-1.3359999999999999,-1.651,-0.7509999999999999,-0.7509999999999999,-1.651,-2.2969999999999997,-1.651,-1.651,-2.2969999999999997,-1.651,3.8489999999999998,-1.651,-1.651,-1.651,-1.651,2.929,-1.651,-1.3359999999999999,-1.651,-1.651,1.784,-1.3359999999999999,3.8489999999999998,-1.651,-1.651,-1.3359999999999999,-1.651,3.8489999999999998,-1.651,-1.651,-1.3359999999999999,-1.651,-1.3359999999999999,-1.651,-1.651,-1.651,-1.651,-1.651,-2.2969999999999997,-1.651,-1.651,-0.7509999999999999,-1.651,-1.3359999999999999,1.784,-1.651,-0.7509999999999999,-1.651,-2.2969999999999997,-1.651,-0.7509999999999999,-1.651,-2.2969999999999997,-2.2969999999999997
275,5.38,5.38,5.38,5.38,-0.21100000000000002,-0.21100000000000002,5.38,5.38,5.38,0.276,0.276,-0.013000000000000001,5.38,5.38,5.38,5.38,5.38,5.38,0.276,5.38,-0.11699999999999999,0.276,5.38,5.38,5.38,0.162,0.276,5.38,5.38,0.276,5.38,5.38,5.38,5.38,-0.162,-0.07,0.276,5.38,-0.21100000000000002,5.38,5.38,-0.11699999999999999,0.276,5.38,5.38,-0.21100000000000002,0.276,0.11699999999999999,5.38,-0.21100000000000002,5.38,5.38,5.38,5.38,-0.21100000000000002,0.276,5.38,5.38,5.38,-0.21100000000000002,0.276,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,0.276,5.38,-0.07,5.38,5.38,0.162,-0.162,0.276,5.38,5.38,-0.21100000000000002,-0.21100000000000002,5.38,-0.21100000000000002,5.38,5.38,-0.21100000000000002,5.38,5.38,5.38,5.38,5.38,-0.21100000000000002,5.38,-0.21100000000000002,5.38,5.38,5.38,0.162,5.38,-0.21100000000000002,-0.21100000000000002,5.38,0.276,5.38,5.38,0.276,5.38,-0.11699999999999999,5.38,5.38,5.38,5.38,-0.33399999999999996,5.38,0.162,5.38,5.38,0.07,0.162,-0.11699999999999999,5.38,5.38,0.162,5.38,-0.11699999999999999,5.38,5.38,0.162,5.38,0.162,5.38,5.38,5.38,5.38,5.38,0.276,5.38,5.38,-0.21100000000000002,5.38,0.162,0.07,5.38,-0.21100000000000002,5.38,0.276,5.38,-0.21100000000000002,5.38,0.276,0.276
276,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,3.065,3.065,0.45399999999999996,0.45399999999999996,0.45399999999999996,-0.675,-0.675,2.241,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,-0.675,0.45399999999999996,-2.7680000000000002,-0.675,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.44799999999999995,-0.675,0.45399999999999996,0.45399999999999996,-0.675,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,-0.44799999999999995,3.284,-0.675,0.45399999999999996,3.065,0.45399999999999996,0.45399999999999996,-2.7680000000000002,-0.675,0.45399999999999996,0.45399999999999996,3.065,-0.675,2.7680000000000002,0.45399999999999996,3.065,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,3.065,-0.675,0.45399999999999996,0.45399999999999996,0.45399999999999996,3.065,-0.675,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,-0.675,0.45399999999999996,3.284,0.45399999999999996,0.45399999999999996,0.44799999999999995,-0.44799999999999995,-0.675,0.45399999999999996,0.45399999999999996,3.065,3.065,0.45399999999999996,3.065,0.45399999999999996,0.45399999999999996,3.065,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,3.065,0.45399999999999996,3.065,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.44799999999999995,0.45399999999999996,3.065,3.065,0.45399999999999996,-0.675,0.45399999999999996,0.45399999999999996,-0.675,0.45399999999999996,-2.7680000000000002,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.102,0.45399999999999996,0.44799999999999995,0.45399999999999996,0.45399999999999996,-3.284,0.44799999999999995,-2.7680000000000002,0.45399999999999996,0.45399999999999996,0.44799999999999995,0.45399999999999996,-2.7680000000000002,0.45399999999999996,0.45399999999999996,0.44799999999999995,0.45399999999999996,0.44799999999999995,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,0.45399999999999996,-0.675,0.45399999999999996,0.45399999999999996,3.065,0.45399999999999996,0.44799999999999995,-3.284,0.45399999999999996,3.065,0.45399999999999996,-0.675,0.45399999999999996,3.065,0.45399999999999996,-0.675,-0.675
277,1.452,1.452,1.452,1.452,1.923,1.923,1.452,1.452,1.452,2.209,2.209,3.6210000000000004,1.452,1.452,1.452,1.452,1.452,1.452,2.209,1.452,-8.197000000000001,2.209,1.452,1.452,1.452,2.155,2.209,1.452,1.452,2.209,1.452,1.452,1.452,1.452,-2.155,3.9339999999999997,2.209,1.452,1.923,1.452,1.452,-8.197000000000001,2.209,1.452,1.452,1.923,2.209,8.197000000000001,1.452,1.923,1.452,1.452,1.452,1.452,1.923,2.209,1.452,1.452,1.452,1.923,2.209,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,2.209,1.452,3.9339999999999997,1.452,1.452,2.155,-2.155,2.209,1.452,1.452,1.923,1.923,1.452,1.923,1.452,1.452,1.923,1.452,1.452,1.452,1.452,1.452,1.923,1.452,1.923,1.452,1.452,1.452,2.155,1.452,1.923,1.923,1.452,2.209,1.452,1.452,2.209,1.452,-8.197000000000001,1.452,1.452,1.452,1.452,-3.7739999999999996,1.452,2.155,1.452,1.452,-3.9339999999999997,2.155,-8.197000000000001,1.452,1.452,2.155,1.452,-8.197000000000001,1.452,1.452,2.155,1.452,2.155,1.452,1.452,1.452,1.452,1.452,2.209,1.452,1.452,1.923,1.452,2.155,-3.9339999999999997,1.452,1.923,1.452,2.209,1.452,1.923,1.452,2.209,2.209
278,-3.833,-3.833,-3.833,-3.833,-2.137,-2.137,-3.833,-3.833,-3.833,-1.683,-1.683,-3.4139999999999997,-3.833,-3.833,-3.833,-3.833,-3.833,-3.833,-1.683,-3.833,6.779,-1.683,-3.833,-3.833,-3.833,-1.855,-1.683,-3.833,-3.833,-1.683,-3.833,-3.833,-3.833,-3.833,1.855,-3.8810000000000002,-1.683,-3.833,-2.137,-3.833,-3.833,6.779,-1.683,-3.833,-3.833,-2.137,-1.683,-6.779,-3.833,-2.137,-3.833,-3.833,-3.833,-3.833,-2.137,-1.683,-3.833,-3.833,-3.833,-2.137,-1.683,-3.833,-3.833,-3.833,-3.833,-3.833,-3.833,-3.833,-3.833,-3.833,-3.833,-3.833,-3.833,-3.833,-1.683,-3.833,-3.8810000000000002,-3.833,-3.833,-1.855,1.855,-1.683,-3.833,-3.833,-2.137,-2.137,-3.833,-2.137,-3.833,-3.833,-2.137,-3.833,-3.833,-3.833,-3.833,-3.833,-2.137,-3.833,-2.137,-3.833,-3.833,-3.833,-1.855,-3.833,-2.137,-2.137,-3.833,-1.683,-3.833,-3.833,-1.683,-3.833,6.779,-3.833,-3.833,-3.833,-3.833,2.957,-3.833,-1.855,-3.833,-3.833,3.8810000000000002,-1.855,6.779,-3.833,-3.833,-1.855,-3.833,6.779,-3.833,-3.833,-1.855,-3.833,-1.855,-3.833,-3.833,-3.833,-3.833,-3.833,-1.683,-3.833,-3.833,-2.137,-3.833,-1.855,3.8810000000000002,-3.833,-2.137,-3.833,-1.683,-3.833,-2.137,-3.833,-1.683,-1.683
279,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-0.596,-0.596,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-2.155,-2.155,-2.011,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-2.155,-5.0489999999999995,3.662,-2.155,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-1.4869999999999999,-2.155,-5.0489999999999995,-5.0489999999999995,-2.155,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,1.4869999999999999,-1.7469999999999999,-2.155,-5.0489999999999995,-0.596,-5.0489999999999995,-5.0489999999999995,3.662,-2.155,-5.0489999999999995,-5.0489999999999995,-0.596,-2.155,-3.662,-5.0489999999999995,-0.596,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-0.596,-2.155,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-0.596,-2.155,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-2.155,-5.0489999999999995,-1.7469999999999999,-5.0489999999999995,-5.0489999999999995,-1.4869999999999999,1.4869999999999999,-2.155,-5.0489999999999995,-5.0489999999999995,-0.596,-0.596,-5.0489999999999995,-0.596,-5.0489999999999995,-5.0489999999999995,-0.596,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-0.596,-5.0489999999999995,-0.596,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-1.4869999999999999,-5.0489999999999995,-0.596,-0.596,-5.0489999999999995,-2.155,-5.0489999999999995,-5.0489999999999995,-2.155,-5.0489999999999995,3.662,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,2.977,-5.0489999999999995,-1.4869999999999999,-5.0489999999999995,-5.0489999999999995,1.7469999999999999,-1.4869999999999999,3.662,-5.0489999999999995,-5.0489999999999995,-1.4869999999999999,-5.0489999999999995,3.662,-5.0489999999999995,-5.0489999999999995,-1.4869999999999999,-5.0489999999999995,-1.4869999999999999,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-5.0489999999999995,-2.155,-5.0489999999999995,-5.0489999999999995,-0.596,-5.0489999999999995,-1.4869999999999999,1.7469999999999999,-5.0489999999999995,-0.596,-5.0489999999999995,-2.155,-5.0489999999999995,-0.596,-5.0489999999999995,-2.155,-2.155
280,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,-1.73,-1.73,4.611000000000001,4.611000000000001,4.611000000000001,-0.768,-0.768,-2.1959999999999997,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,-0.768,4.611000000000001,12.274000000000001,-0.768,4.611000000000001,4.611000000000001,4.611000000000001,-5.412999999999999,-0.768,4.611000000000001,4.611000000000001,-0.768,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,5.412999999999999,-7.5489999999999995,-0.768,4.611000000000001,-1.73,4.611000000000001,4.611000000000001,12.274000000000001,-0.768,4.611000000000001,4.611000000000001,-1.73,-0.768,-12.274000000000001,4.611000000000001,-1.73,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,-1.73,-0.768,4.611000000000001,4.611000000000001,4.611000000000001,-1.73,-0.768,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,-0.768,4.611000000000001,-7.5489999999999995,4.611000000000001,4.611000000000001,-5.412999999999999,5.412999999999999,-0.768,4.611000000000001,4.611000000000001,-1.73,-1.73,4.611000000000001,-1.73,4.611000000000001,4.611000000000001,-1.73,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,-1.73,4.611000000000001,-1.73,4.611000000000001,4.611000000000001,4.611000000000001,-5.412999999999999,4.611000000000001,-1.73,-1.73,4.611000000000001,-0.768,4.611000000000001,4.611000000000001,-0.768,4.611000000000001,12.274000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,5.2010000000000005,4.611000000000001,-5.412999999999999,4.611000000000001,4.611000000000001,7.5489999999999995,-5.412999999999999,12.274000000000001,4.611000000000001,4.611000000000001,-5.412999999999999,4.611000000000001,12.274000000000001,4.611000000000001,4.611000000000001,-5.412999999999999,4.611000000000001,-5.412999999999999,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,4.611000000000001,-0.768,4.611000000000001,4.611000000000001,-1.73,4.611000000000001,-5.412999999999999,7.5489999999999995,4.611000000000001,-1.73,4.611000000000001,-0.768,4.611000000000001,-1.73,4.611000000000001,-0.768,-0.768
