Pathway,Score_AR,Score_ARNTL,Score_ATF1,Score_ATF2,Score_ATF4,Score_BACH1,Score_CDX2,Score_CEBPA,Score_CEBPB,Score_CEBPD,Score_CREB1,Score_CTCF,Score_E2F1,Score_E2F2,Score_E2F3,Score_E2F4,Score_EGR1,Score_ELK1,Score_EPAS1,Score_ERG,Score_ESR1,Score_ESR2,Score_ETS1,Score_ETS2,Score_ETV4,Score_FLI1,Score_FOS,Score_FOSL1,Score_FOSL2,Score_FOXA1,Score_FOXL2,Score_FOXM1,Score_FOXO1,Score_FOXO3,Score_FOXO4,Score_FOXP1,Score_GATA1,Score_GATA2,Score_GATA3,Score_GLI2,Score_HIF1A,Score_HNF1A,Score_HNF4A,Score_IRF1,Score_IRF9,Score_JUN,Score_JUND,Score_KLF4,Score_KMT2A,Score_LEF1,Score_MITF,Score_MYB,Score_MYC,Score_MYCN,Score_NFATC2,Score_NFE2L2,Score_NFIC,Score_NFKB1,Score_NFKB2,Score_NR2F2,Score_NR5A1,Score_PAX6,Score_PAX8,Score_PGR,Score_POU2F1,Score_PPARA,Score_PPARG,Score_PRDM14,Score_RARA,Score_REL,Score_RELA,Score_RELB,Score_REST,Score_RFX5,Score_RUNX1,Score_RXRA,Score_SMAD3,Score_SMAD4,Score_SOX10,Score_SOX2,Score_SOX9,Score_SP1,Score_SP3,Score_SPI1,Score_SREBF1,Score_SREBF2,Score_SRF,Score_STAT1,Score_STAT2,Score_STAT3,Score_STAT5A,Score_STAT5B,Score_STAT6,Score_TAL1,Score_TCF7L2,Score_TFAP2A,Score_TFAP2C,Score_TP53,Score_TP63,Score_TWIST1,Score_USF1,Score_USF2,Score_VDR,Score_WT1,Score_YY1,Score_ZNF263
Fatty Acid Biosynthesis,-0.33992789112276445,-0.7390043068169334,-0.7544908484001284,-3.122150728717694,-1.5442561391693208,-1.0858505433405847,-6.203331392453335,-0.7279543977573176,-0.7126377156620803,-0.6630781696550226,-1.089246807402102,-0.4682743207723364,-0.09880360854833828,-0.3073249339699805,-0.14651896667668668,-0.16361447198039608,-0.5087756327243822,-0.2848810326077384,-0.2736834616389935,-0.4682743207723364,-1.0078404055816639,-0.6061331524268521,-0.3073249339699805,-0.9098830103242447,-1.2981824491815606,-0.49120323690358575,-0.9655750868996076,-2.3203194664675455,-1.1274447866546544,-4.213838122560088,-0.5617271878710451,-0.13490445728970135,-4.832821376307102,-1.1279000484798103,-1.6537959529427828,-3.9709241562888886,-0.26043962997498604,-1.6421992619666885,-1.20002644611271,-1.3710920373134539,-1.0078404055816639,-5.3665725264288,-3.781177489987967,-0.721892058528333,-0.8837443610610047,-0.6414996422421356,-0.4449622285715074,-2.158147421530755,-1.7363352254909095,-0.9451071891865548,-0.8942397230239074,-0.7867179883395714,-0.1506536593723462,-0.44230542340754453,-2.526118045080177,-1.2148865496488694,-2.6933772100251216,-0.34547149625543905,-2.47674094483593,-1.3486079360916499,-4.43028078315685,-0.7747720038573943,-0.23046200947229922,-1.2444054748499807,-0.9162454548027017,-0.6824655382273778,-1.6537959529427828,-0.7321534655739091,-1.310486412574338,-0.23211509306881728,-0.39301983355844344,-0.6414996422421356,-2.4427746946383495,-3.91227380294473,-3.914265029660217,-2.1477235868705367,-0.9759508389282133,-0.9120747161896137,-0.9789653276978317,-0.8646884592427969,-3.07625609882189,-0.516046882548846,-0.7767498364459103,-0.29767403002346426,-1.0920177595600251,-2.4336657451615022,-0.40882116964581955,-0.5888743402350352,-0.8105328981949587,-0.9162454548027017,-0.519811488791862,-0.42726196743855366,-0.28509867424172847,-0.9162454548027017,-1.2981824491815606,-1.1274447866546544,-4.948916645113101,-1.4191540840851193,-1.5857446612859525,-1.5596056678165309,-0.490467125564558,-0.672965475761949,-2.833193232189456,-0.16361447198039608,-1.0078404055816639,-5.388415563668601
Fatty Acid Elongation in Mitochondria,-1.2350737012750035,-1.0165014901422842,-0.7183853735586614,-0.7810443339675153,-0.8999231955258306,-1.3801437966946644,-1.567835347727507,-1.7073481701098814,-1.3085527235747825,-1.5372466910076084,-0.11026882370796581,-1.1995665294606561,-1.3206347298534176,-1.1575072972213611,-1.8633779728303228,-1.6613434781657317,-1.1436126443618033,-1.3074328449402879,-0.6225739648790555,-0.8487540578608223,-1.4413130543763322,-0.765837763704914,-0.6652291065233712,-0.5935765574644332,-1.7407594827253585,-0.10961178742290113,-1.5765202047940574,-1.3922932739285767,-1.5654600083173074,-1.345194821393082,-0.6286313060884346,-1.7313672598701095,-0.40641805180369994,-2.307572162336052,-0.5387503038745521,-1.3941193923141586,-0.887865239657863,-0.4346523428906088,-1.656197781775813,-1.3062073158569563,-1.7073481701098814,-2.040997692423595,-1.3941193923141586,-1.2074368774124733,-0.8966654023838002,-1.048123662904656,-0.3290343276352632,-0.9705259098610886,-0.15590470607134366,-1.0376780996267547,-0.6007670065408587,-0.35872653664826964,-0.8245081377960372,-2.2151069616659864,-0.3055692211891279,-1.515309564932576,-0.39317886095067445,-1.1672774661882581,-0.1756915749292223,-0.6849772584549024,-0.4202989479206839,-0.8334156208410478,-1.1770210703413855,-0.33770583487708705,-1.3611067396809706,-1.1497840535251291,-0.3891872374456536,-0.9071768350523653,-1.0359008532952168,-0.8009726549891859,-0.8055556237686738,-1.048123662904656,-1.1002149118315951,-2.040997692423595,-0.9312481890405959,-0.39344370564812053,-1.337780934866103,-1.292569560149528,-1.0310752672361525,-2.0210466810503913,-0.5461536433975919,-0.9051625812384204,-0.8487540578608223,-0.7028530518809301,-0.6335825219594966,-0.5895359189631875,-0.9556315001405296,-1.035294453679254,-1.4298539408087394,-1.345194821393082,-0.9225926405464696,-1.292569560149528,-0.6590601217710294,-1.5703927471248624,-1.7407594827253585,-1.5654600083173074,-0.6304719502548851,-0.796589200055296,-1.2715559055253953,-0.08271368972253192,-0.9698011032227187,-0.4822633168615771,-0.1902031745773427,-0.6454697155694883,-1.720133198811863,-0.6898241254158466
Fatty Acid Metabolism,-1.5684822665703861,-1.2779199543858366,-0.9260726016236734,-0.6497136357464696,-0.6512353790508784,-0.95525385907897,-1.4236858317903491,-1.4031367782830668,-0.9715991777827154,-1.538305625574067,-0.1872886305537009,-1.7387167349713772,-1.4561353029402957,-0.887727123964308,-1.6451734272711076,-1.465963039146667,-0.8159569448008385,-0.8607630053255363,-0.6771950894183623,-0.7085337048994335,-1.2963732297241537,-0.6550858643503554,-1.0446424756218586,-1.0009487774192152,-1.5950278820196229,-0.3291060138183096,-1.275489017184767,-0.9661148114577542,-1.4201244783941216,-1.5016803308407694,-0.5550621760677014,-1.4894697070254197,-0.63624431749331,-1.993823391470114,-0.3383075368404155,-1.2511525650400381,-2.16558489978306,-0.6091292727267852,-1.1842598282433825,-0.49955825697336365,-1.4031367782830668,-2.1958996524093366,-1.2511525650400381,-0.9282091901355023,-0.6242410436262222,-0.9055503200483992,-0.5354674368630128,-1.1297684058567388,-0.11752127712293063,-0.7872874698874468,-0.7298413865579758,-0.1450249022222727,-0.7287969882018279,-1.4333039894034094,-0.5206217726442512,-1.22370258381937,-0.2871423603925744,-0.7333868912500553,-0.29291655061005245,-1.5962454512517847,-0.3114443103031864,-1.2616532474220348,-1.8948696567453553,-0.5487284211832235,-1.200650335176788,-0.7232683087733552,-0.26532337256355526,-1.9862541488281669,-1.0078075360863585,-0.5836568370713087,-0.8793165997234021,-0.9055503200483992,-0.9607758411971836,-1.8948696567453553,-0.7953056600906988,-0.5522834851524075,-1.0568954200387917,-1.0000894711607844,-0.5690587446701446,-3.2676101791205565,-0.4268241379496059,-0.7641594150675717,-0.7085337048994335,-0.757327846108588,-0.566157294729046,-0.29756713792509815,-0.6374464860591704,-1.3574753644646977,-1.1330633322903714,-1.200650335176788,-0.868477954813594,-0.8471733891028812,-0.4753553793763741,-1.7704030774861406,-1.5950278820196229,-1.4201244783941216,-0.5059467378247117,-0.7777329420142342,-0.9479461397100978,-0.4603193497534998,-1.3643476677128774,-1.307285902434314,-0.20652056757644335,-1.2045012675233606,-1.3060257654664924,-0.5622912701427567
Folate Metabolism,-0.784976900559993,-1.1123577215767488,-0.8425074372057155,-0.14411586412913865,-1.1267906242794208,-1.2056439686677392,-0.12287483279497526,-0.9153938675237318,-0.4841267105010605,-0.15366396138300537,-0.15923422725148415,-1.6825511148154495,-2.0715640957998342,-1.7164684840047908,-2.4115192171102113,-2.3494475762374467,-0.7803270273995396,-0.7436281561569339,-0.714344403647507,-0.45119021685526867,-0.98929009179194,-0.11254985674580432,-0.8328830813362326,-0.4380030158580984,-0.7695386210928191,-0.23646631524271994,-0.6447437839076859,-0.23168669033229825,-0.9894923770907252,-0.12938419022936873,-0.39867998085933665,-3.0867682872763704,-0.12146815194567291,-0.7285133159361078,-0.2980507540361321,-0.2870401450956555,-1.1560154982784245,-1.0412816462465488,-0.5361040908605327,-1.3395146899436545,-0.7425000072866311,-0.07201782174158454,-0.16228387916921613,-0.3887369173632423,-0.3253607989403042,-0.5581546604167689,-0.576047615607929,-0.2286920214127903,-0.20933922284917444,-0.2997761631842011,-0.333958066739039,-0.14770791911268075,-1.0491292781971158,-1.5856928581806422,-0.09095456889800962,-1.4442842442750574,-0.04386880767438707,-0.3769867260769229,-0.9540602638969841,-1.1079418933259517,-0.16993783132361642,-0.43946170048378647,-2.184454181044883,-0.2464815910694048,-0.38998967143688396,-0.1331667235956135,-0.35109705066970887,-2.943691739462498,-0.04634953376072045,-0.649349282867311,-0.2616796131363184,-0.4915046613100972,-0.7541832657229854,-0.16993783132361642,-0.054248211642595724,-0.6371419452432374,-0.48655311503688226,-0.4954390154611922,-0.535652105952491,-1.3848495146819713,-0.1638239816223293,-0.649349282867311,-0.7519259187752835,-0.8041373277054981,-0.9350759608352542,-0.6447437839076859,-0.7773027193564166,-1.737416419538742,-0.5401432988408523,-0.5177336362272207,-0.8389970212873972,-0.6794136172488888,-0.4423943018244677,-2.0529670229807655,-0.7811346067627902,-1.0648934519527602,-0.2643632158557216,-0.16810780380127835,-1.082359096728402,-0.5989554351857528,-0.4732582614100203,-0.8725948997453998,-0.24485449406350854,-0.7934925756488524,-2.603977138683448,-0.4204821397854906
Fructose and Mannose Degradation,-0.5287281013962984,-0.809789548650929,-0.7636170405813386,-0.21201641113572786,-0.7639899088627928,-0.8481236903613584,-0.09088713564773267,-0.7488140756889466,-0.38860274878858686,-1.149784053524805,-0.5982529098795257,-3.074715343172093,-3.3858825127092067,-2.1540580757913923,-4.118656422216991,-2.5043546917596973,-0.6920679488727859,-1.5729044825234606,-1.0735592029026315,-0.8228629847112824,-0.5089542826357644,-0.3239157895977863,-0.9512699704192293,-0.43341743913247044,-1.2455141447535414,-0.17083021126280817,-0.9116908906933967,-0.8481236903613584,-0.6118669992141552,-0.12202524223013296,-1.4836330035035403,-3.547583656617846,-0.15449651948620213,-0.7452330984852459,-0.18712025031008075,-0.42412755977245337,-3.5776375799151983,-0.33251271201653887,-0.33907872952355034,-3.428847459660712,-0.8487540578608237,-0.1155491560523177,-0.06395661166836863,-1.0461303537405566,-0.8250228141275632,-1.236673907884628,-0.7019950467888167,-0.1285073697583091,-0.7894375904183182,-0.3725507402954275,-0.1414897940232029,-0.15752652945790027,-1.6268016712391988,-3.3460312309939604,-0.5620631908000863,-1.2314322351431835,-0.03830328306513239,-1.149784053524805,-0.47907087961307154,-4.352909935166504,-0.2726658134541885,-1.9118949172801472,-4.0050511970857405,-0.5323066614327202,-0.8424103978917287,-0.3166840099175841,-0.5913480325276069,-1.9461998381985102,-0.4682743207723364,-0.7415138152428068,-1.0095637005634208,-1.079561673426877,-0.05212252648315615,-0.07913345003245871,-0.038030409947701134,-0.06390727032613197,-1.0735592029026315,-1.3657047506469977,-1.1388771012535954,-2.9641109671071826,-0.16752763729406997,-1.0995828095409548,-0.8826287790213005,-1.350006142238277,-0.08453630690492864,-0.5922347613104569,-1.1210459498092564,-1.9234170960502288,-0.7452330984852459,-0.7901597690701958,-1.1211240088253582,-0.7990828367515812,-0.7594217009081636,-5.157815724539772,-1.0564797110883895,-1.1081305249504219,-0.12202524223013296,-1.3657047506469977,-0.6998448661986912,-0.5748244761376304,-0.7098878313861199,-1.9025929471947363,-0.39287954308106915,-3.4302896558523215,-1.4451574804464493,-0.5771919832068393
Galactose Metabolism,-0.4311048621855295,-1.2636010354499467,-0.41805262824946815,-0.1837506502667916,-0.4242756734809904,-0.6254547714350464,-0.3153979742373332,-0.567240301039618,-1.0036020058390802,-0.10953120453583665,-0.809523365301392,-1.473768404958271,-2.6291957129642776,-2.581983801787727,-1.8818003763206477,-3.1980717779367356,-0.45708100251394423,-1.6620404366918162,-0.5931335608814703,-0.9591770782127986,-0.4109299199236462,-0.4514826817956998,-0.7024901298796202,-0.1955455886097959,-1.013319129963423,-0.3078413696960682,-0.8497167141925144,-0.5706728495019948,-0.36500079067920127,-0.13063738726409763,-0.5260798368382371,-2.5967301622324976,-0.10953120453583665,-0.6046206656911419,-0.15182276980930978,-0.37368354936988907,-1.4123094804935992,-1.1790721982391008,-0.1650512858349312,-0.6855197257357315,-0.524936406199818,-0.09375318722012047,-0.051892782973963575,-1.127107183229357,-0.42357404601569876,-0.6103729945801631,-0.4641061848394522,-0.15713156018719296,-2.3969963779701424,-0.19154222438822624,-0.1595820916894152,-0.9150973015952049,-1.994751840576721,-1.0712862802296919,-0.7857260022163168,-0.7419075319606021,-0.0403709588242192,-0.5904566693287386,-0.8214597684587072,-2.8778299933823708,-0.2212294938712247,-1.0184338065503653,-2.8874170338973375,-0.2697850764478662,-0.5077172770026288,-0.4795299639734238,-0.37368354936988907,-2.657434357332028,-0.046681988332099536,-1.13469072813255,-0.5931335608814703,-0.8962853783358916,-0.11376195697352488,-0.09284478320247865,-0.09900762848048644,-0.23736833295341758,-0.3023890254948793,-0.23287352088288588,-0.4019683696141547,-1.406919924817951,-0.07801914134764898,-0.28347357939534196,-0.7857260022163168,-0.7335086530370803,-0.7874759548856374,-0.6392228827038192,-0.8526386578926484,-0.835607142620238,-0.7032163901666707,-0.5417288735078285,-0.8172281921751943,-0.7006130235995699,-0.6161311903708859,-1.944445618249548,-0.7006130235995699,-0.5036860642626434,-0.17308794880480793,-0.1890895621978483,-0.2996752053576604,-0.42914474722376517,-0.5197622958140853,-0.8962853783359593,-0.31876188024919655,-0.9764816342587186,-1.3270141698207394,-0.22327949305272177
Gluconeogenesis,-0.24761681958850532,-1.8655023257156809,-0.7432944682852253,-0.18217673693818667,-0.9875428928941022,-1.2625817942515771,-0.6829397723449566,-1.1336595843232182,-0.7083931962134906,-1.1002149118315938,-1.358914394315321,-0.7162901031940812,-1.5672014828492713,-1.9802625874161999,-2.3367856977861656,-1.3445771113973686,-1.873116293684061,-1.1777608351114814,-1.075250194539745,-0.764987791370183,-1.2157273197472125,-0.3070374620409451,-1.092102815444968,-0.291620476968573,-1.4025163108155914,-1.3931328111089492,-1.5925917786276658,-0.7715852399347513,-0.5476453944188259,-0.2948700570325337,-1.6296666723694815,-3.42176733184791,-0.1010117597803159,-0.27727068126756577,-0.00569506830817575,-0.41212298630976235,-1.6401142388225358,-0.35940364214918036,-0.3494492186401795,-1.4162315671629297,-1.0121988373009263,-0.1301136377148123,-0.16344663629249584,-1.5925917786276658,-1.015637662736145,-1.5257372412355452,-1.170741296960831,-0.14470530588565356,-0.2678825530544801,-0.8029686314176869,-0.15932426225345356,-0.2558914636472282,-0.6518221158470411,-1.517632244161002,-0.397024001568819,-1.1621240299717563,-0.07201782174158454,-2.436747360800498,-0.8411253690444115,-7.262606142290983,-0.24383741741090686,-1.3928883130820724,-4.0035586482558765,-0.03592597516522661,-0.7503686101479037,-0.41212298630976235,-0.6344003002452624,-3.03720314643597,-0.695123867526209,-1.092102815444968,-1.9765477213472227,-1.274856136569098,-0.16359185180066688,-0.08650134834262697,-0.12322859741811601,-0.18864444918501072,-1.5257372412355452,-1.7503307435815145,-0.5878904501917767,-1.8630693698609164,-0.35249867439460514,-1.4787908307754627,-1.4493007479175333,-1.0584373138804917,-0.42726196743855366,-1.0243815735938973,-1.4493007479175333,-0.7993991673968459,-1.3006481315123695,-1.5736765678504099,-0.7227647862224187,-0.6266511035883795,-1.6296666723694815,-3.3537280185155205,-1.5925917786276658,-1.3166676584001262,-0.8232573296863004,-1.4346895799871995,-1.1491835271858846,-1.3817585270605945,-0.426558422122034,-0.792958264536844,-0.44240873096679845,-1.243506964146317,-1.3865705648735218,-0.649965281433679
Glucose-Alanine Cycle,-0.5953370551421369,-1.8434573019719327,-0.5421369751991942,-0.20512116998140104,-0.5054842390154098,-1.2437183442109703,-0.10944542431837768,-0.9767509853199658,-0.38269626143498614,-0.10241597970627538,-0.7146205003924038,-0.440063247591635,-0.6319521726268637,-0.7078373031489023,-1.1616644883068579,-0.41854966259117415,-0.608343521262016,-0.8150127047289837,-0.388363035972305,-0.39286814875577464,-0.4133250793089288,-0.3858916569383821,-0.8666792209144412,-0.4701030975616855,-0.4324161946369259,-0.3315390632567378,-0.8128234712614567,-1.9671273623720587,-0.415872409414,-0.4987225621830826,-0.4536900776681591,-1.359492852299857,-0.14663635401634637,-0.35990916275209167,-0.1441235534754087,-0.5586178699968072,-1.6947065053135206,-0.34235703449115884,-0.6992699793747058,-0.5555649143829857,-0.9303163100597505,-0.07547596138221573,-0.1769804995196503,-0.7933974013134539,-0.5305713353524414,-0.7536166528246762,-0.7457014014091624,-0.39160149726830734,-0.18717425006774763,-0.30005523054470795,-0.6406490511828815,-0.3998469818205048,-0.2913670201524375,-1.194546117217491,-0.31955630067016516,-1.99955314195523,-0.023873490590785307,-0.7169024050779812,-0.3627590435088467,-3.527411931857641,-0.10177256841600081,-0.8873965718345211,-1.876132339361511,-0.14569178597324886,-0.4706158576161356,-0.5048062228658647,-0.3860837071473608,-1.838051076784402,-0.10919643026350136,-0.5372256087077973,-0.43740712055564174,-0.5470985647761805,-0.2541558124356884,-0.16936127154318764,-0.5118720823975847,-0.07246509416603888,-0.31770580768741613,-0.4066404193081235,-0.4530810932063769,-1.0595438348816721,-0.13159577012167084,-0.4804462064140769,-0.4268925713961676,-0.8154291334234528,-0.2473003189899952,-0.13447797053916904,-0.9400281306989433,-0.7395296221095173,-0.6558585783524823,-0.48044823076671417,-0.9962262917694965,-1.1450538427773402,-0.81468653962049,-2.323427228836649,-0.5131510387598558,-0.6135277906715377,-0.4530810932063769,-0.318079451706816,-0.6435123125047736,-0.5687196460762396,-0.37565420459390164,-0.8077288935927901,-0.583542079263928,-0.6436896317376476,-3.454239059134443,-0.5131510387598558
Glutamate Metabolism,-1.5062513603321843,-1.5702466903345638,-0.7474360474960228,-0.39024917393826036,-0.9470755421771914,-2.708017419393275,-0.4910362308496581,-2.7049323493523536,-0.7334913793385981,-0.8878652396578676,-0.2080096717648462,-3.8563697568649866,-3.371426673335672,-1.9868205095267837,-3.8733599476008465,-3.0967262545827827,-1.3512120387418287,-2.272529122723438,-1.4979836580712125,-2.0206353578951424,-1.5262253113498532,-0.4995115151418685,-1.9515821529455462,-1.0279283825838492,-2.2341374344584293,-1.098279590911426,-1.733720290831699,-0.6698395035705066,-1.0691227653704458,-0.19366341711863974,-1.1431614731390267,-4.25210389549628,-0.4817650565987278,-2.406987423729294,-0.2793049141653534,-0.2302980014362628,-1.8534108506502198,-0.313277247031076,-1.645622712022891,-0.6828377398231141,-2.4452125488510603,-0.15713156018719296,-0.16312670502722296,-1.7365915352054238,-0.897972399450889,-1.7764025183167282,-0.6089479196318652,-0.3655131171061934,-0.5681702060538619,-0.7161663013768854,-0.5224604260619147,-0.19228608107173778,-0.987757633892358,-1.2081485014593554,-0.40263483697370617,-3.4264078903695494,-0.6150244302971329,-1.3441643796245644,-0.5593911268385531,-3.224678750290912,-0.2670358925455773,-2.038891008186214,-2.8107644864911236,-0.40366280275620636,-0.8878652396578676,-1.322932864806284,-0.7288658752964888,-3.551954199996747,-0.4391464351793932,-1.6665378009287686,-1.0791364070438219,-1.5302546059059783,-0.48547338369341647,-0.5146388934579801,-0.07811461260176712,-0.6070872449966211,-1.5559867901447604,-1.4384448018272122,-0.47144092500207585,-4.812238139442424,-0.2793049141653534,-0.9706932542450639,-1.7085248214389752,-1.9633289888905279,-0.37802270097999163,-0.8143672905715232,-3.306246716246816,-4.059606569728854,-1.7214217179169324,-1.2674910077196802,-1.1493680351131716,-0.8373729613417557,-0.9591372636263805,-5.083553660199806,-1.6345780415364615,-1.5559867901447604,-0.335722421971895,-0.7972495952474448,-1.3066231054631094,-0.5021463404181323,-1.1326747034299318,-2.129249177076735,-0.7415778408128545,-3.4608159987043248,-1.9310099063872603,-0.15713156018719296
Glutathione Metabolism,-0.9695705141342819,-0.8971701567470359,-0.7701659490895711,-0.26936863483613815,-0.2308824611703376,-2.2257785436675706,-0.07773907624083815,-1.022474217303052,-0.4470282281586657,-1.237585534107104,-0.08586371618288703,-3.5107147075568923,-2.738427299629804,-1.9400872797313538,-2.9852485687167327,-3.3451093163298786,-2.6479990132700935,-1.7970091536400812,-1.0573807335932979,-1.713467903213576,-0.5820243995682506,-0.39090338151498843,-1.1675605506543285,-0.8401939515690799,-1.2896680587521658,-1.454689560696285,-0.6130342796067278,-0.368350178486302,-0.7678622959306071,-0.0992505285489929,-0.921447481797197,-3.0846583345011336,-1.0517443717093373,-1.981867521842923,-0.47726832260522345,-0.37368354936988907,-1.2950235746673329,-0.5402395043558985,-0.4070807000311265,-0.9917669043723965,-1.4867858782607775,-0.046681988332099536,-0.10991833622448426,-0.6082957299723496,-0.7463317852714764,-1.1536595650323038,-0.8202629049763217,-0.21301227044084328,-0.34919662430156406,-0.45279671669444255,-0.36464006473558624,-0.09585487244114022,-1.486353146485762,-1.7249971862513993,-0.7292108404572648,-1.9643569866161439,-0.9483654153944978,-0.9365555384431229,-0.39885420753879886,-0.7423137913287173,-0.1890895621978483,-0.8738871443969873,-2.7511312157909993,-0.6421537491665297,-0.5565860584518362,-0.77100193940491,-0.6539832661551737,-2.657434357332028,-0.5541659213071294,-0.689783053020959,-0.8318404932238688,-0.7035533486382904,-0.11995174128135995,-0.2212294938712247,-0.06208227669586182,-0.46219618818068653,-0.8597422222135734,-1.1536595650323038,-1.0557344840191352,-3.375518888117798,-0.22316234605210142,-1.0310946639001854,-1.232337318609514,-0.6718039658336838,-0.9562298087905832,-0.5541659213071294,-1.4215038548719507,-2.9533624662546085,-0.741051774478418,-0.5728571487331913,-0.7532683653855733,-0.9933277486388606,-1.2679113240990283,-2.4380554609252716,-1.5434620957173026,-0.8616301921667509,-0.18274804260059105,-1.1536595650323038,-0.8447328229633587,-1.31573123255665,-0.7787064044134622,-1.2085145080969704,-0.31876188024919655,-2.5641029779068085,-0.9805919741372123,-0.13592628472561247
Glycerol Phosphate Shuttle,-1.019844888874927,-0.5963430646559568,-0.5472535374499898,-0.4694617651272324,-1.1442327494709452,-0.897373060319938,-0.7666271463283885,-0.9384764817231517,-0.6185934612216455,-1.5016803308407694,-0.5622912701426178,-1.144014609773152,-0.9010184082238544,-0.7611646308625917,-2.4288672736919072,-1.1330633322903714,-1.0095637005632758,-0.9607758411970447,-1.4236858317903491,-0.5546857586849875,-0.8263720332907626,-0.6119988230079203,-0.9131953535516132,-0.6456537982721166,-1.1226558361263679,-0.4123225501263636,-1.1663724903615882,-0.5862215264175653,-0.9173814239336956,-0.6497136357464696,-1.27450897848106,-1.6951165505781225,-0.10695855180327465,-0.8189216828508548,-0.19814375575465887,-0.30922865879762207,-1.5559867901447573,-0.7034281483436645,-0.6303397919058487,-3.1388600092950467,-1.200650335176788,-0.360896365705115,-0.20657491938229072,-1.1663724903615882,-1.1663724903615882,-1.4340933279542136,-1.0364095014721817,-0.3273031803546261,-0.43691004653351434,-0.7016908968144162,-0.3842901794684743,-0.35702550766871777,-1.1905946847940325,-2.351011257031976,-0.29048894016438237,-1.065189410731553,-0.5780512877336228,-1.5016803308407694,-0.9479461397100978,-1.133268046057921,-0.8602251775020592,-1.1226558361263679,-1.4696663974535922,-0.3001640493997808,-0.7953056600906988,-0.6031857460335657,-0.627749785897799,-0.9890165591109301,-0.780689461695462,-0.9384764817231517,-1.357925415702773,-1.0095637005634146,-0.21253772194959022,-0.24842516124622846,-0.1796876685074784,-0.6798660233159141,-1.4236858317903491,-1.7054201856570708,-0.5989787576654783,-1.133268046057921,-0.9081393824425321,-1.2963732297241537,-1.4236858317903491,-0.8783502062094217,-0.7964460913917875,-0.9662336785618797,-0.8263720332906237,-0.7131067724081783,-0.9844172911007182,-1.1297684058567388,-0.33495009970480877,-0.21865390262468343,-1.0364095014721817,-0.4084728120174035,-0.9409442736225642,-1.0568954200387917,-0.7953056600906988,-1.5571715272557412,-1.86028061694581,-1.0858269158481182,-0.6609510492027455,-0.3897032271905489,-1.3011194668247656,-0.6210463962123501,-0.559195181838078,-0.6057420005431357
Glycerolipid Metabolism,-0.5688379368527204,-1.4469822699230537,-1.1505335705392241,-0.3358930495852865,-0.8769162404279067,-0.9360014462946317,-1.1451709441419666,-0.6830387452050894,-0.6823603633294782,-1.9257479257363384,-0.27826493717012535,-1.3519871009957147,-1.5729428489934527,-1.3133758923752539,-2.7742007736894623,-1.568692714901862,-0.7356973289282034,-0.7392492376718625,-0.5775193998197199,-0.6534413843772359,-0.9921247814031886,-0.3675622696488482,-0.8694532024234124,-0.7776896743948857,-1.2116646218911855,-0.38409806386558665,-1.0679909222100874,-1.5606996517045324,-1.0387433298006268,-1.1242468108756454,-0.7332705649864413,-3.127870178741069,-1.1242468108756454,-0.7070682037834825,-0.3001005467432666,-0.8815474759236758,-1.8529326695922934,-1.4868551529684562,-0.7206543417990614,-1.5056163550361037,-0.9398810969959777,-1.8105487710453194,-0.8815474759236758,-0.9891060271771277,-0.7544860990224571,-0.8389183205183673,-0.27360858561361295,-1.551902673928053,-0.2658806042516618,-0.4607249428355345,-0.33927670289859063,-0.21674150512854767,-0.7500194985669096,-2.224323935650745,-0.5307560921521883,-0.4083464929405328,-0.33927670289859063,-1.2005436563898746,-0.5947783014546913,-1.4069807927106714,-0.7077424477303639,-0.6994143489853828,-2.35792674476932,-0.27371725923085266,-1.1242468108756454,-0.815458581715226,-0.8006479528055748,-1.4134811138086096,-0.4097539634408573,-0.7953682575529092,-0.9229627585269943,-1.0615524423528893,-0.9435991953424187,-1.8105487710453194,-0.4598021123572648,-0.44041691275722383,-0.9844172911007213,-0.9295656627634437,-0.9096328810146131,-1.7228112391751687,-0.5206705585342788,-1.0026604746914278,-0.8855489272181754,-0.49586252037901557,-0.5315223011726274,-1.0207884159461,-0.5066054731385515,-1.0708598241204652,-0.6015107394968165,-0.9584279328419375,-0.7052432782414612,-0.6084544441179313,-0.42183001226464484,-1.6648225780173207,-1.298912993499031,-1.0387433298006268,-0.6594292063861517,-0.8824740593442183,-1.1632887345975473,-0.6570790913599333,-0.7940316714290813,-0.5044040460514877,-0.9295656627634437,-0.6156663666136837,-1.583631779091626,-0.761197328450119
