Pathway,Score_AR,Score_ARNTL,Score_ATF1,Score_ATF2,Score_ATF4,Score_BACH1,Score_CDX2,Score_CEBPA,Score_CEBPB,Score_CEBPD,Score_CREB1,Score_CTCF,Score_E2F1,Score_E2F2,Score_E2F3,Score_E2F4,Score_EGR1,Score_ELK1,Score_EPAS1,Score_ERG,Score_ESR1,Score_ESR2,Score_ETS1,Score_ETS2,Score_ETV4,Score_FLI1,Score_FOS,Score_FOSL1,Score_FOSL2,Score_FOXA1,Score_FOXL2,Score_FOXM1,Score_FOXO1,Score_FOXO3,Score_FOXO4,Score_FOXP1,Score_GATA1,Score_GATA2,Score_GATA3,Score_GLI2,Score_HIF1A,Score_HNF1A,Score_HNF4A,Score_IRF1,Score_IRF9,Score_JUN,Score_JUND,Score_KLF4,Score_KMT2A,Score_LEF1,Score_MITF,Score_MYB,Score_MYC,Score_MYCN,Score_NFATC2,Score_NFE2L2,Score_NFIC,Score_NFKB1,Score_NFKB2,Score_NR2F2,Score_NR5A1,Score_PAX6,Score_PAX8,Score_PGR,Score_POU2F1,Score_PPARA,Score_PPARG,Score_PRDM14,Score_RARA,Score_REL,Score_RELA,Score_RELB,Score_REST,Score_RFX5,Score_RUNX1,Score_RXRA,Score_SMAD3,Score_SMAD4,Score_SOX10,Score_SOX2,Score_SOX9,Score_SP1,Score_SP3,Score_SPI1,Score_SREBF1,Score_SREBF2,Score_SRF,Score_STAT1,Score_STAT2,Score_STAT3,Score_STAT5A,Score_STAT5B,Score_STAT6,Score_TAL1,Score_TCF7L2,Score_TFAP2A,Score_TFAP2C,Score_TP53,Score_TP63,Score_TWIST1,Score_USF1,Score_USF2,Score_VDR,Score_WT1,Score_YY1,Score_ZNF263
De Novo Triacylglycerol Biosynthesis,-0.17119916219858258,-0.041453133143040874,-0.5356772794218084,-0.39332409751346825,-2.1379077054316507,-1.0933343878327424,-1.4808152837490325,-0.3118312811946598,-0.8540295216269828,-2.169371006049001,-0.6508634097577641,-0.11103067747604548,-0.09098111806157495,-0.4764097589523309,-0.26059989386655463,-0.0595754882418189,-0.531732186008683,-0.0568312131152929,-0.745647608173979,-1.4820416070543703,-0.8600962613766888,-1.1935385023110594,-0.45160692826133,-0.4594012617260155,-0.6804998749222319,-1.0864255219792405,-0.7533221915943921,-1.2974367642465434,-0.5254173188627435,-0.9261970775404645,-1.1024560653555753,-0.05466819725837813,-0.7771415879615985,-0.20370725207375076,-0.32831880313644235,-2.3800355749189577,-0.24674500527240179,-0.5216354670461792,-0.927096964435955,-0.6581595994620026,-0.5767707357032593,-2.286304130311932,-1.1629848304222346,-1.1019223853294715,-1.0078404055815158,-0.7738239048110475,-0.9701363703229859,-0.8275792383624072,-1.3946915130745434,-0.9393453217708635,-0.45522012102185855,-2.575802176437331,-0.29805092547728695,-0.564216605907325,-1.7682136275382523,-1.0769255035421603,-1.0525936018317836,-1.3627258695181617,-0.8835109748020781,-0.2589722960488284,-3.5511916335342275,-0.6829166535462319,-0.26161805483774514,-0.3871872107888931,-1.4029523809934528,-0.5421076657437262,-0.28929715641508275,-0.16945325238280776,-1.7099574049318376,-0.8119295742222511,-1.289829412145762,-0.84880473375463,-1.4043417623527386,-1.4753193546815742,-1.9444514354152602,-0.7892616794319662,-1.155059517290964,-0.9948411915849984,-0.5832471867334693,-0.07304704601803456,-0.672905683474661,-0.6899933939654825,-1.0224710533180852,-1.0078404055815158,-0.43680460290954287,-0.7856932928669825,-0.36257061757448367,-0.16539982017885055,-1.0499431439473008,-0.8119295742224009,-0.769852502501592,-0.4660941207795885,-0.5596771905509994,-0.1799551289931627,-0.5213732224804992,-0.6899933939654825,-0.882440577950257,-0.8401010594642162,-0.9034665155266771,-0.2527967502368285,-0.4660941207794388,-0.35038139933985035,-0.9309862470009799,-0.29049084134994324,-0.03517649401732846,-1.1154225730960992
Estrone Metabolism,-0.6875220904147132,-0.14867019117157845,-0.4675664635727999,-0.96880741123878,-1.8298115759736797,-2.484957432642633,-1.131642016008733,-0.6224145079648548,-2.0202507158316108,-0.8626222066732411,-1.950602014388557,-0.9945856502924728,-0.10177299731966709,-0.30960188900481134,-0.6487196475073579,-0.06850646202719743,-0.669124506986449,-0.9660730548081378,-0.7624694655555995,-0.7104459837566197,-0.9421261181516042,-2.083696947399796,-0.370955849713394,-0.8226370547487276,-0.7214337154585301,-1.1847195938101516,-1.0237103357556974,-1.8015600522013822,-0.9421261181516042,-1.8964193646408773,-0.9421261181516042,-0.12834595816780817,-1.1289475091520247,-0.6191669569316874,-0.585331971436215,-1.4231950450968833,-0.6122306313021747,-0.39906210304391215,-1.103565544211015,-0.32457835123135037,-1.1888486735776997,-3.312459969022356,-2.283117215162899,-0.8230610725585684,-0.7562456463345197,-1.5484736983127407,-0.9425570471532341,-0.8379418669864306,-1.8861721573361367,-1.041547025028147,-1.277414382651275,-3.108013250620289,-0.1946812877796894,-0.15369477745100268,-1.103773525763325,-2.808882218129177,-1.655473511645784,-1.1888486735776997,-0.8110208248421533,-0.6315024739970534,-1.9608927650721952,-0.8937713692342528,-0.29726892569964314,-0.7451635125552212,-0.8006479528059389,-2.4164685405774065,-1.4034860610199191,-0.372208269782963,-1.3385801096378482,-1.4034860610199191,-0.8444365736899611,-0.42807926257374496,-0.9379537678865729,-0.7389652970920744,-3.2644379739829392,-0.3935151610037012,-1.4880690633195974,-1.2023605639174555,-0.8747005680374956,-1.0816538866602645,-1.185183001298945,-0.933891928617392,-0.7446154321707386,-1.6368521949282673,-0.5111066076283202,-0.33456128288052395,-0.6984155765080068,-0.6239381294466676,-0.7773351291805565,-1.5530495454600246,-1.2421583242599448,-1.131747078546666,-0.5425835093427633,-0.7173858626659615,-0.5311515098323591,-0.6985210830326959,-2.4652175233295726,-0.6242129390347911,-2.1224506009909807,-0.9020400646479563,-0.8706712689036111,-0.5437126676503999,-1.0802852866912926,-0.25432739352732475,-0.6984155765080068,-1.1231880438772062
Ethanol Degradation,-0.33171565444809126,-0.3041906734231877,-0.37832705951156337,-1.5402700969193706,-1.4420053826162011,-1.3914248770642712,-3.4240983871485,-0.6268656653684187,-0.9303163100597505,-1.5171599338008497,-1.2095030310332961,-0.03589276171333072,-0.07962704984003424,-0.34041020695379615,-0.4066404193081235,-0.03718353938012824,-0.35609589890315274,-0.19361456201348745,-0.6938981444200583,-0.702214626241117,-1.4339098198867846,-1.6466977687642441,-0.40340044835398814,-0.3586686693767322,-0.46538038027765577,-0.8489411856140787,-0.5751598411059108,-1.3722947761992983,-0.30747623379482475,-1.8170437270017903,-0.7825781929911029,-0.10248153688494456,-0.7430749028744023,-0.4295366018985922,-1.0165082523179285,-2.3598620497597893,-0.5003523064681408,-1.055541092428024,-1.401281352263417,-0.5072762141315601,-0.6275041898846128,-2.9545105758019417,-2.494492865510596,-0.7408772469492706,-0.6707343463094353,-0.9399659125740794,-0.45874274858131087,-1.1067355834207406,-0.9175487281008936,-1.3252344017265476,-0.5309580910418552,-2.369837051100132,-0.3153958521365604,-0.42009592119209344,-0.8437334187538951,-2.0884760799510267,-3.133414141532995,-0.8637414027984437,-0.7408772469494743,-0.13659965816620556,-2.7296843632032757,-0.3515516111335929,-0.3212717829431516,-0.7324534985413825,-0.7459971522870089,-1.7881980785613134,-0.6814308892944794,-0.34674824382872715,-1.4214517834380547,-1.0781118954411912,-0.7092821057894566,-0.4022009289468681,-2.138390317196048,-0.9216106829337624,-2.9545105758019417,-1.528329742469676,-1.4077655790847219,-1.2811466569728833,-0.6528327193219369,-0.05038945237479938,-1.4014964429861942,-0.9094637290096714,-1.0735592029026286,-0.5382811528031949,-0.7146205003924038,-0.47061585761643815,-0.2632412222571837,-0.2725242205007815,-0.968592290755044,-1.5678353477275055,-0.774883775858149,-0.48563011374336623,-0.37644135401935136,-0.04071603639244679,-0.26474955578738046,-1.0230993256941403,-1.7611348076938729,-0.7301778741064149,-1.3317742975738203,-1.7161478480330303,-0.2701925025563333,-0.2928069110056314,-1.1072414420403673,-0.43616956310265553,-0.13659965816620556,-1.2979448308729562
Fatty Acid Biosynthesis,-2.7693640536163158,-1.10646670092251,-2.5986690581594085,-0.49120323690358575,-0.4101502734720018,-0.7875175938329239,-0.2468940568694091,-4.020565202452871,-0.9113678317096945,-0.6449496955430601,-1.089246807402102,-8.426394978511782,-5.7439753366682575,-4.710818962222613,-4.037652469399398,-6.53993559198872,-3.660207758042142,-4.3831400631777155,-1.9082119475379646,-4.28612898014236,-2.485106374509775,-0.6061331524269694,-5.4313132546699965,-0.9098830103241766,-5.346073838081064,-1.236642295481924,-2.931064864617104,-0.4586902569131316,-1.5131804915005704,-0.08745261639548392,-1.2477500858528319,-6.892926731572329,-0.15837272210516493,-2.632613609812622,-0.834619635719111,-0.435082130655889,-3.117488441643642,-0.2645782314877312,-1.3581248127732648,-1.2950847626580337,-5.223522069806939,-0.49120323690358575,-0.2848810326077384,-1.9377302155629295,-1.1275293785404403,-2.2245019013640035,-1.6211968768441793,-0.7301092449828808,-0.26043962997498604,-1.0349584581616356,-0.7079607437921116,-0.84897717015323,-3.275777151351363,-4.051604635960856,-0.42726196743855366,-0.8160850377861822,-0.7755975923638102,-1.7527299308379227,-0.45810999035112315,-1.6442969714516251,-1.1473674973459915,-1.9367305018723302,-2.406692751957549,-0.9785263546980464,-1.7121715528386936,-0.6441349805807571,-0.4798741343628691,-4.4501213765459635,-0.911423896441271,-1.8874734970526275,-1.9213013056115433,-2.2100646576532985,-0.3346879470078111,-0.27180142164753707,-1.0078404055816639,-0.3458088821626064,-2.8231428885025247,-2.2400961692783485,-0.46386749408930467,-5.450546409154625,-0.33992789112276445,-2.9850147190961165,-4.780171065525942,-3.449515147530282,-1.0078404055816639,-1.0078404055816639,-4.799842715097516,-5.422195676946485,-1.2149572350568705,-3.0655334639036247,-1.3020878422439954,-1.480703018701162,-1.5456939448807916,-4.314975918854572,-3.8641219597114826,-3.1842570401793218,-0.13518538269778338,-1.1588173125266508,-0.5529183344623448,-0.5014546552266462,-2.9057565178599165,-4.9874489625890845,-0.07240070941819746,-3.0847948095672932,-2.967893077123658,-0.516046882548846
Fatty Acid Elongation in Mitochondria,-0.23782567781832756,-0.20839764182235188,-0.2116815066224209,-0.7810443339678408,-1.5566426585402122,-1.5566426585402122,-2.6051529850323814,-0.29440044174943636,-1.3085527235744567,-1.0976191957192771,-0.8759910746770788,-0.0989203896868394,-1.3085527235744567,-1.157507297221537,-1.0775254885858574,-1.3941193923141586,-0.2272817683199309,-0.356119753638899,-0.3238508515782779,-0.23222937797906426,-0.44141207768535534,-0.9938900619960988,-0.2593810668845638,-0.2829022393597915,-0.3405802895104237,-1.4226017819328456,-0.3656013976216368,-1.5372466910076084,-0.14140705169795886,-1.0560407537190641,-0.6286313060882835,-0.37442220664942877,-0.40641805180337437,-0.3505421926667412,-0.5387503038747035,-1.761724739889961,-1.0090700705960465,-1.45346612328054,-1.0229111067069234,-0.6129780011758039,-0.7502543045513674,-2.032397255534091,-1.4228429288946018,-0.2050027444938448,-0.29427441399025056,-0.6087239558554223,-0.329034327635112,-0.8340548964501496,-0.6254404619778812,-0.8245081377960372,-0.4283402749649904,-2.4114868300599492,-0.9051625812384204,-0.7488778012311501,-0.47098407165155015,-2.2600657858809807,-1.8860155389674045,-0.4300252972958054,-0.6498393813322958,-0.35988426603330337,-2.054573793607807,-0.21803888696357457,-1.17702107034106,-0.33770583487708705,-0.43863315413789916,-1.1497840535248034,-0.9912303971177242,-0.5979079710086743,-1.035900853295041,-0.4145739516125833,-0.283512514181553,-0.08300791478084969,-1.1995665294606561,-0.8794348239311065,-1.7313672598701095,-0.8038005243853885,-0.967375700474788,-0.5473499347813562,-0.24712014005478433,-0.5205479690826331,-0.5461536433979174,-0.29585155179017864,-0.3307789785005806,-0.4749468011456368,-0.6335825219593685,-0.5895359189633388,-0.16505823782939602,-0.14318117425080606,-0.3087434203030655,-0.5710285727246436,-0.45416037071839305,-0.5515238842444037,-0.17298622273549044,-0.9630888244683858,-0.1660593502955168,-0.3169010147816032,-1.2886191790139723,-0.2700318123613811,-1.2715559055250698,-1.0318922828077814,-0.22505209550003252,-0.18474398934330835,-0.7743642725899752,-0.3632939738441337,-0.12843067066588176,-0.923976872795454
Fatty Acid Metabolism,-0.3000302440852552,-0.2991098291691352,-0.1988034545802176,-1.1067286336804374,-2.192257969008694,-1.86028061694581,-2.5078553900786478,-0.26437961015903794,-0.9715991777829006,-1.5383056255739282,-1.5751884004108758,-0.049406399461584746,-1.1663724903615882,-0.8877271239641691,-0.9384764817231517,-1.2511525650400381,-0.3250731064233259,-0.29671751371708677,-0.6771950894181771,-0.17375868762949626,-0.2717225645814773,-1.193894100325347,-0.31367699027108004,-0.7872874698875856,-0.15135351115528192,-1.160277146326391,-0.43675911582492083,-1.0583231207463675,-0.25494330493644113,-1.5016803308406308,-1.193894100325347,-0.2704782739685596,-0.6362443174934428,-0.14051449755076706,-0.6510791263118082,-2.1781799763193717,-0.8929599348626995,-1.729503863348346,-1.1216235633579588,-0.49955825697322487,-0.2784301595695949,-2.2140329144813604,-2.1375111320846707,-0.34106079609060336,-0.3853939842565149,-0.3383075368404155,-0.5354674368630128,-1.1297684058565969,-1.745579409926214,-0.7872874698875856,-0.7298413865579172,-1.0753595852225895,-0.7641594150675717,-0.5169486581585431,-0.6596364979835901,-2.0966787988530906,-1.1876095903372617,-0.6658768936542434,-0.5094875962499198,-0.29596044121234505,-2.1781799763193717,-0.17409204471196293,-1.0364095014721817,-0.5514353328020273,-0.40762346409974226,-0.7232683087734941,-0.6823528638590672,-0.47524838191859325,-1.200902495500513,-0.5836568370711235,-0.6096373399783389,-0.29756713792509815,-1.1842598282433825,-1.2313740720726778,-1.4266258690199305,-1.3172156188682533,-0.821405795917912,-0.5753377412417425,-0.34630319063713855,-0.40305264578182604,-0.8557970206036166,-0.24617031134111952,-0.3406477147135361,-0.5016614790899919,-0.5442637706630019,-0.3662679681030913,-0.19072903619204076,-0.20064306784601854,-0.4318436731497208,-0.36496406609360244,-0.2492555154263528,-0.40424924075197666,-0.2704782739685596,-0.8263720332907626,-0.2574571133839976,-0.3229894231766136,-2.078096138200806,-0.6702293532372003,-0.8037838042574479,-0.6329102374220835,-0.3153764340078602,-0.1947227682094766,-1.4925616675292301,-0.3153764340078602,-0.15944106372677067,-1.4561353029402957
Folate Metabolism,-0.7849769005598757,-0.17622340462370348,-1.818786004329695,-2.015522122287358,-1.8201705125910248,-1.9561640130569757,-2.1237411395338643,-0.9153938675235868,-0.7903954562327768,-1.7701065128271831,-1.6185078890693378,-0.7993648128444154,-0.16931769976425506,-0.21848717586527658,-0.12000302585861217,-0.15771862208537749,-0.7803270273995396,-0.686370161272339,-0.714344403647507,-1.2264304863969493,-0.9892900917921591,-2.5251482976374113,-0.8758764756326145,-0.9641732030669924,-0.7695386210930382,-2.034777021614246,-1.0085870606721263,-1.6109759537380495,-2.080552191280294,-1.5755073743811914,-1.3207432026722843,-0.33710412700296144,-2.9621617349499956,-0.6794136172488888,-1.2580738493816923,-1.426644177119171,-0.9179475035579538,-0.871509142322211,-1.2322395665109875,-0.6414996422421386,-0.7425000072866311,-2.6987678981204875,-2.027955828356458,-0.941968922030007,-0.915964114651649,-0.8709703027936576,-0.5760476156081482,-1.2189227391469797,-1.01049539154891,-1.4451546531789805,-0.8246434295326562,-2.8511545012158153,-1.0491292781968966,-0.24085735850936651,-2.1107813298427605,-3.010587696474564,-2.3863261668147353,-1.8405374531003722,-0.935018566600678,-0.228094306663829,-2.430845666102019,-0.6337956656939863,-0.06563894933672897,-0.4834477867320706,-1.4383993529512178,-1.4668509038817124,-0.7103563230972345,-0.42485573648598174,-2.8607350137480454,-0.649349282867311,-1.899987889868187,-0.6430193942077954,-1.4359628554038903,-2.3100762823203818,-2.293525668602596,-0.6371419452430986,-0.8401657862473347,-1.0920744513188545,-1.214858766498735,-0.4600039828657818,-1.246830573673986,-1.5322493779706154,-1.0897952580828847,-0.8041373277054981,-0.9350759608355906,-0.6447437839076859,-0.7773027193565339,-0.9596947187114916,-0.8876720080453925,-1.2330666961042231,-1.7564926799088685,-1.3672210276732448,-1.2393702279098107,-0.16309454086832806,-0.7811346067629075,-1.1113740183178304,-1.5965900612084736,-1.0304848720613367,-0.9813593233256802,-0.5989554351857528,-0.7390259038474764,-1.0364917331712349,-1.0822047066181848,-0.793492575648516,-0.12478360119815078,-1.7744219365251621
Fructose and Mannose Degradation,-0.616408983422145,-0.9770990184490359,-0.7636170405816347,-2.530326183777419,-2.8807814131092284,-1.4392041758871237,-3.3491251265384423,-0.7488140756890578,-0.9770990184490359,-2.317705255013773,-0.7116057668107297,-0.13841230959404652,-0.21332996741316054,-0.14799011342001755,-0.019125248763940943,-0.08325895271789854,-0.42412755977245337,-0.11486262399552431,-1.2934407098593093,-0.48992611651373935,-1.4435338854379147,-3.763003253216908,-0.5194521697255755,-0.5297725849141176,-0.3513145925791983,-1.8742189426057645,-0.9116908906931004,-1.8016886132175527,-0.827407515657178,-3.4031617043820512,-1.483633003503917,-0.18058323911179472,-7.023455114092463,-0.9849768802622392,-3.9877588754277866,-1.379385267408181,-0.15449651948620213,-2.1430049849889605,-2.902095017032707,-1.1206515961969172,-0.28989410037021,-4.256319315825777,-4.875299461793993,-1.0461303537404456,-1.144127484782468,-1.2366739078846403,-1.5198995310603207,-3.9648372937489897,-1.3717778924715753,-0.8957524627465367,-1.9620162189207417,-2.516302017167724,-0.33251271201653887,-0.4276784595691074,-0.5620631908001975,-1.2314322351431959,-5.288187308659624,-1.1497840535245025,-0.5927797584593105,-0.03792851542981472,-4.050850965525557,-0.3757963328669611,-0.25495735820766735,-3.2090349200869843,-1.2144654354169784,-0.6862363808730241,-0.9588166106522301,-0.5702776961578663,-2.7873815214121715,-0.7415138152425106,-1.0095637005631184,-0.36362919068645455,-7.013829897336265,-2.438112860379022,-3.453030847366291,-3.1521377238421335,-2.9248197235917077,-2.0879240421152305,-1.1388771012535954,-0.19366341711863974,-3.1266516213113413,-1.0995828095413067,-0.8826287790215104,-0.27167606283527623,-3.122920202464102,-2.6137612519912707,-0.2832953866120142,-1.2828613797346844,-0.9849768802622392,-1.8387734009446022,-1.1211240088255063,-0.9057888062023149,-0.7594217009081636,-0.2013275242408836,-0.2730706318938724,-1.108130524950743,-4.251144592599089,-2.031736461650945,-1.6560444318122944,-0.7525024763467639,-1.011389475854423,-1.1615885785773095,-4.417646874415768,-0.38383592047935733,-1.4451574804462581,-3.667173176954054
Galactose Metabolism,-1.0044894289314807,-0.7343237992038923,-1.3894478885205765,-3.721994329055325,-0.7507143760453562,-0.6254547714349538,-2.572740783915544,-0.5672403010393341,-1.0036020058390802,-2.3435404440055843,-1.6597352222726358,-1.040746372055222,-0.7343237992038923,-0.21586011661899665,-0.051892782973963575,-0.3543409647577949,-0.744237330128059,-0.8936130561195595,-0.9568049229000399,-0.9591770782128912,-1.1144136095625836,-4.058366088203687,-0.7024901298797128,-1.32737405053478,-0.8815232894558027,-1.1044610375891604,-0.9346881784676225,-1.8297120024495417,-1.7750176085314617,-3.170474929421127,-0.8417324325349681,-0.46219618818068653,-5.054683758994711,-0.8780422025751196,-3.849530011908376,-1.2167152819921938,-0.16886839113513755,-1.3056207297250377,-3.9039701031652605,-0.6855197257360154,-0.5249364062000029,-2.8661072624191024,-4.341023414277749,-1.653727502245853,-1.730257141138738,-1.344959019471064,-0.46410618483971144,-3.1514004051436935,-1.8312282749294395,-1.1062250086954555,-2.364452160535322,-1.3234269777760728,-0.43472095050988174,-0.1805729251841909,-0.9165143689953819,-0.7419075319603182,-3.153276373607901,-1.3415738303543143,-0.8214597684587072,-0.05689634955464071,-2.0841933724188193,-0.9738012642511369,-0.015020428906868713,-3.1184246506456046,-1.1164766956170005,-2.381156216941933,-2.5377440667782203,-0.47390934967041176,-2.5377440667782203,-1.13469072813255,-2.169773701822538,-0.8962853783359593,-3.3156258667256724,-2.301470488206519,-2.996531072179605,-2.552732838387966,-0.7661155597332387,-1.5157658633202513,-1.781124683565575,-0.5988741917601591,-2.8727562484050924,-0.7851454971398556,-1.4766333847633248,-0.6743936127780874,-2.345354179858036,-1.538051327294324,-0.6784104402340843,-0.3634728196610251,-1.3342528748225975,-3.1369008259119875,-2.200396556505163,-2.778509663273159,-0.6587634024157718,-0.1009913329930449,-0.7006130235993847,-0.9704508904414805,-2.158022401321763,-2.1149150897688993,-2.410635417414874,-0.8412702077741245,-1.795241048761464,-1.517634673461541,-2.084880381809248,-0.3125658458697294,-0.7118319021147895,-2.3285835546582825
Gluconeogenesis,-1.3603444495375838,-0.2032455955116096,-0.7432944682855462,-3.0887141241893827,-3.3385550042914733,-1.2625817942515463,-2.2529167796394263,-0.956686895453587,-1.22904077850081,-3.975860188534644,-1.358914394315321,-0.46250671163184204,-0.41212298630976235,-0.19599171151748243,-0.09344410491242922,-0.26984666318867195,-1.0277475008064048,-0.5237158296457782,-2.0199656223506937,-0.7649877913702263,-1.215727319747262,-3.0171452883659056,-0.7726540514595106,-1.2852300117265008,-0.38529189494900995,-2.52544762192329,-1.1765489417706274,-0.9806373596434483,-1.191397292042706,-5.052910627356606,-1.6296666723695308,-0.24761681958850532,-5.235700886802001,-1.2579486044954802,-4.707777922657555,-1.160565485962145,-1.101041090432607,-4.436092865903461,-3.2594367462514393,-0.9652187875207228,-0.5398750754114797,-3.2655717452834834,-4.067432678849026,-0.9257010843069279,-0.8074908541261666,-1.5257372412355947,-1.9723501062213273,-2.187718823966153,-2.257527078830714,-1.7070559064723763,-2.6981956133401823,-4.068463960238239,-0.6518221158472015,-0.9084458160662022,-0.8515562941497223,-0.6315118991244034,-5.420521514356684,-2.436747360800547,-0.8411253690443127,-0.0071719984709088585,-3.5619177276137965,-0.12330048710205117,-0.65728769694635,-3.4431178097326245,-1.8698033456308512,-1.2985798854343098,-1.2271099953899964,-0.6421789168188248,-2.6191305338575255,-0.981939845618176,-2.464342648587457,-0.938755010342634,-5.183429635772212,-1.6111119974153187,-4.181526919686275,-4.616904160417705,-1.5257372412355947,-1.9013805929182452,-0.9563702755874717,-0.5186404493475189,-3.565941700306317,-1.5668235808085913,-1.1480792649605427,-0.695123867526209,-5.463985849079755,-3.4525015222826885,-0.7959376862222967,-0.7993991673968459,-1.3006481315124374,-1.573676567850379,-0.8920348573269498,-0.8031365480945123,-1.678495301723973,-0.12282800490316903,-0.5868952847475241,-1.3166676584001757,-4.6918321340337075,-2.4276116615417522,-1.1491835271861128,-1.354919708555677,-1.5349187180548047,-1.1870403015250643,-4.730609155020109,-0.4049446530772145,-0.1661791976865222,-3.3963181237800963
Glucose-Alanine Cycle,-1.1850563435241008,-0.12245836424198402,-0.5421369751988917,-1.571345704007148,-0.938388242341099,-0.9603958226730969,-1.2291866293908538,-0.5626050725679784,-0.3826962614352887,-1.2664977731026985,-0.7146205003924038,-0.24059103200324525,-0.28483912277283374,-0.44341537705951445,-0.4544884660530143,-0.2864218655918335,-0.6083435212622134,-0.4113274802614907,-0.5400931828786427,-0.2754700227101581,-0.4133250793087251,-0.6834514790135481,-0.8666792209142437,-0.4701030975616855,-0.25073987298831174,-2.477543590487627,-0.37231422077689086,-0.6618082990762357,-0.364563800890245,-1.5909198331977605,-0.45369007766785674,-0.22094312938330546,-2.8477862645242817,-1.0843715792675088,-2.663497441103811,-0.5586178699966313,-0.9805982839981886,-1.369718122791318,-0.7483845083985124,-1.1886134448624086,-0.3267974759555773,-1.233465427370568,-1.1609231343811706,-0.3757936539234259,-0.5305713353524414,-0.4882201512740983,-0.3515516111335929,-1.800574744638935,-1.727036800298487,-0.7879716731012761,-0.6406490511828815,-0.8935161215535098,-0.6713675228750039,-1.1945461172174878,-0.33877718259591644,-1.0735592029026286,-3.2889127016289295,-0.7718867465620954,-0.666171705742958,-0.004245582086374218,-1.581114388717399,-0.44956290065929305,-0.11167575849206993,-1.3652098350906694,-0.6955403393537564,-0.5048062228656672,-0.6814308892944794,-0.24396405170656518,-0.9031820413894055,-0.5372256087076214,-0.8154291334234528,-0.414688469361436,-0.9216106829337624,-1.4753150587373747,-0.5189384356328124,-2.0464618541650634,-0.2913670201524375,-0.4066404193084259,-0.7709975641567727,-0.5276598530610275,-1.4014964429861942,-0.4804462064140769,-0.4268925713958653,-0.1983709889142411,-1.3542810515877561,-1.2668053520635243,-0.2976527888620761,-0.33791704877870077,-0.47248312377597873,-0.43841212634004867,-0.16176425721331886,-0.12909742488947407,-0.361397230071124,-0.23354614883854583,-0.5131510387598558,-0.6135277906713403,-1.3472542812139205,-0.8683015498396374,-0.5627332620180586,-0.7289226296465726,-0.8918527060964833,-0.4110062980613653,-2.792675890450766,-0.6436896317376476,-0.04632735294508214,-1.8005183425110247
Glutamate Metabolism,-0.32636622010277255,-0.2788371691789285,-0.5469590427345616,-3.8901017755066585,-0.9470755421770062,-3.7516995557040174,-4.95198914952864,-0.13750736566630062,-0.7334913793384377,-1.487334094378597,-2.34908600107861,-0.1760533341270847,-0.1760533341270847,-0.322731562019912,-0.12070185609674097,-0.15713156018719296,-0.08437373511108794,-0.09647185673418297,-0.23984111654435455,-0.4409004714944875,-0.23797628448337385,-1.362985346288991,-0.16929746724158065,-1.0279283825838121,-0.35309162398280414,-3.5419658613012017,-0.21750466166928256,-2.7687311107245187,-1.0691227653707172,-5.060412931106785,-1.1431614731390884,-0.15713156018719296,-3.6802415032508393,-0.3298081134514135,-2.5115314489740093,-2.946295401882335,-0.6937283882231828,-3.431913535713031,-1.6456227120226687,-2.4115192171102087,-0.17672830134920356,-5.008898286899708,-3.4670487692832883,-0.23619883837430342,-0.7656882355515074,-0.38229161548406565,-0.608947919631927,-2.6545057953100963,-2.214364812139404,-1.2080930423838556,-2.1125240323416845,-1.3439361841393094,-0.34767744424881564,-0.27709073364715875,-1.2108936487007096,-3.4264078903693274,-5.634236271799022,-0.7115708762171062,-1.9129452888073337,-0.12555547660734417,-5.560888343531505,-0.5469590427345616,-0.19409473637807553,-2.1380539513742534,-0.975457861016135,-1.4169012726601853,-1.095180218599781,-0.18147474579298223,-1.5214151453740958,-0.665232449233966,-0.7888956758206079,-0.28668111923065925,-2.937830822574837,-4.802067749112464,-2.441106615952555,-4.095331378845328,-0.3831605705384531,-0.7641804362727965,-0.5940668590587488,-0.25477841434315285,-3.9071861437489392,-0.36644987911789584,-0.15952942448656998,-0.25477841434315285,-1.979740406085229,-3.658386526620271,-0.3901742724784324,-0.7415778408128545,-0.6633075950782668,-0.30503506488341653,-0.6002150089642219,-0.8373729613418173,-0.6577567383557289,-0.35280092309491223,-0.40366280275620636,-0.26204510338072773,-5.157845679089373,-0.6197956689939718,-0.5469590427345616,-0.5940668590587488,-0.869384394814222,-0.8437225823052719,-3.923094166232743,-0.29734451991905186,-0.12555547660734417,-4.995678920701671
