,Alanine Metabolism,Alpha Linolenic Acid and Linoleic Acid Metabolism,Amino Sugar Metabolism,Ammonia Recycling,Androgen and Estrogen Metabolism,Androstenedione Metabolism,Arachidonic Acid Metabolism,Arginine and Proline Metabolism,Aspartate Metabolism,Beta Oxidation of Very Long Chain Fatty Acids,beta-Alanine Metabolism,Betaine Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Butyrate Metabolism,Caffeine Metabolism,Cardiolipin Biosynthesis,Carnitine Synthesis,Catecholamine Biosynthesis,Citric Acid Cycle,Cysteine Metabolism,D-Arginine and D-Ornithine Metabolism,De Novo Triacylglycerol Biosynthesis,Estrone Metabolism,Ethanol Degradation,Fatty Acid Biosynthesis,Fatty Acid Elongation in Mitochondria,Fatty Acid Metabolism,Folate Metabolism,Fructose and Mannose Degradation,Galactose Metabolism,Gluconeogenesis,Glucose-Alanine Cycle,Glutamate Metabolism,Glutathione Metabolism,Glycerol Phosphate Shuttle,Glycerolipid Metabolism,Glycine and Serine Metabolism,Glycolysis,Histidine Metabolism,Homocysteine Degradation,Inositol Metabolism,Inositol Phosphate Metabolism,Ketone Body Metabolism,Lactose Degradation,Lactose Synthesis,Lysine Degradation,Malate-Aspartate Shuttle,Methionine Metabolism,Methylhistidine Metabolism,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,Mitochondrial Electron Transport Chain,Nicotinate and Nicotinamide Metabolism,Nucleotide Sugars Metabolism,Oxidation of Branched-Chain Fatty Acids,Pantothenate and CoA Biosynthesis,Pentose Phosphate Pathway,Phenylacetate Metabolism,Phenylalanine and Tyrosine Metabolism,Phosphatidylcholine Biosynthesis,Phosphatidylethanolamine Biosynthesis,Phosphatidylinositol Phosphate Metabolism,Phospholipid Biosynthesis,Phytanic Acid Peroxisomal Oxidation,Plasmalogen Synthesis,Porphyrin Metabolism,Propanoate Metabolism,Pterine Biosynthesis,Purine Metabolism,Pyrimidine Metabolism,Pyruvaldehyde Degradation,Pyruvate Metabolism,Retinol Metabolism,Riboflavin Metabolism,Selenoamino Acid Metabolism,Spermidine and Spermine Biosynthesis,Sphingolipid Metabolism,Starch and Sucrose Metabolism,Steroid Biosynthesis,Steroidogenesis,Sulfate_Sulfite Metabolism,Taurine and Hypotaurine Metabolism,Thiamine Metabolism,Threonine and 2-Oxobutanoate Degradation,Thyroid Hormone Synthesis,Transfer of Acetyl Groups into Mitochondria,Trehalose Degradation,Tryptophan Metabolism,Tyrosine Metabolism,Ubiquinone Biosynthesis,Urea Cycle,"Valine, Leucine, and Isoleucine Degradation",Vitamin B6 Metabolism,Vitamin K Metabolism,Warburg Effect
QS11,-0.8293177154528691,0.6106233172462775,-0.3068331247653398,-0.5132375989624682,-1.0837858517188523,-1.019321941414311,-1.6589058670821777,-0.9237317741392697,-0.6255180956421972,-0.33560923488991623,-0.6719256055254061,-1.0527833067407364,-0.5966517746157715,-0.7644806974947528,0.11190827655806454,-0.5269683290885842,-0.7278647333689807,-0.5226441179142287,-1.342627295234315,-0.33407124491302653,-0.720138216879544,-0.8990317693687854,-0.5258443296198617,-1.171171529396039,-0.4749810945683812,0.17473079273901845,-0.22997489474700122,0.030221371389441396,-0.9785431428621666,-0.43719511869201655,-0.1845482804515148,-0.22901212640022212,-0.2728670286403919,-0.6566281750020719,-0.9263869842371406,-0.6741417072511403,-0.19772064298600758,-0.4754114328974513,-0.10474396793931387,-0.7274688604893566,0.2837116989068092,-0.6240266992764043,-0.39243484598852557,0.3430104818540153,0.20907157854738842,-0.4049377517327927,-0.9913324794067015,-1.0711807695430624,-0.6276496156425584,-0.5578267368297316,-0.14898808311193906,-0.5610364088925739,-0.6332573370554119,-0.3181328274587643,-0.8159555684877531,-0.5479097083786253,-0.41862576620670433,-1.2238245213839818,-0.7214985968329629,-0.3848846634318079,-0.7789432973569791,-0.4292025285665907,-0.15770073617473981,0.20733291210873683,0.5321678769444178,-0.5644121981393766,-0.8320247955514439,-0.5901975456434957,-0.05140385646680204,-1.532112794877497,-0.6578423272786807,-0.8404956889945894,-0.20793171023515233,-0.5242148434433913,-0.8128693603018777,-0.7219960428640441,-0.41984530861839475,-0.5789175336771831,0.11860528044073276,-0.3069564211982537,-0.9264650316887695,-1.17294072478383,-0.41236286388145416,-0.04350546646205787,-0.4484407352641651,-0.05482132961321813,-0.3599834255050792,-0.3820629066243364,-0.045060159947495126,-1.1931873673688547,-1.4177882385554834,-1.0970806560587427,-0.6488986882353641,-0.4434607934343748,-0.22994631979721625,0.15890928841175087,-0.4192700570148487
Epothilone B,-0.8357144561473082,0.33676597955141657,-0.1108537407904644,-0.510014431627922,-0.9352094551068194,-1.065794946377012,0.04743560517635057,-1.0823209077165883,-0.6368405849023387,-0.4381416650564744,-0.8235749965665409,-1.3993669601719505,-0.6213318297488964,-0.8696872197208056,-0.1598391521829869,-0.8663943112004476,-0.6589237150644417,-0.8270502641276748,-0.6449933932334464,-0.4937892954430907,-0.5774049251677997,-0.807573667411668,-0.6964187839028204,-0.7981438867483127,-0.6099065903699294,0.6443609292546189,-0.454551969098911,-0.4872859667635528,-1.2119360097096907,-0.45915211273873147,-0.2663549186989519,-0.2021216972568858,-0.5130951408177085,-0.5590086662237943,-0.6396591740560481,-0.4674704566556957,-0.005942134713738839,-0.782332805359649,-0.0059751776797462705,-0.9329931762229405,-0.18627366354595748,-0.585628918330098,-0.2712318997122904,-0.15075565624331522,-0.04669781480331784,-0.3985386330444408,-0.8024155115924904,-1.3796786708050746,-1.0276841647094273,-1.373444935413201,-0.6347283154977476,-0.776548886235181,-0.7121293276272124,-0.5104203555324702,-0.7729419913384054,-0.6016373378201612,-0.3623128114778738,-0.6418146094067156,-0.6537302053772517,-0.0035988172817657087,-0.7663393251914493,-0.6185326236696359,-0.34328561607777835,0.32630899999022245,0.6025239355505684,-0.272754202676347,-0.02559077244701503,-0.6946083293295463,-0.39461977569994616,-1.0201735274811177,-0.5645088206599344,-0.5824664925305397,-0.6259905811993425,-0.6205499171747212,-1.1009261045944236,-0.4345868475568861,-0.6673294218565902,-0.7254994854840405,-0.6125759082096339,-0.4909357639998893,-0.38304674567800195,-0.5806710007063018,-0.7622559919083121,-0.6797651476849209,-0.2953191000098818,-0.31632189933495775,-0.5935545430486162,-0.40706893626424195,-0.08265215727721885,-0.9755557378508288,-0.7570639610949933,-1.5559215216677929,-0.6613246893895752,-0.5149967899709911,0.42998599664950365,-0.06832332107691484,-0.4116273805166572
GSK-1904529A,0.015175724628982335,-1.5374337847551063,0.15828636393646905,0.11935294721799648,0.24573309652526212,0.0705004096929045,-0.985699186991069,-0.02558735616738243,0.19301155086725288,-0.14468666674451178,-0.11520702984496227,-0.8043776966174457,-0.286026875735468,-0.3972348651116867,-0.18125888420211367,-1.3144294185489354,-0.44676457066465003,-0.5585605462913051,-0.7315186862482402,0.08358391937735514,-0.32492278213655945,-0.563953874085427,-0.9459979430647979,0.037939426848601625,-0.5250016252627873,0.986308714830428,-0.45121823301156927,-0.37742029453407566,-0.45630834423953226,-0.7643256061961199,-0.3822637778709097,-0.26853703857428146,-0.45716338892123876,-0.27613292326459504,-0.5947410893764905,-0.922816748998401,-0.458872776117496,-0.2819268352428172,-0.45173756261702386,-0.17936114026315159,0.07470004991772775,-0.010557210438810626,-0.21159377809364102,-0.279842519600441,-0.11273178375942058,0.03830749767200764,-0.7170010449705809,0.18242680466242434,-0.40991203358218914,-0.29048973439475345,-0.5248915681946551,-0.8303582931107846,-1.0018026508321927,-0.4660893650873511,-0.0463080236450907,-0.49965270906759485,-0.24057453112956775,-0.1074627063346307,-0.40668959116796805,0.3289245374140953,-0.6593226756381351,0.20052141960038336,0.2757774137112545,0.3974428924964234,-0.8130946497046774,-0.5101979799707312,-0.7032839158358191,-0.18532369338258928,-0.11542943310299811,-0.8982542278230647,-0.09829867763416039,0.11648805125495865,-0.3977415744766897,-0.11493990283073889,-0.5478236922222708,-0.21290390744444207,0.06474060174277359,-0.553162655151681,-0.17233038108192242,-0.265422557387126,-0.28181868567546714,-0.4836672151377273,-0.11736958252458758,-1.0517613825049663,0.08198953650767642,-0.22072045710917004,-0.7024158924385177,-0.16588703397941623,-0.23662684851520635,-0.5378624118951834,-0.2322284541081933,-0.3339012279550927,0.2812936717947742,-0.17710724619775092,-0.010164440702906041,-0.031982611743282346,-0.1942539642671714
Bicalutamide,0.29302046331171644,0.038463622042285504,0.3738320106756259,0.11043380990051964,0.5160126976336915,0.5138839465089694,-0.5786885838052939,0.20640699231243184,0.18725375360607752,0.7646240953910439,0.11893254010751184,0.06266027404218537,0.6128864022334223,0.3315806969505241,0.3796018220296829,-0.0858888842636526,0.24155886385345055,-0.04279654829346301,-0.1223323842415741,0.42985761249836857,0.13879486013299314,-0.28687585293972784,-0.08598515424677927,0.37844921741576404,0.07056366893693397,0.6416177390204922,0.3317381952376481,0.28452278092917366,0.27183160724918976,0.1358156357867191,0.038731384827553415,0.1438496143130074,0.05454799098730609,0.11847320828376126,-0.017250325852339512,-0.4090546406520047,0.28773270608334073,-0.013714759873337694,-0.08372739754853939,0.17254013125904744,-0.10695171465282657,0.43901243145986635,0.42143370198946944,-0.080106177467498,0.11803164542537382,0.4860570670794795,0.29623554789591133,0.4900332290586105,0.048495507620040214,0.38657229245347574,0.20500355238570442,0.25280398719975855,-0.07773774044855886,-0.04225242244205664,0.31254953454698836,0.29782213453760503,0.3730138404061168,0.17719268404658528,0.24010832118880454,-0.06503677222565932,-0.22740936303611423,0.44341112258834564,0.37740912925124337,0.8395349077041441,0.2908020438054353,0.29311437576315147,-0.25014122510636994,0.26516166986724304,0.18358204728866404,-0.4439061852205264,0.24914310625617228,0.29129333720427597,0.06861115418476134,0.12616342352704227,0.3447919396460903,0.22654062467729177,0.24090447500608658,-0.14838905999078852,0.7891103132173873,0.0967837289772323,0.3280912364427265,-0.3035944802615894,-0.04973211995099587,0.5398072269589864,0.5859691964193668,0.17610712869174924,-0.4348402193474567,0.32956503173245444,0.15817642242786403,-0.15875940772079275,-0.4826204328952174,0.4632221691757761,0.24534737161910755,0.31378366596124374,-0.66149585297627,-0.46360199565438664,0.19477843258608474
OSU-03012,-0.6244229103226573,-0.11135633861386596,-0.269980488650307,-0.17682294988189912,-1.0055183564802515,-0.8587565979603433,-0.5295907229899601,-0.6843747749073525,-0.6277167004285419,-0.8353867776222333,-0.6671638154747216,-1.0630165615597895,-0.798320590807594,-0.7832237813740992,-0.6057597471519571,-1.417899858248582,-0.7728078284971065,-0.43588373908181105,-0.4172342662884056,-0.7501355297410668,-0.40490925146019346,-0.331302536342084,-0.7612877801246574,-0.36199202927828034,-0.5440607137701438,0.5434918251676385,-0.5715164230031639,-0.7955067255998097,-0.9775527426414787,-0.5442107554441891,-0.11406172118479271,-0.22070512514467586,-0.218694492367611,-0.6358558547370761,-0.5345590559547985,-0.19927116245116255,-0.48907465602372907,-0.5003202440411697,0.11276761445058506,-0.49946533894558465,0.30014057722842136,-0.7057136700149946,-0.47191757220695035,-0.2286991208524735,0.1913770722743012,-0.3531622397958399,-0.8169455873440697,-1.1387193388281156,-0.6022516678293005,-0.9749836481359656,-0.9017246621003074,-1.1303950692913516,-1.1189392149063768,-0.5244291750925005,-0.7154663179871474,-0.5365033935998608,-0.5729772778832384,-0.4290921219974271,-0.6298627265603585,-0.4402775073372105,-0.7966788314004165,-0.4897465789911906,-0.2683713395751023,-0.32122031976130905,-0.4359756541533782,-0.5966522596848485,-0.3859587175200114,-0.5274762344920573,-0.4907052165216911,0.17289550173152035,-0.5824891321409226,-0.5371178282797122,-0.4831770242395827,-0.4697204591199429,-1.180086536734224,-0.7969142996547995,-0.35026905873402897,-0.31952889587800937,-0.6834790840209097,-0.277169022772356,-0.8346148736701977,-0.06276117744927853,-0.7770214278512468,-0.7977961824008545,-0.6114683133174981,-0.478719831549382,-0.37024435340653195,-0.5656668374195403,-0.012344345788489827,-0.6899018462011275,-0.39980119541517306,-0.7924773909759587,-0.3916460160917488,-0.6352763923910477,0.7479710381101432,0.28514327796910643,-0.5442010270105918
IPA-3,0.7077003041242111,0.20229046881474383,0.9015463575012235,0.6455311673223374,-0.6010863240594501,0.05627036327443591,-0.09391832232238632,0.7047198274599081,0.759730325727254,0.4523473155754466,0.9848941812288952,0.28658331638838674,0.04150578994499136,0.5467493968819469,1.0254241974337133,0.7565747154677639,0.48060912733565314,1.126152594626539,-0.7068236093534421,0.8554848931864208,1.0803637552851615,0.5070570082187804,0.3628187173747941,0.00021586133743886396,1.1224004537594423,-0.8568984200835426,1.1187458351274873,1.1689970154497955,0.16139476392158192,0.7134297547539792,0.577597918554535,0.863865038301947,0.9116030661891081,0.9950496314782656,1.1187540932569993,0.5333488868735631,0.6467883481215221,0.9361692224795332,0.8157445877106398,0.7854454464028992,1.189640684645804,0.4562317579529941,0.5387120924385798,1.190044989607733,0.5782739988813564,0.6283579341882594,0.9733327737411115,0.7781538140204514,0.4358966434797031,0.1375977124681387,1.1105203577519975,0.7721130401706041,0.9066140990717279,0.7944767902804833,0.557214997514487,0.7179560217384363,0.7068565353397053,0.42569427898267653,0.8702259061515674,0.3638128381396108,1.1634114239156068,0.2212417823418111,0.5500386475962442,0.6834576221534875,1.0039675410619575,0.5587611333124772,0.7210275662636689,0.5504351539825723,1.1010210626517056,-0.2229632716209026,0.9131661441381671,0.7684784843687149,0.8726109833163227,1.024895153800459,0.48125693286094995,0.4092479568016228,0.6511822278262612,0.6879563948714292,0.13451017325880707,0.6254940427184421,0.6972097763855513,-1.1843613430512618,0.8576127211130737,0.766115919924746,0.5894584672773535,1.0590736284978115,1.6060006624824468,0.7650578541343855,0.5432814878491887,0.29151858915342604,-0.18385451652622842,0.4023088718949887,0.7810660302536535,1.1140283283649708,0.7083704202308603,1.3134106406934762,0.9571402553437168
LFM-A13,0.8001275833844833,-0.11819940703153178,0.36606934657987855,1.1296560138779044,0.33779509904835375,-0.24064732646958154,-0.4739629425082367,1.293969165113783,1.424387317818383,1.2329825151491633,1.0819435435254776,0.714122715188362,0.15065587517559348,0.3747952366525209,0.7668719671253441,0.6428255700537621,-0.19726336492241323,0.7980737719219793,0.09390429293366133,0.9827586868673425,1.0040131958411924,2.2328888585176325,-0.02520506615422177,0.3089236623096589,0.2405138515551793,-0.4606759048365315,-0.012433380354714623,0.4386716287583494,0.5640421157290942,0.21740936554791795,0.06473450468873367,0.18259802597330335,-0.07729345431768318,0.9489144906820045,1.3799935412299689,0.3440880054651153,0.23943505127475215,1.1576722803571375,-0.17231241013143514,1.194684390531971,1.3897543258222969,0.5276503156545342,0.4246833813581662,0.19820673998736366,0.5322820492351961,0.36990214016522543,0.8043137593224886,-0.12543976401306509,1.273877622099822,1.2713884089069745,0.2651615462795124,0.29832101282905166,0.4397789909778141,0.4916515944298379,0.44577882989955986,-0.0392885980869558,1.3430752969557007,1.009307879002854,0.13788811633821835,0.9959643108830664,1.1445228765248663,-0.9752314450923828,-0.7807213948583185,0.6540702755568826,0.034126848509358126,0.6583350280892301,-0.3438565927704806,1.0939846347480835,0.8846283367684928,-1.2781985863826297,1.2143008238887145,1.1616479839707141,1.2059627662992256,0.7941363396749838,-0.7362343645854664,1.3805137408427273,1.7529712132380928,1.2366446040165324,0.2546775905949467,0.1254315675955979,1.5031632081957818,-1.5768499125707383,0.8500241083887562,2.4328618188545583,0.9309453703590594,0.9429567355551839,2.088489340168578,0.23883717825268738,0.18461521604382705,0.9590850907333246,-0.047562843179570186,0.39740128584504303,1.3866212419665414,1.0416444512726057,1.4915286044376064,0.766477754342373,0.6230928654489699
GDC0941 (rescreen),1.9617080316237954,-1.2004894094606489,2.307625166442938,2.3970450799232434,1.5834244460698186,1.336690309662739,0.718501266094975,2.264699864397266,2.0604616194985215,2.0196218203109475,2.7563211715509977,2.253268810233363,1.9338654312870454,2.4336283390477944,1.9496926269111658,2.6844936224233216,1.5823780563490535,1.828421622490606,0.6945121908332144,2.0268570941767456,2.3321014172350916,2.6713288581209196,1.9552489931706687,1.5473931488244663,2.7057570821554977,-0.8159231941746551,2.4061250150890383,2.6097805361971016,2.0208089678710377,1.8661382563448685,1.7514169460351756,1.9178144580822236,1.9608300040113098,2.350417304389839,2.5395060910793035,1.4986587505967464,1.7538121029785985,2.5166624023817428,1.967741193743985,2.48168589719565,2.370330250964732,2.179482529668619,2.0103292712064427,1.592708366429761,2.121795552217501,1.6694891542973198,2.6637358309420383,0.9857133793570118,2.4040352194160524,1.7482229875720794,2.68930738242391,2.6529063988730397,2.7962899494122446,1.6136569811439587,1.973566203920339,1.7511233860299147,2.33335896281061,2.457871002881219,2.460172742113902,2.7378018313203003,2.1082723734831696,0.25357977150498934,0.5438976501868201,1.5031070444133539,0.4884175176845299,2.224547985814187,0.7379578151247527,2.0715958872056577,2.0217775753932767,1.4372577351497258,2.3710761698603577,2.256313389934494,2.3353745098140415,2.322762600133294,1.9478049805639552,2.331497073935238,1.9028043470012777,2.223269387728219,1.124213782341686,2.015471061851985,2.762456451747551,-1.0111939838548418,1.9766693164752829,1.116184788165617,2.0591342285995657,2.299958929639779,2.4135467444218737,2.154195942691296,2.079689955597567,2.3671337067943976,1.3199720130301973,1.4546247730333497,2.1368067881071116,2.1987912667994185,2.262657935312015,0.9684279396717422,2.3242199988860652
Tipifarnib,-1.6141257002916496,0.4916625751386626,-1.3742964543815546,-1.5194225856913852,-1.231949777284075,-1.321472926393998,-0.45613471253397614,-1.7550897584524494,-1.606353090042391,-1.4857523192593922,-1.7966340551743045,-1.867547284958954,-1.7624017043487716,-1.5759819497053784,-1.4612005494528582,-1.9581740794805311,-1.808523001471713,-1.3777838239016258,-0.9770879488251422,-1.7224917613816635,-1.4385530633372352,-1.1786333722607518,-1.621466804426316,-1.3773675110941717,-1.7253090986885435,0.7845152374576974,-1.8288325453956389,-1.5118759233757777,-2.190200812496091,-1.6293834195893684,-1.4139394180515432,-1.3405330297463094,-1.2447681323587243,-1.5664280542857991,-1.5860415218070756,-1.779309847668515,-1.517865963914606,-1.5193352548901722,-1.035581319896581,-1.4581711004017923,-0.9083091048220949,-1.812778258086205,-1.4981895539119503,-1.0404494316204813,-1.2039538840149895,-1.660758302675062,-1.975461712579213,-1.5935733105651746,-1.5844306816482097,-1.3767847523952825,-1.596345717315734,-2.0087875572662903,-1.944941443153474,-1.4483953494510773,-1.8184442043325482,-1.4350571840370947,-1.3996926642607712,-1.843659364913993,-1.5323152563367097,-1.1854374911437373,-1.2741385395828448,-1.5618903790135104,-1.4834582529563116,-1.1771300442977566,-1.053975530807352,-1.6439870530206904,-1.844752833590111,-1.6019017813600511,-1.5320759151263448,-1.2187577345361875,-1.7291425228790323,-1.8265235468759364,-1.4476606883059662,-1.6964316719416177,-2.3586379292533763,-1.9312673485452394,-1.5187010297269217,-1.0701124071138772,-1.5266440267727812,-1.456033891030403,-1.845233539400872,0.3033819559046544,-1.0880012048150358,-0.630101846445381,-1.6110376717388555,-1.5573064468647064,-0.8979339081359773,-1.6493342792012553,-1.244174297913243,-1.7899210494496307,-1.1917678554427258,-2.180813674679371,-1.4514237470806846,-1.6220991207355988,-0.7837690901055696,-0.7809673333187702,-1.5176920033218328
FH535,0.21751237295289377,-1.0201493990121473,0.6046289028919215,0.3630062779282301,0.02091622096193473,-0.2142195632271413,-1.135142340980869,0.08657904356960688,0.07096752392091733,0.21799709380908452,0.1731713161354866,-0.6913880491487833,-1.427053131350372,0.19841059990219032,0.6047375903302861,-0.4731961678708181,-0.36873745370292266,0.311193021806993,-1.1821168555510657,0.33320748098147007,0.726130289327232,-0.028229746902316357,-0.38479721872990036,-0.08092566411035854,-0.12844859213983165,-0.12641101138423347,0.1486405229963632,0.2657403395022076,-0.5830387069491937,-0.02620303256856441,-0.20684601097388955,0.5831426086586738,0.4770106687681607,0.3716632553604745,0.4442017905316952,-0.17758618908667098,-0.29759879754772345,0.20642555918150426,0.7856913244075107,0.3761616307483742,0.6132260346575356,-0.008557875627461674,0.4568049164696022,0.6903930941046472,0.5144800209382544,0.25915221445855635,-0.17868728895784328,-0.37510550852032837,-0.09238473889277475,-0.4043903748936839,0.14956519481751257,-0.25982726410827894,-0.23476424451715172,0.45618783960453496,0.02864153898709744,0.29245063822765205,0.18487279804541545,-0.03880781732214105,0.3176343605309387,0.06419510788122855,-0.3302374030680525,-0.48095890433189664,-0.2708326767095633,0.7172457357161885,-0.4329916420693971,0.24676646090843246,-0.28533137702054584,0.12538785378687306,0.4454837309150045,-0.6187512825279579,0.28739847784883943,0.3686750596662185,0.6723610645208984,0.4791167597869524,-1.1175243362269656,-0.20035608551887654,0.5832639418485338,0.1418200027761687,0.448143740898594,0.10743148460332967,-0.08858296187886334,-1.581909812318855,0.7427640655635792,0.3992492653735263,0.411180353847648,0.470586026865126,0.3707545313059031,0.24258044335166054,0.43087276047643736,-0.8241318961080498,-1.4773366088934818,-0.5060959255060637,0.38789210618072123,0.1277742575080248,-0.15658139378905647,1.128070703160845,0.638611938962204
BAY 61-3606,-1.0350654623635585,0.23194730086507215,-1.2254094752840607,-1.0095218877059908,-0.839641202069853,-1.3204646946510668,-1.3647837103563933,-1.1839264963903744,-1.0388400458638731,-0.7324154682671443,-1.2933591953408585,-1.4158032633226376,-1.0322273054502085,-1.380248803598479,-1.1511791671955434,-2.0050309007866707,-1.5685609508289051,-0.8546485868978037,-0.44035093637440614,-1.161188925353001,-0.9534529651031651,-1.0541402034991656,-1.5027573451328784,-1.0356800152180587,-1.574469128519639,1.1472349683346588,-1.5498643147546372,-1.2613614747393656,-1.8161717296393152,-1.5364010018366585,-1.5093352214359212,-1.2563931568152056,-1.2266079893094415,-1.289888547419823,-1.1450548239248026,-1.4205362706869749,-1.5310914272319542,-1.1345696043402596,-1.2103024980826231,-1.1202999098020376,-0.4821547054947858,-1.2426412762445285,-1.1659379748621654,-0.762029761054855,-0.7510998247975922,-1.356685167194998,-1.6329938714611145,-1.1237622150328306,-1.1556042317259396,-0.843797140460097,-1.369165081102053,-1.7839576507055956,-1.849376665554971,-1.1244524519648775,-1.3962934018085604,-1.4936010620741154,-0.485864034424113,-1.1266832345141315,-1.5602156386861443,-0.6312233634412343,-0.6931429241406251,-0.9267653364709014,-0.8619429226646147,-0.9337110260611265,-0.8789026801817182,-0.9412591720476815,-1.024944474461248,-1.2500572732293427,-1.1100550893465724,-1.5882619435945886,-1.1757662909076385,-1.2790741995719956,-1.1939572304282733,-1.3889218898115971,-2.0268849577417334,-1.1974430485688317,-0.9579509075281152,-0.8519739646104191,-1.064618429706355,-1.392744571404045,-1.2164395614466426,0.053692677573983674,-0.7935488443280659,-0.14601831223537967,-0.95401176222093,-1.2346777306682222,-0.49033660109146404,-1.237782121561744,-1.0605096472158233,-1.1518320167793799,-0.41221398339277615,-1.5268532427372685,-0.8259448314394982,-1.1659452169722924,-0.5428503687484223,-0.7242387777583007,-1.357125624149438
Pazopanib,0.19849584248181285,-1.7577064516819543,-0.20051651191570477,0.18585054992889222,-0.5148743141192026,-0.9528453929958699,-1.4569673969424684,0.6171588766760775,0.6089788818776225,0.37547795054445443,0.3986611993149667,-0.3390631123992783,-1.3600723599776663,-0.06334680712102116,0.2822864322580309,-0.6603945669594071,-0.4441900425770322,0.30386575759122053,-0.8174212548708214,0.4106149575572249,0.19625950617864413,0.5458573855908943,-0.4187285741617707,-0.7549628238052543,-0.30221839547047474,0.5108410744355252,-0.32193258013258036,0.17960090985418956,-0.6941386420824706,-0.8374249086770651,-1.1838684165368685,-0.416099918407781,-0.3576615301405361,0.17877972566097214,-0.007066621952286656,-0.7614380399297827,-0.8696250592486557,0.15214800891300007,-0.6985035245079061,0.3833003947122005,0.36299951940437325,-0.49449127854938957,-0.4311687033905483,0.446700135496757,-1.0780855260858038,-0.6214485164695338,-0.21260412556776379,0.221829507536375,0.22567634551110946,0.37821520040196677,-0.08268623820419804,-0.6247782156844354,-0.40771626719151943,0.1271391165860515,-0.1412164345634107,-0.5178419399212563,0.4265791954810243,0.2117626705248408,-0.2573065005638085,0.45205733262020814,0.7191277728749221,-0.71545762494035,-0.48964617656899156,-0.3256520473445617,-0.4003920984164763,-0.27022237493061635,-0.6004369312638588,0.22472997739682293,0.19174654596763988,-1.6502104216042552,0.5004144933023255,0.3884394905726935,0.03584292620160831,0.08072491606241458,-1.282404775745472,-0.6844364088848907,0.6715681638108579,0.6612093975264669,-1.1138296905001586,-1.0540078406522266,-0.03131141526920294,-1.5982521619132128,0.3284535335853262,0.9390934253765838,-0.1598166222671477,-0.004770089572100308,0.9934656992501487,-0.19497751453207868,-1.0865515922594384,0.02235040818839376,0.08902595232413144,-0.9775776815239522,0.8088504559193997,0.15915209627542223,0.13754883084883504,0.4296803360251641,-0.009669393697902123
AS601245,0.04307109404828472,0.45859018921563754,0.09006900874986254,-0.36009933865422467,-0.7663263094053839,-0.7450396622675916,-0.3978871942215996,-0.20533584609112482,0.07571187292067708,-0.009856127667734964,-0.053116114725599566,-0.6942692503762288,-0.7605573136510462,-0.34820208320994356,0.4993281051674735,-0.4230403934646444,0.06335199934249335,0.3078143972279892,-1.1242421616275382,0.3667127953958054,0.17840771764558022,-0.8665251395779873,-0.06300574005440122,-0.5773192247029474,-0.08355511052852073,-0.37500475338051953,0.13238672666190132,0.03813805854812775,-0.4031260090258096,-0.13454438197918656,-0.24566826786478135,0.08197383590181707,0.18211270599390042,0.034525312445998636,-0.11984361178779407,-0.39337293335599727,0.07255742394044135,-0.14195925581727967,-0.10553535788828707,-0.19371594189713381,-0.22370722572058646,-0.11180836219592567,0.012883702907690111,0.7447854664318603,-0.31507156105390993,-0.13117069390241756,-0.25652216932164495,0.29090959115634174,-0.5787577708206149,-0.14707114258331414,-0.08895034095974409,-0.4261904613931326,-0.33454075651245874,0.34680684421731117,-0.2824011682018315,-0.19556524123871594,0.2578373372175365,-0.3258645108605262,-0.019771525635945066,-0.3713714661865249,0.05332481380677493,-0.01676298382589508,-0.12076817502476117,0.4419933292463437,0.5255652077692273,0.38137549140252575,-0.07921299294592357,-0.5034827577378683,0.6008424805966576,-1.4930782227487327,0.05898948204755489,-0.0288355514823803,-0.13341764087307167,0.06889391979312628,-0.4502355482847083,-0.36346292740789365,-0.11666107376398338,-0.6941725265917836,-0.14787296842444522,-0.2582893405879706,-0.17937819565814803,-1.1146712680804536,0.2717410978668424,0.31791456070988455,0.16997361211781414,0.2297954254971242,0.08477143313994338,0.009881730570806333,-0.2831743481997857,-0.5597095078454121,-0.9887915981839351,-0.19998720820828556,-0.1610933928361488,0.4521633002930337,-0.45118838344921197,0.9977774647868709,0.16174470624255075
