,Alanine Metabolism,Alpha Linolenic Acid and Linoleic Acid Metabolism,Amino Sugar Metabolism,Ammonia Recycling,Androgen and Estrogen Metabolism,Androstenedione Metabolism,Arachidonic Acid Metabolism,Arginine and Proline Metabolism,Aspartate Metabolism,Beta Oxidation of Very Long Chain Fatty Acids,beta-Alanine Metabolism,Betaine Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Butyrate Metabolism,Caffeine Metabolism,Cardiolipin Biosynthesis,Carnitine Synthesis,Catecholamine Biosynthesis,Citric Acid Cycle,Cysteine Metabolism,D-Arginine and D-Ornithine Metabolism,De Novo Triacylglycerol Biosynthesis,Estrone Metabolism,Ethanol Degradation,Fatty Acid Biosynthesis,Fatty Acid Elongation in Mitochondria,Fatty Acid Metabolism,Folate Metabolism,Fructose and Mannose Degradation,Galactose Metabolism,Gluconeogenesis,Glucose-Alanine Cycle,Glutamate Metabolism,Glutathione Metabolism,Glycerol Phosphate Shuttle,Glycerolipid Metabolism,Glycine and Serine Metabolism,Glycolysis,Histidine Metabolism,Homocysteine Degradation,Inositol Metabolism,Inositol Phosphate Metabolism,Ketone Body Metabolism,Lactose Degradation,Lactose Synthesis,Lysine Degradation,Malate-Aspartate Shuttle,Methionine Metabolism,Methylhistidine Metabolism,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,Mitochondrial Electron Transport Chain,Nicotinate and Nicotinamide Metabolism,Nucleotide Sugars Metabolism,Oxidation of Branched-Chain Fatty Acids,Pantothenate and CoA Biosynthesis,Pentose Phosphate Pathway,Phenylacetate Metabolism,Phenylalanine and Tyrosine Metabolism,Phosphatidylcholine Biosynthesis,Phosphatidylethanolamine Biosynthesis,Phosphatidylinositol Phosphate Metabolism,Phospholipid Biosynthesis,Phytanic Acid Peroxisomal Oxidation,Plasmalogen Synthesis,Porphyrin Metabolism,Propanoate Metabolism,Pterine Biosynthesis,Purine Metabolism,Pyrimidine Metabolism,Pyruvaldehyde Degradation,Pyruvate Metabolism,Retinol Metabolism,Riboflavin Metabolism,Selenoamino Acid Metabolism,Spermidine and Spermine Biosynthesis,Sphingolipid Metabolism,Starch and Sucrose Metabolism,Steroid Biosynthesis,Steroidogenesis,Sulfate_Sulfite Metabolism,Taurine and Hypotaurine Metabolism,Thiamine Metabolism,Threonine and 2-Oxobutanoate Degradation,Thyroid Hormone Synthesis,Transfer of Acetyl Groups into Mitochondria,Trehalose Degradation,Tryptophan Metabolism,Tyrosine Metabolism,Ubiquinone Biosynthesis,Urea Cycle,"Valine, Leucine, and Isoleucine Degradation",Vitamin B6 Metabolism,Vitamin K Metabolism,Warburg Effect
PFI-1,1.2215882744132773,0.9434836368437026,0.8552595472652971,0.9023344795187354,0.4490069688706061,0.4662487056228324,0.5998569725066732,1.045141671036678,0.6632242883292505,0.8778197459319644,1.270254782030871,1.0801419958746696,1.2858445270018826,0.8945509956335018,1.4655104023310501,1.4484404809951388,1.4518109775290542,1.6185603433646933,-0.20128361381810583,1.2935685657575617,1.3478122544140454,0.14615017457124946,1.6805939793269948,0.8477853235686442,1.52526750687692,-0.5573014032815009,1.8671856422838884,1.0137517728787275,1.4934656940426831,1.2524544469960839,0.9783753041832576,0.9108504634561062,1.6494044166874924,1.1438294655828918,1.1051504836609825,1.0846831752919102,1.0846417792842702,1.1140548452519048,0.7650277855844384,0.9355067278278398,0.8432408675902386,0.9883351095307112,0.9527103594654114,1.6915703608345796,0.6776340159954375,0.7349117325938145,1.4899976889236421,1.3266432391060339,0.944055323420562,0.597218928163075,1.025111955383905,1.406564792896103,1.3130754589818605,1.3734554095211224,1.1933719081346987,1.0401817977344883,1.364037967526453,1.3043783859862281,1.0589620603230427,0.38918764697757346,0.5482737955118312,0.9377927659489667,0.747645076713331,0.7414811086212408,1.2359058403475838,2.008501252928386,0.9589402932151048,0.8475456463463061,1.5912550741610891,0.9080588546632853,1.097936499644824,0.9638532372088819,1.1333258467337464,1.2693579238485946,1.6876030394758006,0.5965372288161717,0.8987829255213533,0.1484922698471389,1.1787482270907081,0.899554675130493,1.1571089232147596,-0.5128325898952669,0.18051873389543965,0.6390012296509286,0.914548649211361,1.2305052551526552,0.02765033189234531,1.2040971285236195,0.6501252362252903,1.0576113325510919,0.2286782951313814,1.5782756353028857,0.7724243010925064,1.3273207814031143,0.37394134235208415,1.7471686725873106,1.0516341605496402
UNC0638,2.4517715996575555,-1.585590424040921,2.3588677397879576,1.9520010634552878,1.4114120941179413,1.384366563712849,0.00791046452779576,2.13993456408641,2.215639499586484,1.995325281518901,2.2053724425633936,1.4243615308299968,0.9181083728889202,2.129516031447666,2.3256289836162445,1.6308395517663468,1.8922769040500658,2.114431193469128,0.5060375593019746,2.50187927567448,2.512899504579317,1.2669282578918424,1.5332972246000436,1.5719952394848906,2.043745804467043,-1.2392192235595407,2.147642856106651,2.093669206513857,1.7696119348880677,1.8768255955327893,1.759593451383247,2.3295701821300607,2.0812527222622106,2.375385638309987,2.282624982981684,1.3708723699579786,1.653731696307717,1.9097380858350097,2.0500749919692955,2.0354261143384638,1.4345980710970803,2.467035570387734,2.467950495763347,2.0515167058820665,2.095284479033061,2.305750223136532,2.0713483315341716,1.8041014907564064,1.5681735485469024,1.3819225411304945,2.1722205779786226,1.9868459514764325,2.0705423893740686,1.9571776928481106,2.0875211612607854,2.004240481827436,2.0002035850277573,2.0023919869338185,2.2803558755245086,1.6437292589107273,1.4991563807547421,1.6406995268724582,1.657017280230614,2.0966595882018355,0.9732390716743095,2.3742658096450637,1.8644443677292177,1.8197783487936912,2.3768519755970634,0.48386942615872336,2.3597564374401743,2.6035705716289894,2.2164724857355163,2.488692715037398,1.6996757551353614,2.092141380402813,2.26486081064017,1.27110685139963,1.9257830872460768,1.9087710551299253,2.182316526131894,-1.6727488283677618,2.416310808999517,0.9876645756971991,2.5072195595962716,2.327336615037663,1.4646145500662633,2.470999319703382,2.1885567305719227,1.429239742215441,0.7051303279713622,1.8841638497428101,2.056557451388565,2.3079488720331462,1.2604193958821037,1.679000321705072,2.4343860549586003
UNC0638.1,0.3237281367991637,-0.7923917432827229,-0.19080244890829462,-0.11430463154824529,0.3068355293825674,0.31479831252288404,0.45620931547308297,0.12272921138197627,0.04974036086131801,-0.1741618721609049,-0.25633711865953085,-0.032303597427735996,0.2042552490408054,-0.08866680558289577,-0.6074673434698705,-1.0057899086537967,-0.07260744488227171,-0.06058710786806784,0.3057510336811015,-0.23402373668136095,-0.06371340567807823,-0.10153399979532897,-0.1798791217280528,0.5786152435784392,-0.24704886637600262,1.0045956120618627,-0.3421411510534942,-0.6751003691622451,0.07832561444384115,-0.5239992780823169,-0.0749507624419149,-0.2783190818075916,0.16835026440560844,-0.2175805066176941,-0.4576527705404292,-0.8105692532897596,-0.4548250575149819,-0.16639429004910286,-0.344428776838279,-0.11420737323333784,-0.24037644405105135,-0.02818358132378655,-0.18483994039577006,-0.24009949644680512,-0.2345750672778756,-0.20391284940004498,-0.04719075770490773,0.5355233689769517,-0.0618307964778518,0.19488374237910827,-0.6276554761682369,-0.7157548435726426,-0.8393821717419482,-0.4617985870947591,-0.11602282489364898,-0.24424306212438668,-0.030993636836861335,0.2032708064924335,-0.16363851586031122,-0.2711017251489823,-0.393142093652419,0.300543626638462,-0.05774379669718206,-0.5656965384185841,-0.996214036069581,0.04326452633950846,-0.3815020151535209,-0.2370390220094032,-0.23571071196332347,0.4439794059108328,-0.1721048199951603,-0.07884175677350015,-0.3091947964950302,-0.17221770927193514,-0.14391524195123345,-0.7605977676079684,-0.018465733349012005,-0.39145837600018124,-0.443567167308051,-0.1749630379629107,-0.27633468499255515,1.1555758209426383,-0.38712576083215433,-0.13467936194801666,-0.2872537419786469,-0.6485900206614895,-1.03800281076966,-0.12561523661414242,-0.15172112320903633,0.24534436581410202,0.9034569173429208,0.3823148141804025,0.06923194086275697,-0.20022775199928494,0.1671252469959066,-0.28276246369464775,-0.4020978503515636
OSI-027,-0.9042960688310764,0.5231045247544529,-0.44321794504102446,-0.6957742708306811,-0.8253069136269163,-0.43279580216328256,1.0727569977293212,-0.40894784084936975,-0.33415723432078265,-0.3074140028677299,-0.3256985026090657,0.29946187964400844,0.9738495002925429,0.30058988658242203,-0.7672105206249976,1.0664980456850055,0.2712354671431641,-0.3818497857518324,0.4144652289197051,-0.6869674394485173,-0.5409728558674345,0.6893120334210456,0.7245982466724546,-0.21092430866028042,0.6575858926480842,-0.4746984468328115,0.19639904969146332,0.27562089251798777,0.5060875046175644,0.18224190799326215,0.3427379846695615,-0.38420975322737444,-0.28177047234314084,-0.24652306040093067,0.006105846636792311,0.491788416509325,0.0934098468382552,-0.3554581137600612,-0.15258745714791924,-0.46542639831120225,-0.5346235441993002,-0.3525467329688982,-0.4230383436577999,-0.8491321094964321,0.09723718648810174,-0.44523954694140566,0.11709428456892071,-0.8429135768367275,-0.2416189449766781,-0.32687446082523536,0.45199839901689315,0.6850596238336447,0.7234148740664049,-0.06786483707574305,-0.1994466076786848,-0.09793986430902113,-0.32606368049436396,-0.3021283877637029,0.13208666968900468,0.0007008713433875991,-0.4414916546526209,-0.13576699315407753,-0.5531650166881701,-1.0774586730339692,-0.07853300143107819,-0.08114273800988596,0.5182763682548558,-0.4344756904150771,-0.5548456118829106,1.348270490541564,-0.32467195526249126,-0.5596463452488559,0.08133461699564959,-0.13573466378509672,0.5904995440337896,0.48094407297652675,-0.8383952962465209,-0.2606957274302446,-0.7568185167485965,0.1904051467662392,0.11844347860480103,1.1690422269500353,-0.7735233644421023,0.28070744192627944,-0.4182053270164559,-0.29575325843559075,0.2820270099074345,-0.32854552358476175,0.13338353207526985,0.4183328547525804,0.4176964649436079,0.6791545251332692,-0.9213469993427086,-0.5449035633892048,0.7295336218981417,-0.13831024493915534,-0.5293115950531289
SN-38,0.42367383480755494,-0.2172807137550361,0.6491707124912253,0.960883196902535,0.27962468586543177,0.14299095872335887,0.5730229623046185,0.4862974321254581,0.48556142063061464,1.1933282740736397,0.9553585756222585,0.8303802902339603,1.7276495891141759,0.40035389966573964,0.5911565499031157,0.555048912464508,0.5811633701407678,0.4236118491478396,0.8714324907482595,0.5630741754828773,0.702896037338643,0.05753163343532426,0.49428909925648895,0.8163154146582152,1.1144041478629318,0.6502435812322129,1.5743877902888492,0.9169890460579222,0.6819755297397025,0.6430797610940057,0.4637247028403628,0.17020019740758488,0.46678237528957106,0.5464558140987639,0.6534919542624098,0.23435408444092248,0.487038316740194,0.6065343413129529,0.11050890446271146,0.6718336729230147,0.8509382882525017,0.7602108218629234,0.6295768114444534,0.5893024298942069,0.5591913124280001,0.42040655122072595,1.121869668986879,0.2675942026299021,0.7077294369999968,0.5845589937967114,0.8489604772350459,0.957534472187064,0.8050521027137197,0.006475316614972566,0.8323647635453957,0.2911207924868884,1.0968586966526628,1.306447698211393,0.4973739083694651,1.0991130537815368,0.40587536631077026,0.8341302804029088,0.9229019264594333,0.7035214413889991,0.9015022247336933,1.1753981767028672,1.518917620167735,0.39462656341776947,0.6073562032993518,1.1043322231510135,0.9172529165147706,0.7682318121048882,0.12391266969023965,0.49706036141780047,1.2121419874824757,0.7210581555284932,0.48675970745053904,0.44705819911567074,0.8294359572561111,0.3479945975497266,1.219512761703781,0.008789731027749702,-0.2562118276712146,-0.0006771069255394393,0.7707191865460461,0.5681556644431094,0.11964651857494707,0.7414715865392092,0.40888877716087163,1.3231845957346364,0.9767330726621613,0.9882789293153553,0.5604047811162363,0.7783643759345893,0.9784970006876872,-0.1867677746897913,0.2903204774486098
MP470,-0.9228459172466427,1.2512580607750892,-1.2866903686983098,-0.8432568520622769,-0.6280463030572153,-0.49920716330929615,0.15691838416485518,-0.7424346857402107,-1.1645339760884263,-0.6658991367891294,-0.5117353021848215,-0.09532003314030131,0.19003958033285978,-0.5664920665774037,-0.6319477742673667,0.18775482057316628,-0.899263326831265,-0.6616731482240303,-0.09567041743464197,-0.9198342538202172,-0.9427857707316034,-0.43092274879551784,-0.5036180433839339,-1.002076468767652,-0.6225884502329428,0.9519389586406237,-0.48802872028146044,-0.27576283803076945,-0.8571600553410316,-0.8196647455778879,-1.4539620700952047,-1.2594700036923172,-0.7037293143556266,-0.8063699061973195,-0.7997769143463097,-0.9273081953869842,-0.9677706108505255,-0.6917182236700143,-1.1966025073494182,-0.5561268045753275,-0.6297189735780023,-1.2327003518041904,-1.2828207136658136,-0.48320958676477793,-1.7833159139546273,-1.4982006630055853,-0.4097500743332163,-0.3467992528295281,-0.33693154539486136,-0.38316520833840595,-0.25649282654206296,-0.11139788661120892,-0.0774980600838071,-0.8949930297792421,-0.8431308110928613,-0.7734751336927611,-0.5332103174116459,-0.8325422728364911,-0.8922526487545492,-0.6802975045829588,0.13994175270137468,-1.2815986784439062,-1.17651836813729,-1.4364907112403364,-0.5682092966419349,-0.934017268711974,-0.7358028159155323,-0.4836977171913409,-0.9497597624662859,0.0737328005247008,-1.021930601447463,-1.1264745054877083,-0.8654639214270007,-1.1319281567979123,-0.31372517457229726,-0.972692334218551,-0.9230947948151119,-0.26104560859939824,-1.0224414537660558,-1.3935600410481586,-0.5399973786179381,0.9000106165217875,-0.7619267140038014,0.029709356256085628,-1.3489585202237788,-0.8836477702837636,-0.20153786904034646,-0.9381583432386128,-1.688183884249084,-0.4044534830397437,0.06165742592438242,-1.2134626904954613,-0.892374985935289,-0.8756717491077906,-1.177219826607097,-0.6802346196673505,-1.045451927469554
T0901317,-0.34258938932924277,0.20943228478957013,-0.07869776112652023,-0.43228744095940125,-0.34052090433759574,-0.010745792908283544,-0.15505593519799413,-0.7682579148603682,-0.7236694627020647,-0.2526526870866194,-0.4934982276706641,-0.617767180602956,-0.1833488178023452,-0.11060820833865902,-0.4253040315090708,-0.7560417450632028,-0.31086294957239197,-0.4988926200437976,-0.08173404892475379,-0.33525557397389966,-0.2731928271242677,-1.1798786526018346,-0.7236090662865721,-0.2836459802626567,-0.443738430930154,0.5335414455254607,-0.23190572874934828,-0.3815564090009724,-0.6911525616710066,-0.25029881857198233,-0.36307032293012687,-0.19153154180741908,-0.2476896466251187,-0.40270708681555745,-0.328589837036951,-0.5227930335267499,-0.19561124946678535,-0.7381452897996998,-0.12838435167856083,-0.4627670602046126,-0.6073746676695938,-0.19301625528392627,-0.25701165536911125,-0.5634298049322334,-0.19547324729680504,-0.07591147367415188,-0.40510910893242913,-0.18956376351124749,-0.8220516488312833,-1.016115618543932,-0.289025470622413,-0.26805428340896165,-0.5133216319142033,-0.41859599014876103,-0.18789055725685475,-0.10676934349873755,-0.0075354344534371755,-0.18419155225707828,-0.1740454796605394,-0.4233733772545798,-0.10341750412810127,0.17054728280345793,0.2992119445384091,0.10506891582421474,-0.4958669064393016,-0.05068256222809511,0.5002549851035623,-0.754006347065984,-0.528087725691329,0.011728434195616352,-0.39768567486115447,-0.3457155041130074,-0.5418202648080296,-0.43437013471156105,-0.2698401671866406,-0.013804517572604483,-0.8065748421240014,-0.7714043029806302,0.0023321434541795634,-0.3627307803008066,-0.21511731912170182,0.23178893881468343,-0.42465909597162044,-0.8979717434702869,0.012521663064257211,-0.35571961308613176,-0.5354915971621114,-0.15309126601883336,-0.1525949440295219,-0.8147467727097315,-0.16199621343216886,-0.4057248134031667,-0.6184155126030697,-0.3615008168222904,-0.9291381521111192,-0.14468930887829554,-0.2965428237477327
IOX2,0.4548578204209224,-0.11689154040177328,0.19221303229003575,0.49415681079173884,0.35395579671397764,0.33559737525446526,-0.1353847908163355,0.2483288121732912,0.34051832036351654,0.6651806041208476,0.29594598031464636,0.49078919521313835,0.1342341338428117,0.4069490530435436,0.5053011197151993,-0.04077819078466996,0.1663523698704295,0.5272661671152116,0.7223176751099188,0.43735771199877255,0.4081231013622662,-0.02283740758888387,0.11911162574729421,0.3070390007259854,0.1735197461893062,-0.3320392998602449,0.3177325840338031,0.04618361231992739,0.23613695806457122,0.45703368188981514,0.34840996167856353,0.1431036629144937,0.3141080755559075,0.3386000659481858,0.3442353162702072,-0.08802872372397019,0.09528760623664675,0.15077077410334314,0.10654943088395924,0.6682688327982702,0.16590366797429673,0.5128178508848514,0.5749872710548104,0.3532454926585473,0.42432946888053374,0.43612356334934155,0.2894168524242614,-0.010469155377115054,0.4964908322453168,0.7223644795069117,0.05835488257061478,0.23301853643109505,0.09143107670413239,0.06936943123605076,0.6448560840132627,0.40290072038044433,0.6229496281504925,0.3821370000249756,0.25253658663292994,0.09354416777896178,0.22528628538187273,0.3865634160561924,0.4603633042974902,0.5985851795948461,0.2032140452769618,0.6453953522281286,0.18570841398491167,0.37439912016693927,0.4084913835038259,0.07121483572272794,0.5652453792660969,0.627149455052086,0.16292032878638432,0.23053361608731285,0.09770743242413105,0.3425422009688151,0.5477799752948307,0.5603329013193854,1.0455631303190644,0.1240251248190782,0.5436424266369908,-0.6005634940545863,0.21316620595781854,0.271530541678812,0.6347738614631343,0.4100030503613685,-0.06318989207390881,0.463158410134899,0.33768005514685884,0.2533732469867944,0.19787823790739673,0.48910708411074033,0.3314738993768488,0.5057477425196744,0.12250894134840189,0.36608259951248273,0.20889104276415915
5-Fluorouracil,-0.6359569174627322,0.5979153899189823,-0.8307578005049281,-0.7922315993489265,-0.802718270715987,-0.6119919364592741,0.4323959286764024,-0.7029966253592608,-0.49658131271743916,-0.6953957426816666,-0.9173074042123541,-0.6944350404133098,0.15725338723161794,-0.40850476328781343,-0.9899598632196352,-0.6949068453700079,-0.5577841973539275,-1.0310403911791481,-0.1682285787546435,-0.7641581880154029,-1.0502862068111856,-0.25848558489332835,-0.43653925159247403,-0.7542261211672072,-0.7930834168762673,0.801763672718084,-1.1610368859793356,-0.8653225618944793,-0.5852040433370894,-0.7561660810533704,-0.519294136044048,-0.7136741302517275,-0.6745435741348272,-0.839768251867441,-1.078532361520965,-0.6657707357258656,-0.5317584432806655,-0.7873593109077213,-0.7373825972845746,-1.0199096508740169,-0.6905704999355795,-0.7692991800811199,-0.7439599558796225,-0.8546675641206658,-0.5941806420737776,-0.7821694087331998,-0.828442792811702,-0.29498369968870514,-0.7122711910684137,-0.7085639824410709,-0.8547412399465623,-0.8014789672336382,-0.7971888188567592,-0.6246461907230378,-1.024966992955858,-0.8430863726982503,-0.7296453085910998,-0.780791538273337,-0.9520211940142586,-0.39430962797895197,-0.5591809293991777,-0.531191180137048,-0.7211695009176645,-0.9625524763749074,-0.5866606200358245,-0.6631875039439667,-0.6750513954459466,-0.761660694751283,-0.8839931596960654,-0.38857559299019123,-0.9820164829791266,-0.9354836723108954,-0.8037120323861296,-0.8810662692558767,-0.6103924547366316,-0.5128754881589059,-0.577123107911497,-0.6608969516048029,-1.1643919279509705,-0.7346084656954359,-0.5896810388735253,1.0816383438726347,-0.5961009425843021,-0.1760683814580133,-0.7464876269244539,-0.9226794257094596,-0.8499512190582454,-0.7726236067400423,-0.5397922729249395,-0.43331183986348404,0.25003052771985096,-0.8610412904433083,-0.6601661901605314,-0.83075086005339,-0.11365903031004096,-0.7332384414813142,-0.9605514945020038
NSC-207895,-0.38796913833358854,-0.28419864563105374,-0.5490159064293905,-0.3817965325826461,-0.4319815378328492,-0.2093147978748523,0.10338337272115598,-0.21121336229610277,-0.05597928546512216,0.23868492016946682,-0.07814714083614814,0.19496878188425965,-0.2879853107127125,0.23193579377508575,-0.2229293721737127,0.42250420154901636,-0.05738074750583514,-0.04594739677693164,0.3099394482352766,-0.08443929342208857,-0.31758993832039084,-0.11187972615377342,0.003229971076716626,-0.6790689424501549,-0.13812729835849574,-0.032926422808114364,-0.07833285337509623,0.391842080401512,-0.3643547910051555,-0.15953054925678112,-0.9050415165584749,-0.5277146947708053,-0.5210586301730707,-0.13634307592333733,-0.09744903902068251,-0.21690119360565874,-0.5761878640869975,-0.3304224713510399,-0.643691629334306,-0.10200334095468415,-0.5680668667322729,-0.3737301535234931,-0.26608170154352095,-0.11851569977367113,-0.8598429261309845,-0.5751731153175846,0.01723556619421433,0.13245767601383882,-0.18575276302681187,0.14320228022839107,0.3985933695771746,0.2091190882580134,0.3093679852598221,0.061529867345974924,-0.236418260922128,-0.2743866376826828,0.11372982348847781,-0.3826438383303242,-0.14531267339109624,0.02872117033093714,0.7582940600241862,0.047105848465471035,-0.010676479145045126,-0.5636260910995834,-0.025228872778139243,-0.0907631108904892,1.1165345740411212,-0.36730903155283046,-0.31692720049640916,-0.5576432469057865,0.022987339380053186,-0.2062626935031112,-0.2570198327591855,-0.31291543157639473,-0.049813457398020504,0.14824709750980838,-0.29684271061831247,0.29488972734136326,-0.3168325324660332,-0.8015313949531824,0.2682635640259562,0.11749889393764947,0.39632184867759657,0.7114472256842586,-0.12868401779292357,-0.23827657026887178,0.8856947266343377,-0.192286811415864,-0.7157221385311912,0.05416861680588001,0.47830876733041794,-0.17110636280117061,-0.21138609936107655,-0.12473509764423683,-0.6179869867227797,-0.011890565534368994,-0.33792592301696134
CAY10603,-0.4446814119514211,0.41755270727874993,-1.0171489685583832,-0.4740685577862427,-0.5685767923955298,-0.1148178462485001,1.8068228649644058,-0.2984906466682538,-0.13952951433478666,-0.42182976082335844,-0.4864020737125571,0.17486388609809317,0.309074489032015,-0.5906908606950882,-0.8645806049050007,-0.07977012186453099,-0.676748801012024,-0.25075761223564286,0.49469740743041524,-0.7287250414627726,-0.5162098095596896,0.39397244101256373,-0.5809450850463685,-0.2732468997649668,-0.4021741374373853,-0.32934590864747454,-0.7624661150732701,-0.5890278563047532,-0.2898892158075994,-0.6580116626679814,-0.5363610426371727,-1.0370119081165257,-0.7546065313249787,-0.3716989576676198,-0.18694264188624946,-0.6779387148654465,-0.7603894468839677,-0.2508304592894065,-1.1550342057902412,-0.2989477054389149,-0.18250210321064414,-0.7280104392668447,-0.9165277859072034,-0.6209754248709075,-0.868413492624169,-0.9558718734656486,-0.2909447174756106,-0.10734818691570819,-0.09839907599606197,0.18748576915071605,-0.5137897580856128,-0.47451816001286223,-0.26970109656056657,-0.8073773837109625,-0.537802213160083,-0.8092272621647542,-0.5818258754899969,-0.5305715022747579,-0.8326130823697538,-0.45515946399629875,0.185868883276979,-0.5651787107663072,-0.7491815407881619,-1.161901541139058,-0.3253427399861886,-0.7690398788781905,-0.06346367087768753,-0.4417049993084593,-0.547078236116577,0.09424067488939039,-0.44952104718035385,-0.5301598177696732,-0.48009872117342317,-0.5571488732815618,-0.19780273976153864,-0.2643605144225743,-0.31478121035493645,0.030583825998548708,-1.0335269253164991,-0.7192967135355548,-0.015648329917896744,1.2445666624496838,-0.2037376646343058,0.32055515005245666,-0.8072937876661008,-0.7344839070216043,0.41852681711966677,-0.8230143194212242,-0.8930133605628864,0.46210552025883744,0.789839446716371,0.03417134683227803,-0.45605009089006393,-0.33325942065759406,0.5685161547312226,-0.1812069841479259,-0.9886331441950393
GSK269962A,0.6858934865544226,-0.49332204017497755,1.310592525737071,1.5023896053045045,0.9868724141216744,0.6202646629391582,0.7746136250877883,0.9632022666723554,0.7833255162273234,1.2709961358918105,1.47020973753157,0.8860006641679511,1.6834814598657373,1.2197323330190677,1.1198617110248565,1.81454476833159,1.3219906711992886,1.071197396058532,0.6877918435790586,1.0698172468628944,0.9788194241956525,0.9409093716595521,1.7250143394436401,1.0005883166642178,1.6017085624454748,1.1327431260334082,1.9079985350476276,1.8656447614060463,1.2407330533626584,1.152509529878118,0.7157969078914848,1.0856414082784351,1.1299845708358887,0.9745143470658617,1.0373233490873977,1.786680532157096,1.2025929534505582,1.2116505933669095,1.2374970041349589,1.079942317593033,1.4303125260661926,0.8173037294032705,0.9100577693358706,0.9776607273807006,1.1534262379234845,0.7408355394111127,1.4712527234371624,0.19072065948750777,1.169626225553255,0.2990307769480453,1.7259982248330148,1.622725644171022,1.5487422430144355,1.3850948797163611,0.942907960411681,0.8267106545711308,1.8343504223404372,1.8307447274985842,1.251752834982772,1.4719365666128075,1.0813256307830228,0.48488143875275935,0.7463906628387302,0.8857810906940582,0.8892798570274822,1.7384586550591596,1.4604814334807337,1.1906725787833192,0.9877481062436415,1.751832115351044,1.2193562479226876,0.9768456514353531,1.2440092742556441,1.3318435786724183,1.6031029384432096,1.3174165093430705,0.6009664897845508,0.9174376594176887,0.6269985812957166,0.840891879052583,1.476601746562456,0.16503899297613564,0.052217987090532395,0.0389708110275677,0.9983122782952538,1.2628840976058233,1.1024448731772722,1.2147217821361538,0.9828679310457819,1.415686783740141,1.2370778422186552,0.7024741690947025,0.9691492264619673,0.9961633672178646,1.340842861033764,1.044111019361268,1.1834428258978325
SB-505124,-0.6726207408740402,-0.4976103555635186,0.2616273725218095,-0.05157484521914126,-0.008247818070595943,0.3799696063325378,0.9551940794251113,-0.2121413335294202,-0.15349044653838417,0.7057339065912642,0.10771427605630256,0.5922112142177179,0.9470507316447215,1.2942448205438133,0.02969044170684715,1.3086380633754844,0.3030322770854752,-0.4069120055992648,0.3592152858669716,-0.1845861515941957,-0.18770510815929714,0.6592550409110847,0.6395365501602068,-0.2419550684836579,0.7799042995258622,-0.20882725802735083,0.48303543401961585,1.077127381386741,0.4635738516177566,0.32081444778279045,0.0884069594138133,0.00845394604844473,-0.17262011439330752,0.1366546487036192,0.2110521941698281,0.22052535483559496,0.3661253014501615,-0.0923393082011729,0.31623317600102097,0.34674143996494255,-0.24908238485711418,-0.07240245975404963,0.06108770871565865,-0.544658537260721,0.17592319550514784,-0.06960540254791203,0.23902748529145101,-1.0515552499183811,0.33250570740978075,0.30869694362991396,1.1860340119588582,1.2029735352460795,1.1523118227640032,0.11318850495306687,0.24321553178988298,0.44531293025093704,0.2044414183090893,0.20471314553784545,0.6468677740178767,0.4187169284483589,0.24562612034948877,-0.449469221636546,-0.41813174447851825,0.07892203148599156,-0.018395410810516225,0.07075689887134988,-0.21480844985983963,0.27818033078581655,-0.3548078964448092,1.105195040566213,0.1333499040720838,-0.0006851354487858728,0.31163662964869493,0.16319770304087639,0.8581842835143898,0.865492129566342,-0.6008972683967235,0.7953295815124372,-0.32261653126749024,0.156827830535388,0.6961236766793683,0.39427374435002643,0.3250604824699607,-0.04042641101271451,0.3371563952461273,0.23386926043212222,0.8469067610916987,0.1913199214814122,0.30137520177382476,0.3838964941108699,0.0049852218288803565,0.04258720659294144,-0.5797508602244563,-0.034299452145367205,-0.03557684264148778,-0.4437356699428907,0.05489747428633622
