Pathway,Alanine Metabolism,Alpha Linolenic Acid and Linoleic Acid Metabolism,Amino Sugar Metabolism,Ammonia Recycling,Androgen and Estrogen Metabolism,Androstenedione Metabolism,Arachidonic Acid Metabolism,Arginine and Proline Metabolism,Aspartate Metabolism,Beta Oxidation of Very Long Chain Fatty Acids,beta-Alanine Metabolism,Betaine Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Butyrate Metabolism,Caffeine Metabolism,Cardiolipin Biosynthesis,Carnitine Synthesis,Catecholamine Biosynthesis,Citric Acid Cycle,Cysteine Metabolism,D-Arginine and D-Ornithine Metabolism,De Novo Triacylglycerol Biosynthesis,Estrone Metabolism,Ethanol Degradation,Fatty Acid Biosynthesis,Fatty Acid Elongation in Mitochondria,Fatty Acid Metabolism,Folate Metabolism,Fructose and Mannose Degradation,Galactose Metabolism,Gluconeogenesis,Glucose-Alanine Cycle,Glutamate Metabolism,Glutathione Metabolism,Glycerol Phosphate Shuttle,Glycerolipid Metabolism,Glycine and Serine Metabolism,Glycolysis,Histidine Metabolism,Homocysteine Degradation,Inositol Metabolism,Inositol Phosphate Metabolism,Ketone Body Metabolism,Lactose Degradation,Lactose Synthesis,Lysine Degradation,Malate-Aspartate Shuttle,Methionine Metabolism,Methylhistidine Metabolism,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,Mitochondrial Electron Transport Chain,Nicotinate and Nicotinamide Metabolism,Nucleotide Sugars Metabolism,Oxidation of Branched-Chain Fatty Acids,Pantothenate and CoA Biosynthesis,Pentose Phosphate Pathway,Phenylacetate Metabolism,Phenylalanine and Tyrosine Metabolism,Phosphatidylcholine Biosynthesis,Phosphatidylethanolamine Biosynthesis,Phosphatidylinositol Phosphate Metabolism,Phospholipid Biosynthesis,Phytanic Acid Peroxisomal Oxidation,Plasmalogen Synthesis,Porphyrin Metabolism,Propanoate Metabolism,Pterine Biosynthesis,Purine Metabolism,Pyrimidine Metabolism,Pyruvaldehyde Degradation,Pyruvate Metabolism,Retinol Metabolism,Riboflavin Metabolism,Selenoamino Acid Metabolism,Spermidine and Spermine Biosynthesis,Sphingolipid Metabolism,Starch and Sucrose Metabolism,Steroid Biosynthesis,Steroidogenesis,Sulfate_Sulfite Metabolism,Taurine and Hypotaurine Metabolism,Thiamine Metabolism,Threonine and 2-Oxobutanoate Degradation,Thyroid Hormone Synthesis,Transfer of Acetyl Groups into Mitochondria,Trehalose Degradation,Tryptophan Metabolism,Tyrosine Metabolism,Ubiquinone Biosynthesis,Urea Cycle,"Valine, Leucine, and Isoleucine Degradation",Vitamin B6 Metabolism,Vitamin K Metabolism,Warburg Effect
Ethanol Degradation,0.8551850473213422,-0.2683298429246108,0.9011969953036105,0.8708595057547726,0.6439068953022954,0.6955474524538319,0.27481800752629315,0.9157275377472314,0.8835756904001221,0.7812675375961302,0.9393336031779697,0.906458718886664,0.7058582486702434,0.9346752106765149,0.8365152290751237,0.8509105940119583,0.830585680856435,0.8671854530628333,0.5320392556321475,0.882704995857294,0.8891444102048448,0.766472431010411,0.8507928907272039,0.7444002351028582,1.0,-0.4823588434508009,0.9568443868713152,0.937715944984972,0.9049851488516223,0.8993888474571491,0.8371587764581331,0.8579309179958803,0.8305338036193629,0.937927371113336,0.9264185171748929,0.7160069206042182,0.88132234779316,0.9069128555718817,0.7872681101352543,0.9268173631106924,0.7403794101253578,0.8820215159837106,0.8647697107108067,0.7200065962572314,0.7999534123210028,0.8292760908073583,0.9493038942117259,0.7068622198230573,0.8724675082768155,0.7860321852689742,0.9514649742661765,0.9508434602194834,0.9505736420263303,0.7794191301562,0.9036199811873448,0.8670577047436862,0.7665508040162393,0.895170582192082,0.9311853106083652,0.7866228142884549,0.8445518030480845,0.592655937785162,0.6647929409776013,0.7539923761658185,0.6675644067256956,0.842695567070692,0.5512008291706394,0.8900175641678283,0.8498228225026466,0.6261233511281012,0.9326673525619456,0.9157537308580206,0.8784969897767202,0.9432159217461564,0.8797822807173988,0.8037162807875575,0.7766439958322678,0.8492220964793736,0.6807930794011998,0.8357976483378194,0.9094341910138256,-0.4138277846976727,0.7551731381871534,0.4517908584297886,0.867876487983708,0.9100621901169388,0.7405147174927997,0.9210670422418163,0.8168982483661926,0.8862735481453003,0.6412257804606327,0.8042305936916303,0.8414422517094383,0.9255249622048121,0.6251814364735159,0.4461376647124181,0.9039269955465027
Fatty Acid Biosynthesis,-0.523866344417974,-0.16727493782087657,-0.39928006390632154,-0.3028152128663947,-0.1669419870679252,-0.41606174616525154,0.13507302267473542,-0.46075351739000936,-0.42124719962728097,-0.12602156227803887,-0.37179643926611283,-0.5094979024790933,-0.025177564778810682,-0.45926864987285626,-0.5447591704517807,-0.4404732057956697,-0.6154542439670928,-0.6143486877140943,0.0059450754454967985,-0.5164410944193635,-0.5713189737620048,-0.2389908414249987,-0.5894172955906183,-0.2656500273395738,-0.4823588434508009,1.0,-0.4252294959476133,-0.32223711616709755,-0.5583660095559052,-0.6029309087482503,-0.6067311171213337,-0.581445050697306,-0.6075568579998848,-0.5616343005929828,-0.571117526474128,-0.6311750098658607,-0.5655853095994875,-0.49231141540101386,-0.5433433282890332,-0.4477928922401502,-0.2860288157426961,-0.472167895206864,-0.48712746942112317,-0.5749418501414613,-0.4293161469700421,-0.5262730106846379,-0.44278369347088137,-0.5832276898957863,-0.35816957626558266,-0.3780592077765373,-0.37411095116439025,-0.4541006982748182,-0.48576803355618015,-0.6994183177174096,-0.5766889691283525,-0.6286492357000634,-0.08909505406301801,-0.2070610651869275,-0.46288192240798676,-0.03899944462096612,-0.3907797062125295,-0.511686173253837,-0.4845848248831524,-0.3734352265595733,-0.5123482685789713,-0.353777349179357,-0.44055636791628067,-0.462679729993015,-0.5760146330684047,-0.08529630777897124,-0.4335438404063365,-0.44986342141122315,-0.5928331307182441,-0.555020155146408,-0.5133695134566166,-0.3231872778711068,-0.3765161885939435,-0.34920960501344234,-0.4763754128531134,-0.615582151826102,-0.2989211362961861,0.5713202667594022,-0.675672152436462,-0.2039877985790101,-0.42957662154252857,-0.5539446216551908,-0.35393206645095815,-0.515997586749831,-0.4788825745915343,-0.2508772279422403,-0.009737606851524382,-0.6534672078300003,-0.35650447737241353,-0.5142252992824812,0.01245830384095987,-0.6569462510441372,-0.549233001155065
Fatty Acid Elongation in Mitochondria,0.8394800022487251,-0.204766333990089,0.9046947775292407,0.8496464704268536,0.6817722382269851,0.6781145280866401,0.22278202491147814,0.8629488459312771,0.8303084004028631,0.7918148794117392,0.9051998600903254,0.8307911042884752,0.6698211555887448,0.8625891587017235,0.8929921412469054,0.8175456451225263,0.8560291142657411,0.8770827503610203,0.47956838849607564,0.9042516592022045,0.894916588422674,0.6209043892588938,0.8516599926274232,0.7582632917362694,0.9568443868713152,-0.4252294959476133,1.0,0.9253520073995862,0.8769133689231322,0.8951050521712629,0.8064546622574287,0.8699643736450076,0.839551054846574,0.9131403637723263,0.8884408795404318,0.7244897138609897,0.9097060220406334,0.8663884734922567,0.7926740757945531,0.8797774752773497,0.7015393549795235,0.8722937590798807,0.8722201302160129,0.7827979001679551,0.7778312077786811,0.8326731207179042,0.9121660185360436,0.6836792267997353,0.8150578270669986,0.73198998912161,0.9250398162086825,0.921742677062274,0.9094743196149917,0.8043754430751127,0.8887304890998535,0.8620255256808479,0.7918967999610237,0.8927489662788671,0.8985251646554938,0.722668962001086,0.7731479580952378,0.6500647037843511,0.7205905464404933,0.8285105390974761,0.760427115263508,0.9002658278580593,0.6331070024199408,0.8700491705426986,0.8762497633516914,0.5549044452843085,0.917344591898822,0.9045923936813914,0.8642984486127955,0.9318758873666044,0.8908440691947073,0.7719369192825533,0.761458312782516,0.7448045120441682,0.7593792426728309,0.8066489285873266,0.8803593002746074,-0.46467357528107683,0.7105552580305997,0.41562017015159974,0.8811142663714111,0.9195706087640555,0.6499661522335392,0.9321064308714567,0.790698458512276,0.8146316958121054,0.5427246705733549,0.7894036447196797,0.8001032442248248,0.9206514955649067,0.5338781201265925,0.49881832051423713,0.9054424248705913
Fatty Acid Metabolism,0.7843614047236089,-0.2761833088473489,0.8566508001774615,0.8592079029648056,0.5931316241760146,0.5697349254677546,0.2631039416692502,0.8673439154309818,0.8693016035712826,0.8945287415950863,0.9255375989681237,0.8403636638774107,0.772817552218884,0.8989956694199392,0.8281752167312172,0.8823437330781819,0.7408844352552848,0.8045183826442934,0.5159416554240775,0.8723952738824275,0.8286196837805945,0.7450771348350328,0.7881279183137575,0.6454492500207623,0.937715944984972,-0.32223711616709755,0.9253520073995862,1.0,0.829315957865038,0.8269381281238123,0.7035981686833114,0.7809893520029156,0.7220762231884641,0.8845920464347249,0.8833329073703832,0.6460372799555704,0.8170813656988368,0.8611918125157867,0.6836518079604805,0.8872200671668031,0.7444676992988826,0.8250764213549326,0.8193782808783315,0.6782679002190162,0.769653017094526,0.7526975973463914,0.9001324466292627,0.6022411937730723,0.8573214190968554,0.7898182471687578,0.9919779829778288,0.9475545361921968,0.9462195217233843,0.727954678210121,0.8124173415265313,0.7552191013442257,0.8618123122029427,0.8980111974345005,0.8797227688227609,0.8178678179107601,0.8632831339512915,0.49274885542297553,0.586836062841777,0.7772404758148033,0.6843788229782068,0.84584129291768,0.5034794990602974,0.8439402885109865,0.8192834868982958,0.5276835069265828,0.9169937055120708,0.8768227736009898,0.8596837730509822,0.8960285787208319,0.7992165915728696,0.8610891056213075,0.781261362249047,0.8342869255790306,0.6733187551381576,0.7045484800561742,0.9216195367768703,-0.43519361832116854,0.7270294659967694,0.5632235322438216,0.8771940501744844,0.899862406113042,0.8124412055086921,0.8708798890091214,0.7530753877030745,0.8713242518299469,0.5961439880930973,0.6799670830474001,0.8117122814831439,0.9031700681477381,0.6368150776937236,0.3528842424276327,0.8534063843519619
Folate Metabolism,0.8845347022940739,-0.2037647601897873,0.8601317259025717,0.8238634350966201,0.7126371177778791,0.7646730383026902,0.1878259647576263,0.8972824188358939,0.8455181302202532,0.7069502748779285,0.8597061602769157,0.9398833667892217,0.6301524301056677,0.8647177998205534,0.822399103141511,0.8020119995723768,0.915679330788033,0.8951741256529395,0.5530792083378658,0.8737643438800943,0.8771322601625923,0.67015091968427,0.9179842765289857,0.7884894644963447,0.9049851488516223,-0.5583660095559052,0.8769133689231322,0.829315957865038,1.0,0.9269683914783835,0.8919524983705426,0.8845856627386656,0.8719453290316462,0.909683769204277,0.8706198410603724,0.7894249404130758,0.8931372713527276,0.8848358376841753,0.8111229827765508,0.8893686988019379,0.662168446211575,0.9047543878738427,0.8833944671308148,0.730272497558839,0.8078059223881936,0.8690937491921893,0.917855438443057,0.7534595988841415,0.8714096650122318,0.84681938052642,0.8491603928935254,0.86266096886182,0.8603597479428614,0.8318887922480687,0.9242638208563496,0.8916541985648917,0.6570398113147226,0.8372527011420599,0.893704493629345,0.6420577071943763,0.7498904416009211,0.7170971052924503,0.7349660346538914,0.7458107868453743,0.6592784926918773,0.7937181487830551,0.574650946761492,0.8875573564723982,0.8597858992353767,0.5706604592776421,0.8858521900328334,0.8835099426789388,0.8781373099899462,0.9218977403198833,0.9318468376848557,0.7225486159658387,0.7702713637405912,0.7596556746063307,0.7545979792948281,0.8822033781871593,0.8013394199238444,-0.3974640961449311,0.7813082192260441,0.3836952134490873,0.8399746874053227,0.8733991347435263,0.5831861350086287,0.918727422524616,0.8413080258000161,0.8314253110687743,0.6152447331416665,0.9199098632490346,0.8017760539923884,0.8902526970280679,0.4750924275279405,0.49284167860091643,0.8953005394650245
Fructose and Mannose Degradation,0.875720072556396,-0.10048442673621524,0.9223343141310543,0.8266564215847573,0.722662131254834,0.7785519587417289,0.05211912697112122,0.8414721566407826,0.7979399164926043,0.6600299584939161,0.8398522035317758,0.8720881305639759,0.52348248477089,0.8745890480143783,0.8460031649909313,0.7641710061330578,0.94543050666623,0.9023910538148956,0.5317740286846311,0.8703830144019674,0.9031970666812795,0.5779566960626576,0.9153844549557901,0.7889867414553685,0.8993888474571491,-0.6029309087482503,0.8951050521712629,0.8269381281238123,0.9269683914783835,1.0,0.9470411309966863,0.9654646060491777,0.9176540616832062,0.9092050767507227,0.8856220083944415,0.8495769658115677,0.942015882616064,0.8633648200793936,0.9293634445357575,0.8748159928521863,0.6658810694297503,0.9376157490680578,0.9544053032940449,0.7528389780489353,0.8893507557319528,0.9378777047184219,0.8860590318658382,0.7340199591089069,0.8028809733554045,0.7254457044630985,0.8507100199565985,0.8587923422336122,0.8435513442156326,0.8796822858715582,0.9330289369543119,0.962048659722779,0.6404375239499869,0.8058270860276014,0.9277055149575253,0.6406111603978567,0.7197379873988127,0.7754292503445384,0.8309541005564631,0.8390438448605495,0.6999237984341574,0.8309710801824242,0.662132886016672,0.8515604143934277,0.8532534053581502,0.5532984244430691,0.8656517476388328,0.8832578337952294,0.8599065026145298,0.9160012817146234,0.8837600147672681,0.7397122908772171,0.7354488296736589,0.7445337070158965,0.8749627289939013,0.9477717163805128,0.7709545984143098,-0.5134451560366932,0.8149370481014718,0.2849852971850945,0.8940222815830877,0.9104083377504264,0.5645639726967387,0.9515233756753353,0.9284759197805751,0.7179802906080074,0.5049961940137846,0.8681558143221739,0.7937764005049363,0.8841411011751733,0.3839300931042128,0.5144271460623184,0.9480158031206513
Galactose Metabolism,0.8394766446906212,-0.16351357981620018,0.8985752784570995,0.7806142983099513,0.7355260289713975,0.8204920560595846,0.010282638786998793,0.8009028041600315,0.7545109739902324,0.5430486548678468,0.7566114326796914,0.8354176601744967,0.4131638091725116,0.8017544145437895,0.74466541118281,0.6010009523583941,0.8936816370702558,0.8213834142823393,0.5432339452128906,0.7790379605378968,0.8334865064905399,0.5677091872632303,0.8215403188720861,0.8325993814210433,0.8371587764581331,-0.6067311171213337,0.8064546622574287,0.7035981686833114,0.8919524983705426,0.9470411309966863,1.0,0.9393261215363755,0.8875892426805352,0.8457394867271351,0.7885704117377235,0.7399476414142659,0.8994512989594254,0.8168422929086632,0.9279814603878231,0.8233012102136678,0.6316987338371122,0.9188237671674941,0.9207724682853187,0.6684997374426911,0.8738737629511352,0.9420642377666822,0.8067509145270021,0.7030638127973468,0.7617687509836717,0.7041342581447745,0.733269998585995,0.7348590678972071,0.7160889401995674,0.762321424464159,0.897659096390659,0.9473558169609261,0.48011658410157176,0.7199216795654667,0.8712874510138655,0.6030543400972223,0.5854161371317806,0.7977913130213328,0.8391653853494307,0.7854388907890952,0.593174899102086,0.7010459947209777,0.5720915846983874,0.8040673830610817,0.7746675059860959,0.5555647665877786,0.7912465006422025,0.8347894325818122,0.7684997406144473,0.846659210454277,0.8246919415629095,0.6059930394774391,0.6929538679651787,0.704090065856333,0.8222475103498654,0.9824642486045885,0.6600296763906264,-0.4451362444990665,0.7466873002631426,0.15434775534206044,0.8131705080604263,0.8130224176998566,0.4185147573480727,0.8942759173404893,0.9361654626634214,0.6666584881831294,0.5056371578864934,0.8626628449435885,0.7632677390781498,0.8028096897235032,0.3818239870777676,0.41651002971850776,0.8846408037234623
Gluconeogenesis,0.9010274684117004,-0.16397076394136983,0.9514609727626102,0.824259187848111,0.7484587771592048,0.78528621094257,-0.0037216910701559397,0.8365520477209194,0.8022967443100023,0.6199319323492383,0.8212566735783928,0.7951700002390342,0.4320442785242287,0.8406040360892221,0.8745471216152599,0.6832911233612146,0.9253039201594916,0.8884326694426234,0.4390045508438456,0.8911107777134832,0.9219000049630521,0.5416048401011512,0.8727576409270865,0.7933123023755416,0.8579309179958803,-0.581445050697306,0.8699643736450076,0.7809893520029156,0.8845856627386656,0.9654646060491777,0.9393261215363755,1.0,0.9345589973913908,0.9127651916200052,0.8668262733634137,0.8261277793422594,0.944332603604811,0.8582162348710355,0.9669045818555411,0.8520017050658303,0.661593114933869,0.9410806064699594,0.9677924634717366,0.7924253290014592,0.8960599883072542,0.9587702217323342,0.8562249647809762,0.7373163742420584,0.7603822766495574,0.672709865767612,0.7961751643241987,0.7971936293816334,0.7843761322134729,0.8896989800964159,0.9199202983559893,0.9620225357134176,0.6166197475388232,0.7809149342780097,0.9102475465747749,0.6288169983263634,0.6776993268495106,0.763020673769854,0.8210549361154867,0.8745287295161474,0.6776269817137309,0.8228257416743624,0.6409507935319211,0.8610909553867034,0.8746891872538679,0.4495493820715359,0.857508621160915,0.8942801320391989,0.8669502771802677,0.9255290796009205,0.831843324709084,0.6944456359720785,0.7501262040214755,0.6969553797142612,0.8581905344030675,0.9576120353757279,0.7469282182001626,-0.5642989088128779,0.8404484175904101,0.2548325279264101,0.8945870638664051,0.910234646847366,0.5053308606071556,0.962743203989557,0.9394305483659,0.6474381065519046,0.4424149459520102,0.8169793735294701,0.8111272073166426,0.8794452767827832,0.3717533792026853,0.5713095164043265,0.9750370429889537
Glucose-Alanine Cycle,0.9144618808686128,-0.004587889661065479,0.8530712432360488,0.801754375358325,0.6540488451787958,0.7061855772305289,0.041524343572663346,0.8185122298189605,0.7748207699190739,0.5380286885622856,0.807672416414603,0.791845767523747,0.44058714824925,0.7487297601609892,0.8721941622261333,0.6842491475367521,0.8938147965380413,0.9199490521399258,0.29903185335507176,0.8652166235522062,0.9356462379288475,0.5219449004390977,0.9116688378106591,0.727612707274866,0.8305338036193629,-0.6075568579998848,0.839551054846574,0.7220762231884641,0.8719453290316462,0.9176540616832062,0.8875892426805352,0.9345589973913908,1.0,0.8968618260475436,0.8428501459539961,0.786582655680525,0.8634040463679962,0.8845881382825848,0.8977258346285805,0.8334074173304599,0.7196442801599571,0.8416208818771954,0.8854393224815841,0.88499649561975,0.8223463116599283,0.8357843822179828,0.853713044564168,0.7834095955088124,0.7783807711122464,0.6773221870638872,0.7310109868223672,0.7310794046801286,0.7449551188428011,0.8921827617658247,0.8550107129216445,0.8911549948856088,0.5723301528348222,0.7299950807099466,0.8129387633955601,0.5423892482674523,0.6606029391865162,0.6694223725779808,0.7097926327969676,0.7427158776864896,0.6659741196718724,0.8023367481702973,0.5439826299215067,0.8347953281271229,0.9037491768945392,0.394986530184778,0.8112300561576635,0.8225284589007209,0.8771703830448602,0.8954422793254515,0.8209406929912818,0.5471845122537555,0.7722532377362237,0.644558027022949,0.7674489294306367,0.884993360921605,0.6954132078772444,-0.5636886741710967,0.8253140599336044,0.31789460798487257,0.7766361847206307,0.8833094798978317,0.4775503940707654,0.9094735064903898,0.8485565144622141,0.6419823551464392,0.40580440671612034,0.7929147192519224,0.7898653245608069,0.8660528703735884,0.3887999611774957,0.6756648091112049,0.9133533606292858
Glutamate Metabolism,0.9566262778729571,-0.2716222081052713,0.9227560345932286,0.9061275891832357,0.6637367708560777,0.710177832284779,0.19815419293936912,0.9586793725681236,0.949658415322234,0.7668988292311875,0.9442639306000994,0.8811419305968831,0.6125632127326484,0.8835362659979289,0.9220035270248362,0.7846942677766787,0.8496342686993823,0.9330835906580195,0.42893313347386525,0.9671688576408373,0.9761631201814432,0.7346235958145517,0.8474207361727002,0.746508608949746,0.937927371113336,-0.5616343005929828,0.9131403637723263,0.8845920464347249,0.909683769204277,0.9092050767507227,0.8457394867271351,0.9127651916200052,0.8968618260475436,1.0,0.9713762162936398,0.7275437114870124,0.8896218569206481,0.9532273521282363,0.8128222406843656,0.9497183812442377,0.7885006691660643,0.9083190167737271,0.9123927583336403,0.836900667101938,0.8218887746337877,0.8705252703437455,0.9521510983230693,0.7978731151668876,0.8830069983645201,0.8111101175032224,0.8841194920931387,0.8746051084454318,0.8911291939770485,0.8549300718971118,0.9374753872466511,0.8864457609545309,0.7483646473152946,0.8838087826836721,0.9017705297055307,0.7520590989396203,0.8630352479810673,0.627608573027476,0.7022092685497625,0.8305042108644906,0.7198261773625504,0.8467482477890118,0.5683501247780182,0.9428666824477095,0.9447175463109341,0.4272734340276348,0.9699745694833879,0.9672798246833635,0.9509883054312797,0.9890475601281592,0.8257341480979143,0.7672432650638921,0.874819015346406,0.8282996972452707,0.7307943559161353,0.8475795192189602,0.9085669165507256,-0.5887529954955075,0.8765843470738686,0.503940752218073,0.902603332664992,0.9603558571614615,0.7306771904745537,0.9606910870352673,0.8334583162774923,0.8277011868592118,0.5758000707353829,0.8017094555300804,0.9179143199600852,0.9802974835438409,0.6009632667659961,0.5846121004676511,0.9583360518458998
Glutathione Metabolism,0.897778486527195,-0.1992314824438259,0.875576924539275,0.8751057099593859,0.6058863409379388,0.6493697776080177,0.24925863542779572,0.9147597820614916,0.9046684046919957,0.7550267479011944,0.9247360022292422,0.8553843978481043,0.6526004397038996,0.8690270781137767,0.8805023777457406,0.8299313937707143,0.8077403757572346,0.9124627656920906,0.42918596565756506,0.9227213941076806,0.9593062985801314,0.7453370203880314,0.829942899928126,0.6962132637287451,0.9264185171748929,-0.571117526474128,0.8884408795404318,0.8833329073703832,0.8706198410603724,0.8856220083944415,0.7885704117377235,0.8668262733634137,0.8428501459539961,0.9713762162936398,1.0,0.7678161384708394,0.8583406732393186,0.9220049899497776,0.7741519731310115,0.9240551789972046,0.7739478606170974,0.8587945465330821,0.8633973276109279,0.7827120691539647,0.8071506569739721,0.8145502850435012,0.9361365364855998,0.7253679467017773,0.8477891853957187,0.7500708194771765,0.8912056188194364,0.8925779923056216,0.9159905049311804,0.8479749296178904,0.8949498692168968,0.8404418324687156,0.7737825784876495,0.8804448000926853,0.8827948838293768,0.7305191045330385,0.8808379684622829,0.55359292906122,0.6352116776720756,0.7868000849895957,0.703521592615938,0.8499036339127825,0.580920817157594,0.9011936578186298,0.901390878834085,0.46927577760962896,0.9396361265395465,0.9289117022051048,0.9477219114327563,0.9642895422093888,0.7938488229023526,0.8308125660008214,0.8211427638578425,0.8122743569199925,0.6938442854505429,0.8027224904881747,0.9207908084662029,-0.5544436711855623,0.8572509621726865,0.5160605184629363,0.8869107128522526,0.9486833610472771,0.8178566626074221,0.9138066628506465,0.8003772568912614,0.8192597844971209,0.5475267430110803,0.7719324734388409,0.8639994789822808,0.9517750865895315,0.6190652164608742,0.5834396241965928,0.9239933672312256
Glycerol Phosphate Shuttle,0.6864646164966098,0.11843786747991941,0.6948972806140409,0.6160921177346943,0.5242477481116612,0.5819991424307922,-0.013123133365499024,0.6330243306463943,0.5647316897432301,0.42769484675829,0.6489203274595238,0.6665360266687955,0.4204102153985464,0.6887771532668654,0.7523245288571629,0.7693139075979321,0.8462017444194294,0.7924380741147746,0.29117703255532573,0.7225146929167737,0.7561549872880892,0.38636346244989794,0.8861975749905272,0.5388908421505119,0.7160069206042182,-0.6311750098658607,0.7244897138609897,0.6460372799555704,0.7894249404130758,0.8495769658115677,0.7399476414142659,0.8261277793422594,0.786582655680525,0.7275437114870124,0.7678161384708394,1.0,0.8131537782383382,0.6891657533617321,0.8212416283939842,0.6547945941084486,0.4901904409267939,0.7201869885023426,0.7559914240072325,0.6999538190828153,0.7447646005075916,0.7407028520044319,0.7216228727505528,0.559933931386801,0.5872750639998211,0.46379234805578484,0.6761131632954092,0.7489935392687539,0.7526142413584853,0.9194999010786674,0.7529436992470807,0.7875016077335243,0.5158004853867479,0.6074377191011018,0.739145589574966,0.36837727062834885,0.5776317574334394,0.6008355047123236,0.6282893496577877,0.6423701689850053,0.6435770781952177,0.7305704767385576,0.642835742179558,0.707876122552694,0.7395972308078006,0.44035178773351447,0.6536501826925211,0.6673567165277389,0.7836768485420662,0.7784804084138804,0.7918155359903859,0.6796457937219386,0.5312546983950828,0.5162184844986646,0.7249069492894071,0.7884491515502202,0.6004005212752985,-0.4572096511275831,0.7241863899387414,0.18862260273046513,0.7091120733152947,0.794929983294034,0.4952399213712932,0.7759366193274516,0.7507015027310009,0.4982541607620708,0.2629538055566688,0.7389123625746375,0.556835026892839,0.7021345429089048,0.2206823380808943,0.6878838833919452,0.8121218001217116
Glycerolipid Metabolism,0.8357549508723416,-0.0889266594540399,0.9105188104164077,0.7690222722045668,0.7165164154695389,0.7501562307559843,0.14247818719843197,0.80870957296047,0.7713280640150996,0.6668468922587729,0.79772166600876,0.8016047818711388,0.5456270715229837,0.8358847285383411,0.8670472900889146,0.7426993159012529,0.9272116286334942,0.8722098502799179,0.4886446479792066,0.8777253467659709,0.8784461455772412,0.5261771553402889,0.8774596396002141,0.7769660897254989,0.88132234779316,-0.5655853095994875,0.9097060220406334,0.8170813656988368,0.8931372713527276,0.942015882616064,0.8994512989594254,0.944332603604811,0.8634040463679962,0.8896218569206481,0.8583406732393186,0.8131537782383382,1.0,0.8161516498337315,0.8816612610009731,0.8107386927283328,0.5997921413169988,0.903636129969954,0.9019304016839154,0.7496537098232926,0.8191379190752599,0.9079526871629084,0.8416032407559362,0.7039151238763236,0.734145727833416,0.6680105456008618,0.8360103279459351,0.8599192136047673,0.8367474749281981,0.8647586832015589,0.899538819657279,0.9311774770081171,0.6629651680643952,0.80063874213671,0.8960826897845156,0.6002983439634161,0.7051413380639664,0.7586728719368747,0.8076893908898494,0.8670467978507984,0.7889950697154127,0.847206137444656,0.6703766225695987,0.8423834676439387,0.8517217768906039,0.5064460970461048,0.8444152795078549,0.8628930549801814,0.8559384276621057,0.9067966276840173,0.8886458405453919,0.7477303129146182,0.6820533117621478,0.6599309021499766,0.8198488683425881,0.8998456899494199,0.7736270226811591,-0.4778404130670049,0.7389095232297508,0.29438769018735095,0.8836147235879837,0.8979305022780364,0.5320250493417711,0.9338507016773901,0.8615855480346133,0.6975039072563131,0.47958592466419975,0.8187250283483554,0.7362904175788102,0.8768991409245526,0.37435476887428576,0.5220438582394453,0.9249565662763595
Glycine and Serine Metabolism,0.9331676684609262,-0.20572889107029071,0.875258254301105,0.9555327355422971,0.6609264394658251,0.66784727964608,0.14815571677575384,0.9590791775487478,0.9359015773698626,0.7340677389071608,0.9621707955918409,0.8937506952653368,0.6177070994141826,0.8307133726275847,0.8828847778137434,0.7747361095789314,0.764780044563777,0.8948484019783977,0.37627489969563777,0.915568151823552,0.9394318739887906,0.8097142837750411,0.8187096272241778,0.727213975540796,0.9069128555718817,-0.49231141540101386,0.8663884734922567,0.8611918125157867,0.8848358376841753,0.8633648200793936,0.8168422929086632,0.8582162348710355,0.8845881382825848,0.9532273521282363,0.9220049899497776,0.6891657533617321,0.8161516498337315,1.0,0.777178151209319,0.9631812426365101,0.9085990161910947,0.8522891031982942,0.859841127195827,0.835377897326157,0.8174670257079776,0.7988327980189249,0.923294844769737,0.7435329540662048,0.9571866277653805,0.8490328288486265,0.8475890495087302,0.82132944366375,0.8478334254755168,0.7939377990379964,0.8576651364379103,0.8093338160902263,0.7140089952097275,0.8639383636578626,0.8235499579014858,0.789438087833627,0.8254009542822168,0.5010820337988775,0.5994820294017258,0.7489429921493841,0.6369148544348107,0.7864271515938448,0.3762761625976935,0.9446801114713352,0.9237711063311225,0.41943513449083897,0.9288735182882721,0.917769131340098,0.9264621434677875,0.943809197697649,0.7824585225117083,0.6969594232804567,0.9349248546205947,0.8736904896288438,0.6850994066377081,0.8134038068273279,0.8735826071856065,-0.5707760663292093,0.8447838807159175,0.5246042479308731,0.8240316990356049,0.9357195257833959,0.7378705675147945,0.8916913860903272,0.7998373033213168,0.8566818019999991,0.5439525496688279,0.7335726163203344,0.9453153107298182,0.948538061681082,0.6766127544280216,0.5286770146396619,0.9093079335456505
