Pathway,Alanine Metabolism,Alpha Linolenic Acid and Linoleic Acid Metabolism,Amino Sugar Metabolism,Ammonia Recycling,Androgen and Estrogen Metabolism,Androstenedione Metabolism,Arachidonic Acid Metabolism,Arginine and Proline Metabolism,Aspartate Metabolism,Beta Oxidation of Very Long Chain Fatty Acids,beta-Alanine Metabolism,Betaine Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Butyrate Metabolism,Caffeine Metabolism,Cardiolipin Biosynthesis,Carnitine Synthesis,Catecholamine Biosynthesis,Citric Acid Cycle,Cysteine Metabolism,D-Arginine and D-Ornithine Metabolism,De Novo Triacylglycerol Biosynthesis,Estrone Metabolism,Ethanol Degradation,Fatty Acid Biosynthesis,Fatty Acid Elongation in Mitochondria,Fatty Acid Metabolism,Folate Metabolism,Fructose and Mannose Degradation,Galactose Metabolism,Gluconeogenesis,Glucose-Alanine Cycle,Glutamate Metabolism,Glutathione Metabolism,Glycerol Phosphate Shuttle,Glycerolipid Metabolism,Glycine and Serine Metabolism,Glycolysis,Histidine Metabolism,Homocysteine Degradation,Inositol Metabolism,Inositol Phosphate Metabolism,Ketone Body Metabolism,Lactose Degradation,Lactose Synthesis,Lysine Degradation,Malate-Aspartate Shuttle,Methionine Metabolism,Methylhistidine Metabolism,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,Mitochondrial Electron Transport Chain,Nicotinate and Nicotinamide Metabolism,Nucleotide Sugars Metabolism,Oxidation of Branched-Chain Fatty Acids,Pantothenate and CoA Biosynthesis,Pentose Phosphate Pathway,Phenylacetate Metabolism,Phenylalanine and Tyrosine Metabolism,Phosphatidylcholine Biosynthesis,Phosphatidylethanolamine Biosynthesis,Phosphatidylinositol Phosphate Metabolism,Phospholipid Biosynthesis,Phytanic Acid Peroxisomal Oxidation,Plasmalogen Synthesis,Porphyrin Metabolism,Propanoate Metabolism,Pterine Biosynthesis,Purine Metabolism,Pyrimidine Metabolism,Pyruvaldehyde Degradation,Pyruvate Metabolism,Retinol Metabolism,Riboflavin Metabolism,Selenoamino Acid Metabolism,Spermidine and Spermine Biosynthesis,Sphingolipid Metabolism,Starch and Sucrose Metabolism,Steroid Biosynthesis,Steroidogenesis,Sulfate_Sulfite Metabolism,Taurine and Hypotaurine Metabolism,Thiamine Metabolism,Threonine and 2-Oxobutanoate Degradation,Thyroid Hormone Synthesis,Transfer of Acetyl Groups into Mitochondria,Trehalose Degradation,Tryptophan Metabolism,Tyrosine Metabolism,Ubiquinone Biosynthesis,Urea Cycle,"Valine, Leucine, and Isoleucine Degradation",Vitamin B6 Metabolism,Vitamin K Metabolism,Warburg Effect
Methionine Metabolism,0.8535447421581083,-0.2922899193718098,0.8199654841008637,0.9502374072821809,0.6435611932150098,0.6289084447112353,0.16825440024882757,0.9360476245029685,0.9046072993016118,0.7812825044225067,0.9448296426185067,0.9271234236050249,0.6669904336126448,0.8257816612396833,0.7807759753837494,0.7509559628396686,0.682389142813493,0.8041497927489591,0.4869190787503842,0.835733716103544,0.8415422736169436,0.8682514977933076,0.7520414925794522,0.7086825525623913,0.8724675082768155,-0.35816957626558266,0.8150578270669986,0.8573214190968554,0.8714096650122318,0.8028809733554045,0.7617687509836717,0.7603822766495574,0.7783807711122464,0.8830069983645201,0.8477891853957187,0.5872750639998211,0.734145727833416,0.9571866277653805,0.6844755377987602,0.9565215574335009,0.8970504110797217,0.8121917795637712,0.7992250598145261,0.7058749392118944,0.7678429240263205,0.7407741295803727,0.895754655686145,0.6361349245939828,1.0,0.9158207350236828,0.8405099316770996,0.7982263141265823,0.817350574727043,0.6588218098213605,0.8068122868592067,0.7350764622139189,0.7123285261306606,0.8753180394244994,0.7917841068593694,0.8307246142572094,0.808739089573956,0.4333766284676495,0.5386507291097996,0.6795947202712179,0.5322153138514614,0.709423975393392,0.2657074692981075,0.9098019820072464,0.8278542296280184,0.4928866969756805,0.903007975848777,0.8783071629686839,0.8452634714273781,0.8680676998225474,0.7466595506709932,0.6806446312545922,0.9169560814521114,0.9242768560641942,0.6270163983082397,0.7386264044037228,0.8579924059155762,-0.4572143326410287,0.7486971630294106,0.533618278972885,0.7754511543514481,0.8581304644152535,0.7328209662802478,0.8209511270065025,0.747419213817882,0.9122829480420394,0.6232409366147175,0.6958811453085235,0.9168402439175317,0.8890275189091885,0.7146381070289527,0.34281512912351786,0.8225708911059001
Methylhistidine Metabolism,0.8049205085551635,-0.3516434572620286,0.7272419498168539,0.8194203404415402,0.5978975573017211,0.5994063254241992,0.1514296844373011,0.8837870791215465,0.873848051033562,0.8006934046018344,0.831097748882041,0.9075661282899172,0.6401957231291673,0.7612355048483063,0.7104689549509049,0.6505824134410381,0.6621009258953114,0.7718976639408581,0.5576363880154077,0.7867651163800332,0.7517376928242183,0.7503288063130327,0.6864941852552802,0.6699770258098885,0.7860321852689742,-0.3780592077765373,0.73198998912161,0.7898182471687578,0.84681938052642,0.7254457044630985,0.7041342581447745,0.672709865767612,0.6773221870638872,0.8111101175032224,0.7500708194771765,0.46379234805578484,0.6680105456008618,0.8490328288486265,0.5574887485359131,0.8773962992855511,0.7282681055332928,0.7855485792228267,0.75000381599089,0.6265944145778114,0.682077250984468,0.702195299711237,0.8206222891385565,0.6580946882917789,0.9158207350236828,1.0,0.7772299523488163,0.719252705054726,0.7273378837080449,0.581907756087916,0.7860831070620736,0.6800365027827162,0.6547788679083834,0.7848846643508357,0.7372812325507918,0.710537087144165,0.7629443335275281,0.5266861180685924,0.570109466797728,0.6523362572879606,0.5498687065156521,0.6297530092935093,0.29512285583585784,0.826493766874541,0.7660762565192081,0.38763853279696286,0.85416492795277,0.8198759367385171,0.751498613979928,0.7897902091492721,0.7116746546459999,0.6155464056113744,0.8332306589908919,0.8484260523067861,0.6152746708563612,0.67027570260774,0.7628928072491253,-0.4022493270231848,0.7296189335364085,0.5740031519246036,0.7466178640471606,0.756304228033976,0.6361920699274601,0.7713266169202414,0.675390475300245,0.8756893666601954,0.6526731998507505,0.7574959388791015,0.8293649615649141,0.8365805229194931,0.5877555048095037,0.23481975432053645,0.7284892076799996
Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,0.7824387311873929,-0.2590491148597035,0.8582464560149203,0.8327092896042332,0.5974291147632382,0.6009820928184776,0.28484293821298473,0.8586592396431131,0.8509785294036517,0.872569008037226,0.9112979372226204,0.863470617558117,0.7680244133619045,0.9269443434685499,0.8052120712586402,0.8974799963295002,0.7717084704335645,0.8099433645024293,0.5571663616684361,0.8575121794546611,0.8263647558138615,0.732856224191076,0.8091181823575284,0.656956159790806,0.9514649742661765,-0.37411095116439025,0.9250398162086825,0.9919779829778288,0.8491603928935254,0.8507100199565985,0.733269998585995,0.7961751643241987,0.7310109868223672,0.8841194920931387,0.8912056188194364,0.6761131632954092,0.8360103279459351,0.8475890495087302,0.7070814404782214,0.8802204559240402,0.6994112989711628,0.842683871503994,0.8271810340111172,0.6491650867889979,0.7785533155107555,0.771945417279642,0.9083053022767963,0.6202785679054065,0.8405099316770996,0.7772299523488163,1.0,0.9699700795315226,0.9642515927034475,0.7403296496672264,0.8307836112007757,0.7859586710772144,0.8446156319595066,0.8904332737287917,0.9079026357138387,0.7913269226339905,0.8692177224586376,0.5295385637940583,0.6098239757392955,0.7604209762372817,0.668768819115819,0.8483744137690158,0.5463042614429651,0.8257395655071013,0.8007056958795682,0.5843224196511945,0.9072532812305463,0.8702665943110293,0.8533691094357476,0.8958903925229506,0.8323241930561812,0.8767422932002025,0.740912867202318,0.8258780898833943,0.681062328836493,0.7367678557547349,0.911462477712279,-0.3871994003319646,0.7321420078415811,0.5286512545041707,0.8813366234815014,0.8893215961033248,0.8002524543517784,0.8787764685562464,0.7757253324375638,0.871606224973959,0.6206243614298427,0.7223096669873997,0.7844696723227972,0.8938673372997471,0.5943976819236607,0.3446372491060629,0.8589431769469219
Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,0.7736687271052292,-0.19985317959061244,0.8300706486499683,0.7849531636550199,0.5542407501223584,0.5950644572954347,0.2916388992179501,0.8371893600730832,0.8100912283027597,0.8228994474720901,0.8868034384358487,0.8579987550586773,0.7592970383148542,0.9358238111231009,0.8113394242546257,0.9292728856402718,0.7925345523013133,0.8063511799232117,0.5123931456208268,0.8545266955657871,0.8152379001674644,0.6850082283040633,0.8319266697686671,0.6104542001981728,0.9508434602194834,-0.4541006982748182,0.921742677062274,0.9475545361921968,0.86266096886182,0.8587923422336122,0.7348590678972071,0.7971936293816334,0.7310794046801286,0.8746051084454318,0.8925779923056216,0.7489935392687539,0.8599192136047673,0.82132944366375,0.711009202584915,0.8423224339561,0.6344613931999411,0.8384970624203355,0.8114444248883408,0.6535707170829125,0.7580891101279331,0.7734559106982789,0.9129146548623358,0.6363730012333685,0.7982263141265823,0.719252705054726,0.9699700795315226,1.0,0.9872748813338417,0.7813716093529132,0.8468291947382185,0.8005179033674985,0.8219952513021266,0.8643232025979138,0.905513872782667,0.7226305063676106,0.8641306705876046,0.5385089810126712,0.6047526973523984,0.7344541509929499,0.6916333393609436,0.8593529535914638,0.5821751140403604,0.8160988970635009,0.8007607437060187,0.5905171457921625,0.8845043766481476,0.8503266181909978,0.8522921788256426,0.8940468800799767,0.8706233346893208,0.8934121704783285,0.6925627871756651,0.7850404936391626,0.6817040124009616,0.7474178982485534,0.9024108516608988,-0.37117635290103024,0.7186840358556618,0.5067232919453126,0.86917249039828,0.8846028240645456,0.7518786265716407,0.8772995476375613,0.7603798418940875,0.840206666440355,0.5845251597171017,0.7489745946761323,0.7390841197302017,0.8828139006325748,0.5263909578893361,0.4088930751345971,0.8615157138045647
Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,0.780435359266259,-0.18658855150308018,0.8076213310868449,0.7946510704685862,0.5107307667352227,0.5550215947705137,0.33031600949780643,0.8483716341522399,0.8291236842958328,0.8032746907307189,0.8998172111521714,0.858177438104529,0.7586888400740522,0.9104621767488476,0.823143532042122,0.9531522891891749,0.7722680156097756,0.8192309792350237,0.462933123237194,0.8596450953097852,0.8345127890643858,0.7308352355339064,0.8411327208108054,0.5808399345821671,0.9505736420263303,-0.48576803355618015,0.9094743196149917,0.9462195217233843,0.8603597479428614,0.8435513442156326,0.7160889401995674,0.7843761322134729,0.7449551188428011,0.8911291939770485,0.9159905049311804,0.7526142413584853,0.8367474749281981,0.8478334254755168,0.6961978425313377,0.8510479445606804,0.6751439241476066,0.8072522472392918,0.7898638372537377,0.6910346011782506,0.7437289996249633,0.7353886916863309,0.9228684187688937,0.6280249651168754,0.817350574727043,0.7273378837080449,0.9642515927034475,0.9872748813338417,1.0,0.7921119769831948,0.8267444518713964,0.7737270025623877,0.8153984036181147,0.8584611435788316,0.8811709531513362,0.7243611977115487,0.8859676478453292,0.4780716138905952,0.545308472728287,0.6980541349600137,0.6908160466133357,0.848326336366446,0.5628504600102113,0.8286121147672663,0.8238247286464359,0.5588673085181423,0.8890460027971749,0.8476088733359378,0.8852363305790605,0.9043736386669178,0.85113523991833,0.878799536944599,0.7211044752330942,0.7937872052191419,0.6281748360451608,0.7265602391612567,0.9141542676873773,-0.39772905356985677,0.7509814098988907,0.550421445279177,0.8398176606899254,0.8957915611246968,0.8086299379351929,0.8643704139892942,0.7380404886641291,0.8532462765270679,0.576553293977557,0.7274098715019012,0.7494873198018205,0.8919065683493059,0.5880471626575628,0.4653516821391283,0.8571398245493766
Mitochondrial Electron Transport Chain,0.8318188545786579,0.06483817426417575,0.7689194495155287,0.6882968221212088,0.5403785229390782,0.598214762282399,-0.016247802450882816,0.7540976414909546,0.717460356473495,0.5391769171559442,0.7447576794893195,0.7075560653986646,0.4282000755362234,0.7443712815297796,0.8993180255818032,0.7763808540353686,0.8959171291440775,0.9060837112739608,0.19604587769824908,0.8781315662568739,0.8839393809733161,0.4214770646997818,0.9248522566093201,0.5615558311190934,0.7794191301562,-0.6994183177174096,0.8043754430751127,0.727954678210121,0.8318887922480687,0.8796822858715582,0.762321424464159,0.8896989800964159,0.8921827617658247,0.8549300718971118,0.8479749296178904,0.9194999010786674,0.8647586832015589,0.7939377990379964,0.8232638045212197,0.7450061051481823,0.5797771141205673,0.7794215497009767,0.824425353167941,0.8692899589265574,0.7525701343381517,0.7842574127835767,0.7914236053989792,0.7407136534295795,0.6588218098213605,0.581907756087916,0.7403296496672264,0.7813716093529132,0.7921119769831948,1.0,0.8249263764695751,0.8411361762836863,0.6023020669096237,0.661862785795247,0.7802290652224334,0.4246578425641173,0.6830200519818217,0.644604280043465,0.6686910989694695,0.7404695394074372,0.7565496789784856,0.8186357052555403,0.6420949420698036,0.7936681923995923,0.8937952247076472,0.27714875596493443,0.7728394722391307,0.7746218046520806,0.8978539704935815,0.8847286010926886,0.8031131572275453,0.6706024882188897,0.6824670020280292,0.5630108141496064,0.7634050957688575,0.7990499986944831,0.6860810634688638,-0.6388448435688608,0.8512496108897034,0.3779482379719496,0.7942575422208713,0.8972738071941049,0.5544749653960497,0.8711555643611266,0.7597834055351692,0.5488891381797435,0.2671099505043667,0.7725317407155368,0.6863550417196139,0.8389671558607197,0.25339317908798614,0.7984144833910108,0.8963997257402895
Nicotinate and Nicotinamide Metabolism,0.9177085942967255,-0.3476508572448957,0.9226535093417766,0.8341152164820685,0.7486856698793769,0.8305277840535552,0.09943867177666478,0.9118260079189855,0.8710748403206453,0.7036413921679314,0.863061736623234,0.8890017224481449,0.5243175971516871,0.8877309935428499,0.8492670300842248,0.6932124806288643,0.9140118240428847,0.9045654484262767,0.5698586362945339,0.9062172236843896,0.9019228204948202,0.6072078327574297,0.8313690122949072,0.8111169353582182,0.9036199811873448,-0.5766889691283525,0.8887304890998535,0.8124173415265313,0.9242638208563496,0.9330289369543119,0.897659096390659,0.9199202983559893,0.8550107129216445,0.9374753872466511,0.8949498692168968,0.7529436992470807,0.899538819657279,0.8576651364379103,0.8424943298617675,0.9083015079653393,0.6277271742145302,0.9541066351384755,0.9344325392733012,0.7283976782564323,0.8061060059151172,0.9443946537813189,0.9083609028624533,0.8168280579137227,0.8068122868592067,0.7860831070620736,0.8307836112007757,0.8468291947382185,0.8267444518713964,0.8249263764695751,1.0,0.9508783877116646,0.6491271532930005,0.8357787099930689,0.9342650366718536,0.673574082799587,0.7736003403605466,0.805712257895949,0.8566162908849971,0.8475196453860022,0.6779662628573461,0.7861955984071659,0.6686627657718932,0.9001093512710492,0.853759729923712,0.5168473341595352,0.9225925686274149,0.9488319899590874,0.8350854596954301,0.9354349281442739,0.8731657639992736,0.7293491905889697,0.7478695390450218,0.7932311502932696,0.8099312379356757,0.9087442609333474,0.8135726940965462,-0.5010390049304063,0.8127593605350372,0.2841760694802873,0.9024135303546931,0.8818616501532701,0.568149925981351,0.9625521570832153,0.8575384506571014,0.767352800186168,0.6181368850981974,0.894401306380781,0.8574686465755441,0.9111332600810681,0.42052456400413474,0.4958491522597758,0.9398102163453194
Nucleotide Sugars Metabolism,0.8609622089233788,-0.20818933204251333,0.9207381947460536,0.767715012045189,0.7743691343175944,0.8723685622949438,0.004805090620559344,0.8279650309919566,0.7637223010604984,0.5696252807940325,0.7841907111792753,0.8378503136156082,0.3880937696083897,0.8638462847713884,0.8078892516466311,0.6467289715273233,0.9436492571122507,0.8711727154058466,0.5329791070349823,0.8371766642629779,0.8730242628781177,0.5334087422088544,0.8500064425033265,0.8298876393041137,0.8670577047436862,-0.6286492357000634,0.8620255256808479,0.7552191013442257,0.8916541985648917,0.962048659722779,0.9473558169609261,0.9620225357134176,0.8911549948856088,0.8864457609545309,0.8404418324687156,0.7875016077335243,0.9311774770081171,0.8093338160902263,0.9340669863834196,0.8508115581411465,0.5683732699853801,0.9269239413958903,0.9308681893882554,0.7038323946697683,0.8095673137031147,0.9575871363539993,0.8365117476326983,0.7708362980690981,0.7350764622139189,0.6800365027827162,0.7859586710772144,0.8005179033674985,0.7737270025623877,0.8411361762836863,0.9508783877116646,1.0,0.5308488291226144,0.7428248056050201,0.9232059801871674,0.5815206530258348,0.6650521085320664,0.8293387085024535,0.8752542039573337,0.8197501601020594,0.6344322559104403,0.7467838926665854,0.6692215369835361,0.8453513566992026,0.7987621186473316,0.5476018097665253,0.830175673271902,0.8776686758006723,0.7994339471908998,0.8881697465093372,0.863073883845761,0.6485184583035338,0.664869699570327,0.7175466453898759,0.8314710223373025,0.9640757522567449,0.7079460226305642,-0.48588394802725166,0.7841757059838728,0.16079035952738416,0.8526428143850159,0.849087259479579,0.4834679159483903,0.9358365855978377,0.8899665616220223,0.6512611678438238,0.50347816486343,0.8740700168482988,0.7724264881748611,0.8385402662057441,0.283668574955881,0.5070157571341827,0.9329231927447617
Oxidation of Branched-Chain Fatty Acids,0.6880350702136216,-0.2081159229176371,0.7188472929638842,0.7531930043440033,0.4504153135570024,0.30750864320074073,0.3320154481301969,0.723098584915052,0.7572316203227597,0.9227070023467117,0.8227502577523331,0.6455314249084491,0.8182506705294391,0.7381564193948061,0.7345857396230099,0.7885989483389001,0.559428055651272,0.6943942172450588,0.4233831639138323,0.78979165085911,0.7317387213533939,0.5887934455849739,0.638872330526178,0.4802727582196843,0.7665508040162393,-0.08909505406301801,0.7918967999610237,0.8618123122029427,0.6570398113147226,0.6404375239499869,0.48011658410157176,0.6166197475388232,0.5723301528348222,0.7483646473152946,0.7737825784876495,0.5158004853867479,0.6629651680643952,0.7140089952097275,0.494657204295758,0.7206044957559415,0.6429013587807682,0.7061980283827395,0.6914633506481227,0.5931536510644532,0.6896081074938136,0.5888608381047424,0.8079050159729638,0.4535283176990383,0.7123285261306606,0.6547788679083834,0.8446156319595066,0.8219952513021266,0.8153984036181147,0.6023020669096237,0.6491271532930005,0.5308488291226144,1.0,0.8932878350319758,0.7362712145109493,0.7523727821091029,0.8159184464416125,0.3159139687858429,0.3954687400872486,0.7191705123003728,0.6221307920782717,0.9023856907378925,0.4306529581685062,0.6672938774769722,0.7347652398645358,0.352866731886791,0.8278358632512671,0.7585589299163248,0.7409358633548546,0.7636397785775192,0.6144036624055851,0.8569659797235176,0.7030725577246559,0.6440726881766309,0.5859057536631305,0.4815344510072361,0.885312045682763,-0.3325743331069803,0.5925960986227754,0.667128663380634,0.8284000159584239,0.7837025356608949,0.6995587880233477,0.7482127832295569,0.6193359950592897,0.7718250621022925,0.5295676232278507,0.5026713916705743,0.6953026302805619,0.8123638561490318,0.6217145467853877,0.2782834348635327,0.7218177095325428
Pantothenate and CoA Biosynthesis,0.8334689879852217,-0.3609783162829338,0.8842670657483203,0.912696429014146,0.6955787305796522,0.608833678793862,0.347118723854148,0.8884313609485395,0.8800142577866551,0.8831379934205359,0.9338690638402545,0.8353647143251185,0.7651352483830727,0.8504961027640916,0.7801434150909037,0.762162221726584,0.72601781252986,0.7985423236481064,0.6073164053756628,0.8597655350198017,0.855582435782254,0.7496937960223438,0.7382892120690896,0.7640839306552937,0.895170582192082,-0.2070610651869275,0.8927489662788671,0.8980111974345005,0.8372527011420599,0.8058270860276014,0.7199216795654667,0.7809149342780097,0.7299950807099466,0.8838087826836721,0.8804448000926853,0.6074377191011018,0.80063874213671,0.8639383636578626,0.6883182777830628,0.899057298306205,0.753015351706048,0.85992554601694,0.8341348110101843,0.6375104753788017,0.7836738964090415,0.7783570084479436,0.9164654310779538,0.6033046879497088,0.8753180394244994,0.7848846643508357,0.8904332737287917,0.8643232025979138,0.8584611435788316,0.661862785795247,0.8357787099930689,0.7428248056050201,0.8932878350319758,1.0,0.8734299276831886,0.8636764901762395,0.8381087384354332,0.5171174382744637,0.6086327841343293,0.7932845511044033,0.6008981596033168,0.8769191625743988,0.5030079990875836,0.845321252662578,0.7984978859819613,0.5890102273301193,0.9380955136805951,0.9156134889849872,0.81571277263123,0.8868484330592534,0.7677692179231628,0.8327463073348321,0.8104951678245983,0.8102073144796179,0.6687163408234337,0.7101917873221344,0.9376518773156467,-0.3378211391717192,0.6649396900469793,0.4813033608087852,0.8858980969805251,0.8569052304812405,0.705805069927769,0.8716581199068574,0.7676007682733796,0.9060828893327567,0.7022996228117094,0.6900742342375995,0.8606216930498807,0.8961089815576516,0.7010019503904116,0.29694570570574963,0.8498492623379079
Pentose Phosphate Pathway,0.8416151056000745,-0.36059570467354557,0.9439825451580183,0.8159671270891171,0.7210273417278138,0.7602984829775657,0.17229290823954535,0.864352965931501,0.827923282981996,0.7522575405933671,0.8726783614116024,0.872076890250025,0.5725070350212772,0.9499120235436721,0.7771823285579464,0.7704969497228026,0.8821101521475668,0.8325670941313642,0.6197604179403874,0.8529147516405132,0.857838568982121,0.6552686075707325,0.8352417383460554,0.7773224857360056,0.9311853106083652,-0.46288192240798676,0.8985251646554938,0.8797227688227609,0.893704493629345,0.9277055149575253,0.8712874510138655,0.9102475465747749,0.8129387633955601,0.9017705297055307,0.8827948838293768,0.739145589574966,0.8960826897845156,0.8235499579014858,0.8613953684021827,0.8842805311819386,0.5998522127358792,0.9480485142268908,0.9265146388833012,0.6193535941785335,0.839239943624389,0.9209477316571381,0.9205933946998452,0.6977460064884127,0.7917841068593694,0.7372812325507918,0.9079026357138387,0.905513872782667,0.8811709531513362,0.7802290652224334,0.9342650366718536,0.9232059801871674,0.7362712145109493,0.8734299276831886,1.0,0.7439728490429216,0.7952669568091073,0.7062643941683827,0.7627241824760679,0.8190021553657979,0.5823789365983212,0.8258177835689103,0.6326475346429248,0.823178915089788,0.7824257145253953,0.6215323805282893,0.908858160521212,0.912175160594547,0.8142197042484703,0.9083710414672331,0.8536788459249813,0.8070090676039776,0.6865755690975024,0.7930770357282179,0.7711978048169772,0.8900146722332135,0.8368269608520457,-0.38171485545480566,0.7577486855191926,0.320621530631078,0.9136276982828433,0.8610338434390541,0.6228134318157779,0.9397301953251864,0.8946774169416888,0.7837815038196548,0.6341645907193504,0.8258659908028143,0.8016738699641067,0.8726120072830627,0.4495613112675306,0.36987759853185037,0.9370644230968943
Phenylacetate Metabolism,0.679956831184958,-0.5221453011870507,0.8077848069933175,0.8907199512142252,0.6113111838110857,0.5023075202095706,0.22179718876344576,0.8055713947496319,0.8339774928754792,0.7930327983586032,0.8758655232197419,0.7120336765946801,0.6471670694019307,0.7756382699676965,0.6084001389549872,0.6071812927495839,0.4747633818658455,0.5645953921593562,0.5233531507829907,0.703614636361176,0.6784094472259241,0.8462252073010991,0.5003070834684832,0.6485694722364483,0.7866228142884549,-0.03899944462096612,0.722668962001086,0.8178678179107601,0.6420577071943763,0.6406111603978567,0.6030543400972223,0.6288169983263634,0.5423892482674523,0.7520590989396203,0.7305191045330385,0.36837727062834885,0.6002983439634161,0.789438087833627,0.574973272458448,0.8307906294335178,0.7911965421231912,0.7413585329707976,0.7225585427763073,0.4554735591560575,0.7185007222271116,0.6582658504286578,0.768209422417605,0.4152069918189615,0.8307246142572094,0.710537087144165,0.7913269226339905,0.7226305063676106,0.7243611977115487,0.4246578425641173,0.673574082799587,0.5815206530258348,0.7523727821091029,0.8636764901762395,0.7439728490429216,1.0,0.7179660287053206,0.2888513786286546,0.4288696773973003,0.6757897438950737,0.3530414617510902,0.6576857694642912,0.21686372682109814,0.7512107595060757,0.6272925023524699,0.4755763223412045,0.8279891950843321,0.8155931765955692,0.6543964393381503,0.7340404806652484,0.5254517509576395,0.740874176537903,0.782477831104199,0.8562902876423566,0.49957047481167466,0.6016092880058165,0.8675275433728251,-0.3337323330325981,0.5825377605443941,0.434609088078688,0.7615732721494498,0.7258781344496588,0.6974601596612817,0.709809994943989,0.6909765798920382,0.8226221854691811,0.6339563758737627,0.4465423255060425,0.8540734245725353,0.7493558432628389,0.8041861609857479,0.07710005819127194,0.7176415890686503
Phenylalanine and Tyrosine Metabolism,0.8049457298901367,-0.2811382341980522,0.7260632490090034,0.7773750149672078,0.4462834217061704,0.5057942180465694,0.39256798852873515,0.8609029076135436,0.864289711102404,0.8030380290451293,0.8727717193569554,0.8309561301392988,0.7164651944814792,0.8413848215372941,0.7488985368050625,0.8111690510634783,0.641259799432508,0.7932151143057898,0.4818811217034235,0.8320885214564241,0.7995251503506835,0.7381184355496583,0.6954560777505827,0.5078332920913753,0.8445518030480845,-0.3907797062125295,0.7731479580952378,0.8632831339512915,0.7498904416009211,0.7197379873988127,0.5854161371317806,0.6776993268495106,0.6606029391865162,0.8630352479810673,0.8808379684622829,0.5776317574334394,0.7051413380639664,0.8254009542822168,0.5433992761548171,0.841871323655678,0.6787798536036357,0.7368447363662898,0.7004331705429123,0.6411687015165904,0.6251384763136806,0.6423811497637772,0.8881913831902812,0.7031864739136922,0.808739089573956,0.7629443335275281,0.8692177224586376,0.8641306705876046,0.8859676478453292,0.6830200519818217,0.7736003403605466,0.6650521085320664,0.8159184464416125,0.8381087384354332,0.7952669568091073,0.7179660287053206,1.0,0.3938327889636159,0.4818656091474086,0.6274528960626189,0.6140089120234155,0.7457454794307292,0.46754233674862367,0.7928489767374283,0.7748288566418081,0.42799049765963365,0.8762487071824275,0.8212845727968411,0.8153448686561688,0.8386540538735187,0.7028224278700897,0.7834858011473103,0.7303137257971851,0.8290151018990594,0.5029942870353173,0.5861435547998822,0.8850878662219391,-0.3687575009499513,0.7387215423212115,0.6268829678294365,0.7716447979262012,0.8097753966892984,0.8399309589709629,0.7911649678866343,0.6117974738207768,0.858317157135084,0.7014735099179445,0.6068354009191909,0.7976740395673952,0.8782583302009576,0.6072480194807909,0.38477317392493154,0.7809803897238162
Phosphatidylcholine Biosynthesis,0.6754337416704465,-0.17282001543693648,0.6992972611022712,0.47937190651798234,0.704728809389445,0.797203758785753,-0.04698421195250763,0.5779085976618479,0.5370814754138814,0.41560006969752,0.4701747102340955,0.6200614592362071,0.23489964545625913,0.5845093766604934,0.5849484675023727,0.3481247249270745,0.8611516338229754,0.7061882098535864,0.5871710597248063,0.6297462023938281,0.6241458513485806,0.1384099839539515,0.6524635929392658,0.7550889250339928,0.592655937785162,-0.511686173253837,0.6500647037843511,0.49274885542297553,0.7170971052924503,0.7754292503445384,0.7977913130213328,0.763020673769854,0.6694223725779808,0.627608573027476,0.55359292906122,0.6008355047123236,0.7586728719368747,0.5010820337988775,0.7099455660783254,0.5639691208930158,0.22099814004512155,0.7866524437973551,0.7687853540643026,0.49602243485476966,0.6101345507332963,0.8324905364891123,0.572207791948985,0.7230063493308562,0.4333766284676495,0.5266861180685924,0.5295385637940583,0.5385089810126712,0.4780716138905952,0.644604280043465,0.805712257895949,0.8293387085024535,0.3159139687858429,0.5171174382744637,0.7062643941683827,0.2888513786286546,0.3938327889636159,1.0,0.9688506556290374,0.7219667015368236,0.60899135690239,0.5623427509595211,0.7859498946257588,0.5741170922216123,0.5752529689956627,0.41958758050084716,0.5964382804066561,0.6618203341523957,0.5021829109665832,0.6398456468884848,0.7438900806722305,0.4363802078617821,0.3969928763006994,0.39782800441532956,0.8040597464080289,0.790600902229912,0.41128462618769795,-0.3070697632030981,0.546069550409443,-0.06740418666885717,0.6918862245470793,0.5749386540041205,0.12879748694865484,0.7540546813263392,0.7095942514433766,0.42649950144707904,0.4595036194936676,0.8416538745899711,0.5199169031958886,0.6039794474508445,-0.008403515206599392,0.31602677104850985,0.684049253674588
