Pathway,Score_TL-2-105,Score_TAK-715,Score_CP466722,Score_BMS-345541,Score_Genentech Cpd 10,Score_GSK429286A,Score_Ruxolitinib,Score_SB-715992,Score_ZSTK474,Score_KIN001-102,Score_CAL-101,Score_GW-2580,Score_BMS-708163,Score_BX-912,Score_LY317615,Score_WZ3105,Score_XMD14-99,Score_CP724714,Score_JW-7-24-1,Score_ABT-869,Score_GSK2126458,Score_PHA-793887,Score_TG101348,Score_QL-XI-92,Score_XMD15-27,Score_QL-XII-47,Score_AC220,Score_EKB-569,Score_Masitinib,Score_OSI-930,Score_XMD13-2,Score_Bleomycin (50 uM),Score_AT-7519,Score_XL-184,Score_NPK76-II-72-1,Score_NG-25,Score_TL-1-85,Score_VX-11e,Score_FR-180204,"Score_Zibotentan, ZD4054",Score_BIX02189,Score_KIN001-236,Score_KIN001-055,Score_KIN001-266,Score_NVP-BHG712,Score_PIK-93,Score_TPCA-1,Score_Y-39983,Score_YM201636,Score_AV-951,Score_GSK690693,Score_KIN001-270,Score_CH5424802,Score_KIN001-244,Score_KIN001-260,Score_SB52334,Score_AS605240,Score_STF-62247,Score_I-BET,Score_MPS-1-IN-1,Score_CX-5461,Score_Tubastatin A,Score_VNLG/124,Score_XL-880,Score_EX-527,Score_THZ-2-49,Score_PFI-1,Score_UNC0638,Score_UNC0638.1,Score_OSI-027,Score_SN-38,Score_MP470,Score_T0901317,Score_IOX2,Score_5-Fluorouracil,Score_NSC-207895,Score_CAY10603,Score_GSK269962A,Score_SB-505124,Score_Tamoxifen,Score_piperlongumine,Score_PI-103,Score_Phenformin,Score_SNX-2112,Score_BMS-708163.1,Score_BMS-536924,Score_AR-42,Score_EHT 1864,Score_QL-X-138,Score_CCT007093,Score_AG-014699,Score_AZD6244,Score_TW 37,Score_rTRAIL,Score_XAV 939,Score_JNJ-26854165,Score_PLX4720 (rescreen),Score_CUDC-101,Score_THZ-2-102-1,Score_(5Z)-7-Oxozeaenol,Score_JQ1,Score_CHIR-99021,Score_BMN-673,Score_Afatinib (rescreen),Score_UNC1215,Score_SGC0946,Score_Temozolomide,Score_GSK1070916,"Score_PXD101, Belinostat",Score_PF-4708671,Score_Olaparib (rescreen),Score_YM155,Score_FK866,Score_AZD6482,Score_Etoposide,Score_Vinorelbine,Score_Midostaurin,Score_CCT018159,Score_AP-24534,Score_JNK-9L,Score_JQ1.1,Score_FTI-277,Score_Trametinib,Score_CHIR-99021.1,Score_Shikonin,Score_AKT inhibitor VIII,Score_NSC-87877,Score_AZD6482.1,Score_HG-6-64-1,Score_DMOG,Score_JQ12,Score_Mitomycin C,Score_Embelin,Score_LAQ824,Score_Doxorubicin,Score_QS11,Score_Epothilone B,Score_GSK-1904529A,Score_Bicalutamide,Score_OSU-03012,Score_IPA-3,Score_LFM-A13,Score_GDC0941 (rescreen),Score_Tipifarnib,Score_FH535,Score_BAY 61-3606,Score_Pazopanib,Score_AS601245,Score_BMS-754807,Score_OSI-906,Score_Gemcitabine,Score_Bryostatin 1,Score_Obatoclax Mesylate,Score_Bleomycin,Score_PF-562271,Score_GSK-650394,Score_AUY922,Score_RDEA119 (rescreen),Score_Bicalutamide.1,Score_PAC-1,Score_Bexarotene,Score_Cetuximab,Score_Dabrafenib,Score_Thapsigargin,Score_Vorinostat,Score_Bosutinib,Score_Lenalidomide,Score_Vinblastine,Score_Cisplatin,Score_Docetaxel,Score_Olaparib,Score_ABT-888,Score_17-AAG,Score_Vismodegib,Score_Camptothecin,Score_Methotrexate,Score_ABT-263,Score_AZD7762,Score_CEP-701,Score_AMG-706,Score_Elesclomol,Score_Afatinib,Score_BX-795,Score_Nutlin-3a,Score_PD-173074,Score_RO-3306,Score_KU-55933,Score_PLX4720,Score_Axitinib,Score_GW 441756,Score_VX-702,Score_JNK Inhibitor VIII,Score_Cytarabine,Score_Gefitinib,Score_NU-7441,Score_NVP-BEZ235,Score_GDC0941,Score_AZD8055,Score_PD-0325901,Score_AICAR,Score_ATRA,Score_RDEA119,Score_CI-1040,Score_BIRB 0796,Score_Temsirolimus,Score_SL 0101-1,Score_SB590885,Score_MK-2206,Score_PD-0332991,Score_AZD6244.1,Score_FMK,Score_Nilotinib,Score_ZM-447439,Score_YK 4-279,Score_681640,Score_SB 216763,Score_MLN4924,Score_QL-VIII-58,Score_XMD8-92,Score_HG-5-113-01,Score_XMD11-85h,Score_ZG-10,Score_HG-5-88-01,Score_QL-XII-61,Score_PHA-665752,Score_NVP-TAE684,Score_Crizotinib,Score_Imatinib,Score_AZD-0530,Score_AZ628,Score_Parthenolide,Score_KIN001-135,Score_Sorafenib,Score_Bortezomib,Score_GSK269962A.1,Score_MG-132,Score_Paclitaxel,Score_A-770041,Score_BMS-509744,Score_Pyrimethamine,Score_GW843682X,Score_MS-275,Score_TGX221,Score_Sunitinib,Score_Z-LLNle-CHO,Score_CGP-60474,Score_CGP-082996,Score_WZ-1-84,Score_BMS-536924.1,Score_CMK,Score_A-443654,Score_S-Trityl-L-cysteine,Score_BI-2536,Score_GNF-2,Score_WH-4-023,Score_Salubrinal,Score_Dasatinib,Score_XMD8-85,Score_Roscovitine,Score_Lapatinib,Score_Cyclopamine,Score_VX-680,Score_JW-7-52-1,Score_Erlotinib,Score_Rapamycin
Alanine Metabolism,-0.1715348242446408,-0.13754891752907406,-0.1615773516759311,-0.4212673110767962,-0.832504408395911,-0.4439371209970591,-0.4782507331889007,-0.48993603080829357,-0.26967061816658744,-0.20142819860788103,-0.4336950912426624,-0.44567878244696957,-0.26988455430858027,-0.13081471587109625,-0.8843598019692499,-0.7867143940617269,-0.16010904992286704,-0.6660465542172594,-0.8193269382204763,-0.8843598019692499,-0.5132526289086361,-0.4657336123698791,-0.10858122342083322,-0.4177737765230845,-0.14135656037562722,-0.6425898769271964,-0.5762549053646127,-0.14033096353225055,-2.1154083631206246,-0.8116618054582083,-0.34031953147776933,-1.0854573199741266,-0.6132484392678841,-0.7960467142121275,-0.29917818039453725,-1.084060472557403,-1.1947397337984784,-0.9611552919875935,-1.3823039672017323,-1.828754995096423,-0.9070175049709462,-0.49430320176842124,-0.41200408851865095,-0.5189737902441169,-0.7774081189410417,-0.5289589550525652,-0.28404235592577715,-1.2068409770687314,-0.27924289098087646,-1.189838109264085,-0.7073711473926801,-1.67315241695576,-1.3160238642976847,-0.4435220712119579,-1.1625544032897301,-0.6876874597212164,-1.2411915198139598,-0.41100708136613934,-0.30167366090381326,-0.7019419217804324,-0.1454557754880039,-0.6652914737844539,-0.9112665090804768,-0.8012768840002382,-1.5784166196937728,-0.4779613956043985,-2.5264118917704144,-2.7928687337054665,-0.4357620770075659,-0.46975695595354056,-0.6848920307281142,-0.19946725674818258,-0.546998046762846,-2.1901209728361777,-0.33686804355353855,-0.6373253121146513,-0.4217480293068224,-1.3941193923143067,-0.7427459777606568,-1.8812739416744213,-1.2477393016184974,-0.9426793543992746,-1.8159832328681378,-0.17036145272982284,-0.4818518951366675,-0.35893585462493494,-0.17894295371648694,-0.3671971919396059,-0.4297086784111537,-0.5717105375443253,-0.8370916028414473,-1.121198287132885,-1.691043438370251,-1.2866646714595016,-0.9353850565363415,-2.3965919466666836,-1.581485126714958,-0.34302076024565703,-0.45103530655411644,-0.7219812181937153,-2.7585281183437877,-1.1749458689361676,-0.5279558078222936,-1.785725187320287,-1.277035447836658,-0.5306094316888877,-1.0148467388600475,-0.24679050323513235,-0.3197085077267231,-0.395249566817167,-0.8293809160067815,-0.18642367217060207,-2.7374693005925432,-0.32610151403917764,-0.8542259182467831,-0.8174102379107903,-0.4657336123698791,-0.9472215946921445,-0.6597949172786901,-1.7616247697114855,-0.3197763580235521,-0.9351683484636986,-0.8787663298041555,-1.4979818699254197,-0.6163113543449781,-1.311772995010699,-1.2784542004087123,-1.785725187320287,-1.3160639710224393,-0.4906939515798047,-0.9219171417303618,-1.722811847305492,-1.9806746356664982,-0.6948711526071935,-0.1995492972238661,-0.4834475278089711,-0.4690050732567391,-0.6477653934316139,-1.2677746883843821,-0.6414854411946548,-1.3911815372732346,-1.3772677618820353,-1.677850250117865,-0.6551896473409282,-1.5566147148554252,-0.7596667018915056,-0.9064019276206546,-0.9401080846934474,-0.2979997996285435,-0.6070461482946177,-0.6240462199578133,-0.16527808731367064,-1.3366854073239034,-0.20548383294131337,-1.6591695130642548,-0.1904898954004029,-1.1647127496095306,-1.64353861700499,-3.2169768677618737,-0.6907226039000497,-1.596704220614861,-0.24986946588222092,-0.3187092601944542,-0.3348312231265128,-0.4718513198887159,-1.0643582058320886,-0.43768557397515917,-2.230334295937106,-1.2571242766052075,-1.366254812299372,-1.3184533860104173,-0.46332950513434645,-1.3019588499904942,-1.865863333112364,-0.24299013835540234,-1.2293252049553072,-0.5882727639303882,-1.16921454355921,-0.7048380168599867,-2.4621870536768453,-2.3390446512393313,-0.5860469736859885,-1.5012717225873125,-1.518724880573668,-2.078760755218373,-0.7936555116549452,-2.0866769729451664,-1.1033138266778588,-0.926602421558253,-0.5142892462661954,-0.5780405330079518,-1.6976153266590643,-0.9884030533106719,-1.434011476850682,-1.4030548865473396,-2.1908843388580244,-2.2222835180928793,-4.720258192449749,-0.4453214020790213,-2.4750115407611117,-0.4177737765230845,-1.0790876488373287,-0.7726341462533391,-0.9799801514420748,-4.232614039494075,-0.584575112773071,-0.6012722322494858,-2.7511882758092487,-0.6836978415674826,-1.8278926428252862,-0.3734076320779352,-0.9492901577599241,-1.1212467975748226,-1.0469508242591563,-0.8151069295416958,-0.8014488918719782,-0.7491756863981349,-0.5314803331166906,-1.1475034769133436,-0.6216092555983213,-0.8058764569189664,-1.2944532705643523,-1.4722489692007992,-1.381391968981991,-0.6551896473409282,-3.3616413763929907,-0.9002715563483245,-0.8349038950842165,-1.4862802097736334,-0.6007406526402151,-2.7008679473777795,-1.7555788092123108,-1.3629657262798927,-0.3743216398149968,-3.3253646368780694,-0.2981116830251551,-2.1227938463810494,-2.0515235985821936,-0.9501225693760569,-2.6021947007961233,-1.1312229213451528,-2.8198738982920384,-0.6683566440178043,-1.3268764265692827,-2.440531933420739,-2.5264118917704144,-2.050361149024699,-1.0248562015856904,-0.26967061816658744,-2.1426456083028236,-1.4862802097736334,-2.167505292279836,-0.9578591485279594,-0.7060128028523021,-0.6523183184580338,-0.20518834748155576,-1.3268764265692827,-1.2196712093520878,-0.4795811869083684,-0.6216092555983213,-2.2901911310523215,-1.1633597147814492,-1.3366854073239034,-0.4818518951366675,-3.012453862846773
Alpha Linolenic Acid and Linoleic Acid Metabolism,-2.243227725756333,-2.4785254843565045,-1.5580817539981082,-2.862886642542431,-0.5693221486985987,-1.079113801030683,-2.094510808704085,-2.835217127622622,-1.0224708079450082,-0.9171352129683668,-1.491860051703164,-3.053961709204178,-0.9804893156151671,-2.5932718290058125,-0.47181350281822354,-4.582260772621149,-3.207764563506785,-2.884432657280858,-0.4168794386891714,-2.150604110954646,-4.141085729524929,-3.5292735326288853,-0.5547354915527293,-1.6339494923067757,-1.2260095545645746,-1.9167588591465572,-1.781642410272552,-4.063515161198289,-0.7183853735586614,-5.5250811770767,-2.4502316835095015,-0.449209790694523,-4.3306302821027405,-2.1687042782256833,-1.761724739889961,-0.6639778556444341,-0.5616173086167503,-4.577872787803852,-2.083283808022955,-1.1938815178922653,-0.7101523865321923,-2.9277782408160493,-1.4228429288946018,-0.5155051429901556,-2.360742922814741,-1.4569529746336998,-1.7276266766799613,-0.6377722206800795,-0.7855682607802418,-1.337780934866103,-0.5285420132352694,-0.40993164552783307,-0.8691067693219869,-0.9556315001405296,-0.835887105140314,-1.686311419744065,-2.565688530594266,-3.1199141939809816,-1.7407594827253585,-3.72243250768374,-1.6533379608354182,-0.7885803547136854,-2.2916285678422206,-2.617121209029494,-2.3213845007854825,-0.8038005243853885,-1.9187744742992106,-0.2319082651949545,-0.8023246200414547,-2.1870120752862636,-0.6284753763682642,-3.5015196313566026,-2.408470453527728,-0.8564773015573799,-1.9227711840574173,-1.0642283525538347,-2.2070731172816753,-0.46877278712965675,-0.6595404150552069,-2.8930328290427108,-0.7855682607802418,-1.0310067026392764,-3.0371424810762115,-3.00864484931864,-3.5429688592698105,-1.4426237862727451,-2.0980766505033612,-1.3840124849238218,-1.3408487719313542,-1.6144308903829743,-3.599709957075627,-1.0529370956800166,-0.7545264362708511,-1.0605195812367532,-2.800253989818737,-0.45652527617445277,-2.3930288711755,-2.9753676756667065,-1.799333550719223,-0.3349697108879827,-1.2868395142370745,-0.6293187694210582,-0.3307792665820626,-2.728967009346092,-5.153325504598966,-2.775623844942099,-3.290229839435632,-3.6602043216220332,-2.020738092229182,-1.7300217126052795,-1.2180261371711503,-3.891373033326045,-0.6900818104077918,-0.04803460966756304,-2.1908842138143387,-0.8555772367900573,-0.08683023372543422,-4.053696693524559,-0.618764781105321,-0.5414715990071215,-0.12843067066588176,-0.13579563079687604,-0.7850116431506822,-0.06632511174392154,-0.504816572709077,-0.22418825032795606,-1.468498461945642,-0.07450393971871205,-0.08347495556875724,-4.12342734893937,-0.8759910746770788,-2.029362064497051,-1.1244467128557827,-1.3145009675691097,-4.065864132301353,-2.3742726523108613,-2.262413319909855,-0.09514815247450964,-1.9170297772570728,-1.8097734626832986,-1.2786297202267927,-0.9102086250959333,-0.5900030532532518,-2.0630677202163077,-0.3672007349829104,-1.3792572347520695,-0.10032650355961716,-2.281831006033897,-3.773531870867643,-2.040997692423595,-2.835217127622622,-0.6666669941550446,-3.1853244879284484,-0.6720552825148708,-3.4057907918558072,-3.4387775087007437,-2.174909963291379,-1.0482377496296151,-2.9277782408160493,-1.202146820159053,-0.896421382894039,-2.037721416328822,-1.1244467128557827,-1.3689932903438455,-2.9784478626041393,-0.508128614043216,-2.4679957704324607,-0.803490456556161,-0.5502931466524149,-0.9365555384431213,-1.2631890527739862,-1.4401847946534383,-1.4426237862727451,-1.5275984132439122,-0.5436691239371989,-4.433958396565424,-1.2745364337339273,-1.6243197924385895,-2.9784478626041393,-0.6898241254158466,-0.763159781090185,-2.0686717771361116,-1.3579051531160227,-2.934160443458535,-0.5796379806185951,-0.0786049348606631,-1.8150123016235828,-2.1064750558818743,-0.810201279531563,-1.1863827820360633,-2.9753676756667065,-1.228097469562727,-0.8926727939742861,-2.150604110954646,-2.185892031260379,-1.1359259601781728,-0.5488363510150759,-2.3540095401557735,-1.2510425262760756,-4.3306302821027405,-3.806375380935183,-2.3722325163274274,-5.072355507208719,-1.9981826629644526,-3.017154889076583,-3.0549972529893945,-4.264598290370174,-0.31699206297765775,-1.6876900041024854,-2.794564962768521,-1.4116444211493027,-1.6460278481603603,-1.0930893966501773,-0.7534872395561527,-2.672008218269829,-0.7236435528883711,-1.328360631823612,-0.2276745916176229,-2.020738092229182,-2.150604110954646,-1.7338728298676753,-0.29194065870276315,-4.3306302821027405,-0.8334156208410478,-0.11169473857098529,-0.4419188677307904,-0.7060898041560039,-0.03190472191774585,-1.9541542909773297,-1.2185097635638216,-1.863348319081381,-1.852042400658933,-2.6334365607447783,-0.16607142207311795,-0.6523986496949447,-1.1239371871870485,-1.7547145322963504,-0.6363728512354193,-2.1282222140666187,-1.8189790327930813,-1.5155910535935837,-0.47123060060433697,-0.009919962592527837,-1.1607293045807208,-0.6666669941550446,-0.08257856500683806,-0.045502218043657755,-1.8117056136896545,-0.825728876885715,-0.9305269420596832,-2.5961829189922585,-2.196245257323943,-2.753027040962555,-0.03793939778736412,-0.007221433952709293,-0.8321015187546819,-0.007932341356658199,-0.226271454048635,-0.7046688499489145,-0.5260185053685567,-0.9122888939709889,-2.142768481963355,-2.8592448856357935,-1.0274226428296487,-1.1607293045807208
Amino Sugar Metabolism,-0.1398526372250972,-0.376422665131351,-0.022548003079586005,-1.2866509524170588,-0.9914080101559903,-1.50503006277901,-0.523593134343597,-0.5000889497272655,-0.15281561593674656,-0.20980082811466647,-1.8075869002363922,-0.5512948240111899,-0.14470530588565356,-0.23433797923825891,-0.8717050296525484,-0.21573833353001073,-0.7924732957039885,-0.33668402774492545,-0.8156701737071287,-0.5798693592327894,-0.7075647631063499,-0.7353724641976597,-0.2430776772047567,-0.9746229043179317,-1.1490628846693478,-0.4939371228556382,-0.5834376618373891,-0.4915369035603954,-1.159767794620333,-1.0067996291043007,-0.5343213640910801,-2.3671715407581084,-0.524914980544284,-0.11233958510491437,-0.3497702413295102,-0.051543219120846716,-0.05598816964098877,-0.14470530588565356,-0.22615122443417313,-2.2572923343217477,-0.009886096449639321,-0.42479508479875905,-0.08814419721152157,-0.4854300750859768,-0.064016022652774,-0.23805826309178,-0.1366025618607929,-1.3947508040043286,-0.2575199549547526,-1.4113741838920733,-3.0659660906179873,-1.2036093393132998,-1.7743551237676218,-0.3663865139590451,-3.525357509626458,-0.8768167147007662,-4.851249210490956,-1.2076041819662031,-0.47506850775718223,-0.2836212201462957,-0.44155564663571556,-0.44155564663571556,-0.4538442583914714,-1.10368031014828,-2.84963491634089,-0.3997147290144049,-3.4532120211897577,-10.738497646118812,-0.43834648728266273,-0.35027616562772845,-2.1332389558250506,-0.29894260994479027,-1.022725693109436,-1.8631792302417987,-0.35807440411851615,-0.3997147290144049,-0.08512916671437022,-3.8131498257446257,-2.2825385055113703,-3.3708080612603712,-4.382275312696589,-3.628825655993188,-3.37270984870431,-0.24253245785306524,-1.1368014790725331,-0.23433797923825891,-0.04080192678322181,-0.8207748990772737,-0.17640047929036665,-0.7910774706671232,-1.901407610972179,-2.6632053419711434,-5.6471154194904205,-0.8479504410821564,-4.146624997295706,-7.787025218985534,-1.8128250929769734,-0.11124755593745855,-0.5768173694137413,-1.9552150202724552,-2.8559919678611276,-1.620531133657315,-0.42479508479875905,-0.7650192930488374,-0.9940617339321637,-0.46344495681687964,-1.6870392492690252,-0.4667572884320044,-0.03334815072557379,-0.976380300018012,-2.468923143971027,-0.9805982839981855,-4.643664480274316,-0.967149464062495,-1.487362712581435,-1.4348284178986954,-1.3423023053967944,-3.981443134782677,-0.07529473517696685,-2.7609117099234286,-1.6860379879241394,-3.2152678149109555,-0.9805982839981855,-2.58677880981034,-4.695259158009634,-3.771413621911903,-3.3121163430271396,-5.865476514987804,-1.8516056068705895,-0.25626621669030525,-4.38143952554874,-2.2044858710932633,-5.816599483774296,-1.0076777791400588,-0.60794040198475,-1.6224548989145702,-1.026735452523596,-1.5759372516069388,-1.9239929548374324,-0.9842616311797648,-4.37963409340266,-1.3388732371163397,-5.3190664539974595,-0.17719208388635627,-4.35912568119276,-0.22615122443417313,-1.6781952618631693,-3.4637658153512336,-0.7359175345938577,-2.4965820355073576,-1.9301781159372111,-1.346663143943062,-2.2452935277168153,-0.25894464491310365,-2.1313931841261926,-0.286720354759093,-3.592631948248235,-1.9925458585869062,-2.457875203502896,-4.036167478026834,-3.7616499522857056,-0.5800776230562436,-0.20980082811466647,-0.09008784715862186,-2.4537041154905443,-2.2239420566400354,-1.040568456591574,-3.5560111730922914,-2.153695711400108,-4.331589677722022,-3.712585209147411,-0.8695735403089483,-2.723047793843326,-3.9610031505718073,-1.1499636531778088,-0.1366025618607929,-1.6083855949939059,-2.5407388134838955,-1.323091541732235,-2.6206535749469766,-7.977125534624413,-1.8499480167382587,-4.771641199416707,-3.1667676029275955,-1.460656507682297,-5.464400349227951,-3.9974966436767527,-1.1946838315876094,-0.582734300679213,-0.4164269168102647,-0.29999933562606573,-2.3205686381564097,-2.574818991490154,-0.3107959030292378,-1.0415789553329085,-6.83965153337758,-5.339598436805121,-3.3825434880233263,-0.9689382307155507,-1.0042678052917835,-0.040625249072761105,-2.7005179229432925,-3.1238247180482164,-0.6969243690121046,-4.041957029696625,-1.0552675944714942,-0.9206452784831959,-8.306073284586509,-1.5416478604548352,-0.9206781852216864,-0.5564307164772183,-0.38976731608277887,-4.223053944944758,-2.1779945464894963,-1.4147453342815586,-1.0938213755948754,-1.3925556271308983,-0.6808655553114911,-2.874821006056828,-1.144523262813103,-2.81212460835221,-2.042302665466219,-1.7545870728954998,-0.6969243690121046,-0.9703477074392175,-2.4426248420700287,-1.8616070360564336,-2.0092188114341853,-0.8796295356352869,-0.7689810174267752,-1.8030579924540118,-2.3523004428925445,-1.1826269422324402,-0.7750223986670254,-4.354527515407733,-0.19685919886681655,-4.348782098884065,-3.9157386199716617,-2.0909068440483334,-2.2455613390273705,-2.687965589673999,-1.626870226028136,-0.8450373498434411,-2.275002439002662,-3.845774401829078,-5.123254191908871,-4.5649566750225805,-0.7527670687970914,-0.12956476652529844,-2.002368814828698,-1.6066232003544996,-4.2041954217344255,-1.982251567287817,-2.6037471233237497,-1.5833801287582563,-0.4915369035603954,-2.2900296176017307,-3.3315691238750884,-1.0432515569591856,-0.09290079223010679,-2.438530589073314,-2.1707943479914364,-1.5984584317608657,-0.01595982700422595,-2.5088998397084237
Ammonia Recycling,-0.06970452198741695,-0.07537524949639911,-0.026914811023059704,-0.21064096236827662,-0.4419067988994578,-0.6036032499614594,-0.592786451673486,-0.3321252422315539,-0.11434556780288287,-0.12202524223013296,-0.18533648252244267,-0.42326951152061376,-0.027957375005114207,-0.06078705252269027,-0.44320916665694066,-0.1440061808431294,-0.5274963132349326,-0.12202524223013296,-0.5720208485989999,-0.35867396539241503,-0.2587266556425062,-0.1374060671442601,-0.19146586177458885,-0.3637112017758599,-0.23720575087712562,-0.37073130699489243,-0.3637112017758599,-0.16825399609858602,-1.5772345702250472,-0.49931700900765136,-0.24588217207398008,-1.3421336911264117,-0.0836981469334665,-0.05920525326083437,-0.4033644439711411,-0.030337549941771257,-0.10525104590224146,-0.1374060671442601,-0.17598403169774549,-0.9539651935929881,-0.15365225396340135,-0.34709633062700374,-0.18965545173614162,-0.3746680375091984,-0.022640461109807032,-0.14510724435132116,-0.0194976133359778,-0.9895088813928605,-0.08993779074787789,-0.6572188026418628,-0.9243979529691191,-1.1296494466717846,-0.6764211579833165,-0.0531641361200274,-1.022233296809656,-0.5720208485989999,-1.9139809753096704,-0.7607832530259345,-0.027888504770256933,-0.3342941286318219,-0.07045188417675792,-0.2536853088505933,-0.6712809161429912,-0.3392680756932962,-1.8193588546264663,-0.26149583186255965,-2.08847607995103,-3.098746274812092,-0.38566614453304326,-0.1744903488062041,-1.4701194130360697,-0.19921768350411143,-0.7452795384965304,-1.7287564352750269,-0.16053119535582036,-0.7359157958492784,-0.3900730199641946,-2.674725331496792,-0.6220947185796817,-1.9526097211879634,-2.9615520536790014,-0.8395583352399347,-2.330096616069433,-0.12971207089701278,-0.23455639736685935,-0.9185489625301371,-0.24588217207398008,-0.7681486291411678,-0.12971207089701278,-0.3321252422315539,-0.8553579726829103,-2.2960712991327927,-3.4654798817190406,-1.3812573870594214,-0.9912340374410578,-3.2095390369733496,-3.8772843828122667,-0.23808640757501018,-0.4272481815957174,-2.542867892926934,-1.9882637659156117,-0.6955365268638799,-0.6148448121194628,-0.7349937332395124,-0.5277872813290888,-0.5455104147151062,-1.0399026337664068,-0.16825399609858602,-0.19921768350411143,-0.9903278555211107,-1.071000465033309,-0.19409495458339474,-4.054719725282359,-1.3785229669509667,-0.7881588639410536,-0.49931700900765136,-1.0393889426203613,-1.8004291181178127,-0.3955495499445349,-1.5517419429412282,-0.3380061279835769,-1.1459204088077943,-0.9541649753351839,-2.054651969125573,-2.1349154412814944,-1.826403652207219,-2.356110174689404,-2.480318424526249,-1.690636305292974,-0.697975109644214,-2.0184917918343053,-1.2158244938037026,-2.353062712663091,-0.9902502663828763,-0.47522405862743716,-0.4857378614623533,-0.637188700902143,-1.316271281110822,-1.8151460226001142,-0.6109196151430357,-2.3183023991306797,-2.091123355771057,-2.964435780699134,-0.09147528951150567,-2.9870232368309013,-0.16825399609858602,-0.9062088931653743,-0.7965131264217705,-0.8701768407461149,-1.9479016115594412,-1.1714338799977757,-0.4716564042998629,-1.3070667032652306,-0.25141912237503466,-1.3567325707637352,-0.17684672101437843,-1.3953183037712946,-1.8537620928440304,-2.421636729940098,-2.004638922243562,-3.452686174437412,-0.366280258460607,-0.9725187692343431,-0.4298994168641207,-0.4415987166786513,-1.246447364637283,-0.4010487636911035,-1.8676918968206446,-0.6782545766792494,-1.8110775138658552,-0.6592983466782719,-0.17598403169774549,-2.9353585718196618,-1.7196321419317755,-0.871493769988592,-0.2523974037596211,-1.2833902426466977,-1.0267014664395577,-2.047690174706473,-0.7044167097339059,-4.293740204746477,-0.9744332425721673,-2.227584990830772,-3.7144887522580214,-1.4635843221351126,-1.8195050609527876,-2.0561469250944864,-1.2958068934950064,-0.8862572807335904,-0.19146586177458885,-0.2147432087652715,-0.6453709906780696,-1.6068286723319911,-0.29644124981590664,-4.750161543126883,-4.478065876053524,-4.029756310247551,-3.696626886340842,-0.9938283891643926,-1.2385352647964925,-0.8862572807335904,-1.765106760488114,-1.532740844126995,-0.7276432698826656,-3.9308923378658527,-0.7690890876153497,-0.9735205254657558,-2.8320670728553075,-1.3902799055226034,-1.5497874976233494,-0.12202524223013296,-0.6781815300258665,-1.4275865267335373,-1.1045377400436045,-1.0059575880837404,-1.8864632925440872,-1.3633768042271392,-1.8288639906070436,-0.9969263877827261,-1.3179057547407689,-1.8538010980296513,-1.7378573740853591,-2.732121819970567,-1.2439029319737418,-1.1678719323329942,-2.35955759844798,-1.0197474221479301,-1.1764065636486931,-1.4137172173960701,-1.7326962659408596,-1.9343321203150188,-1.261197206974705,-1.4401789212449942,-0.8800896378452658,-2.264647360109464,-0.6592208250121676,-1.4462252808023623,-2.2411444014732242,-0.669949344717049,-2.3508651330482646,-1.166458585642853,-3.083730816944229,-0.3955495499445349,-1.5599699659651625,-1.8981037811225012,-1.8245186195577112,-1.833907882437956,-0.9146721482477748,-0.29220081242357365,-1.9946368349196861,-1.7608948937811726,-1.2520538275353656,-0.8701768407459607,-0.9735205254657558,-1.535677918167374,-0.4352248148707493,-2.1036790863977517,-0.8820486686875169,-1.25630809813682,-1.1254217680380212,-1.9343321203150188,-1.1376472088032223,-2.00753456478438,-0.5178074238295975,-1.923457605807334
