Pathway,TL-2-105,TAK-715,CP466722,BMS-345541,Genentech Cpd 10,GSK429286A,Ruxolitinib,SB-715992,ZSTK474,KIN001-102,CAL-101,GW-2580,BMS-708163,BX-912,LY317615,WZ3105,XMD14-99,CP724714,JW-7-24-1,ABT-869,GSK2126458,PHA-793887,TG101348,QL-XI-92,XMD15-27,QL-XII-47,AC220,EKB-569,Masitinib,OSI-930,XMD13-2,Bleomycin (50 uM),AT-7519,XL-184,NPK76-II-72-1,NG-25,TL-1-85,VX-11e,FR-180204,"Zibotentan, ZD4054",BIX02189,KIN001-236,KIN001-055,KIN001-266,NVP-BHG712,PIK-93,TPCA-1,Y-39983,YM201636,AV-951,GSK690693,KIN001-270,CH5424802,KIN001-244,KIN001-260,SB52334,AS605240,STF-62247,I-BET,MPS-1-IN-1,CX-5461,Tubastatin A,VNLG/124,XL-880,EX-527,THZ-2-49,PFI-1,UNC0638,UNC0638.1,OSI-027,SN-38,MP470,T0901317,IOX2,5-Fluorouracil,NSC-207895,CAY10603,GSK269962A,SB-505124,Tamoxifen,piperlongumine,PI-103,Phenformin,SNX-2112,BMS-708163.1,BMS-536924,AR-42,EHT 1864,QL-X-138,CCT007093,AG-014699,AZD6244,TW 37,rTRAIL,XAV 939,JNJ-26854165,PLX4720 (rescreen),CUDC-101,THZ-2-102-1,(5Z)-7-Oxozeaenol,JQ1,CHIR-99021,BMN-673,Afatinib (rescreen),UNC1215,SGC0946,Temozolomide,GSK1070916,"PXD101, Belinostat",PF-4708671,Olaparib (rescreen),YM155,FK866,AZD6482,Etoposide,Vinorelbine,Midostaurin,CCT018159,AP-24534,JNK-9L,JQ1.1,FTI-277,Trametinib,CHIR-99021.1,Shikonin,AKT inhibitor VIII,NSC-87877,AZD6482.1,HG-6-64-1,DMOG,JQ12,Mitomycin C,Embelin,LAQ824,Doxorubicin,QS11,Epothilone B,GSK-1904529A,Bicalutamide,OSU-03012,IPA-3,LFM-A13,GDC0941 (rescreen),Tipifarnib,FH535,BAY 61-3606,Pazopanib,AS601245,BMS-754807,OSI-906,Gemcitabine,Bryostatin 1,Obatoclax Mesylate,Bleomycin,PF-562271,GSK-650394,AUY922,RDEA119 (rescreen),Bicalutamide.1,PAC-1,Bexarotene,Cetuximab,Dabrafenib,Thapsigargin,Vorinostat,Bosutinib,Lenalidomide,Vinblastine,Cisplatin,Docetaxel,Olaparib,ABT-888,17-AAG,Vismodegib,Camptothecin,Methotrexate,ABT-263,AZD7762,CEP-701,AMG-706,Elesclomol,Afatinib,BX-795,Nutlin-3a,PD-173074,RO-3306,KU-55933,PLX4720,Axitinib,GW 441756,VX-702,JNK Inhibitor VIII,Cytarabine,Gefitinib,NU-7441,NVP-BEZ235,GDC0941,AZD8055,PD-0325901,AICAR,ATRA,RDEA119,CI-1040,BIRB 0796,Temsirolimus,SL 0101-1,SB590885,MK-2206,PD-0332991,AZD6244.1,FMK,Nilotinib,ZM-447439,YK 4-279,681640,SB 216763,MLN4924,QL-VIII-58,XMD8-92,HG-5-113-01,XMD11-85h,ZG-10,HG-5-88-01,QL-XII-61,PHA-665752,NVP-TAE684,Crizotinib,Imatinib,AZD-0530,AZ628,Parthenolide,KIN001-135,Sorafenib,Bortezomib,GSK269962A.1,MG-132,Paclitaxel,A-770041,BMS-509744,Pyrimethamine,GW843682X,MS-275,TGX221,Sunitinib,Z-LLNle-CHO,CGP-60474,CGP-082996,WZ-1-84,BMS-536924.1,CMK,A-443654,S-Trityl-L-cysteine,BI-2536,GNF-2,WH-4-023,Salubrinal,Dasatinib,XMD8-85,Roscovitine,Lapatinib,Cyclopamine,VX-680,JW-7-52-1,Erlotinib,Rapamycin
Alanine Metabolism,-0.1715348242446408,-0.137548917529074,-0.1615773516759311,-0.4212673110767962,0.832504408395911,-0.4439371209970591,-0.4782507331889007,-0.4899360308082935,-0.2696706181665874,-0.201428198607881,-0.4336950912426624,-0.4456787824469695,-0.2698845543085802,-0.1308147158710962,-0.8843598019692499,-0.7867143940617269,-0.160109049922867,-0.6660465542172594,-0.8193269382204763,0.8843598019692499,-0.5132526289086361,-0.4657336123698791,-0.1085812234208332,-0.4177737765230845,-0.1413565603756272,-0.6425898769271964,-0.5762549053646127,-0.1403309635322505,2.1154083631206246,-0.8116618054582083,-0.3403195314777693,1.0854573199741266,-0.6132484392678841,-0.7960467142121275,-0.2991781803945372,-1.084060472557403,-1.1947397337984784,-0.9611552919875936,-1.3823039672017323,1.828754995096423,-0.9070175049709462,-0.4943032017684212,-0.4120040885186509,-0.5189737902441169,-0.7774081189410417,-0.5289589550525652,-0.2840423559257771,1.2068409770687314,-0.2792428909808764,1.189838109264085,0.7073711473926801,1.67315241695576,1.3160238642976847,-0.4435220712119579,-1.16255440328973,-0.6876874597212164,1.2411915198139598,-0.4110070813661393,-0.3016736609038132,-0.7019419217804324,-0.1454557754880039,-0.6652914737844539,0.9112665090804768,-0.8012768840002382,1.5784166196937728,-0.4779613956043985,2.5264118917704144,2.7928687337054665,0.4357620770075659,-0.4697569559535405,0.6848920307281142,-0.1994672567481825,-0.546998046762846,2.1901209728361777,-0.3368680435535385,-0.6373253121146513,-0.4217480293068224,1.3941193923143067,-0.7427459777606568,1.8812739416744213,1.2477393016184974,0.9426793543992746,1.8159832328681376,-0.1703614527298228,-0.4818518951366675,-0.3589358546249349,-0.1789429537164869,-0.3671971919396059,-0.4297086784111537,-0.5717105375443253,-0.8370916028414473,1.121198287132885,1.691043438370251,1.2866646714595016,0.9353850565363416,2.396591946666684,1.581485126714958,-0.343020760245657,-0.4510353065541164,0.7219812181937153,2.758528118343788,1.1749458689361676,-0.5279558078222936,1.785725187320287,1.277035447836658,-0.5306094316888877,1.0148467388600475,-0.2467905032351323,-0.3197085077267231,-0.395249566817167,0.8293809160067815,-0.186423672170602,2.7374693005925432,0.3261015140391776,-0.8542259182467831,-0.8174102379107903,-0.4657336123698791,0.9472215946921444,-0.6597949172786901,1.7616247697114855,-0.3197763580235521,-0.9351683484636986,0.8787663298041555,1.4979818699254197,0.6163113543449781,1.311772995010699,-1.2784542004087125,1.785725187320287,1.316063971022439,0.4906939515798047,0.9219171417303618,1.722811847305492,1.9806746356664984,-0.6948711526071935,-0.1995492972238661,-0.4834475278089711,-0.4690050732567391,0.6477653934316139,1.267774688384382,-0.6414854411946548,1.3911815372732346,1.3772677618820353,1.677850250117865,-0.6551896473409282,1.5566147148554252,-0.7596667018915056,0.9064019276206546,0.9401080846934474,-0.2979997996285435,0.6070461482946177,-0.6240462199578133,-0.1652780873136706,1.3366854073239034,-0.2054838329413133,1.6591695130642548,-0.1904898954004029,1.1647127496095306,1.64353861700499,3.2169768677618737,-0.6907226039000497,1.596704220614861,-0.2498694658822209,-0.3187092601944542,-0.3348312231265128,-0.4718513198887159,1.0643582058320886,-0.4376855739751591,2.230334295937106,1.2571242766052075,1.366254812299372,1.3184533860104173,-0.4633295051343464,1.3019588499904942,1.865863333112364,-0.2429901383554023,-1.2293252049553072,-0.5882727639303882,1.16921454355921,-0.7048380168599867,2.4621870536768453,2.3390446512393317,0.5860469736859885,1.5012717225873125,1.518724880573668,2.078760755218373,0.7936555116549452,2.0866769729451664,1.1033138266778588,0.926602421558253,-0.5142892462661954,-0.5780405330079518,1.6976153266590643,0.988403053310672,-1.434011476850682,1.4030548865473396,2.1908843388580244,2.2222835180928797,4.720258192449749,0.4453214020790213,2.475011540761112,-0.4177737765230845,1.0790876488373289,0.7726341462533391,0.9799801514420748,4.232614039494075,0.584575112773071,-0.6012722322494858,2.7511882758092487,0.6836978415674826,1.8278926428252864,-0.3734076320779352,-0.949290157759924,1.1212467975748226,-1.0469508242591563,0.8151069295416958,0.8014488918719782,0.7491756863981349,0.5314803331166906,1.1475034769133436,-0.6216092555983213,0.8058764569189664,1.2944532705643523,1.4722489692007992,1.381391968981991,-0.6551896473409282,3.3616413763929907,0.9002715563483245,0.8349038950842165,1.4862802097736334,-0.6007406526402151,2.7008679473777795,1.7555788092123108,-1.3629657262798929,-0.3743216398149968,3.3253646368780694,-0.2981116830251551,2.1227938463810494,2.0515235985821936,0.9501225693760568,2.6021947007961237,1.1312229213451528,2.8198738982920384,0.6683566440178043,1.3268764265692827,2.440531933420739,2.5264118917704144,2.050361149024699,-1.0248562015856904,-0.2696706181665874,2.142645608302824,1.4862802097736334,2.167505292279836,-0.9578591485279594,0.7060128028523021,0.6523183184580338,-0.2051883474815557,1.3268764265692827,1.2196712093520878,-0.4795811869083684,-0.6216092555983213,2.290191131052321,-1.1633597147814492,1.3366854073239034,-0.4818518951366675,3.012453862846773
Alpha Linolenic Acid and Linoleic Acid Metabolism,2.243227725756333,2.4785254843565045,1.5580817539981082,2.862886642542431,-0.5693221486985987,1.079113801030683,2.094510808704085,2.835217127622622,1.0224708079450082,0.9171352129683668,1.491860051703164,3.053961709204178,0.9804893156151672,2.5932718290058125,-0.4718135028182235,4.582260772621149,3.207764563506785,2.884432657280858,-0.4168794386891714,2.150604110954646,4.141085729524929,3.5292735326288853,-0.5547354915527293,1.6339494923067757,1.2260095545645746,1.9167588591465567,1.781642410272552,4.063515161198289,0.7183853735586614,5.5250811770767,2.450231683509501,0.449209790694523,4.3306302821027405,2.168704278225684,1.761724739889961,-0.6639778556444341,-0.5616173086167503,4.577872787803852,2.083283808022955,1.1938815178922653,0.7101523865321923,2.9277782408160493,1.4228429288946018,-0.5155051429901556,2.360742922814741,1.4569529746336998,1.7276266766799613,-0.6377722206800795,-0.7855682607802418,1.337780934866103,0.5285420132352694,-0.409931645527833,0.8691067693219869,-0.9556315001405296,-0.835887105140314,1.686311419744065,2.565688530594266,3.1199141939809816,1.7407594827253583,3.72243250768374,1.6533379608354182,0.7885803547136854,2.291628567842221,2.617121209029494,2.3213845007854825,0.8038005243853885,1.9187744742992103,-0.2319082651949545,-0.8023246200414547,2.187012075286264,0.6284753763682642,3.5015196313566026,2.408470453527728,0.8564773015573799,1.922771184057417,1.0642283525538347,2.2070731172816758,0.4687727871296567,0.6595404150552069,2.8930328290427108,0.7855682607802418,1.0310067026392764,3.0371424810762115,3.00864484931864,3.5429688592698105,1.4426237862727451,2.098076650503361,1.3840124849238218,1.3408487719313542,1.6144308903829745,3.599709957075627,1.0529370956800166,0.7545264362708511,1.0605195812367532,2.800253989818737,-0.4565252761744527,2.3930288711755,2.9753676756667065,1.799333550719223,0.3349697108879827,1.2868395142370743,-0.6293187694210582,-0.3307792665820626,2.728967009346092,5.153325504598966,2.775623844942099,3.290229839435632,3.660204321622033,2.020738092229182,1.7300217126052797,1.2180261371711505,3.891373033326045,0.6900818104077918,-0.048034609667563,2.1908842138143387,0.8555772367900573,-0.0868302337254342,4.053696693524559,-0.618764781105321,-0.5414715990071215,-0.1284306706658817,-0.135795630796876,0.7850116431506822,-0.0663251117439215,0.504816572709077,0.224188250327956,1.468498461945642,-0.074503939718712,-0.0834749555687572,4.12342734893937,0.8759910746770788,2.029362064497051,1.124446712855783,1.3145009675691095,4.065864132301353,2.3742726523108613,2.262413319909855,-0.0951481524745096,1.9170297772570728,1.8097734626832984,1.2786297202267929,0.9102086250959333,-0.5900030532532518,2.063067720216308,-0.3672007349829104,1.3792572347520695,-0.1003265035596171,2.281831006033897,3.773531870867643,2.040997692423595,2.835217127622622,0.6666669941550446,3.1853244879284484,-0.6720552825148708,3.4057907918558072,3.438777508700744,2.174909963291379,1.0482377496296151,2.9277782408160493,-1.202146820159053,0.896421382894039,2.037721416328822,1.124446712855783,1.3689932903438455,2.9784478626041397,0.508128614043216,2.4679957704324607,-0.803490456556161,0.5502931466524149,0.9365555384431212,1.2631890527739862,1.4401847946534383,1.4426237862727451,1.5275984132439122,0.5436691239371989,4.433958396565424,1.274536433733927,1.6243197924385897,2.9784478626041397,0.6898241254158466,0.763159781090185,2.068671777136112,1.357905153116023,2.934160443458535,-0.5796379806185951,-0.0786049348606631,1.8150123016235828,2.1064750558818743,0.810201279531563,1.1863827820360633,2.9753676756667065,1.228097469562727,0.8926727939742861,2.150604110954646,2.185892031260379,1.1359259601781728,-0.5488363510150759,2.354009540155773,1.2510425262760756,4.3306302821027405,3.806375380935183,2.372232516327428,5.072355507208719,1.9981826629644528,3.017154889076583,3.0549972529893945,4.264598290370174,-0.3169920629776577,1.6876900041024854,2.794564962768521,1.4116444211493029,1.6460278481603603,1.0930893966501771,0.7534872395561527,2.672008218269829,0.7236435528883711,1.328360631823612,0.2276745916176229,2.020738092229182,2.150604110954646,1.733872829867675,-0.2919406587027631,4.3306302821027405,0.8334156208410478,-0.1116947385709852,0.4419188677307904,-0.7060898041560039,-0.0319047219177458,1.9541542909773295,1.2185097635638216,1.863348319081381,1.852042400658933,2.6334365607447783,-0.1660714220731179,-0.6523986496949447,1.1239371871870485,1.7547145322963504,0.6363728512354193,2.1282222140666187,1.8189790327930813,1.5155910535935837,-0.4712306006043369,-0.0099199625925278,1.1607293045807208,-0.6666669941550446,-0.082578565006838,-0.0455022180436577,1.8117056136896543,-0.825728876885715,0.9305269420596832,2.5961829189922585,2.196245257323943,2.753027040962555,-0.0379393977873641,-0.0072214339527092,0.8321015187546819,-0.0079323413566581,-0.226271454048635,-0.7046688499489145,-0.5260185053685567,0.9122888939709888,2.142768481963355,2.859244885635793,1.027422642829649,1.1607293045807208
Amino Sugar Metabolism,-0.1398526372250972,-0.376422665131351,-0.022548003079586,-1.2866509524170588,0.9914080101559904,1.50503006277901,-0.523593134343597,-0.5000889497272655,-0.1528156159367465,-0.2098008281146664,1.807586900236392,-0.5512948240111899,-0.1447053058856535,-0.2343379792382589,-0.8717050296525484,-0.2157383335300107,-0.7924732957039885,-0.3366840277449254,0.8156701737071287,0.5798693592327894,-0.7075647631063499,-0.7353724641976597,-0.2430776772047567,-0.9746229043179316,-1.1490628846693478,-0.4939371228556382,-0.5834376618373891,-0.4915369035603954,1.159767794620333,-1.0067996291043009,-0.5343213640910801,2.3671715407581084,-0.524914980544284,-0.1123395851049143,-0.3497702413295102,-0.0515432191208467,-0.0559881696409887,-0.1447053058856535,-0.2261512244341731,2.257292334321748,-0.0098860964496393,-0.424795084798759,-0.0881441972115215,-0.4854300750859768,-0.064016022652774,-0.23805826309178,-0.1366025618607929,1.3947508040043286,-0.2575199549547526,-1.4113741838920733,3.0659660906179877,1.2036093393132998,1.7743551237676218,-0.3663865139590451,3.525357509626458,-0.8768167147007662,4.851249210490956,-1.2076041819662031,-0.4750685077571822,-0.2836212201462957,-0.4415556466357155,-0.4415556466357155,-0.4538442583914714,-1.10368031014828,2.84963491634089,-0.3997147290144049,3.4532120211897577,10.738497646118812,-0.4383464872826627,-0.3502761656277284,2.13323895582505,-0.2989426099447902,-1.022725693109436,1.8631792302417989,-0.3580744041185161,-0.3997147290144049,-0.0851291667143702,3.8131498257446257,2.2825385055113703,3.3708080612603712,4.382275312696589,3.628825655993188,3.37270984870431,-0.2425324578530652,-1.1368014790725331,-0.2343379792382589,-0.0408019267832218,-0.8207748990772737,-0.1764004792903666,-0.7910774706671232,1.901407610972179,2.6632053419711434,5.6471154194904205,-0.8479504410821564,4.146624997295706,7.787025218985534,1.8128250929769731,-0.1112475559374585,-0.5768173694137413,1.9552150202724552,2.855991967861128,1.620531133657315,-0.424795084798759,0.7650192930488374,-0.9940617339321636,-0.4634449568168796,1.6870392492690252,-0.4667572884320044,-0.0333481507255737,0.976380300018012,2.468923143971027,-0.9805982839981856,4.643664480274316,0.967149464062495,1.487362712581435,1.4348284178986954,1.3423023053967944,3.981443134782677,-0.0752947351769668,2.7609117099234286,1.6860379879241394,3.2152678149109555,-0.9805982839981856,2.58677880981034,4.695259158009634,3.771413621911903,3.31211634302714,5.865476514987804,1.8516056068705893,-0.2562662166903052,4.38143952554874,2.2044858710932638,5.816599483774296,1.0076777791400588,-0.60794040198475,-1.6224548989145702,-1.026735452523596,1.5759372516069388,1.9239929548374324,-0.9842616311797648,4.37963409340266,1.3388732371163397,5.31906645399746,-0.1771920838863562,4.35912568119276,-0.2261512244341731,-1.6781952618631693,3.4637658153512336,-0.7359175345938577,2.4965820355073576,1.9301781159372111,1.346663143943062,-2.245293527716816,-0.2589446449131036,2.1313931841261926,-0.286720354759093,3.592631948248235,1.9925458585869065,2.457875203502896,4.036167478026834,3.7616499522857056,-0.5800776230562436,-0.2098008281146664,-0.0900878471586218,2.4537041154905443,2.2239420566400354,-1.040568456591574,3.5560111730922914,2.153695711400108,4.331589677722022,3.712585209147411,-0.8695735403089483,2.723047793843326,3.9610031505718073,1.1499636531778088,-0.1366025618607929,1.608385594993906,2.5407388134838955,1.323091541732235,2.6206535749469766,7.977125534624413,1.8499480167382587,4.771641199416707,3.1667676029275955,-1.460656507682297,5.464400349227951,3.9974966436767527,1.1946838315876094,-0.582734300679213,-0.4164269168102647,-0.2999993356260657,2.3205686381564097,2.574818991490154,-0.3107959030292378,-1.0415789553329085,6.83965153337758,5.339598436805121,3.3825434880233263,0.9689382307155509,-1.0042678052917835,-0.0406252490727611,2.7005179229432925,3.1238247180482164,-0.6969243690121046,4.041957029696625,-1.0552675944714942,-0.920645278483196,8.306073284586509,1.5416478604548352,0.9206781852216864,-0.5564307164772183,-0.3897673160827788,4.223053944944758,2.1779945464894963,1.4147453342815586,1.0938213755948754,1.3925556271308983,0.6808655553114911,2.874821006056828,1.144523262813103,2.81212460835221,2.042302665466219,1.7545870728954998,-0.6969243690121046,0.9703477074392176,2.4426248420700287,1.8616070360564336,2.0092188114341853,-0.8796295356352869,-0.7689810174267752,1.803057992454012,2.3523004428925445,-1.1826269422324402,-0.7750223986670254,4.354527515407733,-0.1968591988668165,4.348782098884065,3.9157386199716617,-2.0909068440483334,2.2455613390273705,2.687965589673999,1.626870226028136,0.8450373498434411,2.275002439002662,3.845774401829078,5.123254191908871,4.5649566750225805,-0.7527670687970914,-0.1295647665252984,2.002368814828698,-1.6066232003544996,4.2041954217344255,-1.982251567287817,2.6037471233237497,1.5833801287582565,-0.4915369035603954,2.2900296176017307,3.3315691238750884,1.0432515569591856,-0.0929007922301067,2.438530589073314,-2.1707943479914364,-1.5984584317608657,-0.0159598270042259,2.508899839708424
Ammonia Recycling,-0.0697045219874169,-0.0753752494963991,-0.0269148110230597,-0.2106409623682766,-0.4419067988994578,-0.6036032499614594,-0.592786451673486,-0.3321252422315539,-0.1143455678028828,-0.1220252422301329,-0.1853364825224426,-0.4232695115206137,-0.0279573750051142,-0.0607870525226902,-0.4432091666569406,-0.1440061808431294,-0.5274963132349326,-0.1220252422301329,-0.5720208485989999,-0.358673965392415,-0.2587266556425062,-0.1374060671442601,-0.1914658617745888,-0.3637112017758599,-0.2372057508771256,-0.3707313069948924,-0.3637112017758599,-0.168253996098586,1.5772345702250472,-0.4993170090076513,-0.24588217207398,1.3421336911264117,-0.0836981469334665,-0.0592052532608343,-0.4033644439711411,-0.0303375499417712,-0.1052510459022414,-0.1374060671442601,-0.1759840316977454,0.953965193592988,-0.1536522539634013,-0.3470963306270037,-0.1896554517361416,-0.3746680375091984,-0.022640461109807,-0.1451072443513211,-0.0194976133359778,-0.9895088813928604,-0.0899377907478778,-0.6572188026418628,-0.9243979529691192,-1.1296494466717846,-0.6764211579833165,-0.0531641361200274,-1.022233296809656,-0.5720208485989999,1.9139809753096704,-0.7607832530259345,-0.0278885047702569,-0.3342941286318219,-0.0704518841767579,-0.2536853088505933,-0.6712809161429912,-0.3392680756932962,-1.8193588546264663,-0.2614958318625596,2.08847607995103,3.098746274812092,-0.3856661445330432,-0.1744903488062041,1.4701194130360695,-0.1992176835041114,-0.7452795384965304,1.7287564352750269,-0.1605311953558203,-0.7359157958492784,-0.3900730199641946,2.674725331496792,-0.6220947185796817,1.9526097211879636,2.961552053679001,0.8395583352399347,2.330096616069433,-0.1297120708970127,-0.2345563973668593,-0.9185489625301372,-0.24588217207398,-0.7681486291411678,-0.1297120708970127,-0.3321252422315539,-0.8553579726829103,2.2960712991327927,3.4654798817190406,-1.3812573870594214,0.9912340374410578,3.2095390369733496,3.8772843828122663,-0.2380864075750101,-0.4272481815957174,2.542867892926934,1.988263765915612,-0.6955365268638799,0.6148448121194628,0.7349937332395124,-0.5277872813290888,-0.5455104147151062,-1.0399026337664068,-0.168253996098586,-0.1992176835041114,-0.9903278555211108,1.071000465033309,-0.1940949545833947,4.054719725282359,1.3785229669509669,0.7881588639410536,-0.4993170090076513,-1.0393889426203613,1.8004291181178127,-0.3955495499445349,1.5517419429412282,-0.3380061279835769,1.1459204088077943,0.954164975335184,2.054651969125573,2.1349154412814944,1.826403652207219,-2.356110174689404,2.480318424526249,1.690636305292974,-0.697975109644214,2.0184917918343053,1.2158244938037026,2.353062712663091,0.9902502663828764,-0.4752240586274371,-0.4857378614623533,-0.637188700902143,-1.316271281110822,-1.8151460226001144,-0.6109196151430357,2.31830239913068,2.091123355771057,2.964435780699134,-0.0914752895115056,2.9870232368309013,-0.168253996098586,-0.9062088931653745,-0.7965131264217705,-0.8701768407461149,1.9479016115594407,1.1714338799977757,0.4716564042998629,-1.3070667032652306,-0.2514191223750346,1.3567325707637352,-0.1768467210143784,1.3953183037712946,1.8537620928440304,2.421636729940098,-2.004638922243562,3.452686174437412,-0.366280258460607,0.9725187692343432,-0.4298994168641207,-0.4415987166786513,1.246447364637283,-0.4010487636911035,1.8676918968206448,0.6782545766792494,1.8110775138658552,-0.6592983466782719,-0.1759840316977454,2.9353585718196618,1.7196321419317755,0.871493769988592,-0.2523974037596211,-1.2833902426466977,-1.0267014664395575,-2.047690174706473,0.7044167097339059,4.293740204746477,-0.9744332425721672,2.227584990830772,3.714488752258021,-1.4635843221351126,1.819505060952788,2.0561469250944864,1.2958068934950064,-0.8862572807335904,-0.1914658617745888,-0.2147432087652715,-0.6453709906780696,1.6068286723319911,-0.2964412498159066,4.750161543126883,4.478065876053524,4.029756310247551,3.696626886340842,0.9938283891643926,-1.2385352647964925,-0.8862572807335904,1.765106760488114,1.532740844126995,-0.7276432698826656,3.9308923378658527,-0.7690890876153497,-0.9735205254657558,2.8320670728553075,1.3902799055226034,1.5497874976233494,-0.1220252422301329,-0.6781815300258665,1.4275865267335373,-1.1045377400436045,1.0059575880837404,1.8864632925440872,-1.3633768042271392,1.828863990607044,0.996926387782726,1.3179057547407689,1.8538010980296515,1.7378573740853591,2.732121819970567,-1.2439029319737418,-1.1678719323329942,2.35955759844798,-1.01974742214793,1.1764065636486931,-1.41371721739607,-1.7326962659408596,-1.9343321203150188,-1.261197206974705,-1.4401789212449942,0.8800896378452658,2.264647360109464,-0.6592208250121676,1.4462252808023623,2.241144401473224,-0.669949344717049,2.3508651330482646,-1.166458585642853,3.083730816944229,0.3955495499445349,-1.5599699659651625,1.8981037811225008,1.8245186195577112,1.833907882437956,-0.9146721482477748,-0.2922008124235736,1.994636834919686,-1.7608948937811726,-1.2520538275353656,-0.8701768407459607,0.9735205254657558,1.535677918167374,-0.4352248148707493,2.103679086397752,-0.8820486686875169,-1.25630809813682,1.1254217680380212,1.9343321203150188,-1.1376472088032223,-2.00753456478438,-0.5178074238295975,1.923457605807334
